timestep,logstd_action_dist,rewards,obs,original_rewards,avg_action_dist,actions,human_obs
0,[-0.12624219 -0.03333082],-1.5686,"[ 1.06633836  1.70796986 -0.18512943 -0.37227693 -1.44584037 -0.55833131
  0.57398195 -0.3010409   2.40803129  0.37854891  0.        ]",-0.379752465744,[ 0.21785444  1.56173921],[-0.70594171  1.25319917],"[[-0.08893687  0.06464873 -0.16637986 -0.0651434 ]
 [-0.00121521 -0.00263682  0.          0.        ]]"
1,[-0.12624219 -0.03333082],-1.55167,"[ 1.06224671  1.70377415 -0.22712557 -0.27760608 -1.44583241 -0.55833001
  0.37466411  0.24201045  2.40610894  0.36620063  0.        ]",-0.379279993138,[ 0.37350798  1.58465731],[-0.0907724   1.43671595],"[[-0.11699557  0.10433524 -0.16637986 -0.0651434 ]
 [-2.79534704  3.95808353  0.          0.        ]]"
2,[-0.12624219 -0.03333082],-1.45405,"[  1.05004486e+00   1.67977654e+00  -3.14897825e-01   1.22615585e-03
  -1.44582444e+00  -5.58328702e-01   3.52885935e-01   7.74176739e-01
   2.39913648e+00   3.71654904e-01   0.00000000e+00]",-0.378411137017,[ 0.36830366  1.59562206],[ 0.99690355  3.08634507],"[[-0.17596565  0.22243965 -0.16637986 -0.0651434 ]
 [-3.10063457  7.83942056  0.          0.        ]]"
3,[-0.12624219 -0.03333082],-1.56943,"[ 1.0442887   1.60329847 -0.34719251  0.44356997 -1.44581648 -0.5583274
  0.63848767  1.29558098  2.37816266  0.50807699  0.        ]",-0.378219403316,[-0.04844943  1.52829766],[-0.72440479  0.90110781],"[[ -0.19780852   0.41738336  -0.16637986  -0.0651434 ]
 [  0.90309115  11.64229152   0.           0.        ]]"
4,[-0.12624219 -0.03333082],-1.53102,"[ 1.04117212  1.4297302  -0.36322613  0.985404   -1.44580852 -0.55832609
  0.43272057  1.75331465  2.30832558  0.71469226  0.        ]",-0.374221272693,[-0.14992167  1.53468788],[-0.63984342  1.01872634],"[[ -0.20868823   0.68372611  -0.16637986  -0.0651434 ]
 [ -1.98143565  14.98083741   0.           0.        ]]"
5,[-0.12624219 -0.03333082],-1.37108,"[ 1.01930371  1.11497517 -0.45766719  1.51324999 -1.44580055 -0.55832478
  0.25488972  2.2556225   2.17498758  0.86282121  0.        ]",-0.361469517412,[-0.12704399  1.55674112],[-0.32894879  3.38415436],"[[ -0.2733293    1.02010276  -0.16637986  -0.0651434 ]
 [ -4.47434148  18.64458154   0.           0.        ]]"
6,[-0.12624219 -0.03333082],-1.32985,"[ 0.97342522  0.63777779 -0.60261054  1.84316202 -1.44579259 -0.55832348
  0.16834945  2.74788821  1.96310298  0.95499453  0.        ]",-0.337449086043,[-0.09366551  1.55208635],[-0.91874324  1.73409404],"[[ -0.37498889   1.4290209   -0.16637986  -0.0651434 ]
 [ -5.68749549  22.2352368    0.           0.        ]]"
7,[-0.12624219 -0.03333082],-1.20581,"[ 0.88167368  0.04670359 -0.80448952  1.73151551 -1.44578462 -0.55832217
 -0.08297794  3.23039135  1.67339045  0.94726863  0.        ]",-0.299773928633,[ 0.09682634  1.51716757],[-0.31418914  0.53960876],"[[ -0.52408723   1.9090406   -0.16637986  -0.0651434 ]
 [ -9.21070571  25.75490442   0.           0.        ]]"
8,[-0.12624219 -0.03333082],-1.00841,"[ 0.72110952 -0.49333332 -1.04249244  1.01745243 -1.44577666 -0.55832087
 -0.15865299  3.45330529  1.32878705  0.82333287  0.        ]",-0.249697096249,[ 0.15061378  1.38006949],[ 1.19368987  2.83949603],"[[ -0.71894465   2.44045752  -0.16637986  -0.0651434 ]
 [-10.27155109  27.38135837   0.           0.        ]]"
9,[-0.12624219 -0.03333082],-0.81794,"[ 0.5547613  -0.77915603 -1.21373925 -0.24221651 -1.44576869 -0.55831956
  0.13830607  3.16852381  0.93902221  0.5989771   0.        ]",-0.188699099273,[-0.00581107  1.15911174],[ 1.70087878  2.0878677 ],"[[ -0.88260634   3.0223724   -0.16637986  -0.0651434 ]
 [ -6.10867104  25.3046541    0.           0.        ]]"
10,[-0.12624219 -0.03333082],-0.736838,"[ 0.46293703 -0.78566953 -1.28746684 -0.67381226 -1.44576073 -0.55831826
  0.42928883 -0.34158482  0.82220178  0.50098869  0.        ]",-0.168855933175,[-0.1321584   0.94227159],[ 1.33210912 -0.93332406],"[[-0.96385574  3.20296547 -0.16637986 -0.0651434 ]
 [-2.02956679 -0.29803885  0.          0.        ]]"
11,[-0.12624219 -0.03333082],-0.727375,"[ 0.4623936  -0.78801765 -1.28786041 -0.52306753 -1.44575277 -0.55831695
  0.71457544 -1.00634915  0.86887252  0.54086207  0.        ]",-0.17680953137,[-0.1987491   0.94217932],[-1.06633009  0.53145476],"[[-0.96432157  3.13996351 -0.16637986 -0.0651434 ]
 [ 1.96969553 -5.14684018  0.          0.        ]]"
12,[-0.12624219 -0.03333082],-0.757068,"[ 0.46155237 -0.783775   -1.2884726  -0.32983671 -1.4457448  -0.55831565
  0.42936199 -0.70389803  0.92265836  0.57969345  0.        ]",-0.185627585171,[-0.09990978  0.98922431],[ 0.77421913  0.68462365],"[[-0.96504285  3.05916079 -0.16637986 -0.0651434 ]
 [-2.02849798 -2.94078264  0.          0.        ]]"
13,[-0.12624219 -0.03333082],-0.779341,"[ 0.45055095 -0.77916188 -1.29647408 -0.24244989 -1.44573684 -0.55831434
  0.65090023 -0.44298738  0.9492815   0.59541728  0.        ]",-0.189814178078,[-0.14929156  1.00464845],[-1.02724433  0.58017548],"[[-0.97445309  3.02247266 -0.16637986 -0.0651434 ]
 [ 1.07710898 -1.03771525  0.          0.        ]]"
14,[-0.12624219 -0.03333082],-0.759796,"[ 0.42884226 -0.77713314 -1.31180299 -0.21169023 -1.44572888 -0.55831304
  0.36694234 -0.35155865  0.96017173  0.59949354  0.        ]",-0.191405391435,[-0.06437543  1.01892841],[-0.46050428  1.61468566],"[[-0.99284937  3.00952292 -0.16637986 -0.0651434 ]
 [-2.90347619 -0.37084294  0.          0.        ]]"
15,[-0.12624219 -0.03333082],-0.741389,"[ 0.33673173 -0.77643197 -1.37041932 -0.20176561 -1.44572091 -0.55831173
  0.24097891 -0.31466922  0.97142071  0.59599179  0.        ]",-0.19265425709,[-0.04327035  1.01272464],[-0.03053859  2.36964342],"[[-1.0686355   3.00534014 -0.16637986 -0.0651434 ]
 [-4.66925521 -0.10177788  0.          0.        ]]"
16,[-0.12624219 -0.03333082],-0.76003,"[ 0.21753197 -0.77624208 -1.43237318 -0.19915265 -1.44571295 -0.55831042
  0.23894733 -0.30410452  0.98201468  0.58899048  0.        ]",-0.193649410631,[-0.04186794  1.00165796],[-0.18444514  1.00388716],"[[-1.16230628  3.00423862 -0.16637986 -0.0651434 ]
 [-4.69772802 -0.02472391  0.          0.        ]]"
17,[-0.12624219 -0.03333082],-0.72471,"[ 0.08438608 -0.77619797 -1.48529785 -0.19857201 -1.44570499 -0.55830912
  0.19348658 -0.30132072  0.99200114  0.58003954  0.        ]",-0.194480669539,[-0.0478383   0.98941624],[-1.56553615  2.4194722 ],"[[ -1.26265480e+00   3.00399394e+00  -1.66379858e-01  -6.51434036e-02]
 [ -5.33500044e+00  -4.42341051e-03   0.00000000e+00   0.00000000e+00]]"
18,[-0.12624219 -0.03333082],-0.761247,"[-0.11579474 -0.77619043 -1.53627315 -0.19849801 -1.44569702 -0.55830781
 -0.08141907 -0.30070164  1.00472684  0.56511138  0.        ]",-0.195388985851,[-0.06252906  0.97172296],[-0.6723895  0.5679475],"[[ -1.40801998e+00   3.00396289e+00  -1.66379858e-01  -6.51434036e-02]
 [ -9.18867575e+00   8.78649286e-05   0.00000000e+00   0.00000000e+00]]"
19,[-0.12624219 -0.03333082],-0.713988,"[-0.41051026 -0.77611132 -1.5545711  -0.19743535 -1.44568906 -0.55830651
 -0.25835233 -0.30496277  1.01969214  0.54029548  0.        ]",-0.196159807825,[-0.09746882  0.94247532],[ 0.95051318  2.57124172],"[[ -1.61667898   3.00351494  -0.16637986  -0.0651434 ]
 [-11.66895835  -0.03099676   0.           0.        ]]"
20,[-0.12624219 -0.03333082],-0.767373,"[-0.6812984  -0.77609212 -1.51330778 -0.19720091 -1.4456811  -0.5583052
  0.02659045 -0.29950187  1.02906055  0.51461257  0.        ]",-0.196228106647,[-0.14359958  0.91107684],[-0.57547216  0.57344134],"[[-1.80998141  3.00341623 -0.16637986 -0.0651434 ]
 [-7.67459586  0.00883024  0.          0.        ]]"
21,[-0.12624219 -0.03333082],-0.75118,"[-0.91570223 -0.77604976 -1.42900792 -0.19664784 -1.44567314 -0.5583039
 -0.12510842 -0.30353121  1.03370371  0.48995453  0.        ]",-0.195777891053,[-0.17941166  0.8841328 ],[ 0.36601763  1.25280512],"[[-1.98480952  3.00318315 -0.16637986 -0.0651434 ]
 [-9.80112811 -0.0205636   0.          0.        ]]"
22,[-0.12624219 -0.03333082],-0.770079,"[-1.13826068 -0.77605887 -1.29876219 -0.19680331 -1.44566518 -0.55830259
 -0.00788836 -0.29866527  1.03433996  0.464175    0.        ]",-0.194801324551,[-0.21780024  0.85910392],[ 0.08082966  0.39331992],"[[-2.16434533  3.00324887 -0.16637986 -0.0651434 ]
 [-8.15792937  0.0149237   0.          0.        ]]"
23,[-0.12624219 -0.03333082],-0.788734,"[-1.31359464 -0.77599887 -1.150462   -0.19600851 -1.44565721 -0.55830129
  0.0264619  -0.30491767  1.03170087  0.44143772  0.        ]",-0.193554245537,[-0.2536884   0.83781761],[-0.6241137  0.2601398],"[[-2.32267264  3.00291384 -0.16637986 -0.0651434 ]
 [-7.67640514 -0.03068472  0.          0.        ]]"
24,[-0.12624219 -0.03333082],-0.857671,"[-1.48057955 -0.77587169 -0.95256921 -0.19429684 -1.44564925 -0.55829998
 -0.13897355 -0.30542337  1.02521368  0.4166149   0.        ]",-0.191749996674,[-0.28978804  0.81621444],[-1.98514539 -1.17084996],"[[-2.49946883  3.0021921  -0.16637986 -0.0651434 ]
 [-9.99548602 -0.03437755  0.          0.        ]]"
25,[-0.12624219 -0.03333082],-0.815686,"[-1.64850995 -0.76784646 -0.64354994 -0.09878086 -1.44564129 -0.55829868
 -0.40730934 -0.84823075  1.01803842  0.35160884  0.        ]",-0.188517984468,[-0.33667275  0.7817136 ],[-1.98611815  0.89532366],"[[ -2.73711951   2.9617811   -0.16637986  -0.0651434 ]
 [-13.75702764  -3.99354109   0.           0.        ]]"
26,[-0.12624219 -0.03333082],-0.857088,"[-1.75682924 -0.75696221 -0.19013707  0.00327799 -1.44563333 -0.55829737
 -0.67030711 -0.35139817  0.97639602  0.2801794   0.        ]",-0.180706459767,[-0.35818481  0.8136999 ],[-1.97428508  0.34176101],"[[ -3.04924999   2.91826933  -0.16637986  -0.0651434 ]
 [-17.44374786  -0.36973586   0.           0.        ]]"
27,[-0.12624219 -0.03333082],-0.862834,"[-1.70253423 -0.75866591  0.38292449 -0.01132757 -1.44562537 -0.55829607
 -0.92810894 -0.16493135  0.91044282  0.27008985  0.        ]",-0.171453111952,[-0.40301192  0.81423402],[-0.29757576  0.36497764],"[[ -3.43438428   2.92452067  -0.16637986  -0.0651434 ]
 [-21.05764688   0.99031635   0.           0.        ]]"
28,[-0.12624219 -0.03333082],-0.881973,"[-1.4095771  -0.76712891  0.94260764 -0.09135017 -1.4456174  -0.55829476
 -0.98241587  0.03045688  0.85780718  0.30607702  0.        ]",-0.165447292313,[-0.39769     0.85321152],[ 1.41502586  0.17792613],"[[ -3.86317572   2.95862566  -0.16637986  -0.0651434 ]
 [-21.81896733   2.41543983   0.           0.        ]]"
29,[-0.12624219 -0.03333082],-0.979304,"[-0.97074751 -0.77774823  1.29900608 -0.22118134 -1.44560944 -0.55829346
 -0.66916195  0.03550274  0.84705691  0.35554683  0.        ]",-0.165755145947,[-0.40631038  0.90113997],[-0.31943378  1.27326167],"[[ -4.25549697   3.01352215  -0.16637986  -0.0651434 ]
 [-17.42781182   2.45224374   0.           0.        ]]"
30,[-0.12624219 -0.03333082],-1.00628,"[-0.48568874 -0.78006295  1.44595887 -0.25789865 -1.44560148 -0.55829215
 -0.73477951 -0.3241176   0.82804533  0.3872551   0.        ]",-0.164476602717,[-0.40125179  0.9246906 ],[-0.44348478  0.96933957],"[[ -4.61328278   3.02897005  -0.16637986  -0.0651434 ]
 [-18.34766337  -0.1707511    0.           0.        ]]"
31,[-0.12624219 -0.03333082],-0.998022,"[ 0.04873988 -0.77891195  1.39397454 -0.23909852 -1.44559352 -0.55829084
 -0.83412637 -0.36378164  0.7995362   0.43063582  0.        ]",-0.162606363035,[-0.32270095  0.97615933],[-0.04383396  2.8867356 ],"[[ -4.99420927   3.02106428  -0.16637986  -0.0651434 ]
 [-19.74033607  -0.46005663   0.           0.        ]]"
32,[-0.12624219 -0.03333082],-1.00077,"[ 0.5396717  -0.7776848   1.12387187 -0.22033673 -1.44558556 -0.55828954
 -0.81862576 -0.34367257  0.78920853  0.48671183  0.        ]",-0.163942149307,[-0.22912265  1.02867448],[-0.5681622   1.31012987],"[[ -5.38683623   3.01316707  -0.16637986  -0.0651434 ]
 [-19.52308385  -0.31339105   0.           0.        ]]"
33,[-0.12624219 -0.03333082],-0.995485,"[ 0.9070369  -0.77691223  0.65303361 -0.20911283 -1.4455776  -0.55828823
 -0.95152531 -0.32380233  0.80256013  0.54379923  0.        ]",-0.168589175238,[-0.12003188  1.06532562],[-1.45769176  1.06575787],"[[ -5.79599018   3.00843896  -0.16637986  -0.0651434 ]
 [-21.38610374  -0.16846732   0.           0.        ]]"
