timestep,logstd_action_dist,rewards,obs,original_rewards,avg_action_dist,actions,human_obs
0,[-0.30080694 -0.10119733],-0.285794,"[ 0.95411486  1.29908271 -0.09361092  0.02076711  0.97634356 -0.31273243
  0.47897614 -0.24627132  0.20887012  0.34126912  0.        ]",-0.107960602018,[-0.46751171 -0.8082338 ],[-1.13764738  1.37895156],"[[ 0.00999354  0.05478995  0.11132969 -0.0362205 ]
 [ 0.00239021  0.00198002  0.          0.        ]]"
1,[-0.30080694 -0.10119733],-0.33366,"[ 0.9535143   1.29562104 -0.15424446  0.1003633   0.97634225 -0.31273219
  0.17660083  0.35613791  0.20852197  0.30158265  0.        ]",-0.106362329542,[ 0.16424984 -1.12379193],[-1.45275317 -0.52072898],"[[-0.0296651   0.09457242  0.11132969 -0.0362205 ]
 [-3.95507369  3.9630592   0.          0.        ]]"
2,[-0.30080694 -0.10119733],-0.256082,"[ 0.93746796  1.28732281 -0.33385924  0.21544355  0.97634093 -0.31273196
 -0.11961514  0.03085579  0.20141411  0.1171173   0.        ]",-0.100036945002,[ 1.36506724 -0.57345861],[ 2.61466228  0.02380533],"[[-0.1476641   0.15237387  0.11132969 -0.0362205 ]
 [-7.83192484  1.8242029   0.          0.        ]]"
3,[-0.30080694 -0.10119733],-0.261541,"[ 0.90133095  1.27997675 -0.50650012  0.28869991  0.97633962 -0.31273172
  0.19447463  0.03945414  0.17826982 -0.08290265  0.        ]",-0.0949552858301,[ 0.93477196 -0.69949597],[ 0.01431965 -0.84193701],"[[-0.26305796  0.18942508  0.11132969 -0.0362205 ]
 [-3.72114492  1.88074052  0.          0.        ]]"
4,[-0.30080694 -0.10119733],-0.343876,"[ 0.86818524  1.27913395 -0.61327562  0.29617008  0.97633831 -0.31273149
  0.20452511 -0.47321845  0.15223659 -0.229144    0.        ]",-0.0927884062825,[ 1.39625025  0.03038481],[ 2.32695673 -0.3480956 ],"[[-0.33616105  0.19321734  0.11132969 -0.0362205 ]
 [-3.5896033  -1.49027919  0.          0.        ]]"
5,[-0.30080694 -0.10119733],-0.470796,"[ 0.85156604  1.28775635 -0.65832082  0.21046232  0.976337   -0.31273125
  0.51224663 -0.67858431  0.12990324 -0.34002134  0.        ]",-0.0924246577697,[ 0.91199535  0.17241749],[ 1.41490429 -1.87667246],"[[-0.36754465  0.14986307  0.11132969 -0.0362205 ]
 [ 0.43782816 -2.8406415   0.          0.        ]]"
6,[-0.30080694 -0.10119733],-0.225931,"[ 0.87658556  1.29912668 -0.58867531  0.01892508  0.97633569 -0.31273101
  0.81395501 -1.27244592  0.13318988 -0.34533985  0.        ]",-0.0929239507845,[ 0.39202893  0.72007406],[-0.13039439  1.32001073],"[[-0.31916917  0.0538713   0.11132969 -0.0362205 ]
 [ 4.38656458 -6.74551884  0.          0.        ]]"
7,[-0.30080694 -0.10119733],-0.330323,"[ 0.9110527   1.29988425 -0.46863629 -0.16929355  0.97633437 -0.31273078
  0.76779133 -0.64991537  0.14965202 -0.27942343  0.        ]",-0.0932999493394,[ 0.07902643  0.01443741],[ 1.38975178 -0.44295483],"[[-0.2374998  -0.03996897  0.11132969 -0.0362205 ]
 [ 3.78239081 -2.65215004  0.          0.        ]]"
8,[-0.30080694 -0.10119733],-0.181226,"[ 0.94259208  1.29375598 -0.29634497 -0.30958372  0.97633306 -0.31273054
  1.0643801  -0.90889608  0.17836951 -0.11868721  0.        ]",-0.0949539833009,[-0.90991884  0.0396986 ],[-0.63764753  0.4830899 ],"[[-0.12290538 -0.11009785  0.11132969 -0.0362205 ]
 [ 7.66412879 -4.3550526   0.          0.        ]]"
9,[-0.30080694 -0.10119733],-0.243408,"[ 0.95417168  1.28257403 -0.10347389 -0.44267736  0.97633175 -0.3127303
  0.86000591 -0.60471298  0.19648209  0.07237665  0.        ]",-0.0985958738615,[-0.89365864 -0.28298765],[-0.7722719 -0.5645514],"[[  3.54002862e-03  -1.77131044e-01   1.11329689e-01  -3.62204966e-02]
 [  4.98931759e+00  -2.35493891e+00   0.00000000e+00   0.00000000e+00]]"
10,[-0.30080694 -0.10119733],-0.271582,"[  9.50233035e-01   1.26566918e+00   6.42439005e-04  -5.78102872e-01
   9.76330438e-01  -3.12730069e-01   6.19104281e-01  -9.37400107e-01
   1.94097093e-01   1.39835981e-01   0.00000000e+00]",-0.0997465340312,[-0.25528127  0.26405782],[-1.31758514 -0.3211106 ],"[[ 0.07169267 -0.24617814  0.11132969 -0.0362205 ]
 [ 1.83643464 -4.54248799  0.          0.        ]]"
11,[-0.30080694 -0.10119733],-0.174908,"[ 0.95058903  1.23059658 -0.0044257  -0.77501129  0.97632913 -0.31272983
  0.31409877 -1.11685922  0.17133826  0.02242142  0.        ]",-0.0949782614149,[ 0.78316647  0.82670105],[ 0.1269095   0.92306384],"[[ 0.06837    -0.34886735  0.11132969 -0.0362205 ]
 [-2.15543499 -5.72250943  0.          0.        ]]"
12,[-0.30080694 -0.10119733],-0.195327,"[ 0.953453    1.19687334 -0.06193404 -0.91737928  0.97632781 -0.3127296
  0.35560585 -0.54380364  0.1365912  -0.1345484   0.        ]",-0.0902110373425,[ 0.6940152  0.40735  ],[ 1.15361239  0.33356978],"[[ 0.03071161 -0.42551147  0.11132969 -0.0362205 ]
 [-1.61219236 -1.95445948  0.          0.        ]]"
13,[-0.30080694 -0.10119733],-0.173765,"[ 0.9530392   1.18427788 -0.05007074 -0.96364187  0.9763265  -0.31272936
  0.66027162 -0.3372702   0.12967466 -0.14476163  0.        ]",-0.0894598135999,[-0.21633482 -0.02163666],[-0.85648416  0.33711288],"[[ 0.03847474 -0.45097515  0.11132969 -0.0362205 ]
 [ 2.37523746 -0.59642783  0.          0.        ]]"
14,[-0.30080694 -0.10119733],-0.206361,"[ 0.95213732  1.185085   -0.03016314 -0.96075836  0.97632519 -0.31272912
  0.39775536 -0.13227823  0.1347139  -0.11676156  0.        ]",-0.0899542784842,[ 0.33486331 -0.10308868],[ 0.11788907 -0.33923118],"[[ 0.05150738 -0.44937977  0.11132969 -0.0362205 ]
 [-1.06053168  0.7514684   0.          0.        ]]"
15,[-0.30080694 -0.10119733],-0.160308,"[ 0.95322247  1.18579153 -0.05508759 -0.95822349  0.97632388 -0.31272889
  0.43503004 -0.33884775  0.12967921 -0.14830683  0.        ]",-0.0894769711456,[ 0.39622092  0.14295581],[ 0.81694474  0.93791766],"[[ 0.03519151 -0.44797838  0.11132969 -0.0362205 ]
 [-0.57268194 -0.60680218  0.          0.        ]]"
