timestep,logstd_action_dist,rewards,obs,original_rewards,avg_action_dist,actions,human_obs
0,[-0.92511499 -0.46216473],-2.21334,"[ 0.90521686  0.97639052 -0.14430307 -0.21896664 -0.34619375 -0.42626662
  0.36318863 -0.17663704  1.86366799  0.41019809  0.        ]",-0.250958537283,[-0.86176169  1.84055078],[-0.79002377  2.24779156],"[[-0.01206269 -0.09482935 -0.03897002 -0.04913528]
 [ 0.0049793   0.00454796  0.          0.        ]]"
1,[-0.92511499 -0.46216473],-2.19244,"[ 0.90389692  0.9800056  -0.1938342  -0.14437092 -0.34619367 -0.42626652
  0.1464335   0.4952396   1.86377859  0.37715452  0.        ]",-0.250661960653,[-0.39663994  2.11583018],[ 0.0146429   2.43098013],"[[-0.04333599 -0.05499927 -0.03897002 -0.04913528]
 [-3.12189225  3.9652567   0.          0.        ]]"
2,[-0.92511499 -0.46216473],-2.18643,"[ 0.8970014   0.97941425 -0.29060719  0.07759012 -0.3461936  -0.42626643
  0.15462519  1.15360092  1.86360311  0.37930911  0.        ]",-0.250666271986,[-0.76704669  2.1258204 ],[-1.42311302  2.68720538],"[[-0.10458823  0.06324559 -0.03897002 -0.04913528]
 [-3.00371989  7.84629444  0.          0.        ]]"
3,[-0.92511499 -0.46216473],-2.1907,"[ 0.87380315  0.94158486 -0.44583478  0.43875282 -0.34619353 -0.42626634
 -0.11558174  1.79918596  1.84542495  0.39069882  0.        ]",-0.249193791316,[-0.35749072  2.5258522 ],[-0.15426549  2.0024904 ],"[[ -0.20377194   0.25835577  -0.03897002  -0.04913528]
 [ -6.90167709  11.65202177   0.           0.        ]]"
4,[-0.92511499 -0.46216473],-2.29265,"[ 0.81473465  0.81616779 -0.66340403  0.90646366 -0.34619346 -0.42626624
 -0.14851955  2.43175228  1.78223223  0.39371799  0.        ]",-0.243743811212,[-0.74006295  2.27391076],[-1.06598412  1.01184005],"[[ -0.34657308   0.52881055  -0.03897002  -0.04913528]
 [ -7.37683233  15.38101554   0.           0.        ]]"
5,[-0.92511499 -0.46216473],-2.05484,"[ 0.69447858  0.54816227 -0.92941603  1.39823701 -0.34619338 -0.42626615
 -0.41274459  3.05195161  1.64070038  0.39434329  0.        ]",-0.231490503508,[-0.71806324  2.07628512],[-0.74261568  2.56451688],"[[ -0.53235262   0.87311466  -0.03897002  -0.04913528]
 [-11.18849543  19.03712549   0.           0.        ]]"
6,[-0.92511499 -0.46216473],-1.93365,"[ 0.46121885  0.10529437 -1.24334671  1.76345514 -0.34619331 -0.42626605
 -0.60118013  3.65971528  1.38048746  0.34570427  0.        ]",-0.208475551569,[-0.55281824  1.45991576],[-0.92148413  2.75830956],"[[ -0.78339576   1.28980593  -0.03897002  -0.04913528]
 [-13.90683374  22.61995619   0.           0.        ]]"
7,[-0.92511499 -0.46216473],-1.77591,"[ 0.07908106 -0.47989937 -1.53395641  1.79715777 -0.34619324 -0.42626596
 -0.83499395  4.25534133  0.97076964  0.31020032  0.        ]",-0.172683402844,[-0.27906159  1.28091443],[-0.3622103   1.69506385],"[[ -1.09537306   1.77743667  -0.03897002  -0.04913528]
 [-17.27979182  26.13127514   0.           0.        ]]"
8,[-0.92511499 -0.46216473],-1.61823,"[-0.43763351 -1.06995856 -1.69849673  1.31537549 -0.34619317 -0.42626586
 -0.91074928  4.83905022  0.40625465  0.38927183  0.        ]",-0.125609894548,[-0.26409239  1.15718019],[ 0.0072787  -0.08161353],"[[ -1.45193436   2.33458789  -0.03897002  -0.04913528]
 [-18.37262838  29.57239382   0.           0.        ]]"
9,[-0.92511499 -0.46216473],-1.82177,"[-0.98737127 -1.41344773 -1.66248971  0.3773402  -0.34619309 -0.42626577
 -0.8835718   4.68477942 -0.23531977  0.62193676  0.        ]",-0.0817445180109,[ 0.14975283  1.303581  ],[-0.03477463  1.19120635],"[[ -1.8154541    2.91691098  -0.03897002  -0.04913528]
 [-17.98057544  28.66307567   0.           0.        ]]"
