timestep,logstd_action_dist,rewards,obs,original_rewards,avg_action_dist,actions,human_obs
0,[ 0.02289837  0.06456681],-1.04805,"[ 1.05476996  1.26882447  0.16510962 -0.32643012 -0.71829899  0.4028509
  0.27964477 -0.11736324  1.56147365 -0.22783268  0.        ]",-0.292067497229,[ 0.05982016  0.41167808],[-1.95996966  1.08890404],"[[ 0.09277975 -0.03421433 -0.08157786  0.04112333]
 [ 0.00010321 -0.00348482  0.          0.        ]]"
1,[ 0.02289837  0.06456681],-1.06109,"[ 1.05879599  1.26950435  0.10470564 -0.25667762 -0.71829045  0.40284723
 -0.072998    0.40030879  1.56324459 -0.25545009  0.        ]",-0.29272680134,[ 0.07721348  0.42974925],[-0.6602357   0.50267169],"[[ 0.05307585  0.00545995 -0.08157786  0.04112333]
 [-3.95731168  3.95770637  0.          0.        ]]"
2,[ 0.02289837  0.06456681],-1.0913,"[ 1.05889367  1.26283464 -0.05474879 -0.08407116 -0.71828191  0.40284356
 -0.29882642  0.65030622  1.56349251 -0.33309869  0.        ]",-0.294099307296,[ 0.0960267   0.44488561],[ 0.11407655 -0.21753595],"[[-0.05149764  0.10380783 -0.08157786  0.04112333]
 [-6.49159988  5.87069919  0.          0.        ]]"
3,[ 0.02289837  0.06456681],-1.15409,"[ 1.03925561  1.24191737 -0.24259226  0.10270184 -0.71827337  0.40283989
 -0.2471377   0.52251006  1.55515417 -0.43153595  0.        ]",-0.295073061377,[ 0.10875973  0.45471388],[-0.70340994 -1.94476579],"[[-0.17551002  0.21141094 -0.08157786  0.04112333]
 [-5.91157331  4.89286936  0.          0.        ]]"
4,[ 0.02289837  0.06456681],-1.13334,"[ 0.98954573  1.22507804 -0.45677896  0.20032966 -0.71826483  0.40283621
 -0.48454374 -0.00749904  1.53235951 -0.59671452  0.        ]",-0.296858605061,[ 0.12116146  0.45991069],[-2.11077514  0.74621911],"[[-0.32047211  0.26857833 -0.08157786  0.04112333]
 [-8.57577163  0.83737198  0.          0.        ]]"
5,[ 0.02289837  0.06456681],-1.16186,"[ 0.86893626  1.20859863 -0.74739836  0.27819529 -0.71825629  0.40283254
 -0.82204389  0.37665319  1.46330677 -0.8535367   0.        ]",-0.298437463418,[ 0.13525903  0.46800858],[-0.21568554  1.70505104],"[[ -0.52998841   0.31481839  -0.08157786   0.04112333]
 [-12.36326146   3.77681139   0.           0.        ]]"
6,[ 0.02289837  0.06456681],-1.21658,"[ 0.65327111  1.15708162 -1.05272318  0.46567535 -0.71824776  0.40282887
 -0.87641961  0.88434817  1.33975671 -1.09525044  0.        ]",-0.29628421722,[ 0.13754174  0.47144142],[-0.68155515  0.80426753],"[[ -0.7833771    0.4293322   -0.08157786   0.04112333]
 [-12.9735912    7.66160423   0.           0.        ]]"
7,[ 0.02289837  0.06456681],-1.23571,"[ 0.33724186  1.04404805 -1.31241076  0.74536422 -0.71823922  0.4028252
 -1.09393753  1.2807505   1.17092291 -1.2846201   0.        ]",-0.289159677474,[ 0.12836611  0.46789587],[-0.38554891  0.18907554],"[[ -1.06734121   0.61299922  -0.08157786   0.04112333]
 [-15.41474064  10.69492906   0.           0.        ]]"
8,[ 0.02289837  0.06456681],-1.2316,"[-0.08290705  0.86490817 -1.47621359  1.0339916  -0.71823068  0.40282153
 -1.20274412  1.3508483   0.94884636 -1.42741729  0.        ]",-0.276280637526,[ 0.10579079  0.45440817],[ 0.71095435 -1.04157328],"[[ -1.3878888    0.8322822   -0.08157786   0.04112333]
 [-16.63600493  11.23152284   0.           0.        ]]"
9,[ 0.02289837  0.06456681],-1.11735,"[-0.50211885  0.68480753 -1.49096404  1.22735709 -0.71822214  0.40281785
 -0.92268375  0.8040743   0.71383668 -1.50835721  0.        ]",-0.260700525959,[ 0.07504997  0.43363789],[-0.2593735   1.31876045],"[[ -1.68907837   1.01493588  -0.08157786   0.04112333]
 [-13.49336396   7.04784464   0.           0.        ]]"
10,[ 0.02289837  0.06456681],-1.11916,"[-0.87607642  0.48686784 -1.38366117  1.36884736 -0.7182136   0.40281418
 -0.99048405  1.30321961  0.50143663 -1.51575251  0.        ]",-0.242906616268,[ 0.03813903  0.41226745],[-0.57917072 -1.67013368],"[[ -1.96658089   1.19421554  -0.08157786   0.04112333]
 [-14.25437949  10.8673616    0.           0.        ]]"
11,[ 0.02289837  0.06456681],-0.988463,"[-1.23877044  0.27897837 -1.14182009  1.45658415 -0.71820507  0.40281051
 -1.1695446   0.75755026  0.27248535 -1.47177298  0.        ]",-0.220968666894,[-0.00186448  0.38463938],[-0.82119063  0.25190753],"[[ -2.27183124   1.36967182  -0.08157786   0.04112333]
 [-16.26400855   6.69211667   0.           0.        ]]"
12,[ 0.02289837  0.06456681],-0.906529,"[-1.55358339  0.1042297  -0.72755205  1.48897245 -0.71819653  0.40280684
 -1.43051727  0.87047905  0.00790635 -1.36903475  0.        ]",-0.193958673139,[-0.04625991  0.3546488 ],[ 0.96076556  0.58456103],"[[ -2.62649806   1.51218582  -0.08157786   0.04112333]
 [-19.19298901   7.5563066    0.           0.        ]]"
13,[ 0.02289837  0.06456681],-0.734833,"[-1.7139988  -0.10932069 -0.23893336  1.48049759 -0.71818799  0.40280317
 -1.05793987  1.153148   -0.17248113 -1.19274925  0.        ]",-0.164461071275,[-0.08877742  0.32518646],[-0.440053    1.23037297],"[[ -2.96841105   1.68501328  -0.08157786   0.04112333]
 [-15.01214313   9.71936397   0.           0.        ]]"
14,[ 0.02289837  0.06456681],-0.673322,"[-1.72087056 -0.38845721  0.23918129  1.38748066 -0.71817945  0.4027995
 -1.18677756  1.64531647 -0.23075186 -0.98964694  0.        ]",-0.134806002613,[-0.11802964  0.30433017],[ 0.9299274   0.59691932],"[[ -3.28316243   1.91718941  -0.08157786   0.04112333]
 [-16.45820553  13.48566197   0.           0.        ]]"
15,[ 0.02289837  0.06456681],-0.527155,"[-1.6072427  -0.70452871  0.66062616  1.14692001 -0.71817092  0.40279583
 -0.82980521  1.91909994 -0.17865512 -0.79672415  0.        ]",-0.107865692256,[-0.13482663  0.29079044],[-0.65570797  0.51403878],"[[ -3.5721368    2.20792595  -0.08157786   0.04112333]
 [-12.45238815  15.5811418    0.           0.        ]]"
16,[ 0.02289837  0.06456681],-0.517388,"[-1.40321184 -0.98641745  1.01037198  0.73321429 -0.71816238  0.40279215
 -1.03919028  2.14461951 -0.04945635 -0.62682485  0.        ]",-0.0893548020086,[-0.14505166  0.27880526],[-2.66127346 -0.85240108],"[[ -3.84476161   2.53687043  -0.08157786   0.04112333]
 [-14.8022901   17.30753289   0.           0.        ]]"
17,[ 0.02289837  0.06456681],-0.528607,"[-1.04936539 -1.15210356  1.33640279  0.24622602 -0.71815385  0.40278848
 -1.36590199  1.65864466  0.0931448  -0.48235801  0.        ]",-0.083951422615,[-0.14755695  0.26778486],[-0.8717411   0.51435974],"[[ -4.17759622   2.84571316  -0.08157786   0.04112333]
 [-18.46898384  13.589133     0.           0.        ]]"
