timestep,logstd_action_dist,rewards,obs,original_rewards,avg_action_dist,actions,human_obs
0,[-0.02365475 -0.01018814],-1.44427,"[ 1.06754169  1.47311553  0.0805322  -0.44580037 -1.27423704 -0.78217731
  0.39215862 -0.22028367  2.08143889  0.71829605  0.        ]",-0.377572894415,[-0.11103977  0.89758825],[-0.26273423  1.91758546],"[[ 0.0447317   0.00782123 -0.15456116 -0.08894718]
 [ 0.00020262  0.00312497  0.          0.        ]]"
1,[-0.02365475 -0.01018814],-1.45757,"[ 1.06810758  1.47174796  0.06464051 -0.36448518 -1.27422393 -0.78217237
  0.30768548  0.30929399  2.08025569  0.73455737  0.        ]",-0.377981667382,[-0.1042871   0.90091634],[ 1.0537921   1.16937435],"[[ 0.03429222  0.047615   -0.15456116 -0.08894718]
 [-1.04067987  3.96305402  0.          0.        ]]"
2,[-0.02365475 -0.01018814],-1.47,"[ 1.06693405  1.45633801  0.09366166 -0.12439054 -1.27421082 -0.78216742
  0.63027039  0.8281251   2.06499006  0.8601663   0.        ]",-0.380604767798,[-0.21542004  0.85229605],[-1.31967281  1.11453781],"[[ 0.05336074  0.16580121 -0.15456116 -0.08894718]
 [ 2.93431922  7.84264288  0.          0.        ]]"
3,[-0.02365475 -0.01018814],-1.4699,"[ 1.0653216   1.39430718  0.12163678  0.25997352 -1.27419771 -0.78216248
  0.30440936  1.33708551  2.01549978  1.03975943  0.        ]",-0.381663769003,[-0.2249577  0.84928  ],[-0.71500256  0.63223389],"[[  0.0717603    0.36083947  -0.15456116  -0.08894718]
 [ -1.08098085  11.64848758   0.           0.        ]]"
4,[-0.02365475 -0.01018814],-1.42101,"[ 1.06856391  1.24776108  0.04587237  0.72039746 -1.2741846  -0.78215753
  0.07653853  1.6411439   1.94204699  1.14789754  0.        ]",-0.376976974674,[-0.21643046  0.85244918],[-0.40286372  1.40406411],"[[  0.02196873   0.61662293  -0.15456116  -0.08894718]
 [ -3.88883098  13.92225929   0.           0.        ]]"
5,[-0.02365475 -0.01018814],-1.32742,"[ 1.06537561  0.97902871 -0.09572478  1.17944165 -1.2741715  -0.78215259
 -0.04664172  2.13382411  1.83254504  1.21191155  0.        ]",-0.365501313249,[-0.23070976  0.83372831],[ 0.52889695  2.57454869],"[[ -0.07103726   0.93203499  -0.15456116  -0.08894718]
 [ -5.40667043  17.60664331   0.           0.        ]]"
6,[-0.02365475 -0.01018814],-1.32299,"[ 1.0517151   0.55274898 -0.22595133  1.51873216 -1.27415839 -0.78214765
  0.13186825  2.61656367  1.64384965  1.27918618  0.        ]",-0.34430145455,[-0.29388511  0.77689612],[-1.59204015 -0.0601543 ],"[[ -0.15710387   1.32039136  -0.15456116  -0.08894718]
 [ -3.20705812  21.21700054   0.           0.        ]]"
7,[-0.02365475 -0.01018814],-1.20036,"[ 1.02191424  0.04578162 -0.37968971  1.55391345 -1.27414528 -0.7821427
 -0.18407004  2.52854236  1.41324421  1.26755802  0.        ]",-0.313319392074,[-0.26569083  0.75308877],[-1.88278176  0.54935692],"[[ -0.26030209   1.73813377  -0.15456116  -0.08894718]
 [ -7.10005447  20.55934147   0.           0.        ]]"
8,[-0.02365475 -0.01018814],-1.01919,"[ 0.93573366 -0.43750498 -0.63732753  1.22968904 -1.27413217 -0.78213776
 -0.4938865   2.76490546  1.19614421  1.13483359  0.        ]",-0.275644450513,[-0.24435104  0.71016526],[-0.08728202  2.3248102 ],"[[ -0.44060434   2.16706264  -0.15456116  -0.08894718]
 [-10.91762378  22.32755974   0.           0.        ]]"
9,[-0.02365475 -0.01018814],-0.902604,"[ 0.7758966  -0.82842278 -0.92195667  0.50510694 -1.27411906 -0.78213282
 -0.50438033  3.23508915  0.9426838   0.9345031   0.        ]",-0.228274672246,[-0.30048418  0.5967719 ],[-0.67348055  0.27393765],"[[ -0.66025513   2.64890278  -0.15456116  -0.08894718]
 [-11.04695834  25.84476094   0.           0.        ]]"
10,[-0.02365475 -0.01018814],-0.750979,"[ 0.53508991 -0.97301108 -1.18638157 -0.38234102 -1.27410596 -0.78212787
 -0.70308291  1.16395397  0.74263709  0.75119066  0.        ]",-0.189017491686,[-0.24508867  0.58723664],[ 0.67709843  0.21686456],"[[ -0.9057555    3.10269522  -0.15456116  -0.08894718]
 [-13.49539577  10.355966     0.           0.        ]]"
11,[-0.02365475 -0.01018814],-0.66325,"[ 0.2492642  -0.97386793 -1.37568786 -0.48228341 -1.27409285 -0.78212293
 -0.46387577 -0.46819547  0.68274943  0.70426404  0.        ]",-0.177857935737,[-0.21747604  0.60431367],[ 0.42647845  1.21558353],"[[ -1.14609241   3.15159456  -0.15456116  -0.08894718]
 [-10.54795035  -1.85001134   0.           0.        ]]"
12,[-0.02365475 -0.01018814],-0.651551,"[-0.00356031 -0.97280664 -1.46992382 -0.37457681 -1.27407974 -0.78211799
 -0.30989241 -0.58281953  0.73372316  0.72149806  0.        ]",-0.185709417246,[-0.21460651  0.60751176],[-0.77977987  2.17243397],"[[-1.33801518  3.0988962  -0.15456116 -0.08894718]
 [-8.65061387 -2.7072428   0.          0.        ]]"
13,[-0.02365475 -0.01018814],-0.690405,"[-0.28260849 -0.96921176 -1.51028546 -0.28277061 -1.27406664 -0.78211304
 -0.54655014 -0.45387411  0.78025245  0.71534336  0.        ]",-0.191371529806,[-0.19857688  0.61484051],[-1.4960051   0.65088262],"[[ -1.54028541   3.05388936  -0.15456116  -0.08894718]
 [-11.56668808  -1.74295146   0.           0.        ]]"
14,[-0.02365475 -0.01018814],-0.701377,"[-0.65411985 -0.96595431 -1.46794238 -0.22912698 -1.27405353 -0.7821081
 -0.84928326 -0.34682326  0.81295737  0.68694096  0.        ]",-0.193812701458,[-0.19177616  0.61675435],[ 0.91414009  1.36001375],"[[ -1.80904612   3.02751468  -0.15456116  -0.08894718]
 [-15.29695354  -0.94239458   0.           0.        ]]"
15,[-0.02365475 -0.01018814],-0.746253,"[-0.99935539 -0.96401162 -1.32091665 -0.20245334 -1.27404043 -0.78210316
 -0.53096398 -0.27861456  0.82765595  0.65072702  0.        ]",-0.193484337218,[-0.21535236  0.59766471],[-1.27896114  0.11493248],"[[ -2.07563238   3.01437184  -0.15456116  -0.08894718]
 [-11.3747475   -0.43231377   0.           0.        ]]"
16,[-0.02365475 -0.01018814],-0.757002,"[-1.29532552 -0.96291121 -1.08141883 -0.18855233 -1.27402732 -0.78209822
 -0.83400956 -0.25498087  0.8289575   0.61352113  0.        ]",-0.19139452712,[-0.21740618  0.59332263],[ 1.80943478  1.78708353],"[[ -2.34059275   3.007514    -0.15456116  -0.08894718]
 [-15.10884608  -0.25558095   0.           0.        ]]"
17,[-0.02365475 -0.01018814],-0.792965,"[-1.51963267 -0.96244036 -0.77278063 -0.18286929 -1.27401422 -0.78209327
 -0.48840435 -0.22946717  0.81983838  0.58003325  0.        ]",-0.188172584057,[-0.24055535  0.57546008],[ 0.96705493  0.61983392],"[[ -2.60004372   3.00470877  -0.15456116  -0.08894718]
 [-10.85044408  -0.06478868   0.           0.        ]]"
18,[-0.02365475 -0.01018814],-0.837201,"[-1.62718825 -0.9622544  -0.53144694 -0.18070954 -1.27400112 -0.78208833
 -0.16022851 -0.22627915  0.80904681  0.55995733  0.        ]",-0.185526862225,[-0.2596361   0.56262308],[-1.31382668  0.54314918],"[[-2.77648132  3.00364264 -0.15456116 -0.08894718]
 [-6.80679168 -0.04095468  0.          0.        ]]"
19,[-0.02365475 -0.01018814],-0.86138,"[-1.69380404 -0.96213073 -0.27611049 -0.17931138 -1.27398801 -0.78208339
 -0.47061974 -0.22441344  0.79539325  0.54277818  0.        ]",-0.182656132712,[-0.25894386  0.56083894],[-1.70239174  0.6350636 ],"[[ -2.95098999   3.00295249  -0.15456116  -0.08894718]
 [-10.63132984  -0.02700938   0.           0.        ]]"
