timestep,logstd_action_dist,rewards,obs,original_rewards,avg_action_dist,actions,human_obs
0,[-0.23968354 -0.0785697 ],-0.27798,"[ 0.9787038   1.41579459 -0.06951124  0.00919086  1.26795185  0.31696996
  0.51561242 -0.26287892 -0.01881253 -0.2891807   0.        ]",-0.0666323558577,[ 0.57241344 -0.76178014],[ 0.78460148 -0.56306961],"[[ 0.02889712  0.08195481  0.14604469  0.03605271]
 [ 0.00093496  0.00220345  0.          0.        ]]"
1,[-0.23968354 -0.0785697 ],-0.252564,"[ 0.976635    1.41766078 -0.02186285 -0.03624171  1.26794883  0.31696964
  0.74992933 -0.59137674 -0.02086995 -0.25094286  0.        ]",-0.0652206127791,[ 0.15830794 -0.59857142],[ 0.26591352 -0.43004016],"[[ 0.06006558  0.0596168   0.14604469  0.03605271]
 [ 3.10557004 -2.22856666  0.          0.        ]]"
2,[-0.23968354 -0.0785697 ],-0.18237,"[ 0.9663242   1.41975826  0.08787258 -0.16099247  1.26794582  0.31696932
  0.82473274 -0.83568331 -0.0277785  -0.17257637  0.        ]",-0.0627352329244,[-0.04078114 -0.41383523],[-1.20103302  0.85476731],"[[  1.32121367e-01  -1.60030573e-03   1.46044689e-01   3.60527081e-02]
 [  4.09670653e+00  -3.88761311e+00   0.00000000e+00   0.00000000e+00]]"
3,[-0.23968354 -0.0785697 ],-0.210118,"[ 0.9569191   1.41857845  0.15051047 -0.24865266  1.2679428   0.31696901
  0.51995064 -0.32571974 -0.03278019 -0.13579231  0.        ]",-0.0617146801383,[ 0.29815057 -0.73313034],[-0.22183359 -0.88183529],"[[ 0.1735385  -0.04460651  0.14604469  0.03605271]
 [ 0.05845629 -0.42455436  0.          0.        ]]"
4,[-0.23968354 -0.0785697 ],-0.19779,"[ 0.95884051  1.41516719  0.13899639 -0.33701917  1.26793979  0.31696869
  0.4537327  -0.8386125  -0.02695107 -0.19524793  0.        ]",-0.0632096722116,[ 0.7244271  -0.07966739],[-0.67850425  0.0054006 ],"[[ 0.16590489 -0.08804325  0.14604469  0.03605271]
 [-0.81890156 -3.90751292  0.          0.        ]]"
5,[-0.23968354 -0.0785697 ],-0.31792,"[ 0.96809395  1.40363424  0.07366037 -0.49302961  1.26793677  0.31696837
  0.25237237 -0.82391811 -0.01992044 -0.35930906  0.        ]",-0.069229398525,[ 1.36600447  0.22013898],[ 1.40257767 -1.14549626],"[[ 0.1227586  -0.16519237  0.14604469  0.03605271]
 [-3.48685    -3.8077349   0.          0.        ]]"
6,[-0.23968354 -0.0785697 ],-0.351142,"[ 0.97281279  1.37353678  0.02902502 -0.72187791  1.26793376  0.31696805
  0.556254   -1.3961216  -0.0322579  -0.53465923  0.        ]",-0.0775869675944,[ 1.24114466  0.82532221],[ 0.76749107 -0.2277742 ],"[[ 0.093419   -0.28033405  0.14604469  0.03605271]
 [ 0.53947723 -7.69347497  0.          0.        ]]"
7,[-0.23968354 -0.0785697 ],-0.321405,"[ 0.96583083  1.30611977  0.09158091 -1.02942766  1.26793074  0.31696773
  0.78461791 -1.5066637  -0.06269489 -0.61655214  0.        ]",-0.0804819418036,[ 0.89204466  0.9907611 ],[-0.28571752  0.67443974],"[[ 0.13456662 -0.4417357   0.14604469  0.03605271]
 [ 3.56522736 -8.44417444  0.          0.        ]]"
8,[-0.23968354 -0.0785697 ],-0.281051,"[ 0.9513879   1.22476793  0.18101319 -1.2788103   1.26792773  0.31696741
  0.693906   -1.0887242  -0.09567328 -0.64042191  0.        ]",-0.0794986842616,[ 0.87677538  0.80892104],[ 0.34729018  1.73192511],"[[ 0.19381224 -0.58214323  0.14604469  0.03605271]
 [ 2.36334193 -5.60604348  0.          0.        ]]"
9,[-0.23968354 -0.0785697 ],-0.341405,"[ 0.93131398  1.17590125  0.27137136 -1.39726524  1.26792471  0.3169671
  0.79396868 -0.4893634  -0.11046265 -0.59527466  0.        ]",-0.0747661658065,[ 0.35034314  0.17286858],[ 1.3600426  -0.08598981],"[[ 0.25438108 -0.65342713  0.14604469  0.03605271]
 [ 3.6891489  -1.53590418  0.          0.        ]]"
10,[-0.23968354 -0.0785697 ],-0.196125,"[ 0.87992025  1.15101342  0.43555844 -1.45133074  1.2679217   0.31696678
  1.08706378 -0.53520586 -0.11368083 -0.41846594  0.        ]",-0.0623117821424,[-0.5348013  -0.08448237],[-1.34543722 -0.00976703],"[[ 0.36712747 -0.68726898  0.14604469  0.03605271]
 [ 7.57257141 -1.84721548  0.          0.        ]]"
11,[-0.23968354 -0.0785697 ],-0.112358,"[ 0.81256113  1.12264434  0.58938546 -1.50866846  1.26791868  0.31696646
  0.77716392 -0.53529854 -0.13228012 -0.25153076  0.        ]",-0.0522758573363,[-0.17896417  0.0445556 ],[-1.03089982  2.30922628],"[[ 0.47738195 -0.72421936  0.14604469  0.03605271]
 [ 3.46653557 -1.84784914  0.          0.        ]]"
12,[-0.23968354 -0.0785697 ],-0.167374,"[ 0.79218014  1.12510923  0.62841374 -1.50384405  1.26791567  0.31696614
  0.47328907  0.05336913 -0.13688173 -0.19540258  0.        ]",-0.0501031145186,[ 0.12275067 -0.39972347],[ 1.46533154 -0.38594378],"[[ 0.50631647 -0.72106781  0.14604469  0.03605271]
 [-0.55967809  2.14967136  0.          0.        ]]"
13,[-0.23968354 -0.0785697 ],-0.148266,"[ 0.77094847  1.14604636  0.66640316 -1.46165815  1.26791265  0.31696582
  0.77275918 -0.17812993 -0.13919429 -0.11555672  0.        ]",-0.048663625161,[-0.52672672 -0.4656387 ],[-1.49927813  1.0468522 ],"[[ 0.53493382 -0.69384747  0.14604469  0.03605271]
 [ 3.40819355  0.57760952  0.          0.        ]]"
14,[-0.23968354 -0.0785697 ],-0.15459,"[ 0.74933335  1.18357641  0.70266923 -1.37975484  1.26790963  0.31696551
  0.46897197  0.40347152 -0.14261627 -0.01242945  0.        ]",-0.048930035623,[-0.25946337 -0.97543681],[ 0.96277505  0.33756249],"[[ 0.56271313 -0.64266829  0.14604469  0.03605271]
 [-0.61685456  4.52714024  0.          0.        ]]"
