timestep,logstd_action_dist,rewards,obs,original_rewards,avg_action_dist,actions,human_obs
0,[-0.82564878 -0.40293732],-2.16294,"[ 0.90741497  0.99616557 -0.02785359 -0.07313234  1.38148203 -1.47814873
  0.37592748 -0.18312867 -0.39443888  2.42383928  0.        ]",-0.186897958973,[-2.75091958 -2.66644621],[-3.05832169 -3.5862719 ],"[[ 0.0565839  -0.02694375  0.16055517 -0.17138061]
 [-0.0018258  -0.00457815  0.          0.        ]]"
1,[-0.82564878 -0.40293732],-1.99964,"[ 0.90964636  0.99393645 -0.0903495  -0.14925428  1.38148112 -1.47814767
  0.09590482 -0.84598798 -0.39380381  2.24296301  0.        ]",-0.17468839405,[-1.86101282 -2.12851524],[-1.9029635 -1.7687448],"[[ 0.01687266 -0.06674681  0.16055517 -0.17138061]
 [-3.95613973 -3.96254077  0.          0.        ]]"
2,[-0.82564878 -0.40293732],-1.71275,"[ 0.90204191  0.97621107 -0.27593931 -0.37360586  1.38148022 -1.47814661
 -0.17858666 -1.49572608 -0.44713289  1.71144667  0.        ]",-0.137629785682,[-0.40680397 -0.77709574],[ 0.30291107 -0.21272919],"[[-0.10114093 -0.18492312  0.16055517 -0.17138061]
 [-7.83234565 -7.84216044  0.          0.        ]]"
3,[-0.82564878 -0.40293732],-1.51997,"[ 0.86444863  0.92464782 -0.49772199 -0.67569062  1.38147931 -1.47814554
 -0.08275541 -1.61086684 -0.63221704  1.07786402  0.        ]",-0.0901035960299,[ 0.39651385  0.91015047],[ 0.35713375  1.20445811],"[[-0.24420988 -0.34866448  0.16055517 -0.17138061]
 [-6.47907429 -8.52967866  0.          0.        ]]"
4,[-0.82564878 -0.40293732],-1.55194,"[ 0.81263584  0.86265805 -0.66929079 -0.90204564  1.3814784  -1.47814448
  0.02624683 -0.91953914 -0.86281411  0.63569276  0.        ]",-0.0550992469673,[ 0.74818039  1.68290162],[ 0.85194594  0.69474108],"[[-0.35834791 -0.47784104  0.16055517 -0.17138061]
 [-4.93981016 -4.40173198  0.          0.        ]]"
5,[-0.82564878 -0.40293732],-1.51443,"[ 0.7753609   0.82803505 -0.7625035  -1.00170942  1.3814775  -1.47814342
  0.27176147 -0.44444489 -1.0070464   0.43092245  0.        ]",-0.0407696635629,[ 0.35478958  1.93007612],[ 0.1414216   1.24090949],"[[-0.42235889 -0.53741306  0.16055517 -0.17138061]
 [-1.4727999  -1.56492353  0.          0.        ]]"
6,[-0.82564878 -0.40293732],-1.47781,"[ 0.76018965  0.83334442 -0.79617209 -0.98729932  1.38147659 -1.47814236
  0.31334288  0.22384072 -1.03280687  0.38733707  0.        ]",-0.0382015154813,[ 0.08559245  1.48813701],[-0.16306367  1.63139726],"[[-0.44592351 -0.52867491  0.16055517 -0.17138061]
 [-0.88561146  2.42543956  0.          0.        ]]"
7,[-0.82564878 -0.40293732],-1.49858,"[ 0.74393392  0.88223271 -0.83010754 -0.83868053  1.38147568 -1.47814129
  0.26879976  0.87896872 -0.98189088  0.41530233  0.        ]",-0.0393918494384,[-0.22070521  0.19873729],[-0.41400945 -0.24512263],"[[-0.46994673 -0.44091776  0.16055517 -0.17138061]
 [-1.51462129  6.33723897  0.          0.        ]]"
8,[-0.82564878 -0.40293732],-1.53826,"[ 0.71030024  0.93393562 -0.89449916 -0.63322315  1.38147478 -1.47814023
  0.15496757  0.69550945 -0.94143534  0.42660716  0.        ]",-0.0399875868687,[ 0.37733302  0.31604236],[ 0.50750992 -1.13039774],"[[-0.51636749 -0.32516392  0.16055517 -0.17138061]
 [-3.12208907  5.24179727  0.          0.        ]]"
9,[-0.82564878 -0.40293732],-1.52089,"[ 0.67766961  0.95606556 -0.95086845 -0.51582159  1.38147387 -1.47813917
  0.30162308  0.01486723 -0.94490753  0.39929461  0.        ]",-0.0380726348882,[ 0.48759076  1.13141203],[ 0.71572957 -0.42847978],"[[-0.55803046 -0.26110485  0.16055517 -0.17138061]
 [-1.0511094   1.17765421  0.          0.        ]]"
10,[-0.82564878 -0.40293732],-1.44727,"[ 0.68379231  0.95798263 -0.94068896 -0.50418459  1.38147296 -1.47813811
  0.50364455 -0.27335782 -0.9282597   0.42343403  0.        ]",-0.0397736834909,[-0.12627643  1.29894269],[-0.5601571   0.45135532],"[[-0.55042939 -0.2548192   0.16055517 -0.17138061]
 [ 1.80171473 -0.54334959  0.          0.        ]]"
11,[-0.82564878 -0.40293732],-1.44985,"[ 0.69443115  0.96011685 -0.92257865 -0.49086676  1.38147206 -1.47813704
  0.34415111  0.02789574 -0.90268805  0.46244333  0.        ]",-0.042625262634,[ 0.19739941  0.88802004],[ 0.36474929  1.09475352],"[[-0.53699277 -0.24763824  0.16055517 -0.17138061]
 [-0.45055124  1.25544721  0.          0.        ]]"
12,[-0.82564878 -0.40293732],-1.43622,"[ 0.6987488   0.97661571 -0.9150683  -0.3700893   1.38147115 -1.47813598
  0.44685447  0.68677219 -0.84157721  0.54953588  0.        ]",-0.049402810821,[-0.70921278 -0.57779783],[-0.80206955 -0.45121497],"[[-0.53145232 -0.18305642  0.16055517 -0.17138061]
 [ 0.99976321  5.18962476  0.          0.        ]]"
13,[-0.82564878 -0.40293732],-1.45618,"[ 0.68932128  0.99083259 -0.93134379 -0.20928286  1.38147024 -1.47813492
  0.22081695  0.37055616 -0.7928577   0.62367529  0.        ]",-0.0554156481435,[ 0.16262016 -0.20381814],[ 0.11905054 -0.19509371],"[[-0.54348299 -0.09820819  0.16055517 -0.17138061]
 [-2.19219615  3.30148769  0.          0.        ]]"
14,[-0.82564878 -0.40293732],-1.41208,"[ 0.65773306  0.99560932 -0.98286237 -0.09923635  1.38146933 -1.47813386
  0.25726062  0.23020334 -0.80207495  0.60099238  0.        ]",-0.0536712676587,[ 0.23702165 -0.05402976],[-0.03928858  0.72906483],"[[-0.58216342 -0.04058689  0.16055517 -0.17138061]
 [-1.67756073  2.46343628  0.          0.        ]]"
15,[-0.82564878 -0.40293732],-1.466,"[ 0.62768792  0.99576825 -1.0280932   0.04958216  1.38146843 -1.47813279
  0.24852635  0.70550981 -0.79424331  0.61555651  0.        ]",-0.0548318203146,[-0.00576562 -0.9794454 ],[ 0.46184147 -0.73728866],"[[-0.61695216  0.03715716  0.16055517 -0.17138061]
 [-1.80089973  5.30150909  0.          0.        ]]"
16,[-0.82564878 -0.40293732],-1.48623,"[ 0.6121656   0.98898892 -1.05020142  0.19404255  1.38146752 -1.47813173
  0.38050957  0.19889072 -0.76835009  0.67345007  0.        ]",-0.0593541845267,[-0.17374115 -0.48246813],[ 0.50381587 -1.10262904],"[[-0.63427022  0.1128361   0.16055517 -0.17138061]
 [ 0.06288466  2.27646958  0.          0.        ]]"
17,[-0.82564878 -0.40293732],-1.41865,"[ 0.63116639  0.98825233 -1.02302457  0.20420189  1.38146661 -1.47813067
  0.52166738 -0.47191898 -0.7389187   0.73440203  0.        ]",-0.0641971660851,[-0.52578855  0.13154763],[-0.10996145  0.41041727],"[[-0.61301267  0.1181777   0.16055517 -0.17138061]
 [ 2.05622726 -1.72895782  0.          0.        ]]"
18,[-0.82564878 -0.40293732],-1.45752,"[ 0.6623385   0.99058864 -0.97561706  0.17007843  1.38146571 -1.4781296
  0.48793761 -0.19399453 -0.7059871   0.80274502  0.        ]",-0.0696594119503,[-0.65621507 -0.29357481],[-0.57433093 -1.20193516],"[[-0.57666709  0.10024881  0.16055517 -0.17138061]
 [ 1.57991901 -0.06946237  0.          0.        ]]"
19,[-0.82564878 -0.40293732],-1.38228,"[ 0.66938928  0.9945003  -0.96435747  0.09165048  1.3814648  -1.47812854
  0.32494293 -0.85674775 -0.71960183  0.76801601  0.        ]",-0.0669627591694,[ 0.05993056  0.49010873],[-0.31987864  1.57236175],"[[-0.56816237  0.05915448  0.16055517 -0.17138061]
 [-0.72178587 -4.02678393  0.          0.        ]]"
20,[-0.82564878 -0.40293732],-1.43878,"[ 0.64668083  0.99637213 -0.99989174  0.01512045  1.38146389 -1.47812748
  0.23623411 -0.18018188 -0.77802727  0.64600443  0.        ]",-0.0572659771351,[ 0.42031011  0.21287006],[-0.26866629 -0.25756702],"[[-0.59516672  0.01915141  0.16055517 -0.17138061]
 [-1.97447371  0.01301088  0.          0.        ]]"
21,[-0.82564878 -0.40293732],-1.42722,"[ 0.60243171  0.99654058 -1.06366125 -0.00396893  1.38146299 -1.47812642
  0.16376494 -0.35095977 -0.8512509   0.5115289   0.        ]",-0.0466215745151,[ 0.99813819  0.76914394],[ 0.91527766  1.4828963 ],"[[-0.64492387  0.00918045  0.16055517 -0.17138061]
 [-2.99783564 -1.00670934  0.          0.        ]]"
22,[-0.82564878 -0.40293732],-1.43138,"[ 0.58090063  0.99608913 -1.09241663  0.03389489  1.38146208 -1.47812535
  0.42425563  0.31527246 -0.86919155  0.48135044  0.        ]",-0.0442751412513,[-0.04959396 -0.13613206],[ 0.0832012  0.1147719],"[[-0.66797335  0.02895971  0.16055517 -0.17138061]
 [ 0.68064543  2.97138206  0.          0.        ]]"
23,[-0.82564878 -0.40293732],-1.42802,"[ 0.59663751  0.99149396 -1.071534    0.15503528  1.38146117 -1.47812429
  0.44659916  0.38150883 -0.80291605  0.60393396  0.        ]",-0.0538551289935,[-0.37770915 -0.65326935],[-0.01173409 -0.09332   ],"[[-0.65119473  0.09235552  0.16055517 -0.17138061]
 [ 0.99616779  3.36688176  0.          0.        ]]"
24,[-0.82564878 -0.40293732],-1.42176,"[ 0.61428053  0.9821954  -1.04723004  0.27464502  1.38146027 -1.47812323
  0.44192911  0.30846585 -0.74076486  0.73774909  0.        ]",-0.0643762854939,[-0.53762078 -0.89233345],[-0.40274808 -0.3993081 ],"[[-0.63193302  0.15531721  0.16055517 -0.17138061]
 [ 0.93022209  2.93074072  0.          0.        ]]"
25,[-0.82564878 -0.40293732],-1.49223,"[ 0.61648353  0.97334517 -1.04412497  0.35413879  1.38145936 -1.47812217
  0.32784641  0.03405748 -0.71538324  0.80334677  0.        ]",-0.0694478407823,[-0.11114934 -0.60075337],[ 0.28928674 -1.3920281 ],"[[-0.62949216  0.19749246  0.16055517 -0.17138061]
 [-0.68077728  1.29224186  0.          0.        ]]"
26,[-0.82564878 -0.40293732],-1.39653,"[ 0.61469396  0.97654593 -1.04664716  0.32754659  1.38145845 -1.4781211
  0.40994807 -0.63343536 -0.72502757  0.77820476  0.        ]",-0.0675048246502,[-0.15768361  0.12895736],[-0.54986108  0.60638148],"[[-0.6314752   0.18334829  0.16055517 -0.17138061]
 [ 0.47860946 -2.6933741   0.          0.        ]]"
27,[-0.82564878 -0.40293732],-1.4161,"[ 0.60343463  0.98241573 -1.06228322  0.27236943  1.38145755 -1.47812004
  0.25517479 -0.222252   -0.75597863  0.7059813   0.        ]",-0.0618538120025,[ 0.38494423 -0.04310641],[-0.11077759  0.33992542],"[[-0.64383185  0.1541145   0.16055517 -0.17138061]
 [-1.70699488 -0.23818968  0.          0.        ]]"
