timestep,logstd_action_dist,rewards,obs,original_rewards,avg_action_dist,actions,human_obs
0,[-0.9072758  -0.45730498],-1.69597,"[ 0.90485634  0.98682156 -0.19004087 -0.06143594  0.96138199 -1.1669717
  0.36766874 -0.17919721  0.14453354  1.69784983  0.        ]",-0.158180374833,[-2.72370648 -2.40502071],[-2.71165082 -1.51974583],"[[-0.0434753  -0.01406737  0.11187446 -0.13495674]
 [-0.00225884  0.00135373  0.          0.        ]]"
1,[-0.9072758  -0.45730498],-1.6169,"[ 0.90101671  0.98519808 -0.25270695 -0.13645772  0.96138162 -1.16697115
  0.09214366 -0.84777059  0.1321387   1.51092929  0.        ]",-0.147726019322,[-1.53218651 -2.0933609 ],[-1.51803629 -1.76397356],"[[-0.0831951  -0.05375296  0.11187446 -0.13495674]
 [-3.95656214 -3.95672625  0.          0.        ]]"
2,[-0.9072758  -0.45730498],-1.39148,"[ 0.87548458  0.96917741 -0.43730628 -0.35823636  0.96138125 -1.1669706
 -0.17793854 -1.50310988  0.03955578  0.96791552  0.        ]",-0.115966419371,[ 0.6885699 -0.1811775],[ 0.4246607  -1.89837285],"[[-0.20121697 -0.17181414  0.11187446 -0.13495674]
 [-7.8327498  -7.83646183  0.          0.        ]]"
3,[-0.9072758  -0.45730498],-1.10267,"[ 0.81914899  0.90672396 -0.64774474 -0.71307779  0.96138088 -1.16697005
 -0.05000811 -2.14583843 -0.21352417  0.30873805  0.        ]",-0.0727168779664,[ 1.98846078  2.4054985 ],[ 1.96737714  2.79279591],"[[ -0.33944988  -0.36672114   0.11187446  -0.13495674]
 [ -5.99670822 -11.64154888   0.           0.        ]]"
4,[-0.9072758  -0.45730498],-1.15407,"[ 0.77448055  0.80425023 -0.76385328 -1.03565919  0.96138051 -1.16696949
  0.23377615 -1.43832417 -0.49546886 -0.0913841   0.        ]",-0.0412482519255,[ 1.52117956  2.85977268],[ 1.48212932  2.42250293],"[[-0.4185209  -0.55752647  0.11187446 -0.13495674]
 [-1.92387154 -7.45293483  0.          0.        ]]"
5,[-0.9072758  -0.45730498],-1.14638,"[ 0.77546071  0.72958486 -0.76156651 -1.20264644  0.96138014 -1.16696894
  0.51197999 -0.74480668 -0.60771914 -0.17825718  0.        ]",-0.0312897429104,[ 0.36938742  2.60978556],[ 0.44768613  2.81565669],"[[-0.41693857 -0.66539092  0.11187446 -0.13495674]
 [ 2.068876   -3.3471795   0.          0.        ]]"
6,[-0.9072758  -0.45730498],-1.14425,"[ 0.80935269  0.70947323 -0.67562363 -1.24174792  0.96137977 -1.16696839
  0.632444   -0.06488049 -0.54771973 -0.07263638  0.        ]",-0.0367653869156,[-0.90658641  1.1470027 ],[-0.74213228  0.6247159 ],"[[-0.35821467 -0.69194751  0.11187446 -0.13495674]
 [ 3.79776222  0.67811358  0.          0.        ]]"
7,[-0.9072758  -0.45730498],-1.15663,"[ 0.83233755  0.73823339 -0.607352   -1.18515491  0.9613794  -1.16696784
  0.42257173  0.35085481 -0.44255854  0.06402516  0.        ]",-0.047823007565,[-0.59931517  0.3010537 ],[-0.63362107 -0.07865986],"[[-0.31248032 -0.65369081  0.11187446 -0.13495674]
 [ 0.7857047   3.13934611  0.          0.        ]]"
8,[-0.9072758  -0.45730498],-1.14154,"[ 0.82776707  0.77985804 -0.62175909 -1.09453308  0.96137903 -1.16696729
  0.24683422  0.28789461 -0.396312    0.09787912  0.        ]",-0.0524167642523,[ 0.10458916  0.38351983],[ 0.07772775  0.62567049],"[[-0.32207195 -0.59464368  0.11187446 -0.13495674]
 [-1.73645553  2.76661017  0.          0.        ]]"
9,[-0.9072758  -0.45730498],-1.17773,"[ 0.81192404  0.8304563  -0.66845804 -0.96651973  0.96137866 -1.16696673
  0.27059291  0.6970889  -0.36134117  0.10347509  0.        ]",-0.0554869710019,[-0.37214342 -0.56087285],[-0.38626125 -1.6958982 ],"[[-0.35337981 -0.51500565  0.11187446 -0.13495674]
 [-1.39547324  5.1891186   0.          0.        ]]"
