timestep,obs,human_obs,actions,rewards,avg_action_dist,logstd_action_dist,original_rewards
17,"[ 0.97974039 -0.48254796  0.49154448  0.67904347 -0.76055316  1.01069545
 -0.79786217 -0.44684453  0.30638361 -0.62841485  0.        ]","[[  0.26951027   2.65085822  -0.0865984    0.11606755]
 [-11.70829316  -0.5322746    0.           0.        ]]",[-0.75129715 -0.84866174],-0.0999521209041,[ 0.44202498  0.76669437],[-0.23267058 -0.12499861],-0.0999521209041
18,"[ 1.03078837 -0.45358795  0.09470553  0.79926834 -0.76055045  1.01069084
 -1.05475165 -0.92104083  0.42342371 -0.5827687   0.        ]","[[  7.82648477e-03   2.60659911e+00  -8.65984042e-02   1.16067554e-01]
 [ -1.44508964e+01  -3.88249967e+00   0.00000000e+00   0.00000000e+00]]",[-0.20489805  2.50275675],-0.109411922511,[ 0.79989612  0.94782174],[-0.23267058 -0.12499861],-0.109411922511
19,"[ 0.97314843 -0.4275382  -0.35119395  0.89780273 -0.76054774  1.01068622
 -1.10391793 -0.34978055  0.5644835  -0.59224808  0.        ]","[[ -0.286458     2.5694432   -0.0865984    0.11606755]
 [-14.97585423   0.15344782   0.           0.        ]]",[ 0.69439292  2.03376671],-0.126370810211,[ 0.91258734  1.00676346],[-0.23267058 -0.12499861],-0.126370810211
20,"[ 0.81805233 -0.45737928 -0.72700893  0.78420007 -0.76054503  1.01068161
 -0.8186468   0.21018767  0.63495563 -0.68150099  0.        ]","[[ -0.55541819   2.61220533  -0.0865984    0.11606755]
 [-11.93033323   4.10961875   0.           0.        ]]",[ 1.30319833  3.49080998],-0.13986607127,[ 0.91365004  1.01323748],[-0.23267058 -0.12499861],-0.13986607127
21,"[ 0.64917102 -0.53030694 -0.96617429  0.44757275 -0.76054232  1.01067699
 -0.42568827  0.75910697  0.60205847 -0.78359212  0.        ]","[[-0.75193333  2.7333077  -0.0865984   0.11606755]
 [-7.73512412  7.98773645  0.          0.        ]]",[-0.46432246 -0.32842417],-0.14271876416,[ 0.81478244  0.96583426],[-0.23267058 -0.12499861],-0.14271876416
22,"[ 0.46887613 -0.59400818 -1.14228631  0.02075336 -0.7605396   1.01067238
 -0.5835526   0.55263233  0.52785836 -0.8717153   0.        ]","[[-0.92354566  2.87842659 -0.0865984   0.11606755]
 [-9.42049785  6.52901219  0.          0.        ]]",[ 1.07901875  0.2962601 ],-0.141340371367,[ 1.00664592  1.01544237],[-0.23267058 -0.12499861],-0.141340371367
23,"[ 0.29450826 -0.62998969 -1.26455389 -0.41053465 -0.76053689  1.01066776
 -0.19523121  0.49867373  0.44128975 -0.93755531  0.        ]","[[-1.07036009  3.01948073 -0.0865984   0.11606755]
 [-5.27480136  6.14780714  0.          0.        ]]",[ 0.68102623  0.64525764],-0.138368328509,[ 0.95180929  0.99232864],[-0.23267058 -0.12499861],-0.138368328509
24,"[ 0.19644992 -0.63548783 -1.31748068 -0.53638298 -0.76053418  1.01066315
  0.06708942 -0.41401357  0.41594889 -0.9556721   0.        ]","[[-1.14775843  3.06005827 -0.0865984   0.11606755]
 [-2.47428282 -0.30028216  0.          0.        ]]",[ 0.36039479  1.14801078],-0.137655477121,[ 1.00351024  1.04860711],[-0.23267058 -0.12499861],-0.137655477121
25,"[ 0.15135051 -0.63343871 -1.33848696 -0.48338753 -0.76053147  1.01065853
  0.20533124 -0.51696516  0.43405729 -0.95154345  0.        ]","[[-1.18243645  3.0429918  -0.0865984   0.11606755]
 [-0.9984209  -1.02763814  0.          0.        ]]",[ 0.77043216  2.36723854],-0.138921142987,[ 0.94626552  1.04211867],[-0.23267058 -0.12499861],-0.138921142987
26,"[ 0.16551343 -0.63087868 -1.33209486 -0.42798762 -0.76052876  1.01065392
  0.4929077  -0.47285797  0.4473423  -0.94598972  0.        ]","[[-1.17160109  3.02512    -0.0865984   0.11606755]
 [ 2.07172682 -0.71603378  0.          0.        ]]",[ 0.90579081  0.3048176 ],-0.139653191326,[ 0.76031023  0.99498361],[-0.23267058 -0.12499861],-0.139653191326
27,"[ 0.26421268 -0.62899227 -1.28198025 -0.39213313 -0.76052605  1.0106493
  0.82498896 -0.4336487   0.44837777 -0.93718245  0.        ]","[[-1.09459552  3.013534   -0.0865984   0.11606755]
 [ 5.61701508 -0.4390323   0.          0.        ]]",[ 1.09688084  0.69994623],-0.138992035561,[ 0.56242716  0.94432306],[-0.23267058 -0.12499861],-0.138992035561
28,"[ 0.44600713 -0.62793314 -1.16060427 -0.37338662 -0.76052333  1.01064469
  1.1854315  -0.39944042  0.43592912 -0.92520282  0.        ]","[[-0.94364595  3.00746963 -0.0865984   0.11606755]
 [ 9.46511714 -0.19736193  0.          0.        ]]",[ 0.777711    1.43139122],-0.136813962648,[ 0.39404261  0.89738691],[-0.23267058 -0.12499861],-0.136813962648
29,"[ 0.67452252 -0.6275054  -0.93591642 -0.36607391 -0.76052062  1.01064008
  1.45629495 -0.3805468   0.41075335 -0.91474947  0.        ]","[[ -0.7253291    3.00510287  -0.0865984    0.11606755]
 [ 12.35692917  -0.06388778   0.           0.        ]]",[-0.18100661 -0.13200824],-0.133602581029,[ 0.18811899  0.82679033],[-0.23267058 -0.12499861],-0.133602581029
30,"[ 0.86570628 -0.626294   -0.6369937  -0.34597133 -0.76051791  1.01063546
  1.36624139 -0.45437     0.38337618 -0.9074945   0.        ]","[[ -0.48783563   2.99859212  -0.0865984    0.11606755]
 [ 11.3956212   -0.58544732   0.           0.        ]]",[ 1.9277439   0.44276719],-0.130497239336,[ 0.11700463  0.78416973],[-0.23267058 -0.12499861],-0.130497239336
31,"[ 0.99593786 -0.62691949 -0.25604634 -0.35628083 -0.7605152   1.01063085
  1.71596173 -0.29227453  0.34692166 -0.91921447  0.        ]","[[ -0.22246117   3.0019323   -0.0865984    0.11606755]
 [ 15.12936931   0.55972787   0.           0.        ]]",[ 1.41284952  1.38934277],-0.128355329324,[-0.2187314   0.63379681],[-0.23267058 -0.12499861],-0.128355329324
32,"[ 1.02116264 -0.62776659  0.26175954 -0.37064312 -0.76051249  1.01062623
  2.0587415  -0.3660191   0.30831395 -0.94477314  0.        ]","[[  0.11684578   3.00658283  -0.0865984    0.11606755]
 [ 18.78913332   0.03872793   0.           0.        ]]",[ 0.72969614  0.04002187],-0.127510434167,[-0.60263282  0.45745119],[-0.23267058 -0.12499861],-0.127510434167
33,"[ 0.8451969  -0.6275085   0.84290768 -0.36625747 -0.76050978  1.01062162
  2.2944811  -0.38814991  0.27481566 -0.98813171  0.        ]","[[  0.51788343   3.00516347  -0.0865984    0.11606755]
 [ 21.3062454   -0.1176294    0.           0.        ]]",[-1.66952029  0.13083197],-0.129068472236,[-0.90887421  0.2905674 ],[-0.23267058 -0.12499861],-0.129068472236
34,"[ 0.49514648 -0.62712405  1.28562795 -0.35979318 -0.76050707  1.010617
  1.88410021 -0.38356014  0.25816673 -1.04021555  0.        ]","[[  0.90005154   3.00307072  -0.0865984    0.11606755]
 [ 16.92516686  -0.08521058   0.           0.        ]]",[-1.02700399  0.50559373],-0.13301714232,[-0.87298393  0.25230843],[-0.23267058 -0.12499861],-0.13301714232
35,"[ 0.13420783 -0.62695531  1.51138764 -0.35700484 -0.76050435  1.01061239
  1.48185431 -0.37423697  0.2578609  -1.08398728  0.        ]","[[  1.19546832   3.00216801  -0.0865984    0.11606755]
 [ 12.63082151  -0.01935113   0.           0.        ]]",[-0.76582192  0.03217356],-0.137411102646,[-0.8258844   0.23367891],[-0.23267058 -0.12499861],-0.137411102646
36,"[-0.16525743 -0.62682651  1.59970709 -0.35489618 -0.76050164  1.01060778
  1.17442152 -0.37679085  0.26481859 -1.11574827  0.        ]","[[ 1.4151538   3.00148533 -0.0865984   0.11606755]
 [ 9.34866458 -0.0374006   0.          0.        ]]",[-0.46242413  1.47489627],-0.141111428063,[-0.80289537  0.22463161],[-0.23267058 -0.12499861],-0.141111428063
37,"[-0.40039698 -0.62689753  1.61816071 -0.35610708 -0.76049893  1.01060316
  0.98559254 -0.3649841   0.27465464 -1.13843686  0.        ]","[[ 1.58190055  3.00187783 -0.0865984   0.11606755]
 [ 7.33272729  0.04600478  0.          0.        ]]",[-2.01922605  1.41307753],-0.144085060677,[-0.78612494  0.22169873],[-0.23267058 -0.12499861],-0.144085060677
38,"[-0.54931941 -0.62706211  1.60781992 -0.35888419 -0.76049622  1.01059855
  0.60114351 -0.3659833   0.28311131 -1.15167861  0.        ]","[[ 1.68737381  3.00277753 -0.0865984   0.11606755]
 [ 3.22827615  0.03893904  0.          0.        ]]",[-0.89153159 -1.1090028 ],-0.146003365249,[-0.70902479  0.24537134],[-0.23267058 -0.12499861],-0.146003365249
39,"[-0.5893226  -0.61887071  1.60209667 -0.23894084 -0.76049351  1.01059393
  0.26451595 -0.92658242  0.25378913 -1.15457335  0.        ]","[[ 1.71588046  2.96381915 -0.0865984   0.11606755]
 [-0.36562919 -3.92157543  0.          0.        ]]",[-0.95269165  0.5424754 ],-0.144370899537,[-0.59470129  0.29530382],[-0.23267058 -0.12499861],-0.144370899537
40,"[-0.52598817 -0.60357956  1.61054504 -0.0677312  -0.7604908   1.01058932
 -0.08810124 -0.61157114  0.20495803 -1.14198447  0.        ]","[[ 1.67079624  2.9077164  -0.0865984   0.11606755]
 [-4.13024459 -1.69611676  0.          0.        ]]",[-0.64146177  0.75400471],-0.140023777809,[-0.52021897  0.31859773],[-0.23267058 -0.12499861],-0.140023777809
41,"[-0.3743889  -0.60244672  1.61816251 -0.05672082 -0.76048809  1.01058471
 -0.31831652 -0.18423641  0.19562004 -1.11818881  0.        ]","[[ 1.56353122  2.90408473 -0.0865984   0.11606755]
 [-6.58807288  1.32288369  0.          0.        ]]",[-1.4602591   1.49994759],-0.136960365882,[-0.46649265  0.33434108],[-0.23267058 -0.12499861],-0.136960365882
42,"[-0.13481865 -0.6202989   1.59408037 -0.25793529 -0.76048538  1.01058009
 -0.67693848  0.37249814  0.23963092 -1.10296171  0.        ]","[[  1.39335499   2.97000533  -0.0865984    0.11606755]
 [-10.41680159   5.25605987   0.           0.        ]]",[ 0.1297015   1.02426346],-0.138136551968,[-0.30525243  0.3891381 ],[-0.23267058 -0.12499861],-0.138136551968
43,"[ 0.13847251 -0.63338384  1.50946234 -0.4829102  -0.76048267  1.01057548
 -0.60954106 -0.22175256  0.28966311 -1.10335248  0.        ]","[[ 1.1922385   3.04284095 -0.0865984   0.11606755]
 [-9.69727715  1.0578541   0.          0.        ]]",[-1.39910055  0.98188915],-0.141570627064,[-0.15059102  0.46295521],[-0.23267058 -0.12499861],-0.141570627064
44,"[ 0.42657832 -0.63304009  1.34097087 -0.47494848 -0.76047995  1.01057087
 -0.96241774 -0.47219073  0.28040817 -1.07303167  0.        ]","[[  0.96049308   3.04027503  -0.0865984    0.11606755]
 [-13.46467927  -0.71142147   0.           0.        ]]",[-0.86076955  1.78899696],-0.137880668759,[ 0.15489976  0.57839501],[-0.23267058 -0.12499861],-0.137880668759
45,"[ 0.7338454  -0.63089127  1.0237143  -0.42896969 -0.76047724  1.01056625
 -1.25666268 -0.46572873  0.27542798 -1.02353788  0.        ]","[[  0.65968      3.0254412   -0.0865984    0.11606755]
 [-16.60615436  -0.66577861   0.           0.        ]]",[ 0.46095012 -0.18227015],-0.132601544995,[ 0.49048042  0.70641381],[-0.23267058 -0.12499861],-0.132601544995
46,"[ 0.94541868 -0.62745644  0.60797427 -0.36579357 -0.76047453  1.01056164
 -1.05492129 -0.5660248   0.28694823 -0.9671164   0.        ]","[[  0.34916633   3.0050163   -0.0865984    0.11606755]
 [-14.45238821  -1.37434801   0.           0.        ]]",[ 0.89440912  0.4362699 ],-0.127959754189,[ 0.64300221  0.80708224],[-0.23267058 -0.12499861],-0.127959754189
47,"[ 1.02396468 -0.62559578  0.23368748 -0.33529124 -0.76047182  1.01055703
 -0.69641753 -0.3176429   0.31056189 -0.93212355  0.        ]","[[  0.09852031   2.99513499  -0.0865984    0.11606755]
 [-10.6249749    0.38037703   0.           0.        ]]",[ 2.15765041  2.34529465],-0.126512277117,[ 0.64331645  0.83960623],[-0.23267058 -0.12499861],-0.126512277117
48,"[ 1.02714195 -0.62832207 -0.02802888 -0.38085685 -0.76046911  1.01055241
 -0.30586185 -0.32398281  0.3279539  -0.93333406  0.        ]","[[-0.07214377  3.00989178 -0.0865984   0.11606755]
 [-6.45535853  0.33558216  0.          0.        ]]",[ 0.15075921  0.6321284 ],-0.128058654065,[ 0.61054254  0.85578096],[-0.23267058 -0.12499861],-0.128058654065
49,"[ 1.00427112 -0.62840869 -0.21334185 -0.38242268 -0.7604664   1.0105478
 -0.23798336 -0.39051004  0.34184675 -0.92587719  0.        ]","[[-0.19398014  3.01039867 -0.0865984   0.11606755]
 [-5.73068633 -0.1344146   0.          0.        ]]",[ 0.90078912  2.13542496],-0.128539369232,[ 0.67405778  0.89448619],[-0.23267058 -0.12499861],-0.128539369232
