timestep,human_obs,obs,original_rewards,logstd_action_dist,rewards,avg_action_dist,actions
0,"[[ -8.45189258e-02   4.92623591e-02   1.24746880e-01   1.37241581e-01]
 [  2.11702477e-05   6.82866048e-04   0.00000000e+00   0.00000000e+00]]","[ 0.96866703  1.70513725  0.11170994 -0.77582062  1.06573346  1.19026247
 -0.33626825 -0.33099611  0.29715621 -1.51095178  0.        ]",-0.171942428644,[-0.36005482 -0.20327631],-1.4702,[ 2.57355237  3.1064291 ],[ 1.95989017  2.18978686]
1,"[[-0.04484339  0.08898828  0.12474688  0.13724158]
 [ 3.95437522  3.95872306  0.          0.        ]]","[ 0.97265827  1.7016904   0.17260264 -0.66518101  1.06573212  1.19026078
 -0.10167117  0.2392838   0.29909533 -1.39009553  0.        ]",-0.161144652024,[-0.36005482 -0.20327631],-1.38304,[ 1.16466761  2.08297873],[ 0.32955043  2.76857575]
2,"[[ 0.04652477  0.20709936  0.12474688  0.13724158]
 [ 5.17839184  7.83945059  0.          0.        ]]","[ 0.9725376   1.67983748  0.31308572 -0.33922178  1.06573078  1.19025908
 -0.02905479  0.79842408  0.26863999 -1.08635367  0.        ]",-0.132990357741,[-0.36005482 -0.20327631],-1.25152,[ -2.02119350e-04   7.22995281e-01],[-0.22063934 -0.1382374 ]
3,"[[ 0.14031165  0.35684275  0.12474688  0.13724158]
 [ 4.20354405  7.13722585  0.          0.        ]]","[ 0.95892077  1.6275981   0.45665628  0.06196342  1.06572944  1.19025739
 -0.08688888  0.69724586  0.17356857 -0.76053561  0.        ]",-0.100230419946,[-0.36005482 -0.20327631],-1.0264,[-0.32694712 -0.01503104],[-1.18827829  0.455645  ]
4,"[[ 0.18385194  0.51628623  0.12474688  0.13724158]
 [ 0.16392315  8.8015644   0.          0.        ]]","[ 0.94798148  1.54308591  0.52274178  0.46493734  1.0657281   1.1902557
 -0.32654466  0.93704534  0.05541536 -0.54416232  0.        ]",-0.0750995773785,[-0.36005482 -0.20327631],-0.875229,[ 0.05148512 -0.85014892],[-1.27356062 -0.47682629]
5,"[[ 0.14741305  0.67163993  0.12474688  0.13724158]
 [-3.7946966   6.74065035  0.          0.        ]]","[ 0.95733356  1.43409169  0.46746526  0.82402349  1.06572676  1.190254
 -0.56139484  0.64010504 -0.0194355  -0.48808102  0.        ]",-0.0648815579141,[-0.36005482 -0.20327631],-0.953945,[ 0.96330267 -0.78091884],[ 1.06038564 -1.16444008]
6,"[[ 0.11198079  0.76537233  0.12474688  0.13724158]
 [ 0.23805316  2.64625565  0.          0.        ]]","[ 0.96446668  1.35669304  0.41342751  1.02094997  1.06572542  1.19025231
 -0.32214605  0.05017793 -0.05817562 -0.48120141  0.        ]",-0.0611507660729,[-0.36005482 -0.20327631],-0.949884,[ 0.42298651 -0.39327803],[ 0.99044934  0.17709334]
7,"[[ 0.15600944  0.82479444  0.12474688  0.13724158]
 [ 4.15180871  3.29379819  0.          0.        ]]","[ 0.95530872  1.30346464  0.48053477  1.13709976  1.06572408  1.19025061
 -0.0899568   0.14347688 -0.14456394 -0.3747815   0.        ]",-0.0464767282075,[-0.36005482 -0.20327631],-0.830316,[-0.73043859 -0.97934633],[-0.37466417  0.3002997 ]
8,"[[ 0.22334651  0.9019509   0.12474688  0.13724158]
 [ 2.58710939  4.41810158  0.          0.        ]]","[ 0.93554523  1.22989434  0.58222814  1.27705603  1.06572274  1.19024892
 -0.18278479  0.30546835 -0.27881123 -0.23688072  0.        ]",-0.0256379611533,[-0.36005482 -0.20327631],-0.681386,[-0.78163373 -1.56731474],[-0.88600541 -1.87365065]
9,"[[ 0.2394161   0.94971819  0.12474688  0.13724158]
 [-0.96835431  0.3721067   0.          0.        ]]","[ 0.92980694  1.18199723  0.60628523  1.35721919  1.0657214   1.19024723
 -0.39371779 -0.27748603 -0.33939016 -0.1950787   0.        ]",-0.0175950199615,[-0.36005482 -0.20327631],-0.71853,[ 0.21398115 -1.04972875],[-0.88927547 -1.16145916]
