timestep,human_obs,obs,original_rewards,logstd_action_dist,rewards,avg_action_dist,actions
0,"[[-0.07392121 -0.06631731  0.19020801  0.07360929]
 [ 0.00145562  0.00150672  0.          0.        ]]","[ 1.05405777  1.98837769 -0.04453352 -0.86453946  1.62177246  0.64464539
 -0.32228284 -0.34067122 -0.08674117 -0.86572563  0.        ]",-0.0981185574171,[-0.13358951 -0.16678169],-0.363065,[-0.33566386  1.17166698],[-1.74211523  1.43350585]
1,"[[-0.11359834 -0.0265442   0.19020801  0.07360929]
 [-3.95598627  3.96259881  0.          0.        ]]","[ 1.04875114  1.99080754 -0.10406193 -0.75120131  1.62176215  0.64464379
 -0.62713164  0.20649416 -0.08942596 -0.89716393  0.        ]",-0.101922806436,[-0.13358951 -0.16678169],-0.343784,[-0.00747234  1.15714574],[ 0.00481653  1.99351026]
2,"[[-0.19175696  0.09164811  0.19020801  0.07360929]
 [-3.86018912  7.84369602  0.          0.        ]]","[ 1.031782    1.98569369 -0.22045028 -0.41439262  1.62175184  0.64464219
 -0.61975066  0.74260871 -0.09422573 -0.92394626  0.        ]",-0.105114648343,[-0.13358951 -0.16678169],-0.482275,[ 0.08433536  1.07442427],[ 0.62990056  0.47916191]
3,"[[-0.24320007  0.26599002  0.19020801  0.07360929]
 [-1.29264846  9.58469929  0.          0.        ]]","[ 1.01593391  1.94461967 -0.29614242  0.07442539  1.62174152  0.64464059
 -0.42196615  0.98309954 -0.09849287 -0.85626551  0.        ]",-0.0966613547986,[-0.13358951 -0.16678169],-0.404525,[-0.07120609  0.95237935],[ 0.05497374  1.1689247 ]
4,"[[ -0.26662739   0.49550701   0.19020801   0.07360929]
 [ -1.05083181  13.35443717   0.           0.        ]]","[ 1.00749694  1.83178225 -0.33030623  0.68097478  1.62173121  0.64463899
 -0.4033376   1.5038253  -0.12339951 -0.69510292  0.        ]",-0.0761875249404,[-0.13358951 -0.16678169],-0.345975,[-0.14165419  0.77994704],[ 0.17349402 -0.06105857]
5,"[[ -0.28054347   0.75751479   0.19020801   0.07360929]
 [ -0.34310239  12.84803394   0.           0.        ]]","[ 1.00212575  1.62869988 -0.35049765  1.28474489  1.6217209   0.6446374
 -0.34881871  1.43386555 -0.19444741 -0.50185133  0.        ]",-0.050925251101,[-0.13358951 -0.16678169],-0.243941,[-0.27419549  0.65338194],[-0.60467744  0.43348758]
6,"[[ -0.31134075   1.02915237   0.19020801   0.07360929]
 [ -2.72870468  14.3108236    0.           0.        ]]","[ 0.98930035  1.34897232 -0.39489061  1.76898537  1.62171059  0.6446358
 -0.53258684  1.63591727 -0.30890751 -0.35089263  0.        ]",-0.0341295277495,[-0.13358951 -0.16678169],-0.21965,[-0.11870673  0.59556198],[-0.76797664 -0.8071104 ]
7,"[[ -0.39584979   1.28046882   0.19020801   0.07360929]
 [ -5.71242807  10.83236782   0.           0.        ]]","[ 0.94753307  1.04501613 -0.5143346   2.05792337  1.62170028  0.6446342
 -0.7624292   1.15541793 -0.4257377  -0.31233661  0.        ]",-0.0391191207813,[-0.13358951 -0.16678169],-0.284244,[ 0.14395776  0.62260538],[-0.08417008  1.60736996]
8,"[[ -0.51231408   1.53469134   0.19020801   0.07360929]
 [ -5.93319967  14.57739794   0.           0.        ]]","[ 0.87464101  0.71336887 -0.671976    2.175432    1.62168997  0.6446326
 -0.77943367  1.67272421 -0.5524374  -0.3259067   0.        ]",-0.0539955135598,[-0.13358951 -0.16678169],-0.34367,[ 0.30936795  0.58087909],[ 2.01170235 -0.82849934]
9,"[[ -0.59008325   1.79042168   0.19020801   0.07360929]
 [ -1.85722585  11.00759714   0.           0.        ]]","[ 0.8165088   0.37669513 -0.77179348  2.10874454  1.62167965  0.644631
 -0.46544867  1.17960861 -0.7092493  -0.30957748  0.        ]",-0.0724038506079,[-0.13358951 -0.16678169],-0.382848,[ 0.1212644   0.55833375],[ 0.60117149  0.75730992]
10,"[[ -0.6029829    2.03847069   0.19020801   0.07360929]
 [  0.55935253  13.7880604    0.           0.        ]]","[ 0.80616098  0.06787894 -0.78787409  1.87092234  1.62166934  0.6446294
 -0.2792919   1.56367527 -0.8959151  -0.26654206  0.        ]",-0.0954166562947,[-0.13358951 -0.16678169],-0.48572,[ 0.01019868  0.51103467],[ 0.36220796  1.64174995]
11,"[[ -0.5775138    2.35122005   0.19020801   0.07360929]
 [  1.98293684  17.47460073   0.           0.        ]]","[ 0.82639486 -0.26721421 -0.75598374  1.35170227  1.62165903  0.64462781
 -0.16962847  2.07289075 -1.15431756 -0.25962923  0.        ]",-0.130208587508,[-0.13358951 -0.16678169],-0.566022,[-0.05452195  0.48806143],[-0.44856631  0.61312726]
12,"[[ -0.55605632   2.72159912   0.19020801   0.07360929]
 [  0.16876633  19.5563567    0.           0.        ]]","[ 0.84283961 -0.54496033 -0.72870112  0.48771182  1.62164872  0.64462621
 -0.30937931  2.36042216 -1.43251685 -0.37795867  0.        ]",-0.170594112447,[-0.13358951 -0.16678169],-0.725745,[ 0.08672208  0.50146335],[-0.83083095 -0.98020779]
13,"[[ -0.58571613   3.06989888   0.19020801   0.07360929]
 [ -3.12402784  12.7831047    0.           0.        ]]","[ 0.81995688 -0.65676718 -0.76630858 -0.47116417  1.62163841  0.64462461
 -0.56303302  1.42481449 -1.62888272 -0.58868096  0.        ]",-0.203520639162,[-0.13358951 -0.16678169],-0.883832,[ 0.35975373  0.62215543],[ 0.17532776 -0.28828096]
14,"[[-0.64061943  3.14474856  0.19020801  0.07360929]
 [-2.36863929 -1.28239221  0.          0.        ]]","[ 0.77485515 -0.66016449 -0.83396716 -0.68451594  1.6216281   0.64462301
 -0.50484172 -0.51807039 -1.66444637 -0.64302632  0.        ]",-0.210311818235,[-0.13358951 -0.16678169],-0.906031,[ 0.30042887  0.77530426],[ 0.46559053  0.49659942]
15,"[[-0.66902714  3.097492    0.19020801  0.07360929]
 [-0.47839274 -2.61782511  0.          0.        ]]","[ 0.7501549  -0.65888049 -0.86792018 -0.54974337  1.62161779  0.64462141
 -0.35922859 -0.70253393 -1.63690582 -0.60552896  0.        ]",-0.205222852659,[-0.13358951 -0.16678169],-0.849425,[ 0.19352698  0.768336  ],[-0.7564362   1.04142916]
16,"[[-0.70854896  3.0535129   0.19020801  0.07360929]
 [-3.46383697 -1.71708476  0.          0.        ]]","[ 0.71429327 -0.65502871 -0.91389717 -0.42456408  1.62160748  0.64461981
 -0.58920694 -0.57811183 -1.60881426 -0.57566135  0.        ]",-0.200398164967,[-0.13358951 -0.16678169],-0.890014,[ 0.41849601  0.78073078],[-0.00964117 -0.26382166]
17,"[[-0.77752106  3.00903118  0.19020801  0.07360929]
 [-3.4334723  -2.72771918  0.          0.        ]]","[ 0.64768995 -0.64853528 -0.99042607 -0.29844889  1.62159718  0.64461822
 -0.58686645 -0.71771069 -1.57435903 -0.55064681  0.        ]",-0.194939805493,[-0.13358951 -0.16678169],-0.865191,[ 0.47925806  0.79431593],[ 0.75468394  0.44771405]
18,"[[-0.81552797  2.97280662  0.19020801  0.07360929]
 [-0.37740712 -0.90082482  0.          0.        ]]","[ 0.608899   -0.64132563 -1.03046917 -0.1962842   1.62158687  0.64461662
 -0.3514453  -0.46535726 -1.54595019 -0.53379392  0.        ]",-0.190584749705,[-0.13358951 -0.16678169],-0.864553,[ 0.34341335  0.75502294],[ 1.20694567  0.00993083]
19,"[[-0.7832764   2.95536526  0.19020801  0.07360929]
 [ 3.58934378 -0.84350473  0.          0.        ]]","[ 0.64190615 -0.63724131 -0.99658267 -0.1473099   1.62157656  0.64461502
 -0.04587065 -0.45743855 -1.53896049 -0.52312447  0.        ]",-0.18928242166,[-0.13358951 -0.16678169],-0.831185,[ 0.06077096  0.71636856],[-0.02517627 -0.11653005]
20,"[[-0.7132028   2.93403306  0.19020801  0.07360929]
 [ 3.41858439 -1.28823341  0.          0.        ]]","[ 0.70995184 -0.63170759 -0.91919845 -0.08763035  1.62156625  0.64461342
 -0.05902484 -0.51886879 -1.53589873 -0.50719484  0.        ]",-0.188324178692,[-0.13358951 -0.16678169],-0.777404,[-0.01687545  0.70567119],[-0.32197022  1.35811778]
21,"[[-0.65829863  2.94825149  0.19020801  0.07360929]
 [ 2.07630902  2.69679664  0.          0.        ]]","[ 0.75957972 -0.63545913 -0.85516443 -0.1273799   1.62155594  0.64461182
 -0.16242571  0.03159324 -1.55339706 -0.5116416   0.        ]",-0.190795896672,[-0.13358951 -0.16678169],-0.794393,[ 0.03151637  0.67021489],[ 0.21358703  1.38890985]
22,"[[-0.60869913  3.02195999  0.19020801  0.07360929]
 [ 2.88084327  1.96073342  0.          0.        ]]","[ 0.80149023 -0.65068298 -0.79492282 -0.33503857  1.62154563  0.64461022
 -0.10044875 -0.07008105 -1.59175715 -0.54353384  0.        ]",-0.196983985536,[-0.13358951 -0.16678169],-0.811414,[-0.07108662  0.67431295],[-1.32883     0.17988129]
23,"[[-0.59138068  3.03069818  0.19020801  0.07360929]
 [-1.13558402 -0.38620761  0.          0.        ]]","[ 0.81544891 -0.65201364 -0.77338017 -0.35980072  1.62153532  0.64460863
 -0.40985138 -0.39427017 -1.60911292 -0.56253029  0.        ]",-0.199960019621,[-0.13358951 -0.16678169],-0.826489,[ 0.14976904  0.72678214],[ 0.54715063  1.51312779]
24,"[[-0.5921314   3.02078761  0.19020801  0.07360929]
 [ 1.05322251 -0.48979702  0.          0.        ]]","[ 0.81484869 -0.65049333 -0.77431701 -0.33171673  1.62152502  0.64460703
 -0.24123707 -0.40857847 -1.60339117 -0.55528601  0.        ]",-0.198943752874,[-0.13358951 -0.16678169],-0.865527,[ 0.01213235  0.70941019],[ 0.78120161  0.04368064]
25,"[[-0.54024299  3.01173167  0.19020801  0.07360929]
 [ 4.12538165 -0.3791756   0.          0.        ]]","[ 0.85457819 -0.64899097 -0.70832583 -0.30608397  1.62151471  0.64460543
 -0.00457408 -0.39329717 -1.6049198  -0.54921662  0.        ]",-0.198928562482,[-0.13358951 -0.16678169],-0.851275,[-0.23155865  0.67608553],[ 0.48711649  0.01518783]
26,"[[-0.43920412  3.00482754  0.19020801  0.07360929]
 [ 5.97235047 -0.31146573  0.          0.        ]]","[ 0.92239725 -0.64777277 -0.57400637 -0.28656199  1.6215044   0.64460383
  0.13770669 -0.38394339 -1.61423686 -0.54512536  0.        ]",-0.200015572217,[-0.13358951 -0.16678169],-0.82913,[-0.45013922  0.64455104],[ 0.23830365  0.42755937]
27,"[[-0.31147667  3.001718    0.19020801  0.07360929]
 [ 6.79764207 -0.05759953  0.          0.        ]]","[ 0.98919519 -0.64720277 -0.39503335 -0.27777522  1.62149409  0.64460223
  0.20128267 -0.34887521 -1.62909541 -0.54549773  0.        ]",-0.201994717136,[-0.13358951 -0.16678169],-0.771681,[-0.62203503  0.61606467],[-0.80585256  2.1194508 ]
28,"[[-0.2088863   3.00190075  0.19020801  0.07360929]
 [ 3.47247404  0.04171018  0.          0.        ]]","[ 1.02685305 -0.64723492 -0.24569051 -0.27829096  1.62148379  0.64460063
 -0.05487201 -0.33515651 -1.64189735 -0.54950626  0.        ]",-0.2038294016,[-0.13358951 -0.16678169],-0.812952,[-0.51630288  0.62337708],[-1.39738489  0.21411511]
29,"[[-0.17985141  3.00192944  0.19020801  0.07360929]
 [-0.55556031 -0.01907699  0.          0.        ]]","[ 1.0348552  -0.64723861 -0.20275771 -0.2783715   1.62147348  0.64459904
 -0.36517201 -0.34355262 -1.64544878 -0.55094639  0.        ]",-0.204350872133,[-0.13358951 -0.16678169],-0.842756,[-0.30013859  0.64810246],[-0.34162741  0.29562188]
30,"[[-0.20442335  3.00159148  0.19020801  0.07360929]
 [-1.8971636  -0.0137206   0.          0.        ]]","[ 1.02815293 -0.64717455 -0.23910685 -0.27741622  1.62146317  0.64459744
 -0.46852194 -0.34281205 -1.64235237 -0.54949431  0.        ]",-0.203892080845,[-0.13358951 -0.16678169],-0.851999,[-0.19815536  0.66097862],[-0.02239327  0.15320215]
