timestep,human_obs,obs,original_rewards,actions,rewards,avg_action_dist,logstd_action_dist
0,"[[ 0.03791822  0.0617625  -0.13977056  0.18773299]
 [-0.00172105 -0.00119648  0.          0.        ]]","[ 1.03473723  2.09182542  0.21873761 -0.53291951 -1.21173806  1.62970092
 -0.32966355 -0.35214329  2.36591001 -1.50945503  0.        ]",-0.38966004867,[ 2.31741449  2.87117773],-2.13571,[ 2.50436306  3.83678722],[-0.14414422 -0.13828553]
1,"[[ 0.07755928  0.10145122 -0.13977056  0.18773299]
 [ 3.95267049  3.95688136  0.          0.        ]]","[ 1.03136841  2.08741146  0.27846005 -0.41392045 -1.21173417  1.62969318
 -0.03400034  0.19224471  2.35513633 -1.40657436  0.        ]",-0.38292781508,[ 2.44120574  4.48954771],-2.00621,[ 2.37582541  3.6520555 ],[-0.14414422 -0.13828553]
2,"[[ 0.1955044   0.21951546 -0.13977056  0.18773299]
 [ 7.82897284  7.83661167  0.          0.        ]]","[ 1.00775614  2.06175607  0.45470404 -0.0634912  -1.21173028  1.62968543
  0.25582425  0.72585639  2.28652072 -1.10880588  0.        ]",-0.360510484658,[ 1.70144297  3.13164644],-2.0258,[ 2.08315706  3.32481647],[-0.14414422 -0.13828553]
3,"[[  0.3902099    0.41440333  -0.13977056   0.18773299]
 [ 11.62904336  11.63948489   0.           0.        ]]","[ 0.92516926  1.97927022  0.73559796  0.49274271 -1.21172639  1.62967768
  0.5399489   1.24889485  2.06242797 -0.6715164   0.        ]",-0.316467657892,[ 1.59224032  2.21975453],-1.89194,[ 1.4882555   2.79909015],[-0.14414422 -0.13828553]
4,"[[  0.66017244   0.68459175  -0.13977056   0.18773299]
 [ 15.35507206  15.36688912   0.           0.        ]]","[ 0.72659177  1.78795066  1.08704489  1.18383347 -1.2117225   1.62966994
  0.81853694  1.76154778  1.57606545 -0.25296217  0.        ]",-0.244172466244,[ 0.26041455  2.56267694],-1.51316,[ 0.82354093  2.14782596],[-0.14414422 -0.13828553]
5,"[[  0.97457635   1.02859501  -0.13977056   0.18773299]
 [ 16.08322855  19.02121217   0.           0.        ]]","[ 0.39053451  1.43620213  1.41032825  1.85838522 -1.21171861  1.62966219
  0.87297818  2.26413921  0.87705142 -0.13777099  0.        ]",-0.149918379375,[-1.07189049  0.51824897],-1.05491,[ 0.19715923  1.46235955],[-0.14414422 -0.13828553]
6,"[[  1.25338104   1.42583238  -0.13977056   0.18773299]
 [ 11.81142949  20.69694035   0.           0.        ]]","[ 0.02351757  0.93090981  1.59532117  2.25830638 -1.21171472  1.62965444
  0.55358072  2.49459139  0.29966485 -0.4527458   0.        ]",-0.0846572881321,[ 1.0505882   1.46634088],-0.451219,[-0.11038318  1.05583441],[-0.14414422 -0.13828553]
7,"[[  1.52701169   1.87537396  -0.13977056   0.18773299]
 [ 15.53967296  24.2453854    0.           0.        ]]","[-0.3713629   0.32664489  1.66925828  2.15137683 -1.21171083  1.6296467
  0.83233476  2.98259426  0.04076014 -1.04532121  0.        ]",-0.122204037047,[ 0.11698927  0.81947053],-0.564476,[-0.16648753  0.91075051],[-0.14414422 -0.13828553]
8,"[[  1.839418     2.3880119   -0.13977056   0.18773299]
 [ 15.70032733  27.00924547   0.           0.        ]]","[-0.82632954 -0.25722979  1.61657364  1.33992902 -1.21170694  1.62963895
  0.8443448   3.36266861  0.22063921 -1.63721739  0.        ]",-0.198547130233,[ 0.19262352  0.99373492],-1.0005,[ 0.16102511  1.07101893],[-0.14414422 -0.13828553]
9,"[[  2.15799671   2.96230489  -0.13977056   0.18773299]
 [ 16.15552865  30.40881738   0.           0.        ]]","[-1.25106264 -0.60363178  1.41789362 -0.18213195 -1.21170306  1.6296312
  0.8783776   3.83014524  0.7140026  -1.77466218  0.        ]",-0.242069877167,[-0.43289838  2.22660431],-1.26246,[ 0.70758069  1.41861117],[-0.14414422 -0.13828553]
10,"[[  2.46068946   3.23641207  -0.13977056   0.18773299]
 [ 14.12054364   0.66648776   0.           0.        ]]","[-1.57917283 -0.61931988  1.11152411 -1.00346092 -1.21169917  1.62962346
  0.72622284 -0.26034529  0.91257251 -1.60167136  0.        ]",-0.240538161778,[ 1.31020422  0.62224206],-1.4235,[ 0.88768673  1.92640162],[-0.14414422 -0.13828553]
11,"[[  2.78001764   3.1792655   -0.13977056   0.18773299]
 [ 17.80011119  -4.28521271   0.           0.        ]]","[-1.81216424 -0.6244625   0.69536691 -0.83193566 -1.21169528  1.62961571
  1.00133713 -0.94135588  0.88305874 -1.62391617  0.        ]",-0.240133136319,[ 0.36480198  2.83312487],-1.39152,[ 0.99765491  2.0572772 ],[-0.14414422 -0.13828553]
12,"[[  3.14697649   3.1013811   -0.13977056   0.18773299]
 [ 18.89214069  -3.21798068   0.           0.        ]]","[-1.90728102 -0.62432697  0.15336723 -0.59768085 -1.21169139  1.62960797
  1.08298382 -0.79457656  0.87611928 -1.66503661  0.        ]",-0.243501780254,[ 1.96053479  4.06793719],-1.34577,[ 1.08062434  2.08222699],[-0.14414422 -0.13828553]
13,"[[  3.56079224   3.05197203  -0.13977056   0.18773299]
 [ 22.47748106  -1.78925889   0.           0.        ]]","[-1.77987849 -0.61996755 -0.45279421 -0.44936232 -1.2116875   1.62960022
  1.35105044 -0.59808168  0.89705889 -1.67154948  0.        ]",-0.245861021867,[ 1.25659441  1.65256009],-1.51362,[ 1.16098285  2.09843779],[-0.14414422 -0.13828553]
14,"[[  4.04560236   3.02613666  -0.13977056   0.18773299]
 [ 25.99181578  -0.88174786   0.           0.        ]]","[-1.34583938 -0.61637032 -1.02445088 -0.37204701 -1.21168361  1.62959247
  1.61380518 -0.47326974  0.9191541  -1.63440798  0.        ]",-0.244185344376,[-0.09540934  2.57472397],-1.50679,[ 1.21056211  2.10502148],[-0.14414422 -0.13828553]
15,"[[  4.55648599   3.01380362  -0.13977056   0.18773299]
 [ 25.0995206   -0.40698036   0.           0.        ]]","[-0.66423027 -0.61433444 -1.32939255 -0.3352171  -1.21167972  1.62958473
  1.54708272 -0.40797365  0.91595134 -1.5741249   0.        ]",-0.23826351803,[ 1.44540419  2.9209298 ],-1.38065,[ 1.2097441   2.10229683],[-0.14414422 -0.13828553]
16,"[[  5.09321591   3.00822078  -0.13977056   0.18773299]
 [ 28.5619317   -0.18027292   0.           0.        ]]","[ 0.11121642 -0.61334477 -1.23956996 -0.31856377 -1.21167583  1.62957698
  1.80595174 -0.37679365  0.87830437 -1.51692005  0.        ]",-0.229669174472,[-0.25834978  2.87805588],-1.37658,[ 1.12872779  2.01294518],[-0.14414422 -0.13828553]
