timestep,human_obs,obs,original_rewards,logstd_action_dist,rewards,avg_action_dist,actions
0,"[[ 0.08513768 -0.08195838 -0.16195444  0.1629018 ]
 [-0.00227678 -0.00168911  0.          0.        ]]","[ 1.05636811  1.16128236  0.12190724 -0.20460948 -1.37462534  1.44628524
 -0.16072752 -0.04227565  2.0035307  -1.08494263  0.        ]",-0.402257811801,[ 0.00528433 -0.03167957],-2.70368,[ 0.06793848  0.11215341],[ 1.02292395  0.69898697]
1,"[[ 0.12477235 -0.05423799 -0.16195444  0.1629018 ]
 [ 3.95257771  2.76451416  0.          0.        ]]","[ 1.05059907  1.16360413  0.18266556 -0.15863965 -1.37454747  1.44619758
  0.2160935   0.32842438  1.99910156 -1.00967315  0.        ]",-0.397411225836,[ 0.00528433 -0.03167957],-2.93913,[ 0.0680251   0.11414579],[-1.4112203  -0.63976223]
2,"[[ 0.16335906 -0.02489747 -0.16195444  0.1629018 ]
 [-0.080481    0.17815265  0.          0.        ]]","[ 1.04291727  1.16501194  0.24152839 -0.10990866 -1.3744696   1.44610993
 -0.16818718 -0.01818735  1.99069514 -0.93495086  0.        ]",-0.392251516191,[ 0.00528433 -0.03167957],-2.84298,[ 0.06735079  0.11197597],[-0.01037648 -0.21838833]
3,"[[ 0.16135695 -0.03004574 -0.16195444  0.1629018 ]
 [-0.11960088 -0.69008691  0.          0.        ]]","[ 1.04332085  1.16478003  0.23847741 -0.11846051 -1.37439176  1.44602229
 -0.17191126 -0.13454436  1.99135536 -0.9414259   0.        ]",-0.39271207491,[ 0.00528433 -0.03167957],-2.86015,[ 0.06719043  0.1113642 ],[ 0.29078005 -0.53162228]
4,"[[ 0.17053802 -0.06483511 -0.16195444  0.1629018 ]
 [ 1.03386544 -2.78187649  0.          0.        ]]","[ 1.04118688  1.16264879  0.25243231 -0.17621679 -1.37431392  1.44593468
 -0.06199951 -0.41487759  1.99227808 -0.95394293  0.        ]",-0.393524725838,[ 0.00528433 -0.03167957],-2.90639,[ 0.06632068  0.10946091],[-0.86126697 -0.47379476]
5,"[[ 0.15683302 -0.13872954 -0.16195444  0.1629018 ]
 [-2.39296499 -4.60150676  0.          0.        ]]","[ 1.04422386  1.1531427   0.23158043 -0.29837857 -1.3742361   1.44584707
 -0.38853006 -0.65873086  1.99712255 -1.02663306  0.        ]",-0.398162695444,[ 0.00528433 -0.03167957],-2.82018,[ 0.06635869  0.10698307],[ 0.95643986 -0.42460261]
6,"[[ 0.14741631 -0.246729   -0.16195444  0.1629018 ]
 [ 1.4385403  -6.19312719  0.          0.        ]]","[ 1.04614876  1.12705393  0.21722521 -0.47448388 -1.37415829  1.44575949
 -0.02342314 -0.87201642  1.994584   -1.11837082  0.        ]",-0.403066710754,[ 0.00528433 -0.03167957],-2.65507,[ 0.06505707  0.10499966],[ 0.55037878  1.04341944]
7,"[[ 0.1977312  -0.32964164 -0.16195444  0.1629018 ]
 [ 3.58581751 -2.11173253  0.          0.        ]]","[ 1.03419331  1.09733844  0.29363447 -0.60657277 -1.37408049  1.44567192
  0.18119255 -0.32500115  1.98652839 -1.10907756  0.        ]",-0.401343287764,[ 0.00528433 -0.03167957],-2.75978,[ 0.06452145  0.10536119],[-0.4684165  0.3551704]
8,"[[ 0.2501384  -0.35733927 -0.16195444  0.1629018 ]
 [ 1.66130968 -0.66286423  0.          0.        ]]","[ 1.01810552  1.08554536  0.37240285 -0.64990638 -1.37400271  1.44558436
 -0.002202   -0.13081082  1.98117199 -1.0572021   0.        ]",-0.397560093771,[ 0.00528433 -0.03167957],-2.53269,[ 0.06425692  0.10455641],[ 0.42293304  1.67291854]
9,"[[ 0.29980674 -0.33074315 -0.16195444  0.1629018 ]
 [ 3.30006213  3.30924193  0.          0.        ]]","[ 0.99947085  1.09679493  0.44608951 -0.60827    -1.37392494  1.44549683
  0.15396171  0.40156048  1.97624856 -0.96997259  0.        ]",-0.392071691298,[ 0.00528433 -0.03167957],-2.76948,[ 0.06483892  0.10670096],[-0.77490122  0.14235041]
10,"[[ 0.33439396 -0.2595484  -0.16195444  0.1629018 ]
 [ 0.16909469  3.80856442  0.          0.        ]]","[ 0.98456122  1.12281952  0.49674555 -0.49504716 -1.37384719  1.4454093
 -0.14441025  0.46847446  1.96785119 -0.8709605   0.        ]",-0.385853268474,[ 0.00528433 -0.03167957],-2.67046,[ 0.06537339  0.10744187],[ 0.41647825  0.40281981]
