timestep,human_obs,obs,original_rewards,logstd_action_dist,rewards,avg_action_dist,actions
0,"[[ 0.02664205 -0.05011354  0.10182997  0.15396135]
 [-0.00148046 -0.00226365  0.          0.        ]]","[ 1.08013778  1.86180187  0.02079525 -0.76532982  0.86400264  1.33298771
 -0.31174779 -0.32289932  0.54027301 -1.28696974  0.        ]",-0.188056644131,[-0.08021405 -0.19585584],-0.770953,[ 0.46049902  1.59468412],[ 0.82099492  0.89636937]
1,"[[ 0.0591846  -0.01456022  0.10182997  0.15396135]
 [ 3.24492994  3.54577586  0.          0.        ]]","[ 1.07818545  1.86326518  0.07008987 -0.67151674  0.86399917  1.33297919
 -0.05619258  0.16750141  0.53872428 -1.20353047  0.        ]",-0.179246906982,[-0.08021405 -0.19585584],-0.645273,[ 0.30288002  1.49440372],[ 2.45399507  0.90795079]
2,"[[ 0.16311606  0.09170668  0.10182997  0.15396135]
 [ 7.13527918  7.06917364  0.          0.        ]]","[ 1.06210947  1.8579632   0.22663202 -0.39129918  0.8639957   1.33297068
  0.250053    0.65449555  0.5062073  -0.94593098  0.        ]",-0.150893634776,[-0.08021405 -0.19585584],-0.617525,[ 0.05334106  1.35189319],[ 0.19703735 -0.02827312]
3,"[[ 0.31222805  0.2305599   0.10182997  0.15396135]
 [ 7.77380999  6.81698369  0.          0.        ]]","[ 1.01318764  1.82923622  0.44616243 -0.02974893  0.86399223  1.33296216
  0.30031716  0.61963639  0.39461491 -0.60729161  0.        ]",-0.109877597909,[-0.08021405 -0.19585584],-0.326502,[-0.11244422  1.25195122],[-0.29842308  0.7742086 ]
4,"[[ 0.45430769  0.39630755  0.10182997  0.15396135]
 [ 6.43863963  9.74800644  0.          0.        ]]","[ 0.93914591  1.76338388  0.64579092  0.38604942  0.86398876  1.33295365
  0.19521236  1.02475218  0.203859   -0.30392553  0.        ]",-0.0664795844748,[-0.08021405 -0.19585584],-0.162846,[-0.26851594  1.08751917],[-0.39063381  0.6079525 ]
5,"[[  0.56629392   0.61348945   0.10182997   0.15396135]
 [  4.76559862  11.9627964    0.           0.        ]]","[ 0.86289634  1.62814422  0.79387719  0.88690394  0.86398529  1.33294514
  0.06351047  1.33086789 -0.05158697 -0.08025803  0.        ]",-0.0245224347714,[-0.08021405 -0.19585584],-0.13715,[-0.40335014  0.92041254],[-1.38190527  1.97895941]
6,"[[  0.62096024   0.89011033   0.10182997   0.15396135]
 [  0.71454205  15.68685715   0.           0.        ]]","[ 0.82025141  1.38525745  0.86257253  1.41866251  0.86398181  1.33293662
 -0.25538867  1.8455811  -0.32349122  0.01796206  0.        ]",-0.0197698982749,[-0.08021405 -0.19585584],-0.295666,[-0.38934875  0.78675592],[ 0.38780081  1.39076448]
7,"[[  0.65050585   1.24045482   0.10182997   0.15396135]
 [  2.23519822  19.33544705   0.           0.        ]]","[ 0.79578241  0.99194001  0.89861415  1.86427189  0.86397834  1.33292811
 -0.13568182  2.34984355 -0.62738419 -0.00548964  0.        ]",-0.057924706726,[-0.08021405 -0.19585584],-0.462738,[-0.44200525  0.64402765],[ 0.10982248  0.25734059]
8,"[[  0.69914527   1.63354548   0.10182997   0.15396135]
 [  2.62750721  19.97150378   0.           0.        ]]","[ 0.75340275  0.49272186  0.95618932  2.00179955  0.86397487  1.33291959
 -0.10479882  2.43771766 -0.94130843 -0.16888883  0.        ]",-0.101716940336,[-0.08021405 -0.19585584],-0.600617,[-0.37114519  0.61495161],[-1.56735841  0.01874938]
9,"[[  0.71148201   2.02975842   0.10182997   0.15396135]
 [ -1.38074696  19.65080504   0.           0.        ]]","[  7.42246234e-01   2.22818116e-03   9.70427535e-01   1.73376335e+00
   8.63971402e-01   1.33291108e+00  -4.20330153e-01   2.39335551e+00
  -1.12654037e+00  -4.46949376e-01   0.00000000e+00]",-0.135374840323,[-0.08021405 -0.19585584],-0.663766,[-0.2261776   0.61271077],[ 0.52211982 -0.38046731]
10,"[[  0.70489151   2.40375484   0.10182997   0.15396135]
 [  0.71468968  17.75517846   0.           0.        ]]","[ 0.74822226 -0.38069883  0.96283326  1.1428454   0.86396793  1.33290257
 -0.25537503  2.13132879 -1.18462621 -0.7558702   0.        ]",-0.160329164238,[-0.08021405 -0.19585584],-0.668773,[-0.21736863  0.61406583],[ 0.57333263  0.78365354]
11,"[[  0.74182725   2.78646445   0.10182997   0.15396135]
 [  2.97138915  20.50662715   0.           0.        ]]","[ 0.71412482 -0.63564626  1.00480613  0.28487337  0.86396446  1.33289405
 -0.07772523  2.51156846 -1.14486127 -1.08490787  0.        ]",-0.182344248729,[-0.08021405 -0.19585584],-0.701501,[-0.20718877  0.61271971],[-1.09731937  0.28440699]
12,"[[ 0.76094262  3.14421774  0.10182997  0.15396135]
 [-1.04699103  7.34852729  0.          0.        ]]","[ 0.69592347 -0.71611591  1.02598071 -0.64004131  0.86396099  1.33288554
 -0.39405578  0.69298741 -1.02647681 -1.30500877  0.        ]",-0.192942151344,[-0.08021405 -0.19585584],-0.688808,[-0.1453366   0.70375317],[ 1.92461784  1.04067762]
13,"[[ 0.77992982  3.16089435  0.10182997  0.15396135]
 [ 2.93259277 -2.55803779  0.          0.        ]]","[ 0.67747887 -0.71587762  1.04663489 -0.68406363  0.86395752  1.33287703
 -0.08077748 -0.67619659 -0.98242013 -1.35684559  0.        ]",-0.19489512047,[-0.08021405 -0.19585584],-0.610031,[-0.19081381  0.81353045],[-0.33012601  2.35745444]
14,"[[ 0.82488452  3.10054052  0.10182997  0.15396135]
 [ 1.56745357 -2.87872792  0.          0.        ]]","[ 0.63239942 -0.71502875  1.09399705 -0.52475589  0.86395405  1.33286852
 -0.18824284 -0.72051671 -1.01607266 -1.32093472  0.        ]",-0.193755574952,[-0.08021405 -0.19585584],-0.880002,[-0.1630272   0.81809556],[-0.92577979 -0.41230252]
15,"[[ 0.81914501  3.02715623  0.10182997  0.15396135]
 [-2.12908103 -4.45444888  0.          0.        ]]","[ 0.63826098 -0.70767717  1.08806734 -0.33164181  0.86395058  1.33286
 -0.4792389  -0.93829354 -1.05536933 -1.27360973  0.        ]",-0.192155214573,[-0.08021405 -0.19585584],-0.818735,[-0.07176858  0.84953004],[-0.86503239  0.29151902]
16,"[[ 0.74262381  2.95053195  0.10182997  0.15396135]
 [-5.51176008 -3.21212091  0.          0.        ]]","[ 0.71336295 -0.69264176  1.00567078 -0.13174976  0.86394711  1.33285149
 -0.74552689 -0.76658815 -1.08725305 -1.20999597  0.        ]",-0.188620133306,[-0.08021405 -0.19585584],-0.75606,[-0.00881025  0.83477259],[ 1.08745311  0.68268678]
17,"[[ 0.67320937  2.91405076  0.10182997  0.15396135]
 [-1.44325246 -0.44521681  0.          0.        ]]","[ 0.77629899 -0.68286388  0.92572252 -0.03754249  0.86394364  1.33284298
 -0.42524508 -0.38417198 -1.09471397 -1.17148559  0.        ]",-0.185563032236,[-0.08021405 -0.19585584],-0.726635,[-0.1252996   0.77547014],[-1.08846987  0.8734649 ]
18,"[[ 0.60490777  2.93993407  0.10182997  0.15396135]
 [-5.37381404  3.02198807  0.          0.        ]]","[ 0.83310096 -0.68997041  0.84260997 -0.10430783  0.86394017  1.33283447
 -0.73466434  0.09503281 -1.07948423 -1.18103784  0.        ]",-0.185075758869,[-0.08021405 -0.19585584],-0.788378,[-0.02536368  0.75424099],[-1.08116777  0.15906933]
19,"[[ 0.45877412  3.00609106  0.10182997  0.15396135]
 [-9.22674487  2.92314207  0.          0.        ]]","[ 0.93636127 -0.70428148  0.65180681 -0.27646225  0.8639367   1.33282596
 -1.03797031  0.08137101 -1.04918835 -1.21494467  0.        ]",-0.185690351372,[-0.08021405 -0.19585584],-0.86271,[ 0.12117803  0.78672278],[-0.03200304 -0.57102346]
20,"[[ 0.27479868  3.02448485  0.10182997  0.15396135]
 [-9.17095178 -0.42069822  0.          0.        ]]","[ 1.02824339 -0.70726739  0.39177323 -0.32463586  0.86393322  1.33281744
 -1.03357324 -0.38078479 -1.03316714 -1.2112545   0.        ]",-0.183907709117,[-0.08021405 -0.19585584],-0.736079,[ 0.17638323  0.82909596],[-0.51600783  1.23273682]
21,"[[  0.07270291   3.01596906   0.10182997   0.15396135]
 [-11.03241902  -0.37600569   0.           0.        ]]","[ 1.07688241 -0.70593525  0.09047014 -0.30231775  0.86392975  1.33280893
 -1.18010537 -0.37460678 -1.01710258 -1.18593664  0.        ]",-0.179946091898,[-0.08021405 -0.19585584],-0.748882,[ 0.31438652  0.84939754],[ 0.05609207  1.15999079]
22,"[[ -0.1435258    3.01003907   0.10182997   0.15396135]
 [-10.59192093  -0.21989913   0.           0.        ]]","[ 1.06622115 -0.70495207 -0.23654588 -0.28679031  0.86392628  1.33280042
 -1.14542237 -0.35303008 -0.99431985 -1.16647485  0.        ]",-0.175986723577,[-0.08021405 -0.19585584],-0.685429,[ 0.41879043  0.86091387],[-0.36140751  2.11744504]
23,"[[ -0.3676172    3.00682572   0.10182997   0.15396135]
 [-11.81314901  -0.11100592   0.           0.        ]]","[ 0.98737326 -0.7043994  -0.56460296 -0.27838101  0.86392281  1.33279191
 -1.2415526  -0.33797884 -0.96739321 -1.15517203  0.        ]",-0.172506527457,[-0.08021405 -0.19585584],-0.765244,[ 0.59436977  0.88869059],[ 0.91804469  1.3439346 ]
24,"[[-0.56506458  3.00526265  0.10182997  0.15396135]
 [-7.94448191 -0.05195614  0.          0.        ]]","[ 0.86375591 -0.70412455 -0.83158091 -0.27429145  0.86391934  1.3327834
 -0.93699981 -0.32981658 -0.94253543 -1.15200881  0.        ]",-0.170067364899,[-0.08021405 -0.19585584],-0.826527,[ 0.61556304  0.88780642],[ 1.53046925  0.44760824]
25,"[[-0.68265141  3.00396105  0.10182997  0.15396135]
 [-3.82791972 -0.06370414  0.          0.        ]]","[ 0.76800645 -0.7038929  -0.97620176 -0.27088655  0.86391587  1.33277489
 -0.61293426 -0.33143946 -0.92735358 -1.15258404  0.        ]",-0.168857986778,[-0.08021405 -0.19585584],-0.725775,[ 0.59140372  0.8821193 ],[ 0.53977099  2.22391968]
26,"[[ -7.37007139e-01   3.00350431e+00   1.01829974e-01   1.53961354e-01]
 [ -1.61502803e+00   6.05540038e-04   0.00000000e+00   0.00000000e+00]]","[ 0.71860495 -0.70380952 -1.03870099 -0.26969146  0.8639124   1.33276638
 -0.43872977 -0.3225502  -0.92039781 -1.15358183  0.        ]",-0.168387358163,[-0.08021405 -0.19585584],-0.778632,[ 0.57049203  0.87691104],[ 0.19452014  1.53547321]
27,"[[-0.76125963  3.00364002  0.10182997  0.15396135]
 [-0.81289431  0.00907147  0.          0.        ]]","[ 0.69556845 -0.70383118 -1.06562347 -0.27004569  0.86390893  1.33275787
 -0.37558308 -0.32137928 -0.91754025 -1.15436728  0.        ]",-0.168235192965,[-0.08021405 -0.19585584],-0.814456,[ 0.56565022  0.87576586],[ 0.70494827  0.90277367]
28,"[[ -7.49352106e-01   3.00369871e+00   1.01829974e-01   1.53961354e-01]
 [  1.99429197e+00  -5.25422294e-04   0.00000000e+00   0.00000000e+00]]","[ 0.70695041 -0.70383917 -1.05247326 -0.27019848  0.86390546  1.33274936
 -0.15459451 -0.32270489 -0.91902278 -1.15404246  0.        ]",-0.168324142347,[-0.08021405 -0.19585584],-0.865448,[ 0.48567209  0.86134487],[ 0.09313392 -0.00731744]
29,"[[-0.70616269  3.0026978   0.10182997  0.15396135]
 [ 2.32355297 -0.07277068  0.          0.        ]]","[ 0.74701327 -0.70365866 -1.00357549 -0.26758053  0.86390199  1.33274085
 -0.12867396 -0.33268934 -0.92372064 -1.15234759  0.        ]",-0.168535982855,[-0.08021405 -0.19585584],-0.669897,[ 0.44699302  0.85602748],[ 1.56899709  2.72057532]
