timestep,original_rewards,human_obs,avg_action_dist,rewards,obs,logstd_action_dist,actions
0,-0.106085550035,"[[ 0.01827728  0.01823137  0.11039286 -0.03090623]
 [-0.00079073 -0.00410633  0.          0.        ]]",[ 0.02909994 -1.66447604],-2.14607,"[ 0.99220908  1.73867596  0.02435752  1.0120051   0.95699994 -0.2465959
 -0.34500166  0.35150397  0.45169436  0.54517433  0.        ]",[-0.44536445 -0.20773493],[ 0.41355155 -0.79695269]
1,-0.106074511503,"[[ 0.03468799 -0.01351754  0.11039286 -0.03090623]
 [ 1.63640732 -3.16026377  0.          0.        ]]",[-0.16694239 -1.23703635],-2.15046,"[ 0.99155765  1.73876719  0.04908618  0.92232165  0.95699897 -0.24659576
 -0.29240566 -0.11345205  0.45173963  0.54472255  0.        ]",[-0.44536445 -0.20773493],[-1.16557224 -2.30735114]
2,-0.101990472701,"[[ 0.02741601 -0.11580734  0.11039286 -0.03090623]
 [-2.35034546 -7.05573949  0.          0.        ]]",[ 0.64441615 -0.28220201],-2.1914,"[ 0.99189454  1.73038314  0.03812963  0.63409524  0.95699801 -0.24659562
 -0.42048196 -0.68732217  0.44839678  0.41947332  0.        ]",[-0.44536445 -0.20773493],[ 0.78785048  0.81482798]
3,-0.0975817195458,"[[ 0.01213252 -0.22316148  0.11039286 -0.03090623]
 [ 0.8114855  -3.6908825   0.          0.        ]]",[ 0.48548478 -0.88003683],-2.12589,"[ 0.99234581  1.70742175  0.01509587  0.33532203  0.95699704 -0.24659549
 -0.31890622 -0.19162055  0.4310557   0.27353439  0.        ]",[-0.44536445 -0.20773493],[ 0.89939476 -1.48226655]
4,-0.0956697796335,"[[ 0.06391396 -0.33598734  0.11039286 -0.03090623]
 [ 4.35486204 -7.57873359  0.          0.        ]]",[-0.03820076 -0.30231276],-2.18484,"[ 0.9893989   1.66794765  0.09308655  0.0291406   0.95699608 -0.24659535
 -0.20507315 -0.76436777  0.41528464  0.26036037  0.        ]",[-0.44536445 -0.20773493],[ 0.9372653   1.77780437]
5,-0.0965777053663,"[[ 0.1873337  -0.44634179  0.11039286 -0.03090623]
 [ 7.97509197 -3.47037785  0.          0.        ]]",[-1.05215299 -1.09185767],-2.11334,"[ 0.96626751  1.61460267  0.27754742 -0.25890368  0.95699511 -0.24659521
 -0.08877112 -0.15913554  0.40505397  0.39404657  0.        ]",[-0.44536445 -0.20773493],[-0.91408236 -0.53795463]
6,-0.0990180460342,"[[ 0.30897895 -0.53641704  0.11039286 -0.03090623]
 [ 4.20197197 -5.53030603  0.          0.        ]]",[-1.03510439 -0.49077332],-2.14531,"[ 0.92157447  1.56070748  0.45518984 -0.483173    0.95699415 -0.24659507
 -0.20998473 -0.46259859  0.38624759  0.54288599  0.        ]",[-0.44536445 -0.20773493],[-1.77547111  0.24938997]
7,-0.0955741502229,"[[ 0.35248737 -0.63600233  0.11039286 -0.03090623]
 [ 0.16229452 -4.43190251  0.          0.        ]]",[-0.50809968 -0.35925895],-2.12406,"[ 0.90042824  1.49085358  0.5172153  -0.71742425  0.95699318 -0.24659493
 -0.33976164 -0.30078436  0.36024068  0.52468821  0.        ]",[-0.44536445 -0.20773493],[-0.35005838 -0.07768851]
8,-0.0888278802232,"[[ 0.3418059  -0.72684165  0.11039286 -0.03090623]
 [-1.22583363 -4.65130196  0.          0.        ]]",[-0.04467482 -0.12634294],-2.11047,"[ 0.9058665   1.41829659  0.50207415 -0.91665815  0.95699222 -0.2465948
 -0.38435589 -0.33310556  0.33137333  0.41131377  0.        ]",[-0.44536445 -0.20773493],[ 0.50308845  0.64890469]
9,-0.0842004330382,"[[ 0.33749332 -0.79317083  0.11039286 -0.03090623]
 [ 0.78790012 -1.99047943  0.          0.        ]]",[-0.16453609 -0.58188558],-2.07914,"[ 0.90801608  1.36034257  0.49594438 -1.05244517  0.95699125 -0.24659466
 -0.31966322  0.05888051  0.30487824  0.33766693  0.        ]",[-0.44536445 -0.20773493],[-0.25615248 -0.41189875]
