timestep,logstd_action_dist,obs,avg_action_dist,human_obs,rewards,original_rewards,actions
0,[-0.55381542 -0.11889731],"[ 1.28267547  0.94770369  0.15317946  0.56679999  1.44950223  0.81097629
  1.77263277 -0.2249701   0.15471938 -0.43265385  0.        ]",[-2.55121231 -4.45537567],"[[ 0.04446803  0.01497942  0.16818005  0.09377412]
 [ 0.00181557 -0.00260606  0.          0.        ]]",-2.83414,-0.0926240943293,[-2.24531341 -4.42353111]
1,[-0.55381542 -0.11889731],"[ 1.28403129  0.94744565  0.09550046  0.49024583  1.44950149  0.81097607
  1.66815004 -0.60109058  0.15631595 -0.51110385  0.        ]",[-2.56613302 -4.51691055],"[[ 0.00482893 -0.02478458  0.16818005  0.09377412]
 [-3.95256541 -3.96060796  0.          0.        ]]",-2.36018,-0.10422854275,[-2.76860364 -5.78167914]
2,[-0.55381542 -0.11889731],"[ 1.27517377  0.93437016 -0.0758306   0.26371843  1.44950075  0.81097585
  1.56573193 -0.96976635  0.13149016 -0.74255979  0.        ]",[-2.57699227 -4.617342  ],"[[-0.11311364 -0.14292264  0.16818005  0.09377412]
 [-7.828812   -7.84026896  0.          0.        ]]",-2.3867,-0.138128548243,[-2.47569795 -5.28076143]
3,[-0.55381542 -0.11889731],"[ 1.21878473  0.87309184 -0.35255395 -0.10027874  1.44950001  0.81097563
  1.46533035 -1.33113927 -0.00218262 -1.0971512   0.        ]",[-2.57663512 -4.69497252],"[[ -0.3078147   -0.33788305   0.16818005   0.09377412]
 [-11.6287435  -11.64308345   0.           0.        ]]",-2.05988,-0.190849236515,[-2.84755808 -5.37565572]
4,[-0.55381542 -0.11889731],"[ 1.0586715   0.7107937  -0.70653606 -0.5620837   1.44949927  0.81097541
  1.36688792 -1.68534102 -0.34545165 -1.46863556  0.        ]",[-2.57983851 -4.53028011],"[[ -0.57776901  -0.60814295   0.16818005   0.09377412]
 [-15.3545312  -15.37043945   0.           0.        ]]",-1.65969,-0.254024254938,[-2.99613499 -5.10876463]
5,[-0.55381542 -0.11889731],"[ 0.73505442  0.39237612 -1.07097608 -1.03062478  1.44949853  0.81097518
  1.27033807 -2.03249412 -0.92118793 -1.64224715  0.        ]",[-2.62986851 -4.01661396],"[[ -0.92151843  -0.95220619   0.16818005   0.09377412]
 [-19.00869341 -19.02362892   0.           0.        ]]",-1.62389,-0.31187320494,[-2.43837554 -3.00070969]
6,[-0.55381542 -0.11889731],"[ 0.21634722 -0.10882897 -1.32778713 -1.34817685  1.44949778  0.81097496
  1.17561422 -2.37272108 -1.53748457 -1.38899333  0.        ]",[-2.83093119 -3.00214267],"[[ -1.33765621  -1.36860223   0.16818005   0.09377412]
 [-22.59374936 -22.60394413   0.           0.        ]]",-0.843181,-0.341058791322,[-2.53637639 -2.99075633]
7,[-0.55381542 -0.11889731],"[-0.45336637 -0.74621677 -1.32045527 -1.30968355  1.44949704  0.81097474
  1.08267194 -2.70616521 -1.79097733 -0.74987265  0.        ]",[-3.08464575 -1.49145198],"[[ -1.82481937  -1.85588809   0.16818005   0.09377412]
 [-26.11137992 -26.11289636   0.           0.        ]]",-0.913843,-0.317423980469,[-3.70806567 -1.23053483]
8,[-0.55381542 -0.11889731],"[-1.110929   -1.36056163 -0.91427757 -0.74447695  1.4494963   0.81097452
  0.99152025 -3.03301815 -1.45979569 -0.24862312  0.        ]",[-3.26739788 -0.96591347],"[[ -2.3816603   -2.41265564   0.16818005   0.09377412]
 [-29.56124351 -29.55250612   0.           0.        ]]",-1.77976,-0.237660738536,[-3.14492309 -0.77112887]
9,[-0.55381542 -0.11889731],"[-1.48032961 -1.68810153 -0.10714781  0.32058796  1.44949556  0.8109743
  0.90224906 -2.73065677 -1.0400171  -0.41672172  0.        ]",[-3.16435385 -2.67433906],"[[ -3.00679654  -3.02845108   0.16818005   0.09377412]
 [-32.93993695 -26.37071667   0.           0.        ]]",-2.14057,-0.179552468561,[-2.97567081 -3.63866377]
10,[-0.55381542 -0.11889731],"[-1.2829214  -1.6929695   0.85819843  0.67964225  1.44949482  0.81097408
  0.81489576 -0.18596454 -1.0657067  -0.58109231  0.        ]",[-2.75080585 -2.79552889],"[[ -3.69876451  -3.2152457    0.16818005   0.09377412]
 [-36.24604426   0.40778739   0.           0.        ]]",-3.65027,-0.196535245878,[-2.22088484 -1.21720139]
11,[-0.55381542 -0.11889731],"[-0.45626263 -1.69641131  1.49660847  0.5661601   1.44949408  0.81097386
  0.72924571  0.14316709 -1.08052948 -0.5632471   0.        ]",[-2.82534528 -1.75405788],"[[ -4.45620913  -3.15623901   0.16818005   0.09377412]
 [-39.48768874   3.87133082   0.           0.        ]]",-3.46225,-0.197108876429,[-3.1074485  -1.25699098]
12,[-0.55381542 -0.11889731],"[ 0.63951338 -1.6946177   1.31753403  0.43385321  1.44949334  0.81097363
  0.64528757  0.04092719 -1.08629026 -0.57148969  0.        ]",[-2.82961822 -2.17446113],"[[ -5.27784494  -3.0874942    0.16818005   0.09377412]
 [-42.6652998    2.79543239   0.           0.        ]]",-2.22864,-0.198641005304,[-3.40758381 -2.39363883]
