timestep,logstd_action_dist,obs,avg_action_dist,human_obs,rewards,original_rewards,actions
0,[-0.5948348  -0.16570438],"[ 1.28249347  0.9658826  -0.02585491  0.43425062 -0.17972552 -0.12799008
  1.7980717  -0.22530614  1.26542618  0.01887223  0.        ]",[-2.93642521 -1.15803325],"[[-0.0777831  -0.07389529 -0.02011823 -0.0145275 ]
 [-0.00494521  0.0009741   0.          0.        ]]",-2.47241,-0.228765688045,[-3.25825971 -3.66578269]
1,[-0.5948348  -0.16570438],"[ 1.27710497  0.9609519  -0.08341424  0.35819124 -0.1797255  -0.12799006
  1.6934214  -0.58995094  1.25328229 -0.05886829  0.        ]",[-2.95927382 -0.57601035],"[[-0.11755619 -0.11358842 -0.02011823 -0.0145275 ]
 [-3.95920826 -3.95709994  0.          0.        ]]",-2.5232,-0.227608134204,[-3.22692946 -0.79474244]
2,[-0.5948348  -0.16570438],"[ 1.2483017   0.93649508 -0.25235645  0.14973565 -0.17972547 -0.12799004
  1.59082967 -0.87250292  1.19083246 -0.27701807  0.        ]",[-2.95525002 -0.37104428],"[[-0.23563395 -0.22350254 -0.02011823 -0.0145275 ]
 [-7.83569297 -7.0240904   0.          0.        ]]",-2.48922,-0.223504401371,[-3.884712   2.1475179]
3,[-0.5948348  -0.16570438],"[ 1.15992741  0.90094106 -0.51973892 -0.03431026 -0.17972545 -0.12799002
  1.49019205 -0.49476333  1.04425967 -0.55547932  0.        ]",[-2.85743189 -2.19701934],"[[ -0.43050105  -0.32284573  -0.02011823  -0.0145275 ]
 [-11.6383452   -2.92388031   0.           0.        ]]",-2.25514,-0.216944897427,[-3.68644012 -2.4031777 ]
4,[-0.5948348  -0.16570438],"[ 0.95941435  0.85391844 -0.85039713 -0.20928686 -0.17972542 -0.12799
  1.39162064 -0.85405995  0.76667004 -0.84424251  0.        ]",[-2.82215881 -2.44166636],"[[ -7.00637023e-01  -4.20453824e-01  -2.01182252e-02  -1.45275024e-02]
 [ -1.53629282e+01  -6.82390212e+00   0.00000000e+00   0.00000000e+00]]",-2.21384,-0.207481042686,[-2.48070198 -2.37681819]
5,[-0.5948348  -0.16570438],"[ 0.59524076  0.74122773 -1.17030276 -0.50294805 -0.17972539 -0.12798998
  1.29497994 -1.20621867  0.28305587 -1.04693539  0.        ]",[-2.79043627 -2.29137564],"[[ -1.04453178e+00  -5.95285330e-01  -2.01182252e-02  -1.45275024e-02]
 [ -1.90145617e+01  -1.06464472e+01   0.00000000e+00   0.00000000e+00]]",-1.67504,-0.19221604107,[-3.73751518 -1.77838134]
6,[-0.5948348  -0.16570438],"[ 0.04996279  0.52244451 -1.35827655 -0.86433992 -0.17972537 -0.12798997
  1.2002122  -1.5513594  -0.34202186 -0.95225099  0.        ]",[-2.85076141 -0.600106  ],"[[ -1.46074765e+00  -8.45803901e-01  -2.01182252e-02  -1.45275024e-02]
 [ -2.25954269e+01  -1.43928186e+01   0.00000000e+00   0.00000000e+00]]",-1.66451,-0.171811438038,[-2.93042184 -0.76112184]
7,[-0.5948348  -0.16570438],"[-0.61419992  0.17114259 -1.26489514 -1.18904859 -0.17972534 -0.12798995
  1.10725154 -1.80245928 -0.83930881 -0.42888161  0.        ]",[-2.99400902  2.75303173],"[[ -1.94789479e+00  -1.16100852e+00  -2.01182252e-02  -1.45275024e-02]
 [ -2.61080128e+01  -1.71184187e+01   0.00000000e+00   0.00000000e+00]]",-2.20349,-0.150897480889,[-3.24783695  2.55339234]
8,[-0.5948348  -0.16570438],"[-1.21949833 -0.21113138 -0.77775924 -1.33665058 -0.17972531 -0.12798993
  1.01605405 -1.40608095 -0.88914231  0.30164094  0.        ]",[-3.16312337  5.06794119],"[[ -2.50463051e+00  -1.46020966e+00  -2.01182252e-02  -1.45275024e-02]
 [ -2.95539779e+01  -1.28158962e+01   0.00000000e+00   0.00000000e+00]]",-2.41001,-0.139697989958,[-3.5054566   4.87739539]
9,[-0.5948348  -0.16570438],"[-1.49183335 -0.49458272  0.06969716 -1.33812509 -0.17972529 -0.12798991
  0.92668491 -1.01747873 -0.50267217  0.84223025  0.        ]",[-3.47552848  7.75215149],"[[ -3.12959324e+00  -1.67420706e+00  -2.01182252e-02  -1.45275024e-02]
 [ -3.29308594e+01  -8.59777645e+00   0.00000000e+00   0.00000000e+00]]",-0.87503,-0.14132554092,[-4.24029794  7.90182289]
