timestep,logstd_action_dist,obs,avg_action_dist,human_obs,rewards,original_rewards,actions
0,[-0.60993624 -0.24629915],"[ 1.28840693  0.9869152   0.08113574  0.64794625 -0.09539724 -0.75736956
  1.81533768 -0.22575499  1.22040116  0.63212467  0.        ]",[-3.2123754   0.12525705],"[[-0.0035348   0.02188157 -0.01021863 -0.08715182]
 [-0.00329587 -0.00239136  0.          0.        ]]",-3.15774,-0.237436656273,[-3.28873979  0.91880837]
1,[-0.60993624 -0.24629915],"[ 1.28711218  0.98496624  0.02335793  0.71802845 -0.09539723 -0.7573694
  1.7104693   0.10280578  1.21988412  0.60517538  0.        ]",[-3.13637257 -1.20667946],"[[-0.04330477  0.05835193 -0.01021863 -0.08715182]
 [-3.96052053  3.63729123  0.          0.        ]]",-3.2062,-0.235767509898,[-2.7856594  -0.85225646]
2,[-0.60993624 -0.24629915],"[ 1.27034972  0.98103073 -0.147281    0.79123458 -0.09539721 -0.75736925
  1.6077477  -0.20819041  1.21142367  0.47763209  0.        ]",[-3.08236408 -1.55943358],"[[-0.16140639  0.09653195 -0.01021863 -0.08715182]
 [-7.83674089  0.19218324  0.          0.        ]]",-2.90229,-0.227847866845,[-4.00647295 -1.22757597]
3,[-0.60993624 -0.24629915],"[ 1.20114162  0.98478576 -0.42059632  0.72239039 -0.0953972  -0.7573691
  1.50706379 -0.5658434   1.15489185  0.20592561  0.        ]",[-3.02939224 -1.94184887],"[[ -3.56261040e-01   6.06240777e-02  -1.02186343e-02  -8.71518168e-02]
 [ -1.16360728e+01  -3.76977287e+00   0.00000000e+00   0.00000000e+00]]",-2.90797,-0.210144922846,[-2.64332593 -2.85092423]
4,[-0.60993624 -0.24629915],"[ 1.02458209  0.98530999 -0.76563431  0.50256503 -0.09539719 -0.75736895
  1.40837047 -0.91641513  0.96246159 -0.1723215   0.        ]",[-2.96513295 -2.35547233],"[[ -6.26348499e-01  -5.37360410e-02  -1.02186343e-02  -8.71518168e-02]
 [ -1.53602929e+01  -7.65328611e+00   0.00000000e+00   0.00000000e+00]]",-2.92333,-0.181377299618,[-2.4403179  -1.74758363]
5,[-0.60993624 -0.24629915],"[ 0.68403136  0.94744709 -1.11267983  0.13937278 -0.09539718 -0.7573688
  1.31162039 -1.26003176  0.53647905 -0.53165326  0.        ]",[-2.92229223 -2.54780722],"[[ -9.70183824e-01  -2.44993775e-01  -1.02186343e-02  -8.71518168e-02]
 [ -1.90111875e+01  -1.14597554e+01   0.00000000e+00   0.00000000e+00]]",-2.50881,-0.143970706979,[-3.29586332 -2.44402267]
6,[-0.60993624 -0.24629915],"[ 0.15349789  0.81662666 -1.34236265 -0.33575613 -0.09539716 -0.75736864
  1.2167555  -1.59680628 -0.12757744 -0.63639677  0.        ]",[-2.92938995 -1.71851027],"[[ -1.38632166e+00  -5.11621012e-01  -1.02186343e-02  -8.71518168e-02]
 [ -2.25909462e+01  -1.51904339e+01   0.00000000e+00   0.00000000e+00]]",-2.41972,-0.115517434849,[-3.6762559 -0.6437354]
7,[-0.60993624 -0.24629915],"[-0.51558887  0.54619537 -1.30100212 -0.82366999 -0.09539715 -0.75736849
  1.12369974 -1.79950004 -0.79728336 -0.2565404   0.        ]",[-3.09195423  1.46835864],"[[ -1.87336842e+00  -8.37959919e-01  -1.02186343e-02  -8.71518168e-02]
 [ -2.61024393e+01  -1.74358158e+01   0.00000000e+00   0.00000000e+00]]",-2.68195,-0.131259194417,[-2.9525628   0.64656953]
8,[-0.60993624 -0.24629915],"[-1.15399996  0.19000122 -0.86280437 -1.15546952 -0.09539714 -0.75736834
  1.03239919 -1.53688373 -1.06575229  0.51074157  0.        ]",[-3.28885984  5.1317153 ],"[[ -2.42998364e+00  -1.15748939e+00  -1.02186343e-02  -8.71518168e-02]
 [ -2.95477006e+01  -1.45266499e+01   0.00000000e+00   0.00000000e+00]]",-2.07649,-0.17873181396,[-3.59571977  4.97942878]
9,[-0.60993624 -0.24629915],"[-1.48607252 -0.1257141  -0.03966694 -1.2911551  -0.09539713 -0.75736819
  0.94289922 -1.1530451  -0.78126682  1.22985331  0.        ]",[-3.76487422  8.7051096 ],"[[ -3.05482466e+00  -1.40536204e+00  -1.02186343e-02  -8.71518168e-02]
 [ -3.29250178e+01  -1.02746207e+01   0.00000000e+00   0.00000000e+00]]",-0.94404,-0.218818555427,[-3.34058766  7.74085922]
10,[-0.60993624 -0.24629915],"[-1.24465185 -0.34277371  0.91278069 -1.31741031 -0.09539712 -0.75736804
  0.85519731 -0.77672048 -0.14453674  1.53811388  0.        ]",[ -4.29334259  11.04585743],"[[ -3.74653195e+00  -1.56902913e+00  -1.02186343e-02  -8.71518168e-02]
 [ -3.62344861e+01  -6.10582688e+00   0.00000000e+00   0.00000000e+00]]",0.831766,-0.234808965841,[ -3.96160956  11.07562132]
11,[-0.60993624 -0.24629915],"[-0.38930989 -0.45073052  1.5080547  -1.31136225 -0.0953971  -0.75736789
  0.76926475 -0.40776141  0.49817898  1.3178447   0.        ]",[ -4.412467    11.57913494],"[[ -4.50375897e+00  -1.65013908e+00  -1.02186343e-02  -8.71518168e-02]
 [ -3.94771878e+01  -2.01862524e+00   0.00000000e+00   0.00000000e+00]]",0.908473,-0.22222974006,[ -4.38497747  11.64743438]
12,[-0.60993624 -0.24629915],"[ 0.69794072 -0.45095303  1.27513322 -1.31133622 -0.09539709 -0.75736773
  0.68506949 -0.04601304  0.81780739  0.69380587  0.        ]",[-3.92616129  9.53009605],"[[ -5.32518242e+00  -1.65030667e+00  -1.02186343e-02  -8.71518168e-02]
 [ -4.26543327e+01   1.98869901e+00   0.00000000e+00   0.00000000e+00]]",0.0415282,-0.181599480244,[ -3.67623164  10.35430503]
13,[-0.60993624 -0.24629915],"[ 1.28464366 -0.34554868  0.19325826 -1.31741185 -0.09539708 -0.75736758
  0.60257962  0.30868136  0.61352466 -0.01418326  0.        ]",[-3.17002583  3.24783421],"[[ -6.20950326e+00  -1.57111204e+00  -1.02186343e-02  -8.71518168e-02]
 [ -4.57671244e+01   5.91788165e+00   0.00000000e+00   0.00000000e+00]]",-2.47634,-0.118983478266,[-3.73217137  2.17557426]
14,[-0.60993624 -0.24629915],"[ 0.79236973 -0.1372071  -1.02663766 -1.29384838 -0.09539707 -0.75736743
  0.52176343  0.65646761 -0.07326448 -0.36997796  0.        ]",[-2.83536577 -1.82415545],"[[ -7.15544633e+00  -1.41410149e+00  -1.02186343e-02  -8.71518168e-02]
 [ -4.88167594e+01   9.77053878e+00   0.00000000e+00   0.00000000e+00]]",-2.76069,-0.0724836120076,[-2.5557165 -1.476811 ]
15,[-0.60993624 -0.24629915],"[-0.52248074  0.06201681 -1.29873196 -1.225413   -0.09539705 -0.75736728
  0.44259687  0.28258744 -0.85977466  0.02764405  0.        ]",[-2.81708837 -1.82940066],"[[ -8.16175304e+00  -1.26024749e+00  -1.02186343e-02  -8.71518168e-02]
 [ -5.18041454e+01   5.62882440e+00   0.00000000e+00   0.00000000e+00]]",-3.18706,-0.130348044459,[-3.19563089 -2.73626635]
