timestep,logstd_action_dist,obs,avg_action_dist,human_obs,rewards,original_rewards,actions
0,[-0.60881144 -0.20240507],"[ 1.2862964   0.97074546  0.14141016  0.42851383 -1.53233583  0.40965043
  1.80402616 -0.22502055  2.202265   -0.22171484  0.        ]",[-3.36002302  0.42137221],"[[ 0.03753349 -0.08180064 -0.17637178  0.04752266]
 [ 0.00291298  0.00455781  0.          0.        ]]",-2.50944,-0.389244326047,[-2.71796222  0.79114528]
1,[-0.60881144 -0.20240507],"[ 1.28727146  0.97350934  0.08378273  0.4890732  -1.53233513  0.40965036
  1.69925501  0.06171448  2.20242421 -0.25182966  0.        ]",[-3.2582798  -1.20754147],"[[ -2.11157086e-03  -5.02644614e-02  -1.76371782e-01   4.75226641e-02]
 [ -3.95423828e+00   3.13861041e+00   0.00000000e+00   0.00000000e+00]]",-2.36318,-0.389907288999,[-3.21728441 -1.08038256]
2,[-0.60881144 -0.20240507],"[ 1.27726734  0.9746725  -0.0873224   0.53221959 -1.53233443  0.4096503
  1.59662973 -0.30609597  2.19192874 -0.3897155   0.        ]",[-3.22517085 -1.36497402],"[[-0.12008642 -0.02782837 -0.17637178  0.04752266]
 [-7.83034611 -0.88160735  0.          0.        ]]",-2.06265,-0.391834812513,[-3.8954991  -1.29235163]
3,[-0.60881144 -0.20240507],"[ 1.21898518  0.97039083 -0.36333534  0.42238086 -1.53233372  0.40965023
  1.49603308 -0.66662566  2.12273684 -0.67264971  0.        ]",[-3.1792922  -1.78465867],"[[ -0.31481463  -0.08499825  -0.17637178   0.04752266]
 [-11.6298383   -4.82224586   0.           0.        ]]",-1.93242,-0.392021899348,[-3.41314053 -1.76323966]
4,[-0.60881144 -0.20240507],"[ 1.0563855   0.9431113  -0.7157273   0.16539661 -1.53233302  0.40965017
  1.39742113 -1.02001187  1.90461523 -1.04942473  0.        ]",[-3.12163234 -2.19613242],"[[ -0.58478017  -0.22019772  -0.17637178   0.04752266]
 [-15.35437292  -8.68480657   0.           0.        ]]",-1.79629,-0.382132701231,[-2.77012504 -1.52799013]
5,[-0.60881144 -0.20240507],"[ 0.73013176  0.85321399 -1.07732511 -0.21982123 -1.53233232  0.4096501
  1.30074269 -1.36638033  1.44948586 -1.37931788  0.        ]",[-3.08240271 -2.05433774],"[[ -0.92850262  -0.4318792   -0.17637178   0.04752266]
 [-19.0058828  -12.4706651    0.           0.        ]]",-1.42628,-0.350023935059,[-3.12986744 -0.86280173]
6,[-0.60881144 -0.20240507],"[ 0.20947577  0.65153164 -1.32999985 -0.67321887 -1.53233161  0.40965003
  1.20593295 -1.65614354  0.78585868 -1.42293708  0.        ]",[-3.08648348 -0.63731599],"[[ -1.34454562  -0.71307074  -0.17637178   0.04752266]
 [-22.58681556 -15.63782466   0.           0.        ]]",-1.20945,-0.283496847318,[-3.14458696 -0.06380182]
7,[-0.60881144 -0.20240507],"[-0.46041632  0.33610259 -1.31791413 -1.05943086 -1.53233091  0.40964997
  1.11292185 -1.65065051  0.17907342 -1.00626012  0.        ]",[-3.12873411  1.79531002],"[[ -1.83152628  -1.02522641  -0.17637178   0.04752266]
 [-26.09981681 -15.57779433   0.           0.        ]]",-1.37262,-0.180753344934,[-3.78007821  1.34954447]
8,[-0.60881144 -0.20240507],"[-1.11558029  0.00990896 -0.90790396 -1.2655211  -1.53233021  0.4096499
  1.02170305 -1.25980713 -0.03386986 -0.28818244  0.        ]",[-3.19490838  4.45534706],"[[ -2.38809126  -1.29392179  -0.17637178   0.04752266]
 [-29.54512509 -11.30582723   0.           0.        ]]",-2.16328,-0.0600449496041,[-3.3365257  4.3865835]
9,[-0.60881144 -0.20240507],"[-1.48022423 -0.23013807 -0.0997777  -1.33054223 -1.5323295   0.40964984
  0.93230947 -0.87661956  0.22655092  0.37151978  0.        ]",[-3.43287039  7.77506208],"[[ -3.01287162  -1.47801734  -0.17637178   0.04752266]
 [-32.92149681  -7.11753636   0.           0.        ]]",-0.106331,-0.0708309592859,[-3.78795763  8.04427679]
