timestep,logstd_action_dist,obs,avg_action_dist,human_obs,rewards,original_rewards,actions
0,[-0.5748142  -0.04685228],"[ 1.27840202  0.91871102  0.05033528  0.64936364 -1.7055754  -0.28195474
  1.72580527 -0.222774    2.30270459  0.30293006  0.        ]",[-2.84078026  0.85472059],"[[-0.0278647   0.08780791 -0.19673222 -0.03246297]
 [-0.00163555 -0.00477634  0.          0.        ]]",-2.3313,-0.408110441574,[-2.92900571 -0.14006028]
1,[-0.5748142  -0.04685228],"[ 1.27577331  0.9193408  -0.00752257  0.63855812 -1.70557401 -0.28195467
  1.62147393 -0.27797791  2.30268079  0.2477605   0.        ]",[-2.82375813  0.62183845],"[[-0.06758549  0.08216444 -0.19673222 -0.03246297]
 [-3.95727304 -0.5577336   0.          0.        ]]",-1.95873,-0.407409142284,[-3.49741349  0.4152695 ]
2,[-0.5748142  -0.04685228],"[ 1.25510853  0.91873043 -0.17821617  0.64902908 -1.70557262 -0.28195461
  1.51918383 -0.11257015  2.29085631  0.09936619  0.        ]",[-2.76770592 -0.46935597],"[[-0.18564262  0.08763333 -0.19673222 -0.03246297]
 [-7.83552646  1.09909262  0.          0.        ]]",-1.95477,-0.404499511969,[-3.55326752 -1.35773159]
3,[-0.5748142  -0.04685228],"[ 1.17975748  0.92058539 -0.45061304  0.61464361 -1.70557123 -0.28195455
  1.41897484 -0.50990094  2.23089435 -0.1567712   0.        ]",[-2.73519278 -0.75082707],"[[ -0.38047322   0.06968351  -0.19673222  -0.03246297]
 [-11.63488189  -2.88081893   0.           0.        ]]",-1.65157,-0.396169361129,[-3.55130676 -0.3300591 ]
4,[-0.5748142  -0.04685228],"[ 0.99566034  0.92377732 -0.79225387  0.47996596 -1.70556984 -0.28195448
  1.32072055 -0.63453827  2.05113041 -0.504734    0.        ]",[-2.70088816 -1.38494313],"[[ -6.50547339e-01  -4.58960673e-04  -1.96732218e-01  -3.24629693e-02]
 [ -1.53601315e+01  -4.12926493e+00   0.00000000e+00   0.00000000e+00]]",-1.6497,-0.37594895829,[-2.44847226 -3.83611429]
5,[-0.5748142  -0.04685228],"[ 0.64791787  0.9140099  -1.13175887  0.2471134  -1.70556845 -0.28195442
  1.22443433 -1.02152951  1.67226734 -0.8465828   0.        ]",[-2.65378022 -1.62325132],"[[ -0.99437749  -0.12193717  -0.19673222  -0.03246297]
 [-19.01076771  -8.00561102   0.           0.        ]]",-1.34976,-0.335083020983,[-2.68782781 -1.92805535]
6,[-0.5748142  -0.04685228],"[ 0.11337416  0.85692943 -1.34870559 -0.12393371 -1.70556706 -0.28195436
  1.13003924 -1.40082972  1.05731441 -0.99848558  0.        ]",[-2.61222816 -1.28873599],"[[ -1.41049997  -0.32016988  -0.19673222  -0.03246297]
 [-22.58970627 -11.8049235    0.           0.        ]]",-1.23758,-0.262052121481,[-1.63081157 -0.24913628]
7,[-0.5748142  -0.04685228],"[-0.55310992  0.7201899  -1.29025541 -0.54605718 -1.70556567 -0.28195429
  1.03745404 -1.47574091  0.37330595 -0.73087749  0.        ]",[-2.62254214  0.23916617],"[[ -1.89751226  -0.56379833  -0.19673222  -0.03246297]
 [-26.10002722 -12.55528985   0.           0.        ]]",-1.09647,-0.153420434911,[-2.08860222 -0.08118524]
8,[-0.5748142  -0.04685228],"[-1.17982665  0.50998116 -0.83457226 -0.91834665 -1.70556428 -0.28195423
  0.94666234 -1.48268647 -0.03202813 -0.02515084  0.        ]",[-2.71897745  3.27778268],"[[ -2.45404862  -0.815604    -0.19673222  -0.03246297]
 [-29.54235094 -12.62487078   0.           0.        ]]",-0.803355,-0.0198665408551,[-1.96229806  3.20765333]
9,[-0.5748142  -0.04685228],"[ -1.49219119e+00   2.90260390e-01  -5.89932783e-04  -1.16239275e+00
  -1.70556289e+00  -2.81954166e-01   8.57618996e-01  -1.06199107e+00
   1.08006575e-01   7.97417489e-01   0.00000000e+00]",[-3.01336956  6.22572899],"[[ -3.07876925e+00  -1.02582344e+00  -1.96732218e-01  -3.24629693e-02]
 [ -3.29183885e+01  -8.41092923e+00   0.00000000e+00   0.00000000e+00]]",0.375434,-0.121375924977,[-2.15576017  5.24437005]
