timestep,logstd_action_dist,obs,avg_action_dist,human_obs,rewards,original_rewards,actions
0,[-0.62608802 -0.44531435],"[ 1.28865083  1.03231432 -0.01766683  0.61090135  0.76261867 -0.55002
  1.85321931 -0.22567249  0.63089664  0.3574787   0.        ]",[-3.37250304 -2.68878293],"[[-0.0704243  -0.03688484  0.08891133 -0.06323617]
 [-0.00465302  0.00098986  0.          0.        ]]",-4.02676,-0.128152076269,[-3.59529052 -1.98837586]
1,[-0.62608802 -0.44531435],"[ 1.28366202  1.02926834 -0.07514338  0.534894    0.76261855 -0.55001993
  1.74805649 -0.56850746  0.62112724  0.27883952  0.        ]",[-3.32868552 -2.45497274],"[[-0.11019153 -0.07657764  0.08891133 -0.06323617]
 [-3.9589128  -3.95708317  0.          0.        ]]",-3.90041,-0.122765288615,[-3.76248819 -2.47243551]
2,[-0.62608802 -0.44531435],"[ 1.25601708  1.00767721 -0.24395444  0.31063679  0.76261844 -0.55001986
  1.64497086 -0.90455632  0.56289095  0.05194344  0.        ]",[-3.25994921 -2.05255151],"[[-0.22826009 -0.19464588  0.08891133 -0.06323617]
 [-7.83507137 -7.83681039  0.          0.        ]]",-4.19871,-0.108900044082,[-2.7371866  -0.94018955]
3,[-0.62608802 -0.44531435],"[ 1.16944508  0.93306188 -0.51142648 -0.04256699  0.76261832 -0.5500198
  1.54391117 -1.21343525  0.37975409 -0.27871267  0.        ]",[-3.23221588 -1.23745286],"[[ -0.4230868   -0.38716158   0.08891133  -0.06323617]
 [-11.63505501 -11.40285887   0.           0.        ]]",-4.14691,-0.0969881809793,[-2.61229547 -0.56389547]
4,[-0.62608802 -0.44531435],"[  9.71079131e-01   7.69146476e-01  -8.42916885e-01  -4.56663465e-01
   7.62618206e-01  -5.50019727e-01   1.44481177e+00  -1.38712763e+00
  -1.24296739e-04  -5.90416240e-01   0.00000000e+00]",[-3.2487576  -0.49776536],"[[ -0.69317283  -0.63533907   0.08891133  -0.06323617]
 [-15.36133191 -13.40816338   0.           0.        ]]",-3.71136,-0.108408695636,[-3.55302109 -0.98238969]
5,[-0.62608802 -0.44531435],"[ 0.6087659   0.47822167 -1.16500853 -0.86717013  0.76261809 -0.55001966
  1.34764357 -1.70087897 -0.57203005 -0.69316247  0.        ]",[-3.36387634  1.51532257],"[[ -1.03705392  -0.9398469    0.08891133  -0.06323617]
 [-19.01499569 -17.03046894   0.           0.        ]]",-3.6746,-0.148300799407,[-3.37981021  0.84295345]
6,[-0.62608802 -0.44531435],"[ 0.06410125  0.11485666 -1.3568727  -1.13468011  0.76261797 -0.55001959
  1.25230389 -1.38234074 -1.13865643 -0.44029645  0.        ]",[-3.43224549  1.4254427 ],"[[ -1.45332215  -1.24355914   0.08891133  -0.06323617]
 [-22.59990647 -13.35290925   0.           0.        ]]",-3.74054,-0.195201764577,[-3.7567485   0.74952357]
7,[-0.62608802 -0.44531435],"[-0.6016653  -0.19496359 -1.26877543 -1.22824087  0.76261786 -0.55001952
  1.15885637 -1.10209751 -1.46288691  0.08080515  0.        ]",[-3.50942802  1.5925746 ],"[[ -1.9405755   -1.47815619   0.08891133  -0.06323617]
 [-26.11367135 -10.11746816   0.           0.        ]]",-4.57866,-0.230853600944,[-3.93584091  1.7303654 ]
8,[-0.62608802 -0.44531435],"[-1.21118314 -0.41203312 -0.78714068 -1.23204121  0.76261774 -0.55001945
  1.06727034 -0.74143905 -1.45067821  0.67579099  0.        ]",[-3.70050907  3.4720695 ],"[[ -2.49740298  -1.6387295    0.08891133  -0.06323617]
 [-29.55744255  -5.9536214    0.           0.        ]]",-4.86129,-0.247904605222,[-4.18664881  3.38372811]
9,[-0.62608802 -0.44531435],"[-1.48970801 -0.51712401  0.05662318 -1.21604457  0.76261763 -0.55001938
  0.97752434 -0.38785611 -1.12961501  1.1440206   0.        ]",[-3.96645498  6.59320354],"[[ -3.12241194  -1.71684563   0.08891133  -0.06323617]
 [-32.93202716  -1.87146187   0.           0.        ]]",-3.47377,-0.244260860207,[-3.82912746  6.24713929]
