timestep,logstd_action_dist,obs,avg_action_dist,human_obs,rewards,original_rewards,actions
0,[-0.5035373  -0.00152836],"[ 1.24858505  0.94150603  0.05476428  0.27933628  1.10946298  1.46347414
  1.50262147 -0.20084584  0.36838895 -1.02748801  0.        ]",[-2.11280704 -3.08939528],"[[-0.03246828 -0.0235315   0.1287384   0.16978605]
 [-0.00093164 -0.00242154  0.          0.        ]]",-0.526425,-0.19666119909,[-2.49385284 -3.65338262]
1,[-0.5035373  -0.00152836],"[ 1.24571863  0.93923658 -0.00359459  0.2078928   1.1094618   1.46347194
  1.39565094 -0.65560031  0.36223662 -1.10599135  0.        ]",[-2.07544732 -3.0132916 ],"[[-0.07216181 -0.06329184  0.1287384   0.16978605]
 [-3.95526266 -3.96042681  0.          0.        ]]",-0.295023,-0.207854850085,[-2.70658363 -3.65722847]
2,[-0.5035373  -0.00152836],"[ 1.22442786  0.92028869 -0.17573388 -0.00288009  1.10946061  1.46346974
  1.29079375 -1.1013529   0.31476572 -1.33411842  0.        ]",[-2.04658532 -2.94856763],"[[-0.19015801 -0.1814263   0.1287384   0.16978605]
 [-7.83148323 -7.84008852  0.          0.        ]]",-0.557,-0.239678180702,[-1.98878753 -2.6202845 ]
3,[-0.5035373  -0.00152836],"[ 1.14830963  0.84983049 -0.45027375 -0.3394577   1.10945943  1.46346754
  1.18800009 -1.53827432  0.14726609 -1.67274455  0.        ]",[-2.03181124 -2.84256029],"[[ -0.38491258  -0.37638307   0.1287384    0.16978605]
 [-11.6314321  -11.642899     0.           0.        ]]",-0.151336,-0.286548039455,[-2.22019666 -3.3147287 ]
4,[-0.5035373  -0.00152836],"[ 0.96370677  0.67642242 -0.79424146 -0.76205062  1.10945824  1.46346534
  1.0872109  -1.96652299 -0.22907338 -2.0046975   0.        ]",[-2.04413724 -2.67641306],"[[ -0.65492127  -0.64663919   0.1287384    0.16978605]
 [-15.35729058 -15.37024614   0.           0.        ]]",-0.110342,-0.337334056644,[-1.64518144 -2.94998657]
5,[-0.5035373  -0.00152836],"[ 0.61624014  0.34770735 -1.13536254 -1.18275988  1.10945706  1.46346314
  0.98835832 -2.38624665 -0.81440872 -2.11408178  0.        ]",[-2.08540249 -2.38319778],"[[ -0.99872697  -0.99069847   0.1287384    0.16978605]
 [-19.01156558 -19.02342661   0.           0.        ]]",0.255582,-0.373912836757,[-0.83670221 -3.14302022]
6,[-0.5035373  -0.00152836],"[ 0.0920799  -0.15867249 -1.35042187 -1.45295578  1.10945588  1.46346095
  0.90885633 -2.79761895 -1.38980031 -1.79985124  0.        ]",[-2.12429667 -1.66252303],"[[ -1.40844     -1.40709255   0.1287384    0.16978605]
 [-21.95050738 -22.60396433   0.           0.        ]]",0.139729,-0.373136002075,[-0.76689136 -0.36720969]
7,[-0.5035373  -0.00152836],"[-0.54267648 -0.75955806 -1.30279287 -1.39749     1.10945469  1.46345875
  0.83832041 -2.91293156 -1.58161631 -1.17524773  0.        ]",[-2.14635134 -0.84267724],"[[ -1.87360974  -1.86924316   0.1287384    0.16978605]
 [-24.55800203 -23.60772168   0.           0.        ]]",0.688502,-0.321478641187,[-2.04315007 -1.31099543]
8,[-0.5035373  -0.00152836],"[-1.14860899 -1.32127233 -0.8922997  -0.92421756  1.10945351  1.46345655
  0.74419867 -3.31383126 -1.26393025 -0.70734523  0.        ]",[-2.18142271  0.05107829],"[[ -2.39967861  -2.37640786   0.1287384    0.16978605]
 [-28.03740408 -27.09719606   0.           0.        ]]",-0.282684,-0.233409111656,[-2.72710626  1.72208027]
9,[-0.5035373  -0.00152836],"[-1.49651673 -1.64070485 -0.11303304 -0.15527281  1.10945233  1.46345435
  0.65199742 -2.79705066 -0.85985675 -0.78467529  0.        ]",[-2.18553472 -0.48155168],"[[ -2.99463186  -2.87322131   0.1287384    0.16978605]
 [-31.44581427 -22.59937606   0.           0.        ]]",-0.893679,-0.189063944604,[-1.93979998  0.46850973]
10,[-0.5035373  -0.00152836],"[-1.33205377 -1.68613552  0.82831168  0.41123905  1.10945114  1.46345215
  0.5617391  -0.65316111 -0.84148477 -1.03887796  0.        ]",[-2.14478087 -1.69633567],"[[ -3.65703171  -3.19141445   0.1287384    0.16978605]
 [-34.78240203  -3.93946694   0.           0.        ]]",-1.8193,-0.219368397595,[-1.33553491 -0.07837668]
11,[-0.5035373  -0.00152836],"[-0.57428117 -1.68724782  1.49694185  0.37205432  1.10944996  1.46344995
  0.4732709   0.20107098 -0.87104311 -1.03461985  0.        ]",[-2.13620353 -1.34799981],"[[ -4.38549152  -3.16961217   0.1287384    0.16978605]
 [-38.05281593   3.49556811   0.           0.        ]]",-1.05342,-0.221676027735,[-2.12437007 -2.08497992]
12,[-0.5035373  -0.00152836],"[ 0.4895755  -1.6866278   1.41770268  0.24700842  1.10944877  1.46344775
  0.38654507  0.14871747 -0.87269562 -1.03654861  0.        ]",[-2.13856697 -1.72233999],"[[ -5.17871466  -3.10007518   0.1287384    0.16978605]
 [-41.25882018   3.03989635   0.           0.        ]]",-0.623526,-0.222091977521,[-0.95872957  0.492161  ]
13,[-0.5035373  -0.00152836],"[ 1.2066015  -1.67810182  0.46597911  0.10407689  1.10944759  1.46344555
  0.30596217  0.36575751 -0.90324454 -1.06319628  0.        ]",[-2.14111924 -2.10216618],"[[ -6.03377981  -3.02032487   0.1287384    0.16978605]
 [-44.23773807   4.92896156   0.           0.        ]]",1.04894,-0.228602980309,[-2.50095159 -2.57364058]
14,[-0.5035373  -0.00152836],"[  9.54082254e-01  -1.66671133e+00  -8.07453577e-01   1.14935176e-03
   1.10944641e+00   1.46344335e+00   2.22549039e-01  -1.00234024e-01
  -9.79812548e-01  -1.03314371e+00   0.00000000e+00]",[-2.15093994 -2.53574681],"[[ -6.94947255  -2.96244076   0.1287384    0.16978605]
 [-47.32128252   0.8730864    0.           0.        ]]",0.757825,-0.232689065061,[-2.13918411 -1.79037501]
15,[-0.5035373  -0.00152836],"[-0.23067929 -1.67163615 -1.36594291  0.04091228  1.10944522  1.46344116
  0.14078075 -0.55695726 -0.96746878 -0.90792741  0.        ]",[-2.15500307 -2.39942503],"[[ -7.92622583  -2.98486357   0.1287384    0.16978605]
 [-50.34402182  -3.10212053   0.           0.        ]]",-0.411287,-0.216029206865,[-1.80852804 -2.28225618]
