timestep,logstd_action_dist,obs,avg_action_dist,human_obs,rewards,original_rewards,actions
0,[-0.58695412 -0.14199272],"[ 1.28261473  0.96110234 -0.01102504  0.54814483 -0.77593023  1.42751753
  1.7895437  -0.22480934  1.67783603 -1.03529386  0.        ]",[-2.87449574 -3.56405163],"[[-0.06784469 -0.00764685 -0.08907292  0.16480856]
 [ 0.00102971  0.0048746   0.          0.        ]]",-1.34308,-0.348537169864,[-2.41284048 -4.41586797]
1,[-0.58695412 -0.14199272],"[ 1.27779159  0.95966047 -0.06848516  0.47191968 -0.77593005  1.42751688
  1.68495353 -0.59351456  1.66985589 -1.11338636  0.        ]",[-2.86817002 -3.30701017],"[[-0.10749936 -0.04726272 -0.08907292  0.16480856]
 [-3.95333776 -3.95327508  0.          0.        ]]",-1.04177,-0.35407456704,[-3.69333696 -2.78009674]
2,[-0.58695412 -0.14199272],"[ 1.25065556  0.94307988 -0.23760753  0.24620071 -0.77592986  1.42751623
  1.58242975 -0.95492172  1.61700358 -1.33992057  0.        ]",[-2.88578463 -2.88022947],"[[-0.22545735 -0.16525556 -0.08907292  0.16480856]
 [-7.82958438 -7.83307943  0.          0.        ]]",-1.02497,-0.36817828502,[-2.78144779 -3.44686575]
3,[-0.58695412 -0.14199272],"[ 1.16498777  0.87612532 -0.5058055  -0.11538041 -0.77592968  1.42751558
  1.48192392 -1.30916979  1.44121169 -1.67401604  0.        ]",[-2.89774895 -2.32582545],"[[ -0.42017405  -0.36007357  -0.08907292   0.16480856]
 [-11.62954043 -11.63603172   0.           0.        ]]",-0.619373,-0.383312702718,[-3.80083471 -2.48666678]
4,[-0.58695412 -0.14199272],"[ 0.96793325  0.70649367 -0.83853695 -0.57151448 -0.77592949  1.42751493
  1.38337846 -1.65638788  1.05580463 -1.99657534  0.        ]",[-2.90254211 -1.38488638],"[[ -0.69014479  -0.63019376  -0.08907292   0.16480856]
 [-15.35538255 -15.36351999   0.           0.        ]]",-0.212633,-0.386880457719,[-3.59333421 -2.87072326]
5,[-0.58695412 -0.14199272],"[ 0.60721086  0.38035235 -1.16243542 -1.02947355 -0.7759293   1.42751428
  1.28672692 -1.99669637  0.46493402 -2.09169108  0.        ]",[-2.95066452  0.20419866],"[[ -1.03391199  -0.97411991  -0.08907292   0.16480856]
 [-19.00962213 -19.01683892   0.           0.        ]]",-0.209591,-0.362689615694,[-2.80447827 -0.43914572]
6,[-0.58695412 -0.14199272],"[ 0.06405583 -0.09767009 -1.35651349 -1.32268165 -0.77592912  1.42751364
  1.19189931 -2.12335154 -0.10825685 -1.77354627  0.        ]",[-3.06587505  1.47840583],"[[ -1.45007252  -1.36809995  -0.08907292   0.16480856]
 [-22.5949048  -20.3765355    0.           0.        ]]",-0.3309,-0.299058806693,[-2.45984833  1.38126277]
7,[-0.58695412 -0.14199272],"[-0.60093238 -0.57709643 -1.27051263 -1.33718695 -0.77592893  1.42751299
  1.09889214 -1.71663768 -0.33692012 -1.17726266  0.        ]",[-3.09235525  2.06723404],"[[ -1.9372537   -1.73182416  -0.08907292   0.16480856]
 [-26.11136191 -16.0103598    0.           0.        ]]",-0.805375,-0.207063200429,[-2.78212693  0.82334044]
8,[-0.58695412 -0.14199272],"[-1.21108202 -0.93556818 -0.78991225 -1.17436248 -0.77592874  1.42751234
  1.00775342 -1.38310028 -0.16507747 -0.64799857  0.        ]",[-3.14286423  2.78312826],"[[ -2.4940556   -2.0161064   -0.08907292   0.16480856]
 [-29.55717775 -12.42974834   0.           0.        ]]",-1.93304,-0.118067103813,[-3.31341875  1.03607569]
9,[-0.58695412 -0.14199272],"[-1.49190907 -1.16859388  0.05484631 -0.96761143 -0.77592856  1.42751169
  0.91844835 -0.99098657  0.22922817 -0.40482066  0.        ]",[-3.18838167  3.63123322],"[[ -3.11907873  -2.2224669   -0.08907292   0.16480856]
 [-32.93366817  -8.2202998    0.           0.        ]]",-2.61213,-0.0948732772345,[-3.35058717  3.41437409]
10,[-0.58695412 -0.14199272],"[-1.19253639 -1.29184146  0.99020523 -0.81279823 -0.77592837  1.42751104
  0.83094228 -0.60661662  0.61957508 -0.47130838  0.        ]",[-3.27659678  4.43218422],"[[ -3.81094889  -2.34547262  -0.08907292   0.16480856]
 [-36.24214237  -4.09398082   0.           0.        ]]",-1.88091,-0.149129004841,[-3.03595805  3.15280334]
11,[-0.58695412 -0.14199272],"[-0.30264903 -1.33016261  1.52721816 -0.75603745 -0.77592819  1.42751039
  0.74519474 -0.22982067  0.86251185 -0.75297564  0.        ]",[-3.26152802  4.18984032],"[[ -4.56832122  -2.38676823  -0.08907292   0.16480856]
 [-39.48413022  -0.04897034   0.           0.        ]]",-0.800444,-0.209521563933,[-3.8859903   4.92995185]
12,[-0.58695412 -0.14199272],"[ 0.76747754 -1.29419432  1.22101572 -0.80944404 -0.775928    1.42750974
  0.66116989  0.13958645  0.88440291 -1.13607778  0.        ]",[-3.08266973  2.55336761],"[[ -5.38987994  -2.34796027  -0.08907292   0.16480856]
 [-42.66098642   3.91671898   0.           0.        ]]",-1.12185,-0.256001195627,[-3.31555688  1.69062412]
