timestep,logstd_action_dist,obs,avg_action_dist,human_obs,rewards,original_rewards,actions
0,[-0.64601344 -0.36084846],"[ 1.28468596  1.00922366 -0.04918167  0.50311018 -0.10429552 -1.12712411
  1.83813738 -0.22597036  1.21922406  0.71634629  0.        ]",[-3.57026076  0.95996487],"[[-0.09265009 -0.0765554  -0.01123303 -0.13001105]
 [-0.00429834 -0.00421932  0.          0.        ]]",-3.49169,-0.241899299654,[-3.81822749  0.22012721]
1,[-0.64601344 -0.36084846],"[ 1.27847395  1.01006475 -0.10657573  0.51973111 -0.10429551 -1.12712383
  1.73308349 -0.14910526  1.21282474  0.6708095   0.        ]",[-3.51701593  0.13353866],"[[-0.13242914 -0.06787834 -0.01123303 -0.13001105]
 [-3.96043312  0.86901082  0.          0.        ]]",-3.55754,-0.237914971796,[-3.28733314 -0.029815  ]
2,[-0.64601344 -0.36084846],"[ 1.24723332  1.01135381 -0.27485479  0.55047748 -0.1042955  -1.12712355
  1.63011805 -0.16087828  1.1828297   0.53094818  0.        ]",[-3.44987559 -0.88846731],"[[-0.25054183 -0.05184003 -0.01123303 -0.13001105]
 [-7.83792511  0.73526257  0.          0.        ]]",-3.47025,-0.225103616681,[-3.45349607 -0.85677704]
3,[-0.64601344 -0.36084846],"[ 1.15496971  1.00974425 -0.54045876  0.51316838 -0.10429549 -1.12712327
  1.52922271 -0.46064741  1.08753414  0.28262081  0.        ]",[-3.35590625 -1.59053552],"[[ -4.45422145e-01  -7.13037156e-02  -1.12330252e-02  -1.30011054e-01]
 [ -1.16374640e+01  -2.67028144e+00   0.00000000e+00   0.00000000e+00]]",-3.40432,-0.199792324807,[-3.35274026 -0.80871402]
4,[-0.64601344 -0.36084846],"[ 0.94959613  0.99677978 -0.86745291  0.35105055 -0.10429548 -1.127123
  1.43031854 -0.737727    0.85156428 -0.04358214  0.        ]",[-3.25978017 -2.27229095],"[[ -7.15540748e-01  -1.56292173e-01  -1.12330252e-02  -1.30011054e-01]
 [ -1.53620227e+01  -5.81806016e+00   0.00000000e+00   0.00000000e+00]]",-3.25737,-0.158726111677,[-3.25192777 -1.31734986]
5,[-0.64601344 -0.36084846],"[ 0.58060467  0.94860964 -1.18116755  0.06190976 -0.10429547 -1.12712272
  1.33336941 -1.07597702  0.40237885 -0.32508181  0.        ]",[-3.18632746 -2.55254173],"[[ -1.05941117e+00  -3.11208986e-01  -1.12330252e-02  -1.30011054e-01]
 [ -1.90129605e+01  -9.66077015e+00   0.00000000e+00   0.00000000e+00]]",-2.95605,-0.104674394231,[-3.39634343 -3.06613311]
6,[-0.64601344 -0.36084846],"[ 0.03227972  0.82042115 -1.36036135 -0.34106055 -0.10429546 -1.12712244
  1.23831257 -1.40749446 -0.2457734  -0.34832137  0.        ]",[-3.20036936 -1.76670957],"[[ -1.47558403e+00  -5.42213116e-01  -1.12330252e-02  -1.30011054e-01]
 [ -2.25926405e+01  -1.34269965e+01   0.00000000e+00   0.00000000e+00]]",-3.12142,-0.0737715251687,[-2.91093191 -0.85934729]
7,[-0.64601344 -0.36084846],"[-0.63099264  0.56410568 -1.25686738 -0.78292715 -0.10429544 -1.12712217
  1.14508078 -1.68336097 -0.86486823  0.08742622  0.        ]",[-3.40310025  2.0318327 ],"[[ -1.96265930e+00  -8.42199046e-01  -1.12330252e-02  -1.30011054e-01]
 [ -2.61035938e+01  -1.65610008e+01   0.00000000e+00   0.00000000e+00]]",-3.27085,-0.130783913469,[-2.74818208  1.4070211 ]
8,[-0.64601344 -0.36084846],"[-1.22981535  0.2422833  -0.76126842 -1.08725073 -0.10429543 -1.12712189
  1.05359735 -1.30562591 -1.07534014  0.85956877  0.        ]",[-3.63684368  5.93732357],"[[ -2.51929731e+00  -1.13036500e+00  -1.12330252e-02  -1.30011054e-01]
 [ -2.95487087e+01  -1.22697249e+01   0.00000000e+00   0.00000000e+00]]",-2.20742,-0.20804156606,[-4.00287571  4.97634574]
9,[-0.64601344 -0.36084846],"[-1.49048259 -0.01477852  0.08887771 -1.21673299 -0.10429542 -1.12712161
  0.9639379  -0.93528109 -0.76702617  1.5571358   0.        ]",[ -4.11553669  10.07241726],"[[ -3.14414963e+00  -1.33354773e+00  -1.12330252e-02  -1.30011054e-01]
 [ -3.29251366e+01  -8.06240360e+00   0.00000000e+00   0.00000000e+00]]",0.076303,-0.263367655742,[ -4.07174814  10.44931924]
