timestep,logstd_action_dist,obs,avg_action_dist,human_obs,rewards,original_rewards,actions
0,[-0.65094274 -0.30147794],"[ 1.28310019  1.00118328 -0.05881481  0.77184955 -0.9948189  -0.43972154
  1.83144112 -0.22523451  1.83878533  0.31303978  0.        ]",[-3.69585609 -0.24775544],"[[-0.09951757  0.07063737 -0.11418063 -0.05058159]
 [ 0.00313534  0.00462723  0.          0.        ]]",-3.24759,-0.325801819392,[-3.2540199  -0.63052835]
1,[-0.65094274 -0.30147794],"[ 1.27654281  1.00312645 -0.11594643  0.72401066 -0.99481867 -0.43972148
  1.7264861  -0.4465912   1.83339949  0.24450316  0.        ]",[-3.67401505 -0.1062254 ],"[[-0.13913629  0.04569488 -0.11418063 -0.05058159]
 [-3.9518401  -2.49056548  0.          0.        ]]",-3.10222,-0.323817237133,[-4.08968352  0.38783769]
2,[-0.65094274 -0.30147794],"[ 1.24428481  1.00443195 -0.28381454  0.65892222 -0.99481844 -0.43972142
  1.62356529 -0.30584879  1.80286236  0.07025467  0.        ]",[-3.59525704 -1.43599594],"[[-0.25708549  0.01180135 -0.11418063 -0.05058159]
 [-7.8301657  -0.90407985  0.          0.        ]]",-3.13085,-0.317606127274,[-3.42646634 -1.00009274]
3,[-0.65094274 -0.30147794],"[ 1.15046782  1.00311871 -0.54864394  0.54825993 -0.99481822 -0.43972136
  1.5227369  -0.65539764  1.70294311 -0.20365948  0.        ]",[-3.50283074 -1.92756283],"[[ -0.45181003  -0.04581365  -0.11418063  -0.05058159]
 [-11.62964715  -4.84428887   0.           0.        ]]",-3.04599,-0.304241729314,[-3.2569983  -1.21752319]
4,[-0.65094274 -0.30147794],"[ 0.94327452  0.98252098 -0.87417002  0.2895462  -0.99481799 -0.4397213
  1.42389873 -0.99802162  1.44437158 -0.55387953  0.        ]",[-3.37979364 -2.37741971],"[[ -0.72177136  -0.18144985  -0.11418063  -0.05058159]
 [-15.35413537  -8.7064399    0.           0.        ]]",-2.72241,-0.276777128599,[-4.03266525 -1.18384018]
5,[-0.65094274 -0.30147794],"[ 0.57266231  0.90205706 -1.18544632 -0.10051412 -0.99481777 -0.43972124
  1.32699986 -1.33384262  0.95360983 -0.82987397  0.        ]",[-3.25565481 -2.02884221],"[[ -1.06548819  -0.39356006  -0.11418063  -0.05058159]
 [-19.00554824 -12.49190827   0.           0.        ]]",-2.45124,-0.227947887401,[-3.78164976 -1.99683532]
6,[-0.65094274 -0.30147794],"[ 0.02358241  0.70587609 -1.36118229 -0.57275813 -0.99481754 -0.43972118
  1.23197892 -1.66297098  0.28082397 -0.79322312  0.        ]",[-3.2412076   0.09821302],"[[ -1.48152146  -0.68062328  -0.11418063  -0.05058159]
 [-22.58619809 -16.20193896   0.           0.        ]]",-2.64811,-0.153338051743,[-2.82028434  0.2405272 ]
7,[-0.65094274 -0.30147794],"[-0.63885486  0.39754149 -1.25360971 -0.97193315 -0.99481732 -0.43972112
  1.13874657 -1.54975607 -0.28154506 -0.30234734  0.        ]",[-3.29367995  2.67508125],"[[ -1.96849292  -0.99185919  -0.11418063  -0.05058159]
 [-26.09945102 -14.92575685   0.           0.        ]]",-2.9293,-0.0696241837811,[-2.98678687  1.8863841 ]
8,[-0.65094274 -0.30147794],"[-1.23474022  0.08983568 -0.75434729 -1.18556634 -0.99481709 -0.43972106
  1.04732498 -1.17192317 -0.42119528  0.43866757  0.        ]",[-3.43339348  5.97303247],"[[ -2.52504768  -1.24764363  -0.11418063  -0.05058159]
 [-29.54447147 -10.66672559   0.           0.        ]]",-1.89824,-0.0805321210589,[-4.34917068  5.61698243]
9,[-0.65094274 -0.30147794],"[-1.4906833  -0.13322899  0.09743194 -1.26294445 -0.99481687 -0.439721
  0.95773214 -0.8014891  -0.09591977  1.07705307  0.        ]",[ -3.97171521  10.01196766],"[[ -3.14981229  -1.41908421  -0.11418063  -0.05058159]
 [-32.92058039  -6.491094     0.           0.        ]]",0.0304756,-0.160279100946,[-4.49059726  9.00390396]
