timestep,logstd_action_dist,obs,avg_action_dist,human_obs,rewards,original_rewards,actions
0,[-0.64248186 -0.39958307],"[ 1.29084353  1.01226808  0.10651794  0.48274942 -1.70256151 -1.59204808
  1.84193317 -0.22581863  2.3304045   1.18107418  0.        ]",[-4.29145241  4.5197711 ],"[[ 0.01482377 -0.09105307 -0.19606254 -0.18355946]
 [ 0.00425896 -0.00181428  0.          0.        ]]",-2.00771,-0.442525650281,[-4.84648629  4.6746471 ]
1,[-0.64248186 -0.39958307],"[ 1.2905684   1.01606921  0.04899503  0.55878699 -1.70256081 -1.59204749
  1.73680671  0.12151405  2.33028977  1.15645438  0.        ]",[-4.18364525  2.12745214],"[[-0.02479787 -0.05134573 -0.19606254 -0.18355946]
 [-3.95323923  3.95934276  0.          0.        ]]",-2.77997,-0.44094581116,[-3.96337652  2.71047628]
2,[-0.64248186 -0.39958307],"[ 1.27684365  1.0148413  -0.12161086  0.78547661 -1.70256011 -1.5920469
  1.63376047  0.46196744  2.32441978  1.08333873  0.        ]",[-4.11069155 -0.3084884 ],"[[-0.14278375  0.06679763 -0.19606254 -0.18355946]
 [-7.83243168  7.84204512  0.          0.        ]]",-3.25409,-0.435567821791,[-4.02163284 -0.03805483]
3,[-0.64248186 -0.39958307],"[ 1.21250948  0.98523323 -0.39586977  1.07740519 -1.70255941 -1.5920463
  1.53279358  0.43526416  2.29428348  0.93766928  0.        ]",[-4.02780724 -1.79136741],"[[ -0.3375679    0.22058328  -0.19606254  -0.18355946]
 [-11.63334983   7.5375082    0.           0.        ]]",-3.10106,-0.422692924182,[-3.9375946  -1.59153258]
4,[-0.64248186 -0.39958307],"[ 1.04208981  0.94517234 -0.74390597  1.27968689 -1.70255871 -1.59204571
  1.4338588   0.07508815  2.20072634  0.68053609  0.        ]",[-3.93783927 -2.18643045],"[[ -0.60760291   0.3301207   -0.19606254  -0.18355946]
 [-15.35777214   3.42988056   0.           0.        ]]",-2.89543,-0.395860884962,[-3.93618268 -2.2955668 ]
5,[-0.64248186 -0.39958307],"[ 0.70767993  0.932366   -1.09718794  1.33064782 -1.70255801 -1.59204512
  1.33688078 -0.27798014  1.97071067  0.33356441  0.        ]",[-3.83048463 -2.57274413],"[[ -0.95138773   0.35831887  -0.19606254  -0.18355946]
 [-19.00853417  -0.59668694   0.           0.        ]]",-2.78704,-0.34772191707,[-3.83092984 -2.48221473]
6,[-0.64248186 -0.39958307],"[ 0.18114511  0.95500547 -1.33701066  1.23713346 -1.70255731 -1.59204452
  1.24182657 -0.62407623  1.52187524  0.015538    0.        ]",[-3.6970253  -2.99533081],"[[ -1.36746145   0.30678328  -0.19606254  -0.18355946]
 [-22.58687659  -4.54374039   0.           0.        ]]",-2.58485,-0.270170779297,[-4.34936551 -2.32038984]
7,[-0.64248186 -0.39958307],"[-0.48880538  0.99679371 -1.30892686  0.99555133 -1.70255661 -1.59204393
  1.14865885 -0.96332097  0.84546144 -0.05581121  0.        ]",[-3.5424912  -3.08566308],"[[ -1.85438927   0.17709011  -0.19606254  -0.18355946]
 [-26.09420315  -8.41265862   0.           0.        ]]",-2.4745,-0.157908800479,[-4.16380319 -3.01454747]
8,[-0.64248186 -0.39958307],"[-1.1352167   1.01726736 -0.88413554  0.60124928 -1.70255591 -1.59204334
  1.05733053 -1.2958173   0.13789892  0.36563552  0.        ]",[-3.40513468 -2.03956032],"[[ -2.41076783e+00  -2.92100462e-02  -1.96062538e-01  -1.83559464e-01]
 [ -2.95322865e+01  -1.22046164e+01   0.00000000e+00   0.00000000e+00]]",-2.61677,-0.0592536189685,[-2.871349   -2.60813885]
9,[-0.64248186 -0.39958307],"[-1.48250379  0.95344926 -0.06913551  0.0705532  -1.70255521 -1.59204275
  0.96778025 -1.62164912 -0.15196673  1.29687914  0.        ]",[-3.84164524  5.548738  ],"[[ -3.03523438  -0.3105879   -0.19606254  -0.18355946]
 [-32.90343665 -15.92057211   0.           0.        ]]",-0.974077,-0.195563064072,[-3.80385547  4.5654263 ]
10,[-0.64248186 -0.39958307],"[-1.25917878  0.79324684  0.88663518 -0.40459053 -1.70255451 -1.59204215
  0.87988313 -1.24650874  0.33016573  2.19949577  0.        ]",[ -4.73950672  11.91143322],"[[ -3.72650138  -0.58607661  -0.19606254  -0.18355946]
 [-36.21235384 -11.64228726   0.           0.        ]]",2.43852,-0.347198377297,[ -4.50779369  11.93196695]
11,[-0.64248186 -0.39958307],"[-0.4155025   0.63177483  1.49897969 -0.68860422 -1.70255381 -1.59204156
  0.79372189 -0.87865982  1.28760697  2.41608973  0.        ]",[ -5.27361298  14.52128792],"[[ -4.48329278  -0.77683372  -0.19606254  -0.18355946]
 [-39.455924    -7.4471556    0.           0.        ]]",3.50458,-0.440122518583,[ -6.1202807   14.55028659]
12,[-0.64248186 -0.39958307],"[ 0.67625027  0.52482786  1.2899039  -0.82794947 -1.70255311 -1.59204097
  0.70928335 -0.5179719   2.06618094  1.80576746  0.        ]",[ -4.87195444  12.6053257 ],"[[ -5.30430592  -0.88450726  -0.19606254  -0.18355946]
 [-42.63464352  -3.3336907    0.           0.        ]]",1.50885,-0.455265759216,[ -4.30638683  12.66004377]
13,[-0.64248186 -0.39958307],"[ 1.28473364  0.49725086  0.22262499 -0.85932194 -1.70255241 -1.59204037
  0.62654466 -0.16432229  2.12351575  0.78391152  0.        ]",[-4.07752895  5.26025391],"[[ -6.18825186  -0.91071644  -0.19606254  -0.18355946]
 [-45.74937189   0.69950613   0.           0.        ]]",-1.1302,-0.38780202953,[-3.5755269   6.48272477]
14,[-0.64248186 -0.39958307],"[ 0.81743437  0.55308564 -1.00644948 -0.7939932  -1.70255171 -1.59203978
  0.54547603  0.18240102  1.38503601  0.07655107  0.        ]",[-3.67671371 -1.57882774],"[[ -7.13386161  -0.85705357  -0.19606254  -0.18355946]
 [-48.80123062   4.65371207   0.           0.        ]]",-3.2878,-0.246995667922,[-3.61036583 -0.63224266]
