timestep,logstd_action_dist,obs,avg_action_dist,human_obs,rewards,original_rewards,actions
0,[-0.65834212 -0.40708098],"[ 1.29104129  1.02021796  0.11713185  0.54321118  1.48504156 -0.01240829
  1.84600393 -0.2252664   0.13663778  0.07289035  0.        ]",[-3.21779776 -4.74927759],"[[ 0.02227018 -0.06404649  0.17251572 -0.0012767 ]
 [ 0.00469477  0.0043178   0.          0.        ]]",-3.57206,-0.0373794174991,[-3.69277425 -3.95111724]
1,[-0.65834212 -0.40708098],"[ 1.29117741  1.01574145  0.05967386  0.46742958  1.48504108 -0.01240829
  1.74091617 -0.57084603  0.13247991 -0.00588454  0.        ]",[-3.20727301 -4.70437622],"[[ -1.73120024e-02  -1.03673396e-01   1.72515721e-01  -1.27669948e-03]
 [ -3.94975615e+00  -3.95382192e+00   0.00000000e+00   0.00000000e+00]]",-3.73316,-0.0391503590294,[-2.63877683 -4.0595698 ]
2,[-0.65834212 -0.40708098],"[ 1.27869366  0.98998041 -0.11086854  0.24407129  1.48504059 -0.01240829
  1.6379037  -0.90958504  0.09063274 -0.23595403  0.        ]",[-3.23165727 -4.40738869],"[[ -1.35199428e-01  -2.21677054e-01   1.72515721e-01  -1.27669948e-03]
 [ -7.82611791e+00  -7.83361274e+00   0.00000000e+00   0.00000000e+00]]",-3.4763,-0.0586653069094,[-2.67415305 -4.8480126 ]
3,[-0.65834212 -0.40708098],"[ 1.21640897  0.90768066 -0.3854042  -0.11041579  1.48504011 -0.01240829
  1.53691712 -1.24161351 -0.06897563 -0.57993138  0.        ]",[-3.27361345 -3.91364717],"[[ -3.29848434e-01  -4.16505540e-01   1.72515721e-01  -1.27669948e-03]
 [ -1.16262488e+01  -1.16365451e+01   0.00000000e+00   0.00000000e+00]]",-3.37273,-0.105834041915,[-3.1935279  -3.49960403]
4,[-0.65834212 -0.40708098],"[ 1.04865296  0.71734638 -0.7346006  -0.55063637  1.48503962 -0.01240828
  1.43789822 -1.56705252 -0.43812173 -0.92254227  0.        ]",[-3.36276197 -2.76089478],"[[ -5.99755698e-01  -6.86635744e-01   1.72515721e-01  -1.27669948e-03]
 [ -1.53523390e+01  -1.53640071e+01   0.00000000e+00   0.00000000e+00]]",-3.46359,-0.171266360692,[-2.62636164 -2.04581131]
5,[-0.65834212 -0.40708098],"[ 0.71696401  0.36796233 -1.09049632 -0.97988336  1.48503913 -0.01240828
  1.34078073 -1.88601562 -1.02130567 -1.04795312  0.        ]",[-3.58417082 -1.30852568],"[[ -9.43465012e-01  -1.03057137e+00   1.72515721e-01  -1.27669948e-03]
 [ -1.90068815e+01  -1.90173009e+01   0.00000000e+00   0.00000000e+00]]",-2.61633,-0.239483582145,[-3.41306819 -2.05408196]
6,[-0.65834212 -0.40708098],"[ 0.19217571 -0.15896019 -1.33464156 -1.23847168  1.48503865 -0.01240828
  1.24550035 -2.19861786 -1.60789684 -0.74759471  0.        ]",[-3.93470097 -0.13905157],"[[ -1.35957030e+00  -1.44684207e+00   1.72515721e-01  -1.27669948e-03]
 [ -2.25922955e+01  -2.25977456e+01   0.00000000e+00   0.00000000e+00]]",-2.64002,-0.287833697926,[-3.63658585 -0.09722594]
7,[-0.65834212 -0.40708098],"[-0.47830621 -0.75935201 -1.31199856 -1.15128414  1.48503816 -0.01240828
  1.15202299 -2.19289979 -1.81593601 -0.12317269  0.        ]",[-4.15938425 -0.02952388],"[[ -1.84670738e+00  -1.89814046e+00   1.72515721e-01  -1.27669948e-03]
 [ -2.61098635e+01  -2.25322678e+01   0.00000000e+00   0.00000000e+00]]",-3.07015,-0.292159252089,[-5.05000994 -0.1539149 ]
8,[-0.65834212 -0.40708098],"[-1.12827165 -1.27382856 -0.8920171  -0.69891201  1.48503768 -0.01240828
  1.06039039 -2.20689627 -1.52746679  0.35335923  0.        ]",[-4.38794994  0.02502126],"[[ -2.40350206e+00  -2.35039376e+00   1.72515721e-01  -1.27669948e-03]
 [ -2.95580143e+01  -2.26925935e+01   0.00000000e+00   0.00000000e+00]]",-4.99044,-0.245877010415,[-3.50094483  0.42505436]
9,[-0.65834212 -0.40708098],"[-1.48134613 -1.58852867 -0.07893446 -0.00783361  1.48503719 -0.01240828
  0.9706186  -2.0205337  -1.12210653  0.32902469  0.        ]",[-4.40856409 -0.60930985],"[[ -3.02856092e+00  -2.78282727e+00   1.72515721e-01  -1.27669948e-03]
 [ -3.29361440e+01  -2.05580756e+01   0.00000000e+00   0.00000000e+00]]",-4.12622,-0.178433891689,[-5.4548785  -0.92402048]
10,[-0.65834212 -0.40708098],"[-1.26361846 -1.67420774  0.87902939  0.69826535  1.4850367  -0.01240828
  0.88271388 -0.91097072 -1.04639808  0.0833833   0.        ]",[-4.06200266 -1.61395049],"[[ -3.72048197e+00  -3.15837935e+00   1.72515721e-01  -1.27669948e-03]
 [ -3.62440166e+01  -7.84953724e+00   0.00000000e+00   0.00000000e+00]]",-3.72163,-0.161189669104,[-4.92104761 -1.64884562]
11,[-0.65834212 -0.40708098],"[-0.42258983 -1.67364581  1.49678227  0.7301016   1.48503622 -0.01240827
  0.79657792  0.02028676 -1.12489224  0.02132686  0.        ]",[-3.86390686 -1.1414187 ],"[[ -4.47788173e+00  -3.17497271e+00   1.72515721e-01  -1.27669948e-03]
 [ -3.94853308e+01   2.81675493e+00   0.00000000e+00   0.00000000e+00]]",-4.12922,-0.174613582388,[-4.1056391  -0.78186037]
12,[-0.65834212 -0.40708098],"[ 0.67099476 -1.67366952  1.29344362  0.60304261  1.48503573 -0.01240827
  0.71213468  0.04964966 -1.12940026  0.02397706  0.        ]",[-3.82419586 -1.41982985],"[[ -5.29947025e+00  -3.10875811e+00   1.72515721e-01  -1.27669948e-03]
 [ -4.26629487e+01   3.15306725e+00   0.00000000e+00   0.00000000e+00]]",-3.60711,-0.175346960991,[-3.92845899 -1.90308227]
13,[-0.65834212 -0.40708098],"[ 1.28454716 -1.6696716   0.22858602  0.50554916  1.48503524 -0.01240827
  0.62936279 -0.05762866 -1.16547183  0.0246819   0.        ]",[-3.60432959 -3.40114188],"[[ -6.18398031e+00  -3.05786848e+00   1.72515721e-01  -1.27669948e-03]
 [ -4.57776735e+01   1.92433964e+00   0.00000000e+00   0.00000000e+00]]",-1.96018,-0.181387850514,[-4.24293543 -4.6302632 ]
14,[-0.65834212 -0.40708098],"[ 0.82163935 -1.66592793 -1.00293957  0.45132603  1.48503476 -0.01240827
  0.54823    -0.1392035  -1.20560731  0.0802754   0.        ]",[-3.46373272 -4.84184361],"[[ -7.13016600e+00  -3.02947928e+00   1.72515721e-01  -1.27669948e-03]
 [ -4.88307193e+01   9.90010508e-01   0.00000000e+00   0.00000000e+00]]",-1.84515,-0.187909265861,[-3.74163544 -5.42243814]
15,[-0.65834212 -0.40708098],"[-0.48754826 -1.66368134 -1.30923115  0.42462214  1.48503427 -0.01240827
  0.4687034  -0.18474372 -1.17793625  0.16637442  0.        ]",[-3.44511056 -5.41227674],"[[ -8.13680615e+00  -3.01546615e+00   1.72515721e-01  -1.27669948e-03]
 [ -5.18233239e+01   4.68409065e-01   0.00000000e+00   0.00000000e+00]]",-3.28789,-0.183791800965,[-3.11920482 -5.57944576]
16,[-0.65834212 -0.40708098],"[-1.45606679 -1.66255428 -0.23493844  0.41230025  1.48503379 -0.01240827
  0.39075105 -0.20723058 -1.08047702  0.18853604  0.        ]",[-3.55890656 -3.94871688],"[[ -9.20270403e+00  -3.00899190e+00   1.72515721e-01  -1.27669948e-03]
 [ -5.47566892e+01   2.10852466e-01   0.00000000e+00   0.00000000e+00]]",-4.59938,-0.167818897619,[-3.9502279  -4.73933357]
17,[-0.65834212 -0.40708098],"[-0.96187381 -1.66203642  1.22369051  0.40684179  1.4850333  -0.01240827
  0.31434181 -0.21762182 -1.0112086   0.10111826  0.        ]",[-4.04793119 -0.07388979],"[[ -1.03266866e+01  -3.00612212e+00   1.72515721e-01  -1.27669948e-03]
 [ -5.76319873e+01   9.18346125e-02   0.00000000e+00   0.00000000e+00]]",-3.785,-0.155320976385,[-4.16206796 -0.10994304]
18,[-0.65834212 -0.40708098],"[ 0.58200327 -1.66163544  1.35033735  0.40269588  1.48503281 -0.01240827
  0.23944532 -0.21653371 -1.06166354 -0.00714519  0.        ]",[-4.02254343 -0.46548766],"[[ -1.15076040e+01  -3.00394167e+00   1.72515721e-01  -1.27669948e-03]
 [ -6.04503603e+01   1.04297240e-01   0.00000000e+00   0.00000000e+00]]",-3.79232,-0.164342173146,[-3.97601273 -0.18117878]
19,[-0.65834212 -0.40708098],"[ 1.26942073 -1.6613336  -0.17217789  0.39962002  1.48503233 -0.01240826
  0.16603141 -0.22047564 -1.18238824  0.00380635  0.        ]",[-3.63651085 -3.70488906],"[[ -1.27443291e+01  -3.00232357e+00   1.72515721e-01  -1.27669948e-03]
 [ -6.32129433e+01   5.91475215e-02   0.00000000e+00   0.00000000e+00]]",-2.30995,-0.18441460075,[-3.52777852 -2.97962335]
20,[-0.65834212 -0.40708098],"[ 0.04138147 -1.66133488 -1.35944803  0.39963941  1.48503184 -0.01240826
  0.09407063 -0.22830868 -1.209817    0.13342668  0.        ]",[-3.51177835 -4.85103226],"[[ -1.40357572e+01  -3.00233380e+00   1.72515721e-01  -1.27669948e-03]
 [ -6.59208448e+01  -3.05695213e-02   0.00000000e+00   0.00000000e+00]]",-2.78489,-0.188812838768,[-3.67027001 -4.69022794]
21,[-0.65834212 -0.40708098],"[-1.41645214 -1.66145844 -0.38170626  0.40090341  1.48503136 -0.01240826
  0.02353444 -0.22830392 -1.09251544  0.19530201  0.        ]",[-3.64003086 -3.41867685],"[[ -1.53808055e+01  -3.00299882e+00   1.72515721e-01  -1.27669948e-03]
 [ -6.85751383e+01  -3.05152754e-02   0.00000000e+00   0.00000000e+00]]",-4.92136,-0.169943695284,[-3.76480373 -3.39281777]
