timestep,logstd_action_dist,obs,avg_action_dist,human_obs,rewards,original_rewards,actions
0,[-0.63814425 -0.44047147],"[ 1.2922174   1.03257882  0.10903614  0.86129979  0.40909853 -0.20954495
  1.85674095 -0.22613643  0.87667263  0.31376138  0.        ]",[-3.47314811 -2.82055473],"[[ 0.01704997  0.08994821  0.04806287 -0.0240538 ]
 [-0.00153646 -0.00258454  0.          0.        ]]",-3.99237,-0.165596819751,[-3.00984843 -2.4572332 ]
1,[-0.63814425 -0.44047147],"[ 1.29206227  1.03635314  0.0514209   0.78524929  0.40909849 -0.20954493
  1.75153863 -0.56775461  0.88011049  0.23456139  0.        ]",[-3.42657614 -2.58669019],"[[-0.02265557  0.0501846   0.04806287 -0.0240538 ]
 [-3.95585354 -3.96059112  0.          0.        ]]",-3.6656,-0.16376177193,[-4.40519208 -1.85082397]
2,[-0.63814425 -0.44047147],"[  1.27867911e+00   1.03493060e+00  -1.19157441e-01   5.58873258e-01
   4.09098444e-01  -2.09544907e-01   1.64841630e+00  -9.02611490e-01
   8.60394898e-01   1.65732058e-05   0.00000000e+00]",[-3.35751295 -2.11105728],"[[-0.14066293 -0.06795321  0.04806287 -0.0240538 ]
 [-7.83199241 -7.84026169  0.          0.        ]]",-3.821,-0.159076651804,[-3.49326536 -1.75819796]
3,[-0.63814425 -0.44047147],"[ 1.21489111  0.99146443 -0.39338646  0.19074481  0.4090984  -0.20954489
  1.54732657 -1.23083634  0.73325198 -0.36260007  0.        ]",[-3.26782537 -1.40485883],"[[ -0.33542586  -0.26291364   0.04806287  -0.0240538 ]
 [-11.63173346 -11.6430948    0.           0.        ]]",-3.73176,-0.154449557337,[-3.60542214 -1.29142597]
4,[-0.63814425 -0.44047147],"[ 1.04514919  0.84984838 -0.74159357 -0.28548617  0.40909835 -0.20954487
  1.44821227 -1.55254895  0.39305721 -0.74923435  0.        ]",[-3.24691343 -0.41434902],"[[ -0.60543718  -0.53317404   0.04806287  -0.0240538 ]
 [-15.35722566 -15.37047915   0.           0.        ]]",-3.57742,-0.155109152683,[-3.35947396 -0.42737038]
5,[-0.63814425 -0.44047147],"[ 0.71134007  0.57242439 -1.09546458 -0.75709994  0.40909831 -0.20954485
  1.35099272 -1.6721616  -0.17653178 -0.94610891  0.        ]",[-3.26687956  0.59254616],"[[ -0.94924304  -0.85448906   0.04806287  -0.0240538 ]
 [-19.01150016 -16.75632454   0.           0.        ]]",-3.23103,-0.164976269296,[-3.17251385 -0.3507921 ]
6,[-0.63814425 -0.44047147],"[ 0.18497353  0.17318453 -1.33637386 -1.09815663  0.40909827 -0.20954483
  1.25564116 -1.76318636 -0.80123848 -0.75557596  0.        ]",[-3.38439941  2.27434683],"[[ -1.36542955  -1.20019803   0.04806287  -0.0240538 ]
 [-22.59556325 -17.81095024   0.           0.        ]]",-3.74048,-0.179644203223,[-2.66175487  2.46548303]
7,[-0.63814425 -0.44047147],"[-0.48558968 -0.23974728 -1.30962248 -1.22513827  0.40909822 -0.2095448
  1.16211826 -1.39071406 -1.17832372 -0.21732658  0.        ]",[-3.4459672  2.510818 ],"[[ -1.85261211e+00  -1.51311948e+00   4.80628676e-02  -2.40538049e-02]
 [ -2.61108926e+01  -1.34954694e+01   0.00000000e+00   0.00000000e+00]]",-4.31045,-0.189193230995,[-3.37350274  2.4701724 ]
8,[-0.63814425 -0.44047147],"[-1.13331165 -0.5470325  -0.8858141  -1.20075605  0.40909818 -0.20954478
  1.07046768 -1.02556279 -1.16619645  0.39339109  0.        ]",[-3.61487293  3.63215065],"[[ -2.40939598e+00  -1.74058226e+00   4.80628676e-02  -2.40538049e-02]
 [ -2.95558470e+01  -9.26480787e+00   0.00000000e+00   0.00000000e+00]]",-5.01772,-0.18793253204,[-4.05787245  3.34451982]
9,[-0.63814425 -0.44047147],"[-1.48186108 -0.73604116 -0.07098309 -1.13489025  0.40909813 -0.20954476
  0.98065994 -0.66758849 -0.8313039   0.83521065  0.        ]",[-3.93603325  6.46899366],"[[ -3.03438416e+00  -1.88426615e+00   4.80628676e-02  -2.40538049e-02]
 [ -3.29315339e+01  -5.11729796e+00   0.00000000e+00   0.00000000e+00]]",-3.5967,-0.173956735034,[-3.90430673  7.12979438]
