timestep,logstd_action_dist,obs,avg_action_dist,human_obs,rewards,original_rewards,actions
0,[-0.66606539 -0.49015862],"[ 1.28697353  1.05779113  0.22618625  0.84539209  0.36044088 -1.63136129
  1.87070762 -0.22705706  0.9054789   1.43242693  0.        ]",[-4.08256292  0.99261987],"[[  9.84281025e-02   6.68104617e-02   4.23453458e-02  -1.88090180e-01]
 [ -4.09722909e-05  -3.80256454e-03   0.00000000e+00   0.00000000e+00]]",-5.01099,-0.272227788563,[-4.89212767  0.69367014]
1,[-0.66606539 -0.49015862],"[ 1.29130966  1.05477504  0.1687806   0.89791062  0.36044085 -1.6313608
  1.76527495  0.00633535  0.90861462  1.39937091  0.        ]",[-4.00037861 -0.31637529],"[[ 0.05872604  0.0943086   0.04234535 -0.18809018]
 [-3.95698799  2.74445049  0.          0.        ]]",-5.36776,-0.268380936358,[-3.87898334 -0.30433318]
2,[-0.66606539 -0.49015862],"[ 1.29126109  1.04813949 -0.00233523  0.97835877  0.36044082 -1.6313603
  1.66196862 -0.10048955  0.91432196  1.27372456  0.        ]",[-3.91186762 -1.19889724],"[[-0.05931424  0.1365769   0.04234535 -0.18809018]
 [-7.83413534  1.48656105  0.          0.        ]]",-5.18312,-0.253553273368,[-3.31195827 -1.43440189]
3,[-0.66606539 -0.49015862],"[ 1.24901922  1.04997518 -0.28098983  0.9588348   0.36044078 -1.63135981
  1.5607341  -0.43913298  0.89276199  1.01256771  0.        ]",[-3.79213953 -1.63088536],"[[ -0.25411743   0.12629924   0.04234535  -0.18809018]
 [-11.63352948  -2.50104846   0.           0.        ]]",-4.76013,-0.221198973311,[-2.86987848 -2.5208721 ]
4,[-0.66606539 -0.49015862],"[ 1.10688931  1.05989522 -0.64228973  0.78846539  0.36044075 -1.63135932
  1.46150265 -0.77107484  0.76049982  0.62214089  0.        ]",[-3.61628962 -2.14140677],"[[ -0.52415422   0.03706101   0.04234535  -0.18809018]
 [-15.3577498   -6.40974587   0.           0.        ]]",-4.74878,-0.16582368265,[-2.68452334 -1.90474521]
5,[-0.66606539 -0.49015862],"[ 0.80165951  1.04940533 -1.02306456  0.46987401  0.36044072 -1.63135883
  1.36422995 -1.09643644  0.40468406  0.20163153  0.        ]",[-3.44868088 -2.59735322],"[[ -0.86793726  -0.12957407   0.04234535  -0.18809018]
 [-19.00845887 -10.24095998   0.           0.        ]]",-4.48557,-0.084222278949,[-3.41925185 -2.49140898]
6,[-0.66606539 -0.49015862],"[ 0.29578208  0.96757345 -1.30759418  0.0208528   0.36044068 -1.63135834
  1.26886164 -1.41532602 -0.22579101 -0.02874925  0.        ]",[-3.4027977  -2.28918934],"[[ -1.28401599  -0.37206937   0.04234535  -0.18809018]
 [-22.58769679 -13.99596645   0.           0.        ]]",-4.43832,-0.0291952741417,[-3.51571462 -1.95394527]
7,[-0.66606539 -0.49015862],"[-0.37455338  0.7499926  -1.33786464 -0.50064143  0.36044065 -1.63135784
  1.17533134 -1.72784025 -0.96892669  0.2103486   0.        ]",[-3.55073118  0.49433601],"[[ -1.7709852   -0.68891229   0.04234535  -0.18809018]
 [-26.09795484 -17.67590444   0.           0.        ]]",-4.52247,-0.149097066539,[-3.66736677  1.114329  ]
8,[-0.66606539 -0.49015862],"[-1.05318375  0.43525038 -0.97099035 -0.89406503  0.36044061 -1.63135735
  1.08353729 -1.36155066 -1.39653248  0.92924021  0.        ]",[-3.72740746  3.35113883],"[[ -2.32750962  -0.99915704   0.04234535  -0.18809018]
 [-29.54305132 -13.36275818   0.           0.        ]]",-4.24007,-0.257694761408,[-3.32511869  2.65962693]
9,[-0.66606539 -0.49015862],"[-1.46451462  0.16114621 -0.18934896 -1.0846206   0.36044058 -1.63135686
  0.99356604 -1.00242021 -1.26270374  1.73176197  0.        ]",[-4.18937254  8.90969086],"[[ -2.95225107  -1.22398459   0.04234535  -0.18809018]
 [-32.91973769  -9.13391044   0.           0.        ]]",-2.16925,-0.329116794563,[-4.40908933  8.23480783]
10,[-0.66606539 -0.49015862],"[-1.31752651 -0.02369435  0.78191596 -1.15829839  0.36044055 -1.63135637
  0.90539893 -0.65031063 -0.67106389  2.21746642  0.        ]",[ -5.043262    12.83536911],"[[ -3.64384766  -1.3650646    0.04234535  -0.18809018]
 [-36.22871459  -4.98773424   0.           0.        ]]",-0.329163,-0.355174416718,[ -4.70452654  12.20897185]
11,[-0.66606539 -0.49015862],"[-0.52424049 -0.10281073  1.46435541 -1.17810756  0.36044051 -1.63135588
  0.81900871 -0.30508354  0.06788562  2.15804366  0.        ]",[ -5.35079098  14.34454918],"[[ -4.40095504  -1.42403424   0.04234535  -0.18809018]
 [-39.47100383  -0.92260051   0.           0.        ]]",-0.347308,-0.332926087956,[ -5.27387365  13.83351974]
12,[-0.66606539 -0.49015862],"[ 0.58131589 -0.07382178  1.34964625 -1.17163347  0.36044048 -1.63135538
  0.73436435  0.0334002   0.57304554  1.57335608  0.        ]",[ -4.76254368  12.16110611],"[[ -5.22225098e+00  -1.40249797e+00   4.23453458e-02  -1.88090180e-01]
 [ -4.26477704e+01   3.06312854e+00   0.00000000e+00   0.00000000e+00]]",-1.22544,-0.262712180363,[ -4.53529312  12.88921779]
13,[-0.66606539 -0.49015862],"[ 1.27202879  0.05980127  0.33868599 -1.12991325  0.36044045 -1.63135489
  0.65143327  0.36527412  0.53352088  0.74639786  0.        ]",[-3.6472578  3.4643271],"[[ -6.10643717e+00  -1.30202793e+00   4.23453458e-02  -1.88090180e-01]
 [ -4.57602367e+01   6.97102551e+00   0.00000000e+00   0.00000000e+00]]",-3.99492,-0.148442688751,[-3.74981326  3.59887535]
14,[-0.66606539 -0.49015862],"[ 0.90208251  0.28657497 -0.92509802 -1.01074496  0.36044041 -1.6313544
  0.57018034  0.69065233 -0.11762094  0.16929496  0.        ]",[-3.36464596 -2.19921064],"[[ -7.05224052e+00  -1.12416677e+00   4.23453458e-02  -1.88090180e-01]
 [ -4.88097214e+01   1.08024341e+01   0.00000000e+00   0.00000000e+00]]",-4.64591,-0.0151850927859,[-3.56948273 -2.49238973]
15,[-0.66606539 -0.49015862],"[-0.38032127  0.49080665 -1.33663146 -0.84105459  0.36044038 -1.63135391
  0.49059385  0.33709478 -1.06223268  0.36618264  0.        ]",[-3.47397947 -2.49980116],"[[ -8.05840200e+00  -9.49889459e-01   4.23453458e-02  -1.88090180e-01]
 [ -5.17966633e+01   6.63920836e+00   0.00000000e+00   0.00000000e+00]]",-4.91227,-0.169507427527,[-3.61465354 -3.0803428 ]
