timestep,logstd_action_dist,obs,avg_action_dist,human_obs,rewards,original_rewards,actions
0,[-0.54381102 -0.09289207],"[ 1.27808479  0.93498293 -0.01836083  0.52059422 -1.28252809 -1.1964004
  1.75236288 -0.22391063  2.01662795  0.83950986  0.        ]",[-3.08876896  1.93375623],"[[-0.07413653  0.00503526 -0.14787175 -0.13823681]
 [-0.00327283 -0.00038836  0.          0.        ]]",-1.59528,-0.377987839913,[-3.46602893  2.56785285]
1,[-0.54381102 -0.09289207],"[ 1.27290265  0.93367791 -0.07603898  0.59705683 -1.28252747 -1.19639987
  1.64790209  0.16129296  2.01442249  0.81506666  0.        ]",[-3.0272007   0.43693796],"[[-0.11390728  0.04477085 -0.14787175 -0.13823681]
 [-3.96062177  3.96074065  0.          0.        ]]",-1.74901,-0.376360698325,[-4.60730772  0.60306141]
2,[-0.54381102 -0.09289207],"[ 1.24470323  0.92074323 -0.24545811  0.79318773 -1.28252684 -1.19639933
  1.54552397  0.38602279  2.00164715  0.732673    0.        ]",[-2.9922843  -0.94074845],"[[-0.23203337  0.14717225 -0.14787175 -0.13823681]
 [-7.83907771  6.27168464  0.          0.        ]]",-2.54544,-0.370269534187,[-1.79129213 -0.12150135]
3,[-0.54381102 -0.09289207],"[ 1.15731551  0.88842953 -0.51370967  1.01795289 -1.28252622 -1.1963988
  1.44519838  0.32729638  1.95849616  0.56819005  0.        ]",[-2.96349716 -1.51320529],"[[ -0.42694831   0.26654714  -0.14787175  -0.13823681]
 [-11.63978228   5.66778965   0.           0.        ]]",-2.07776,-0.356409407373,[-3.75731276 -2.46639295]
4,[-0.54381102 -0.09289207],"[ 0.95811622  0.85992001 -0.84572827  1.15116306 -1.2825256  -1.19639827
  1.34688981 -0.06855664  1.8409732   0.29811722  0.        ]",[-2.90983772 -1.89217472],"[[ -0.69711087   0.33906129  -0.14787175  -0.13823681]
 [-15.3640795    1.59715254   0.           0.        ]]",-2.03537,-0.32948517939,[-2.47564207 -1.81871411]
5,[-0.54381102 -0.09289207],"[ 0.5953951   0.86342833 -1.16755562  1.1364509  -1.28252498 -1.19639773
  1.25052788 -0.45659411  1.57105236 -0.04278057  0.        ]",[-2.8465414  -2.35671234],"[[ -1.04101987   0.330969    -0.14787175  -0.13823681]
 [-19.01463466  -2.3931158    0.           0.        ]]",-1.72503,-0.282517287891,[-3.96306505 -2.37659955]
6,[-0.54381102 -0.09289207],"[ 0.05136654  0.89598033 -1.35786543  0.97569851 -1.28252436 -1.1963972
  1.1560781  -0.83696133  1.07462408 -0.31677999  0.        ]",[-2.77539682 -2.58523464],"[[ -1.45721329   0.24386244  -0.14787175  -0.13823681]
 [-22.59275358  -6.30451044   0.           0.        ]]",-1.68424,-0.207849436128,[-2.52813185 -1.90096403]
7,[-0.54381102 -0.09289207],"[-0.61226113  0.93085278 -1.26683521  0.66340332 -1.28252374 -1.19639667
  1.06349951 -1.20978656  0.37715746 -0.29198925  0.        ]",[-2.70460439 -2.28321433],"[[ -1.94425735   0.07930556  -0.14787175  -0.13823681]
 [-26.09998783 -10.1383521    0.           0.        ]]",-1.46526,-0.0996889215706,[-2.40465918 -1.11881333]
8,[-0.54381102 -0.09289207],"[-1.21839817  0.91790856 -0.78142794  0.20200121 -1.28252312 -1.19639613
  0.97273944 -1.575178   -0.26822485  0.24992944  0.        ]",[-2.7194562  0.2925972],"[[ -2.5007534   -0.1611621   -0.14787175  -0.13823681]
 [-29.53833183 -13.89575557   0.           0.        ]]",-1.32527,-0.0407254384462,[-1.5128668  -0.08819986]
9,[-0.54381102 -0.09289207],"[-1.49356647  0.80950449  0.06589812 -0.30868739 -1.28252249 -1.1963956
  0.88370318 -1.58213828 -0.40113442  1.20100477  0.        ]",[-2.99777651  5.35201597],"[[ -3.12536028  -0.43979764  -0.14787175  -0.13823681]
 [-32.91137312 -13.96734002   0.           0.        ]]",0.594495,-0.189220961993,[-2.59934537  5.24466011]
