timestep,logstd_action_dist,obs,avg_action_dist,human_obs,rewards,original_rewards,actions
0,[-0.51062804 -0.00375635],"[ 1.25636974  0.92805057  0.11602036  0.41214579 -0.13072514 -1.70300903
  1.55137229 -0.20462724  1.21853856  1.33374743  0.        ]",[-2.12380123  0.40906379],"[[ 0.01060565  0.03251533 -0.01476378 -0.1961402 ]
 [ 0.00028706  0.00483029  0.          0.        ]]",-1.67086,-0.302077939862,[-2.31019683 -0.22610784]
1,[-0.51062804 -0.00375635],"[ 1.25586223  0.92837713  0.05771599  0.39589467 -0.13072509 -1.70300632
  1.44563866 -0.30505419  1.21891489  1.2761629   0.        ]",[-2.11957264  0.49012294],"[[-0.02907568  0.02364364 -0.01476378 -0.1961402 ]
 [-3.95525073 -0.88902593  0.          0.        ]]",-1.44531,-0.295988168665,[-2.77803597  0.03562571]
2,[-0.51062804 -0.00375635],"[ 1.24152878  0.928707   -0.11492586  0.36626046 -0.13072503 -1.7030036
  1.34198579 -0.28705902  1.2064995   1.11238698  0.        ]",[-2.10834622  0.27602193],"[[ -1.47086880e-01   7.47016743e-03  -1.47637813e-02  -1.96140198e-01]
 [ -7.83295784e+00  -7.28860195e-01   0.00000000e+00   0.00000000e+00]]",-0.509344,-0.277799868857,[-2.10250801  2.83577795]
3,[-0.51062804 -0.00375635],"[ 1.1764886   0.92803708 -0.39224247  0.41263072 -0.13072498 -1.70300089
  1.24034377  0.15959748  1.15431753  0.88318676  0.        ]",[-2.09546089 -0.73524272],"[[ -0.34189758   0.03278039  -0.01476378  -0.1961402 ]
 [-11.63544734   3.24662541   0.           0.        ]]",-1.18665,-0.249748261546,[-2.28307708 -0.8364873 ]
4,[-0.51062804 -0.00375635],"[ 1.00574006  0.92606484 -0.74375456  0.46949756 -0.13072493 -1.70299818
  1.14078827 -0.2195954   1.01720006  0.58748366  0.        ]",[-2.04982233 -0.73676968],"[[ -6.11974894e-01   6.38503294e-02  -1.47637813e-02  -1.96140198e-01]
 [ -1.53598867e+01  -1.28396346e-01   0.00000000e+00   0.00000000e+00]]",-1.12525,-0.207155887612,[-2.78328574 -0.99697759]
5,[-0.51062804 -0.00375635],"[ 0.67205061  0.92843181 -1.09979302  0.39235818 -0.13072487 -1.70299546
  1.04320859 -0.66268348  0.70688692  0.24484691  0.        ]",[-2.015764   -0.53964782],"[[ -9.55799455e-01   2.17137195e-02  -1.47637813e-02  -1.96140198e-01]
 [ -1.90104159e+01  -4.07212082e+00   0.00000000e+00   0.00000000e+00]]",-1.01476,-0.140298231147,[-2.79767657  0.11794807]
6,[-0.51062804 -0.00375635],"[ 0.14795434  0.92681    -1.34007343  0.25326106 -0.13072482 -1.70299275
  0.94751192 -0.60099357  0.19114743  0.01732194  0.        ]",[-1.99863505 -0.79843259],"[[ -1.37192778e+00  -5.42199076e-02  -1.47637813e-02  -1.96140198e-01]
 [ -2.25905056e+01  -3.52305073e+00   0.00000000e+00   0.00000000e+00]]",-0.884963,-0.0515105882445,[-2.6118791  -1.44910697]
7,[-0.51062804 -0.00375635],"[-0.517499    0.91117598 -1.30845597  0.05393975 -0.13072476 -1.70299004
  0.85375029 -1.03784434 -0.46942459  0.09183753  0.        ]",[-2.00281262  0.09866589],"[[ -1.85893116e+00  -1.63693166e-01  -1.47637813e-02  -1.96140198e-01]
 [ -2.60982079e+01  -7.41126238e+00   0.00000000e+00   0.00000000e+00]]",-0.671153,-0.061689074011,[-1.94061723 -0.69459078]
8,[-0.51062804 -0.00375635],"[-1.15783797  0.85438906 -0.87532882 -0.25512567 -0.13072471 -1.70298732
  0.76181614 -1.33012012 -1.05979774  0.62909851  0.        ]",[-2.05660462  1.44558144],"[[ -2.41540190e+00  -3.38020544e-01  -1.47637813e-02  -1.96140198e-01]
 [ -2.95375462e+01  -1.00126855e+01   0.00000000e+00   0.00000000e+00]]",-0.0817009,-0.184249042299,[-1.47290111  1.46108703]
9,[-0.51062804 -0.00375635],"[-1.49922849  0.77007264 -0.04857834 -0.52039239 -0.13072465 -1.70298461
  0.671621   -0.86264047 -1.20381974  1.4970185   0.        ]",[-2.17923069  1.91839516],"[[ -3.04000822e+00  -4.96528990e-01  -1.47637813e-02  -1.96140198e-01]
 [ -3.29118289e+01  -5.85187243e+00   0.00000000e+00   0.00000000e+00]]",0.663099,-0.294653372677,[-2.67593499  1.88922417]
10,[-0.51062804 -0.00375635],"[-1.27293732  0.71913527  0.91779719 -0.64037597 -0.1307246  -1.7029819
  0.58321983 -0.4043195  -0.76619633  2.26698294  0.        ]",[-2.30881166  2.25575066],"[[ -3.73142758e+00  -5.72638831e-01  -1.47637813e-02  -1.96140198e-01]
 [ -3.62189997e+01  -1.77257318e+00   0.00000000e+00   0.00000000e+00]]",1.05657,-0.370078541106,[-3.01670246  2.16395389]
