timestep,logstd_action_dist,obs,avg_action_dist,human_obs,rewards,original_rewards,actions
0,[-0.652834 -0.492392],"[ 1.2932589   1.051936    0.11086832  0.87644176 -1.14962038  1.15325919
  1.86834563 -0.22694934  1.9568864  -0.67102484  0.        ]",[-3.77943301 -3.52635098],"[[ 0.01869337  0.08543681 -0.13229964  0.13344656]
 [-0.00386585 -0.00444813  0.          0.        ]]",-2.39404,-0.362193406412,[-3.63063952 -4.05958349]
1,[-0.652834 -0.492392],"[ 1.2931932   1.05548553  0.05320876  0.80034092 -1.14962016  1.15325897
  1.76301098 -0.56396055  1.96022117 -0.75046855  0.        ]",[-3.73135209 -3.03958941],"[[-0.02105829  0.04563629 -0.13229964  0.13344656]
 [-3.95813632 -3.96241744  0.          0.        ]]",-2.42712,-0.367121939757,[-3.41752351 -3.5626669 ]
2,[-0.652834 -0.492392],"[ 1.28005929  1.05332182 -0.11738926  0.574037   -1.14961993  1.15325874
  1.65975885 -0.89430164  1.94010517 -0.98549832  0.        ]",[-3.68788123 -2.58393049],"[[-0.13911088 -0.07253767 -0.13229964  0.13344656]
 [-7.83423225 -7.84205117  0.          0.        ]]",-2.43134,-0.379316717038,[-3.62401533 -2.56691021]
3,[-0.652834 -0.492392],"[ 1.21664337  1.00845295 -0.39167377  0.20633952 -1.14961971  1.15325851
  1.55854174 -1.21810009  1.81211992 -1.3485875   0.        ]",[-3.60575771 -2.22949696],"[[ -0.33391822  -0.26753353  -0.13229964   0.13344656]
 [-11.63393658 -11.64484756   0.           0.        ]]",-2.28123,-0.39113201258,[-4.08601783 -1.5402657 ]
4,[-0.652834 -0.492392],"[ 1.04732821  0.86462705 -0.74006209 -0.26874595 -1.14961948  1.15325829
  1.45930233 -1.53547408  1.47065563 -1.7352275   0.        ]",[-3.50773668 -1.38352036],"[[ -0.6039733   -0.53782861  -0.13229964   0.13344656]
 [-15.35939991 -15.37219518   0.           0.        ]]",-2.04917,-0.389931581814,[-3.44692429 -1.80382335]
5,[-0.652834 -0.492392],"[ 0.71389128  0.56069654 -1.09433386 -0.76639379 -1.14961926  1.15325806
  1.36197309 -1.84653283  0.885378   -1.92742913  0.        ]",[-3.4740839   0.51744682],"[[ -0.94781615  -0.88192691  -0.13229964   0.13344656]
 [-19.01315769 -19.02537797   0.           0.        ]]",-1.95648,-0.359774295693,[-3.03975224  0.15047916]
6,[-0.652834 -0.492392],"[ 0.18766328  0.12097725 -1.33594422 -1.10721086 -1.14961903  1.15325783
  1.26647286 -1.76350193  0.25848219 -1.71128682  0.        ]",[-3.48163795  2.01321793],"[[ -1.36404716  -1.25265168  -0.13229964   0.13344656]
 [-22.59825572 -18.0502431    0.           0.        ]]",-2.13768,-0.292182427445,[-3.68016435  2.24098322]
7,[-0.652834 -0.492392],"[-0.48317523 -0.30438724 -1.31014797 -1.203375   -1.14961881  1.15325761
  1.17282842 -1.39564728 -0.09271301 -1.16517487  0.        ]",[-3.49749947  2.72886276],"[[ -1.85128474  -1.57031155  -0.13229964   0.13344656]
 [-26.11368896 -13.73004131   0.           0.        ]]",-2.76774,-0.199142199158,[-3.63462166  2.40779955]
8,[-0.652834 -0.492392],"[-1.13164983 -0.61769391 -0.88734305 -1.15220038 -1.14961858  1.15325738
  1.08106034 -1.03502691 -0.05565506 -0.56976013  0.        ]",[-3.58499169  3.83609819],"[[ -2.40812502  -1.80241972  -0.13229964   0.13344656]
 [-29.5586841   -9.49479909   0.           0.        ]]",-4.4658,-0.104080843949,[-3.39520198  4.05801652]
9,[-0.652834 -0.492392],"[-1.48128737 -0.81004883 -0.07321434 -1.06677294 -1.14961836  1.15325716
  0.99113816 -0.68149938  0.28683753 -0.1590328   0.        ]",[-3.87375259  6.88101244],"[[ -3.0331701   -1.95065886  -0.13229964   0.13344656]
 [-32.93438496  -5.34285632   0.           0.        ]]",-3.34302,-0.0731980007071,[-3.46677076  6.6738915 ]
