timestep,logstd_action_dist,obs,avg_action_dist,human_obs,rewards,original_rewards,actions
0,[-0.62170303 -0.44889155],"[ 1.29086345  1.03792521  0.01218061  0.57346599  0.53537239  1.22829236
  1.85841218 -0.22616607  0.78880336 -0.91437813  0.        ]",[-3.25596309 -5.99499512],"[[-0.04966704 -0.06228161  0.06261393  0.14193261]
 [-0.00084424 -0.00243129  0.          0.        ]]",-2.86154,-0.216388881249,[-3.02184751 -5.23992429]
1,[-0.62170303 -0.44889155],"[ 1.28702806  1.03349654 -0.04527257  0.49750381  0.53537233  1.22829207
  1.75319075 -0.56716515  0.77928431 -0.99301033  0.        ]",[-3.18841314 -5.878057  ],"[[-0.0893589  -0.10204216  0.06261393  0.14193261]
 [-3.95518522 -3.96043734  0.          0.        ]]",-2.55533,-0.224780705549,[-2.40749562 -6.95938888]
2,[-0.62170303 -0.44889155],"[ 1.26277796  1.00779153 -0.21451361  0.27409268  0.53537227  1.22829179
  1.65004725 -0.90141432  0.72178762 -1.21999324  0.        ]",[-3.11047077 -5.63881302],"[[-0.20735382 -0.22017682  0.06261393  0.14193261]
 [-7.83143848 -7.84009723  0.          0.        ]]",-2.6865,-0.248261366797,[-2.60729205 -5.06783022]
3,[-0.62170303 -0.44889155],"[ 1.18161443  0.92527744 -0.48367162 -0.08039535  0.5353722   1.22829151
  1.54893225 -1.2290419   0.53877399 -1.55197518  0.        ]",[-3.05341291 -5.16231108],"[[ -0.40210816  -0.4151337    0.06261393   0.14193261]
 [-11.63146186 -11.64290129   0.           0.        ]]",-2.70503,-0.281472401449,[-1.83098873 -4.90605445]
4,[-0.62170303 -0.44889155],"[ 0.99000122  0.73405909 -0.81928601 -0.52067747  0.53537214  1.22829122
  1.44978744 -1.55016739  0.14635754 -1.86684167  0.        ]",[-3.06039286 -4.17497349],"[[ -0.67211863  -0.68538977   0.06261393   0.14193261]
 [-15.35744581 -15.37023756   0.           0.        ]]",-1.94513,-0.314123684262,[-3.82974548 -3.31437181]
5,[-0.62170303 -0.44889155],"[ 0.63431175  0.3827014  -1.14915278 -0.95018116  0.53537208  1.22829094
  1.35254645 -1.86490283 -0.44517361 -1.94846895  0.        ]",[-3.22963166 -2.64158082],"[[ -1.01592903  -1.02944877   0.06261393   0.14193261]
 [-19.0118842  -19.02340776   0.           0.        ]]",-1.44895,-0.330304559741,[-3.48175618 -3.30578006]
6,[-0.62170303 -0.44889155],"[ 0.09368142 -0.14750926 -1.35292954 -1.20934772  0.53537201  1.22829066
  1.25714485 -2.17336171 -1.0109156  -1.60415394  0.        ]",[-3.57871151 -1.24621046],"[[ -1.43213336  -1.44584038   0.06261393   0.14193261]
 [-22.59719791 -22.60373056   0.           0.        ]]",-1.41772,-0.311009672566,[-3.81082947 -1.23092826]
7,[-0.62170303 -0.44889155],"[-0.573772   -0.7977265  -1.27959212 -1.09982769  0.53537195  1.22829037
  1.16354281 -2.4756779  -1.16092565 -0.94534636  0.        ]",[-3.96981239 -0.80307698],"[[ -1.91936657  -1.93312259   0.06261393   0.14193261]
 [-26.11488377 -26.11276145   0.           0.        ]]",-2.11534,-0.243698355183,[-3.7238372  -0.68953788]
8,[-0.62170303 -0.44889155],"[-1.19307959 -1.38548232 -0.81154299 -0.48871256  0.53537189  1.22829009
  1.07175912 -2.66611897 -0.77217797 -0.52511808  0.        ]",[-4.23279381 -1.74814153],"[[ -2.47627403  -2.47755514   0.06261393   0.14193261]
 [-29.56423521 -28.32325268   0.           0.        ]]",-2.97023,-0.150341993155,[-4.12844938 -1.28248124]
9,[-0.62170303 -0.44889155],"[-1.48867077 -1.67114188  0.02600562  0.57115832  0.53537182  1.2282898
  0.98187676 -2.45236252 -0.40298389 -0.76061979  0.        ]",[-4.26891994 -3.56625462],"[[ -3.10146187  -3.07810451   0.06261393   0.14193261]
 [-32.94213328 -25.84217759   0.           0.        ]]",-3.12349,-0.144671821721,[-3.24802664 -3.1631839 ]
10,[-0.62170303 -0.44889155],"[-1.20452231 -1.66621978  0.96456479  0.8961255   0.53537176  1.22828952
  0.89390983 -0.11236752 -0.46283366 -0.90605728  0.        ]",[-3.77783012 -3.0419488 ],"[[ -3.79347076  -3.24785834   0.06261393   0.14193261]
 [-36.24804787   1.31840125   0.           0.        ]]",-4.14396,-0.170017879342,[-3.74891374 -2.55330885]
11,[-0.62170303 -0.44889155],"[-0.32221539 -1.673183    1.51643541  0.75400332  0.5353717   1.22828924
  0.80765275  0.15918032 -0.47253979 -0.87168492  0.        ]",[-3.93608665 -1.60386515],"[[ -4.55095559  -3.17352936   0.06261393   0.14193261]
 [-39.48970492   4.47028673   0.           0.        ]]",-4.23449,-0.165549961981,[-3.78524823 -1.03540974]
12,[-0.62170303 -0.44889155],"[ 0.75461943 -1.67245234  1.23034821  0.60504907  0.53537163  1.22828895
  0.72310023  0.04225828 -0.47226783 -0.87452123  0.        ]",[-3.89791822 -2.23436975],"[[ -5.37263164  -3.09580962   0.06261393   0.14193261]
 [-42.66730278   3.11316001   0.           0.        ]]",-2.69237,-0.165950261624,[-3.60166923 -3.37229949]
13,[-0.62170303 -0.44889155],"[ 1.29210974 -1.66801561  0.12188422  0.51485842  0.53537157  1.22828867
  0.64022294 -0.08060935 -0.51485815 -0.8719741   0.        ]",[-3.67943048 -4.10610247],"[[ -6.25722796  -3.04864612   0.06261393   0.14193261]
 [-45.78194344   1.68702232   0.           0.        ]]",-1.53632,-0.168492968626,[-2.78416639 -3.95329628]
14,[-0.62170303 -0.44889155],"[ 0.74385497 -1.66457057 -1.07053416  0.46871363  0.53537151  1.22828839
  0.55898688 -0.1552495  -0.55415484 -0.80935965  0.        ]",[-3.51149035 -5.57241201],"[[ -7.20349819  -3.02444183   0.06261393   0.14193261]
 [-48.83490525   0.82066607   0.           0.        ]]",-1.5153,-0.162555464827,[-1.79120169 -5.60427729]
15,[-0.62170303 -0.44889155],"[-0.58378542 -1.66266771 -1.27575104  0.44695494  0.53537144  1.2282881
  0.47935902 -0.19357229 -0.51964346 -0.72268197  0.        ]",[-3.47784495 -5.81985903],"[[ -8.21022126  -3.01300569   0.06261393   0.14193261]
 [-51.82742874   0.37584913   0.           0.        ]]",-2.17701,-0.147617525122,[-3.44743054 -7.4239987 ]
16,[-0.62170303 -0.44889155],"[-1.47446356 -1.66175418 -0.13058282  0.43717927  0.53537138  1.22828782
  0.40130743 -0.21168369 -0.41936105 -0.7076815   0.        ]",[-3.59215975 -4.29988718],"[[ -9.27620043  -3.00786229   0.06261393   0.14193261]
 [-54.76071409   0.16562808   0.           0.        ]]",-4.67927,-0.137911319223,[-3.51982878 -4.43877045]
17,[-0.62170303 -0.44889155],"[-0.87873603 -1.66134511  1.28567872  0.43292627  0.53537131  1.22828754
  0.32480092 -0.21983042 -0.35586528 -0.80085859  0.        ]",[-4.13183594  0.21943289],"[[-10.40026272  -3.00562352   0.06261393   0.14193261]
 [-57.6359333    0.0710678    0.           0.        ]]",-4.0882,-0.14808477347,[-3.80482184  0.04843215]
18,[-0.62170303 -0.44889155],"[ 0.67039836 -1.6607206   1.29345683  0.42656387  0.53537125  1.22828725
  0.24980944 -0.20326197 -0.41312275 -0.90585372  0.        ]",[-4.0254817 -1.3579545],"[[-11.58125815  -3.00227306   0.06261393   0.14193261]
 [-60.454216     0.2633793    0.           0.        ]]",-2.987,-0.167072320828,[-3.57198239 -2.41493612]
19,[-0.62170303 -0.44889155],"[ 1.24874661 -1.6604547  -0.27715496  0.42390472  0.53537119  1.22828697
  0.17630178 -0.22954264 -0.53406579 -0.88608975  0.        ]",[-3.66558361 -4.43609571],"[[ -1.28180597e+01  -3.00087230e+00   6.26139302e-02   1.41932607e-01]
 [ -6.32167344e+01  -4.16632979e-02   0.00000000e+00   0.00000000e+00]]",-0.955195,-0.171921313645,[-4.38815917 -4.69076319]
20,[-0.62170303 -0.44889155],"[-0.06020883 -1.66066994 -1.36630455  0.42606557  0.53537112  1.22828668
  0.10424939 -0.23088973 -0.55240781 -0.75352155  0.        ]",[-3.57073545 -4.93396807],"[[ -1.41095629e+01  -3.00201064e+00   6.26139302e-02   1.41932607e-01]
 [ -6.59245619e+01  -5.72993396e-02   0.00000000e+00   0.00000000e+00]]",-2.08506,-0.154636604858,[-2.75101201 -5.22899057]
