timestep,logstd_action_dist,obs,avg_action_dist,human_obs,rewards,original_rewards,actions
0,[-0.56602162 -0.12165375],"[ 1.28456059  0.95109965  0.10601077  0.45663061 -0.385383    1.17792317
  1.77864319 -0.22449457  1.41121596 -0.77870774  0.        ]",[-2.73394036 -2.93715668],"[[ 0.01227028 -0.04682284 -0.04405219  0.13617305]
 [ 0.00364796  0.00475406  0.          0.        ]]",-1.65757,-0.289405957675,[-1.99072885 -2.96772303]
1,[-0.56602162 -0.12165375],"[ 1.28414589  0.94760872  0.04838175  0.38053375 -0.38538293  1.17792272
  1.67412345 -0.59804354  1.40722488 -0.85694698  0.        ]",[-2.72424936 -2.74118781],"[[-0.0273326  -0.08644111 -0.04405219  0.13617305]
 [-3.95077804 -3.95339368  0.          0.        ]]",-1.37647,-0.295095835855,[-3.35858011 -2.44193725]
2,[-0.56602162 -0.12165375],"[ 1.27004292  0.92499129 -0.12247276  0.15590411 -0.38538286  1.17792227
  1.57166811 -0.96419831  1.36607075 -1.08553448  0.        ]",[-2.71738243 -2.58703494],"[[-0.14524014 -0.20443629 -0.04405219  0.13617305]
 [-7.82710523 -7.83319351  0.          0.        ]]",-1.38919,-0.310084164569,[-2.07514435 -3.13588721]
3,[-0.56602162 -0.12165375],"[ 1.20521074  0.84846741 -0.39704691 -0.20163099 -0.38538279  1.17792182
  1.47122824 -1.32309949  1.20810051 -1.42767323  0.        ]",[-2.71891403 -2.20339823],"[[ -0.3399084   -0.3992565   -0.04405219   0.13617305]
 [-11.62718341 -11.63613672   0.           0.        ]]",-1.01015,-0.327998880383,[-3.55384254 -2.55239061]
4,[-0.56602162 -0.12165375],"[ 1.034345    0.66697792 -0.74534649 -0.64781378 -0.38538272  1.17792137
  1.37274603 -1.67487786  0.84166095 -1.76920181  0.        ]",[-2.71264005 -1.44894826],"[[ -0.60983364  -0.66937866  -0.04405219   0.13617305]
 [-15.35319885 -15.36361139   0.           0.        ]]",-1.02846,-0.337840455066,[-2.46324855 -1.2651748 ]
5,[-0.56602162 -0.12165375],"[ 0.69973066  0.32932329 -1.09862196 -1.08691479 -0.38538265  1.17792092
  1.27615543 -2.01965586  0.2612981  -1.89547669  0.        ]",[-2.7474184   0.01868525],"[[ -0.95355926  -1.0133065   -0.04405219   0.13617305]
 [-19.00765047 -19.01691726   0.           0.        ]]",-0.611676,-0.324703422304,[-2.85999676 -0.10923373]
6,[-0.56602162 -0.12165375],"[ 0.17338739 -0.13829843 -1.33782233 -1.3484616  -0.38538258  1.17792048
  1.181386   -2.02469198 -0.31645095 -1.62022393  0.        ]",[-2.8144567   1.07699656],"[[ -1.36968418  -1.39418137  -0.04405219   0.13617305]
 [-22.59320204 -19.0702978    0.           0.        ]]",-0.764079,-0.277372958755,[-3.94867825  2.43879351]
7,[-0.56602162 -0.12165375],"[-0.49582372 -0.58327069 -1.30802623 -1.35343603 -0.38538251  1.17792003
  1.08845413 -1.61507637 -0.58326044 -1.0620625   0.        ]",[-2.83816552  1.49444807],"[[ -1.85682706  -1.7320404   -0.04405219   0.13617305]
 [-26.1092334  -14.72999145   0.           0.        ]]",-1.10264,-0.202480702408,[-3.27963952  1.19395268]
8,[-0.56602162 -0.12165375],"[-1.14066019 -0.90213983 -0.88018576 -1.21642352 -0.38538244  1.17791958
  0.99738939 -1.2135319  -0.47281718 -0.52729039  0.        ]",[-2.87159491  2.21963191],"[[ -2.41358245  -1.98395114  -0.04405219   0.13617305]
 [-29.55462458 -10.47520177   0.           0.        ]]",-2.60445,-0.11751007231,[-2.77565615  2.45253378]
9,[-0.56602162 -0.12165375],"[-1.48532332 -1.09694041 -0.06153849 -1.06271732 -0.38538237  1.17791913
  0.90815872 -0.81990489 -0.11910562 -0.22193896  0.        ]",[-2.92497587  3.25286841],"[[ -3.03854941  -2.15160777  -0.04405219   0.13617305]
 [-32.93062659  -6.30430288   0.           0.        ]]",-2.96104,-0.0490176158164,[-2.84923041  2.52225419]
10,[-0.56602162 -0.12165375],"[-1.25887554 -1.18831101  0.89633568 -0.96715079 -0.3853823   1.17791868
  0.82072342 -0.43403254  0.29641571 -0.20747092  0.        ]",[-3.04107618  4.35819674],"[[ -3.73035469  -2.23667107  -0.04405219   0.13617305]
 [-36.23870287  -2.21557182   0.           0.        ]]",-1.09215,-0.0802412196312,[-2.37292527  5.33188837]
11,[-0.56602162 -0.12165375],"[-0.41347562 -1.19256516  1.5068683  -0.96226784 -0.38538223  1.17791823
  0.73504597 -0.05573924  0.62519477 -0.45266922  0.        ]",[-3.05691147  4.35207319],"[[ -4.48765419  -2.24076605  -0.04405219   0.13617305]
 [-39.48027309   1.7928514    0.           0.        ]]",-0.540832,-0.148518780765,[-3.25307836  4.74195084]
12,[-0.56602162 -0.12165375],"[ 0.67635497 -1.11221541  1.2919445  -1.04790917 -0.38538216  1.17791779
  0.6510935   0.31516255  0.74309986 -0.88321411  0.        ]",[-2.85241103  2.21785617],"[[ -5.30913057  -2.16547917  -0.04405219   0.13617305]
 [-42.65658014   5.72295363   0.           0.        ]]",-1.11345,-0.209995527171,[-2.57046721  3.40777835]
13,[-0.56602162 -0.12165375],"[ 1.27908157 -0.93634644  0.21851529 -1.19375761 -0.38538209  1.17791734
  0.56883834  0.67886512  0.53470921 -1.346363    0.        ]",[-2.58371449 -1.58780026],"[[ -6.19348932e+00  -2.01235644e+00  -4.40521883e-02   1.36173050e-01]
 [ -4.57686706e+01   9.57677298e+00   0.00000000e+00   0.00000000e+00]]",-0.65449,-0.253572777158,[-2.20448909 -1.83908013]
14,[-0.56602162 -0.12165375],"[ 0.80592936 -0.75120815 -1.01119239 -1.29715576 -0.38538202  1.17791689
  0.48824096  0.28817095 -0.03566034 -1.50968884  0.        ]",[-2.47494245 -3.02616978],"[[ -7.13945685e+00  -1.86236014e+00  -4.40521883e-02   1.36173050e-01]
 [ -4.88180404e+01   5.43695140e+00   0.00000000e+00   0.00000000e+00]]",-0.672996,-0.257033944806,[-1.47628139 -2.52816523]
15,[-0.56602162 -0.12165375],"[-0.50354777 -0.66415451 -1.30562002 -1.33051148 -0.38538194  1.17791644
  0.40921123 -0.09463556 -0.56606607 -1.0199831   0.        ]",[-2.44504094 -2.49097824],"[[ -8.14581557e+00  -1.79432123e+00  -4.40521883e-02   1.36173050e-01]
 [ -5.18080988e+01   1.38070776e+00   0.00000000e+00   0.00000000e+00]]",-1.51284,-0.195087060035,[-3.10628813 -1.9290375 ]
16,[-0.56602162 -0.12165375],"[-1.46119455 -0.67996046 -0.22002835 -1.32513534 -0.38538187  1.17791599
  0.33170283 -0.46973328 -0.3933313  -0.21327406  0.        ]",[-2.69828987  1.46835291],"[[ -9.21139711e+00  -1.80658729e+00  -4.40521883e-02   1.36173050e-01]
 [ -5.47405987e+01  -2.59385308e+00   0.00000000e+00   0.00000000e+00]]",-2.28708,-0.0697708610881,[-2.94735801  3.9304461 ]
17,[-0.56602162 -0.12165375],"[ -9.55994471e-01  -6.94736694e-01   1.23738142e+00  -1.31983926e+00
  -3.85381804e-01   1.17791554e+00   2.55702717e-01  -8.99184191e-02
   4.02869343e-01  -7.39005568e-04   0.00000000e+00]",[-3.03672409  4.63301468],"[[ -1.03350624e+01  -1.81808700e+00  -4.40521883e-02   1.36173050e-01]
 [ -5.76160333e+01   1.43068929e+00   0.00000000e+00   0.00000000e+00]]",0.00546288,-0.0844527667756,[-2.63206233  4.71187459]
18,[-0.56602162 -0.12165375],"[ 0.58608033 -0.60653591  1.351048   -1.34761466 -0.38538173  1.1779151
  0.18125812  0.28251718  0.96160265 -0.66385179  0.        ]",[-2.85012126  2.24316192],"[[ -1.15156461e+01  -1.74988097e+00  -4.40521883e-02   1.36173050e-01]
 [ -6.04326155e+01   5.37704062e+00   0.00000000e+00   0.00000000e+00]]",-1.12013,-0.214724832831,[-2.66924779  1.66854376]
19,[-0.56602162 -0.12165375],"[ 1.26081175 -0.41409714 -0.1804184  -1.37737229 -0.38538166  1.17791465
  0.1083411   0.64774566  0.6102148  -1.54154995  0.        ]",[-2.53732324 -3.30695844],"[[ -1.27519818e+01  -1.60351438e+00  -4.40521883e-02   1.36173050e-01]
 [ -6.31914025e+01   9.24702537e+00   0.00000000e+00   0.00000000e+00]]",-0.779559,-0.287569499976,[-2.26912006 -4.17921219]
20,[-0.56602162 -0.12165375],"[ 0.02666806 -0.22442456 -1.36069565 -1.36658815 -0.38538159  1.1779142
  0.03690927  0.25853044 -0.41114446 -1.51752923  0.        ]",[-2.52642727 -3.55884671],"[[ -1.40429231e+01  -1.45995527e+00  -4.40521883e-02   1.36173050e-01]
 [ -6.58939982e+01   5.12287804e+00   0.00000000e+00   0.00000000e+00]]",-1.35683,-0.263768824445,[-1.85015904 -3.39890379]
21,[-0.56602162 -0.12165375],"[-1.4219459  -0.14333113 -0.37041768 -1.34974689 -0.38538152  1.17791375
 -0.03315798 -0.12284768 -0.69918843 -0.35822666  0.        ]",[-2.4889679  -1.10241771],"[[ -1.53873975e+01  -1.39804576e+00  -4.40521883e-02   1.36173050e-01]
 [ -6.85449652e+01   1.08177313e+00   0.00000000e+00   0.00000000e+00]]",-3.0877,-0.124943170202,[-1.49088951  0.397165  ]
22,[-0.56602162 -0.12165375],"[-0.76290981 -0.0947308   1.36921534 -1.33604236 -0.38538145  1.1779133
 -0.10188469  0.02555763  0.38496966  0.22286918  0.        ]",[-2.9593153   4.07309484],"[[ -1.67843876e+01  -1.36063514e+00  -4.40521883e-02   1.36173050e-01]
 [ -7.11452135e+01   2.65428423e+00   0.00000000e+00   0.00000000e+00]]",0.528675,-0.0836651398667,[-1.87244071  3.86538894]
23,[-0.56602162 -0.12165375],"[ 1.02885944  0.02364987  0.9298257  -1.29088955 -0.38538138  1.17791285
 -0.16922149  0.39641495  1.16953697 -0.81760908  0.        ]",[-2.65898561 -1.41855693],"[[ -1.82328572e+01  -1.26812402e+00  -4.40521883e-02   1.36173050e-01]
 [ -7.36928749e+01   6.58390949e+00   0.00000000e+00   0.00000000e+00]]",-1.49329,-0.257775604852,[-1.83965445 -1.23571654]
24,[-0.56602162 -0.12165375],"[ 0.77843707  0.1366596  -1.03553754 -1.23123025 -0.38538131  1.17791241
 -0.23517463  0.01263921  0.24040922 -1.84168177  0.        ]",[-2.62494564 -3.86288357],"[[ -1.97317473e+01  -1.17724777e+00  -4.40521883e-02   1.36173050e-01]
 [ -7.61881866e+01   2.51740129e+00   0.00000000e+00   0.00000000e+00]]",-1.21197,-0.315516930953,[-2.08390657 -3.0730687 ]
25,[-0.56602162 -0.12165375],"[-1.15615545  0.1492984  -0.86165332 -1.22348371 -0.38538124  1.17791196
 -0.29988361 -0.36343763 -0.86201218 -0.8670394   0.        ]",[-2.45290804 -2.91152143],"[[ -2.12800708e+01  -1.16688421e+00  -4.40521883e-02   1.36173050e-01]
 [ -7.86364257e+01  -1.46752905e+00   0.00000000e+00   0.00000000e+00]]",-2.1231,-0.201100736017,[-2.10824176 -2.73234619]
26,[-0.56602162 -0.12165375],"[-0.98263952  0.06475468  1.21513168 -1.27113639 -0.38538117  1.17791151
 -0.36338231 -0.73189893  0.13601052  0.29667057  0.        ]",[-3.06280231  4.70159388],"[[ -2.28768990e+01  -1.23541097e+00  -4.40521883e-02   1.36173050e-01]
 [ -8.10388747e+01  -5.37176541e+00   0.00000000e+00   0.00000000e+00]]",1.81243,-0.0519052032828,[-3.78919065  5.55776804]
27,[-0.56602162 -0.12165375],"[ 1.03308964 -0.01906503  0.92353732 -1.30915    -0.3853811   1.17791106
 -0.42567854 -0.34547969  1.1555974  -0.8410393   0.        ]",[-2.83782196  0.82348132],"[[ -2.45213292e+01  -1.30176824e+00  -4.40521883e-02   1.36173050e-01]
 [ -8.33958292e+01  -1.27724867e+00   0.00000000e+00   0.00000000e+00]]",-0.933971,-0.257995374009,[-2.93371241  1.56074497]
28,[-0.56602162 -0.12165375],"[  5.50925585e-01  -3.00529869e-04  -1.19513363e+00  -1.30140631e+00
  -3.85381027e-01   1.17791061e+00  -4.86667334e-01   3.34601125e-02
  -1.58671211e-02  -1.78474060e+00   0.00000000e+00]",[-2.65577507 -3.37616706],"[[ -2.62124023e+01  -1.28702928e+00  -4.40521883e-02   1.36173050e-01]
 [ -8.57033173e+01   2.73801567e+00   0.00000000e+00   0.00000000e+00]]",-1.10213,-0.301577200873,[-2.89433266 -2.7867615 ]
29,[-0.56602162 -0.12165375],"[-1.41990581  0.01846682 -0.37680695 -1.29322383 -0.38538096  1.17791017
 -0.54639994 -0.34234272 -0.77021901 -0.40796901  0.        ]",[-2.53623867 -1.25037372],"[[ -2.79491388e+01  -1.27222442e+00  -4.40521883e-02   1.36173050e-01]
 [ -8.79632788e+01  -1.24400922e+00   0.00000000e+00   0.00000000e+00]]",-2.30237,-0.139396354018,[-3.30184711  0.31439293]
30,[-0.56602162 -0.12165375],"[-0.26263491  0.00350243  1.53393819 -1.29978278 -0.38538089  1.17790972
 -0.60500869 -0.2193763   0.701174    0.11788993  0.        ]",[-3.10294867  4.47844172],"[[ -2.97306542e+01  -1.28403454e+00  -4.40521883e-02   1.36173050e-01]
 [ -9.01807198e+01   5.89481680e-02   0.00000000e+00   0.00000000e+00]]",1.72279,-0.134032500253,[-3.79955261  4.32299168]
31,[-0.56602162 -0.12165375],"[ 1.27105036  0.05552134 -0.11512785 -1.27575994 -0.38538082  1.17790927
 -0.66242214  0.15750084  0.87691743 -1.51796827  0.        ]",[-2.69144988 -2.66421485],"[[ -3.15560682e+01  -1.24279044e+00  -4.40521883e-02   1.36173050e-01]
 [ -9.23529381e+01   4.05235482e+00   0.00000000e+00   0.00000000e+00]]",-0.862304,-0.305679163753,[-3.05502784 -4.70977201]
