timestep,logstd_action_dist,obs,avg_action_dist,human_obs,rewards,original_rewards,actions
0,[-0.61083114 -0.26140401],"[ 1.28563982  0.99131285  0.18527097  0.68030587 -1.60314372  0.71024752
  1.82008589 -0.22589888  2.25202168 -0.31849994  0.        ]",[-3.5703516  -0.86086464],"[[ 0.06834575  0.03416264 -0.1844756   0.08221762]
 [-0.00326868 -0.00325211  0.          0.        ]]",-2.25193,-0.398854397201,[-3.18950774  0.76363244]
1,[-0.61083114 -0.26140401],"[ 1.28831699  0.98932041  0.12755936  0.73846936 -1.60314301  0.71024739
  1.71518184  0.04575894  2.2537688  -0.34963212  0.        ]",[-3.49501467 -2.26948476],"[[ 0.02857872  0.06445115 -0.1844756   0.08221762]
 [-3.96025642  3.02201425  0.          0.        ]]",-2.22462,-0.399979976113,[-3.22118425 -1.39928371]
2,[-0.61083114 -0.26140401],"[ 1.28331882  0.98732052 -0.04385733  0.77706028 -1.6031423   0.71024726
  1.61242498 -0.31503639  2.25445053 -0.48986672  0.        ]",[-3.43562675 -2.38409209],"[[-0.08951543  0.08457831 -0.1844756   0.08221762]
 [-7.83625671 -0.99591526  0.          0.        ]]",-2.03337,-0.404601441716,[-2.64263932 -2.41571189]
3,[-0.61083114 -0.26140401],"[ 1.23306288  0.99166896 -0.32160342  0.66297379 -1.6031416   0.71024713
  1.51170046 -0.66869223  2.21114505 -0.78063451  0.        ]",[-3.3688941  -2.74361181],"[[ -0.28436049   0.02514456  -0.1844756    0.08221762]
 [-11.63560119  -4.93433759   0.           0.        ]]",-1.32234,-0.410822798404,[-4.2699262 -3.0035567]
4,[-0.61083114 -0.26140401],"[ 1.08065485  0.98368784 -0.67893999  0.39921089 -1.60314089  0.71024699
  1.41296582 -1.01534361  2.02787517 -1.18116871  0.        ]",[-3.29511452 -3.13337231],"[[ -0.55443904  -0.1122752   -0.1844756    0.08221762]
 [-15.35989043  -8.79475725   0.           0.        ]]",-1.35572,-0.409704041302,[-2.85093625 -2.87372676]
5,[-0.61083114 -0.26140401],"[  7.64803067e-01   9.21742403e-01  -1.05060351e+00  -1.37972466e-03
  -1.60314019e+00   7.10246863e-01   1.31617086e+00  -1.35511381e+00
   1.60112857e+00  -1.56055971e+00   0.00000000e+00]",[-3.20669699 -3.12910628],"[[ -0.89826826  -0.32613491  -0.1844756    0.08221762]
 [-19.01101779 -12.5785486    0.           0.        ]]",-1.00865,-0.387778703609,[-2.68245431 -2.8106998 ]
6,[-0.61083114 -0.26140401],"[ 0.25136759  0.74762818 -1.31950742 -0.49456914 -1.60313948  0.71024673
  1.22125426 -1.68811376  0.93040077 -1.67277185  0.        ]",[-3.17322922 -1.72633505],"[[ -1.31440733  -0.61491456  -0.1844756    0.08221762]
 [-22.59129548 -16.2869482    0.           0.        ]]",-0.621662,-0.329882049909,[-3.15628557 -1.75674083]
7,[-0.61083114 -0.26140401],"[-0.4189188   0.40409895 -1.32851824 -0.97909685 -1.60313878  0.7102466
  1.12814586 -2.01444756  0.2621959  -1.27907176  0.        ]",[-3.26960874  2.08549166],"[[ -1.80146541  -0.97711795  -0.1844756    0.08221762]
 [-26.10336984 -19.92111753   0.           0.        ]]",-0.91385,-0.226396821921,[-4.03591569  2.8944184 ]
8,[-0.61083114 -0.26140401],"[-1.08589171 -0.02656926 -0.93944199 -1.25345401 -1.60313807  0.71024647
  1.03677025 -1.62311915  0.03030741 -0.51323078  0.        ]",[-3.38491726  5.10756731],"[[ -2.35811496  -1.3318172   -0.1844756    0.08221762]
 [-29.55008445 -15.56316836   0.           0.        ]]",-1.91727,-0.0974765695628,[-3.83960127  4.36500431]
9,[-0.61083114 -0.26140401],"[-1.47368719 -0.38172957 -0.14342285 -1.30726544 -1.60313736  0.71024634
  0.94721893 -1.23945874  0.33812491  0.14907454  0.        ]",[-3.68510652  8.41132259],"[[ -2.98300989  -1.60021393  -0.1844756    0.08221762]
 [-32.92798774 -11.29060786   0.           0.        ]]",0.108667,-0.0724138641521,[-3.69631489  9.35105677]
10,[-0.61083114 -0.26140401],"[-1.29818292 -0.62485957  0.8245959  -1.26456241 -1.60313666  0.7102462
  0.85947093 -0.86332616  0.94112431  0.38714796  0.        ]",[ -4.17468929  10.72711372],"[[ -3.67478092  -1.7840004   -0.1844756    0.08221762]
 [-36.2378707   -7.10187723   0.           0.        ]]",1.19413,-0.179948931997,[ -4.05701557  10.27269588]
11,[-0.61083114 -0.26140401],"[-0.48567194 -0.75472828  1.48237129 -1.21406189 -1.60313595  0.71024607
  0.77349464 -0.49457372  1.49788199  0.14345489  0.        ]",[ -4.33199596  11.26059914],"[[ -4.43207917  -1.88483696  -0.1844756    0.08221762]
 [-39.48092496  -2.99533297   0.           0.        ]]",1.27926,-0.266940102983,[ -5.06623712  10.56942255]
12,[-0.61083114 -0.26140401],"[ 0.61495105 -0.77941571  1.33143646 -1.20212466 -1.60313525  0.71024594
  0.68925562 -0.13304232  1.73421753 -0.42286993  0.        ]",[-3.8985734   9.12259865],"[[ -5.25358107  -1.90434985  -0.1844756    0.08221762]
 [-42.65844937   1.03079571   0.           0.        ]]",-0.941887,-0.317022320579,[-3.82563657  7.69981647]
13,[-0.61083114 -0.26140401],"[ 1.27425768 -0.70272995  0.29627619 -1.23671765 -1.60313454  0.71024581
  0.60672125  0.22143589  1.51344889 -1.01927324  0.        ]",[-3.45845652  3.40922713],"[[ -6.13798851  -1.84412878  -0.1844756    0.08221762]
 [-45.77167448   4.9783778    0.           0.        ]]",-1.77049,-0.322230819734,[-2.75482736  2.39927205]
14,[-0.61083114 -0.26140401],"[ 0.86646476 -0.52200143 -0.95716212 -1.29061929 -1.60313384  0.71024568
  0.52586174  0.56902758  0.89646885 -1.28299054  0.        ]",[-3.06882286 -2.55301571],"[[ -7.08402688  -1.70572595  -0.1844756    0.08221762]
 [-48.82172384   8.84926973   0.           0.        ]]",-0.960537,-0.27472954428,[-2.77946969 -2.91529664]
15,[-0.61083114 -0.26140401],"[-0.42674846 -0.34156422 -1.326571   -1.30809449 -1.60313313  0.71024555
  0.44664181  0.19876488  0.23432396 -0.87563307  0.        ]",[-2.92464566 -2.7192049 ],"[[ -8.09044114  -1.57011407  -0.1844756    0.08221762]
 [-51.80992789   4.72590791   0.           0.        ]]",-1.38006,-0.162981140325,[-3.53317991 -3.3705615 ]
16,[-0.61083114 -0.26140401],"[-1.44123638 -0.26956337 -0.29976661 -1.30522291 -1.60313242  0.71024541
  0.36895387 -0.1640419   0.22845332  0.05241778  0.        ]",[-3.17650318  2.54430938],"[[ -9.15603879  -1.51613615  -0.1844756    0.08221762]
 [-54.74034526   0.68557761   0.           0.        ]]",-1.34581,-0.0532932712044,[-4.74597825  3.06852126]
17,[-0.61083114 -0.26140401],"[-1.01337018 -0.19848435  1.18237341 -1.29687017 -1.60313172  0.71024528
  0.29276771  0.19156903  1.06306628  0.54004794  0.        ]",[-3.8200736   8.21011543],"[[-10.27968235  -1.46269296  -0.1844756    0.08221762]
 [-57.61411483   4.64577223   0.           0.        ]]",2.23552,-0.207215771485,[-4.54374578  9.42455439]
18,[-0.61083114 -0.26140401],"[ 0.52173782 -0.02527443  1.38503773 -1.25299485 -1.60313101  0.71024515
  0.21813987  0.54025449  1.91246467 -0.02747853  0.        ]",[-3.70406795  4.57132101],"[[-11.46021148  -1.33081933  -0.1844756    0.08221762]
 [-60.42910396   8.52884294   0.           0.        ]]",-0.571295,-0.33696558711,[-3.75769825  4.82248686]
