timestep,logstd_action_dist,obs,avg_action_dist,human_obs,rewards,original_rewards,actions
0,[-0.36502579 -0.01346956],"[ 1.22131956  0.99883955  0.00360608  0.14510936 -0.41069877 -0.18755374
  1.34155842 -0.17655473  1.39382232  0.09828264  0.        ]",[-1.59895301 -0.94866681],"[[-0.06973099 -0.0440995  -0.04744176 -0.02098993]
 [-0.00380477 -0.00304417  0.          0.        ]]",-0.808027,-0.256491404459,[-1.09759434  0.3347584 ]
1,[-0.36502579 -0.01346956],"[ 1.21641078  0.99948942 -0.05504219  0.16763512 -0.41069839 -0.18755358
  1.22503202 -0.01532787  1.38951269  0.0552528   0.        ]",[-1.59295118 -1.13479137],"[[-0.10950201 -0.03084511 -0.04744176 -0.02098993]
 [-3.96012236  1.32405584  0.          0.        ]]",-0.763205,-0.255816988427,[-2.12721241 -1.2591615 ]
2,[-0.36502579 -0.01346956],"[ 1.1891156   0.99882249 -0.22732089  0.14470103 -0.41069802 -0.18755343
  1.11087142 -0.4993719   1.36018027 -0.106727    0.        ]",[-1.5890969  -0.75086099],"[[-0.22759352 -0.04433967 -0.04744176 -0.02098993]
 [-7.83613088 -2.66023709  0.          0.        ]]",-0.756519,-0.25274461257,[-1.48328651 -2.94604426]
3,[-0.36502579 -0.01346956],"[ 1.10347951  0.98786657 -0.50028624 -0.01172712 -0.41069764 -0.18755328
  0.99896675 -0.97383215  1.24782299 -0.40343979  0.        ]",[-1.58268023 -0.36324242],"[[ -0.42243666  -0.13672875  -0.04744176  -0.02098993]
 [-11.63555823  -6.56564929   0.           0.        ]]",-0.715144,-0.244780611228,[-1.47289261  0.29796308]
4,[-0.36502579 -0.01346956],"[ 0.90708696  0.95772444 -0.83863334 -0.20872138 -0.41069726 -0.18755313
  0.88921226 -0.81451295  0.99084375 -0.74140305  0.        ]",[-1.56488025 -0.55739778],"[[ -0.69253605  -0.25488438  -0.04744176  -0.02098993]
 [-15.36199159  -5.25426223   0.           0.        ]]",-0.746675,-0.230318638395,[-0.95338178 -0.36049442]
5,[-0.36502579 -0.01346956],"[ 0.55041708  0.90978827 -1.16608554 -0.4000384  -0.41069689 -0.18755297
  0.78708405 -0.97508036  0.56191459 -1.00108665  0.        ]",[-1.55602479 -0.395861  ],"[[ -1.03456586  -0.37323091  -0.04744176  -0.02098993]
 [-18.82949868  -6.57594434   0.           0.        ]]",-0.260276,-0.208933228399,[-2.19283656 -1.75620722]
6,[-0.36502579 -0.01346956],"[ 0.01620329  0.81130279 -1.36259861 -0.65890404 -0.41069651 -0.18755282
  0.68155383 -1.44004557 -0.04018717 -1.03372103  0.        ]",[-1.56802261  0.24520501],"[[ -1.44710363e+00  -5.43150867e-01  -4.74417609e-02  -2.09899287e-02]
 [ -2.24125205e+01  -1.04032156e+01   0.00000000e+00   0.00000000e+00]]",-0.325827,-0.179338462063,[-1.306058    0.49945826]
7,[-0.36502579 -0.01346956],"[-0.63927454  0.66642795 -1.27908334 -0.91315493 -0.41069614 -0.18755267
  0.57802697 -1.17442818 -0.63537055 -0.68738621  0.        ]",[-1.58829927  0.55501866],"[[ -1.93062074e+00  -7.29280048e-01  -4.74417609e-02  -2.09899287e-02]
 [ -2.59275268e+01  -8.21686988e+00   0.00000000e+00   0.00000000e+00]]",-0.442525,-0.150122289361,[-1.22817837  0.61785888]
8,[-0.36502579 -0.01346956],"[-1.24472572  0.5367496  -0.79853638 -1.07696669 -0.41069576 -0.18755252
  0.47654229 -0.85702165 -0.95619651 -0.01977742  0.        ]",[-1.63219762  1.01166594],"[[ -2.48374301e+00  -8.67405302e-01  -4.74417609e-02  -2.09899287e-02]
 [ -2.93731985e+01  -5.60422551e+00   0.00000000e+00   0.00000000e+00]]",-0.444429,-0.140348559434,[-1.36060473  0.09018875]
9,[-0.36502579 -0.01346956],"[-1.53149246  0.42466794  0.05274161 -1.18735651 -0.41069538 -0.18755237
  0.37708425 -0.79962685 -0.82700643  0.7547819   0.        ]",[-1.68464291  1.44634926],"[[ -3.10508770e+00  -9.74751377e-01  -4.74417609e-02  -2.09899287e-02]
 [ -3.27500623e+01  -5.13180283e+00   0.00000000e+00   0.00000000e+00]]",0.544699,-0.158303198685,[-1.23842466  2.66132071]
10,[-0.36502579 -0.01346956],"[-1.24986901  0.35616694  1.00489579 -1.24366467 -0.41069501 -0.18755221
  0.27957361 -0.30559572 -0.24297209  1.28756071  0.        ]",[-1.71714664  1.16340697],"[[ -3.79330835e+00  -1.03658858e+00  -4.74417609e-02  -2.09899287e-02]
 [ -3.60608078e+01  -1.06531100e+00   0.00000000e+00   0.00000000e+00]]",0.540097,-0.191845220465,[-2.10194475  1.40299999]
11,[-0.36502579 -0.01346956],"[-0.38072327  0.37715662  1.56728108 -1.22721956 -0.41069463 -0.18755206
  0.18402399  0.17876413  0.54663989  1.29462611  0.        ]",[-1.72302127  0.59853315],"[[ -4.54707610e+00  -1.01789449e+00  -4.74417609e-02  -2.09899287e-02]
 [ -3.93049715e+01   2.92157462e+00   0.00000000e+00   0.00000000e+00]]",-0.298767,-0.2232070827,[-1.82275907 -0.96897946]
12,[-0.36502579 -0.01346956],"[ 0.68332716  0.39871147  1.28313375 -1.20959617 -0.41069425 -0.18755191
  0.09043216 -0.293531    1.16420083  0.66406646  0.        ]",[-1.7068584   0.81037927],"[[ -5.36505642e+00  -9.98469784e-01  -4.74417609e-02  -2.09899287e-02]
 [ -4.24826637e+01  -9.66001231e-01   0.00000000e+00   0.00000000e+00]]",-0.330185,-0.23629874091,[-1.50979312  0.60699972]
13,[-0.36502579 -0.01346956],"[ 1.22371278  0.40428797  0.16184791 -1.20491017 -0.41069388 -0.18755176
 -0.00136718  0.00175524  1.12254364 -0.32055795  0.        ]",[-1.64090681 -0.10905279],"[[ -6.24598316e+00  -9.93404725e-01  -4.74417609e-02  -2.09899287e-02]
 [ -4.55994957e+01   1.46456848e+00   0.00000000e+00   0.00000000e+00]]",-0.502345,-0.220642712824,[-1.16478453 -0.84783207]
14,[-0.36502579 -0.01346956],"[ 0.69717064  0.39922998 -1.05806188 -1.20915763 -0.4106935  -0.1875516
 -0.09130581 -0.40852623  0.30585787 -0.9265685   0.        ]",[-1.59378004 -0.10889871],"[[ -7.18860932e+00  -9.97998898e-01  -4.74417609e-02  -2.09899287e-02]
 [ -4.86531520e+01  -1.91255413e+00   0.00000000e+00   0.00000000e+00]]",-0.134684,-0.177476881457,[-2.05301296 -2.01552228]
15,[-0.36502579 -0.01346956],"[-0.61065107  0.31173685 -1.29026273 -1.27622928 -0.41069312 -0.18755145
 -0.17950485 -0.8837307  -0.68927612 -0.48049081  0.        ]",[-1.64209032  0.92825127],"[[ -8.19171483e+00  -1.07549808e+00  -4.74417609e-02  -2.09899287e-02]
 [ -5.16477444e+01  -5.82407723e+00   0.00000000e+00   0.00000000e+00]]",-0.49348,-0.130808321387,[-2.47820622  1.93226382]
16,[-0.36502579 -0.01346956],"[-1.51239006  0.22291924 -0.14464678 -1.33292219 -0.41069275 -0.1875513
 -0.266029   -0.38724438 -0.79625852  0.6877599   0.        ]",[-1.69792378  1.27989519],"[[ -9.25414761e+00  -1.15097921e+00  -4.74417609e-02  -2.09899287e-02]
 [ -5.45854706e+01  -1.73739226e+00   0.00000000e+00   0.00000000e+00]]",-0.293062,-0.147376616983,[-0.68866473  0.40172865]
17,[-0.36502579 -0.01346956],"[-0.96959109  0.20088638  1.30041532 -1.34535564 -0.41069237 -0.18755115
 -0.31450405 -0.18828028  0.13479901  1.32075783  0.        ]",[-1.74225211  1.28808033],"[[ -1.03623717e+01  -1.16929668e+00  -4.74417609e-02  -2.09899287e-02]
 [ -5.62313316e+01  -9.96774781e-02   0.00000000e+00   0.00000000e+00]]",0.735945,-0.20114513498,[-1.56385208  1.81610846]
18,[-0.36502579 -0.01346956],"[ 0.53106041  0.2462651   1.39176887 -1.31905072 -0.41069199 -0.18755099
 -0.3982843   0.2946968   1.09859967  0.70995987  0.        ]",[-1.716856   0.4334105],"[[ -1.15155417e+01  -1.13140470e+00  -4.74417609e-02  -2.09899287e-02]
 [ -5.90758959e+01   3.87580917e+00   0.00000000e+00   0.00000000e+00]]",-0.435971,-0.229212874491,[ 0.19906887  0.50918464]
19,[-0.36502579 -0.01346956],"[ 1.21617712  0.35874411 -0.05731001 -1.2416582  -0.41069162 -0.18755084
 -0.3406163   0.53182224  1.0122342  -0.47837359  0.        ]",[-1.62735438 -0.64701128],"[[ -1.26774157e+01  -1.03430252e+00  -4.74417609e-02  -2.09899287e-02]
 [ -5.71179325e+01   5.82764092e+00   0.00000000e+00   0.00000000e+00]]",-0.327927,-0.212372272211,[-2.00396936 -0.49584501]
20,[-0.36502579 -0.01346956],"[ 0.23908072  0.46355745 -1.31248117 -1.15177621 -0.41069124 -0.18755069
 -0.42379475  0.28088061 -0.07317157 -0.93172625  0.        ]",[-1.59187269 -0.62459022],"[[ -1.38481085e+01  -9.38474758e-01  -4.74417609e-02  -2.09899287e-02]
 [ -5.99420615e+01   3.76209289e+00   0.00000000e+00   0.00000000e+00]]",-0.887149,-0.162743874168,[-1.28813819 -0.56699964]
21,[-0.36502579 -0.01346956],"[ -1.26513627e+00   5.17621026e-01  -7.69425172e-01  -1.09756252e+00
  -4.10690865e-01  -1.87550538e-01  -5.05348182e-01   7.42322316e-04
  -9.58474764e-01   2.18598396e-02   0.00000000e+00]",[-1.65482247  0.40383151],"[[ -1.50747300e+01  -8.86369560e-01  -4.74417609e-02  -2.09899287e-02]
 [ -6.27110185e+01   1.45622109e+00   0.00000000e+00   0.00000000e+00]]",0.284147,-0.140069193182,[-2.71442897  1.45085814]
22,[-0.36502579 -0.01346956],"[-1.25276923  0.58544486  1.00079113 -1.02063495 -0.41069049 -0.18755039
 -0.58533393  0.4800247  -0.38918855  1.28678914  0.        ]",[-1.7147398  0.240693 ],"[[ -1.63562008e+01  -8.17663591e-01  -4.74417609e-02  -2.09899287e-02]
 [ -6.54267513e+01   5.40128670e+00   0.00000000e+00   0.00000000e+00]]",0.860016,-0.195724355978,[-1.97523689  0.2276412 ]
