timestep,logstd_action_dist,obs,avg_action_dist,human_obs,rewards,original_rewards,actions
0,[-0.64234537 -0.47406137],"[ 1.28619072  1.04255857  0.22800052  0.52033332  0.33715196  1.57464718
  1.86376802 -0.22587783  0.92855355 -0.99265974  0.        ]",[-3.27276373 -6.00626183],"[[ 0.09943277 -0.09560274  0.03958687  0.18200929]
 [ 0.00449426  0.00461694  0.          0.        ]]",-1.80271,-0.241536309015,[-2.86408971 -6.58247219]
1,[-0.64234537 -0.47406137],"[ 1.29057188  1.03635448  0.17075365  0.44490463  0.33715193  1.5746467
  1.75848425 -0.56483917  0.92857457 -1.07170208  0.        ]",[-3.238729   -5.66147184],"[[ 0.05984654 -0.13522374  0.03958687  0.18200929]
 [-3.94996235 -3.9535305   0.          0.        ]]",-2.00157,-0.250683818942,[-3.14600243 -4.99818933]
2,[-0.64234537 -0.47406137],"[  1.29071923e+00   1.00540396e+00  -1.87367443e-04   2.23127352e-01
   3.37151895e-01   1.57464621e+00   1.65527913e+00  -8.97090739e-01
   8.98936039e-01  -1.30415174e+00   0.00000000e+00]",[-3.21218443 -5.3424058 ],"[[-0.05804521 -0.25322163  0.03958687  0.18200929]
 [-7.82634815 -7.83332676  0.          0.        ]]",-1.8808,-0.276173307528,[-2.16920902 -5.56463172]
3,[-0.64234537 -0.47406137],"[ 1.24887471  0.9145492  -0.27875397 -0.12700184  0.33715186  1.57464573
  1.55410279 -1.22275998  0.75772933 -1.65693038  0.        ]",[-3.17210197 -4.94734478],"[[ -0.25269933  -0.44804442   0.03958687   0.18200929]
 [-11.62653659 -11.63626075   0.           0.        ]]",-1.61529,-0.311798472929,[-3.65494767 -4.17412342]
4,[-0.64234537 -0.47406137],"[ 1.10734283  0.71291135 -0.64019443 -0.55786613  0.33715183  1.57464525
  1.4548967  -1.54196571  0.40767435 -2.01979358  0.        ]",[-3.17975831 -4.16001463],"[[ -0.52261326  -0.71816893   0.03958687   0.18200929]
 [-15.35272455 -15.3637209    0.           0.        ]]",-1.1529,-0.346017549972,[-2.96572569 -4.73930729]
5,[-0.64234537 -0.47406137],"[ 0.80279021  0.35124115 -1.02148815 -0.97065559  0.3371518   1.57464477
  1.35759481 -1.8548197  -0.16599696 -2.17768216  0.        ]",[-3.32060194 -2.99729776],"[[ -0.86633153  -1.06209881   0.03958687   0.18200929]
 [-19.00739321 -19.01701356   0.           0.        ]]",-0.895844,-0.361491099533,[-3.995702  -2.5261311]
6,[-0.64234537 -0.47406137],"[ 0.29737609 -0.18552784 -1.3069471  -1.20515794  0.33715176  1.57464429
  1.2621338  -2.16143575 -0.76296666 -1.91214749  0.        ]",[-3.66292572 -1.7294507 ],"[[ -1.28244825  -1.47836383   0.03958687   0.18200929]
 [-22.59292002 -22.59746889   0.           0.        ]]",-0.79193,-0.338290556946,[-3.20390787 -1.77458389]
7,[-0.64234537 -0.47406137],"[-0.37305884 -0.83396011 -1.3382688  -1.06595446  0.33715173  1.57464381
  1.16847586 -2.46194849 -0.98549686 -1.28556075  0.        ]",[-4.02737522 -1.53969848],"[[ -1.76959733  -1.96552235   0.03958687   0.18200929]
 [-26.11072484 -26.10666057   0.           0.        ]]",-1.03768,-0.265346518851,[-3.43068587 -1.18722191]
8,[-0.64234537 -0.47406137],"[-1.05238042 -1.41821147 -0.97199153 -0.40943998  0.3371517   1.57464332
  1.07663827 -2.75653628 -0.64325715 -0.8310883   0.        ]",[-4.28126001 -2.81448531],"[[ -2.32642208  -2.52216891   0.03958687   0.18200929]
 [-29.56015896 -29.54667286   0.           0.        ]]",-1.13861,-0.173068603881,[-4.09607623 -3.04550873]
9,[-0.64234537 -0.47406137],"[-1.46456089 -1.67082566 -0.19011528  0.71355003  0.33715166  1.57464284
  0.9867149  -2.50048847 -0.26354432 -1.04913638  0.        ]",[-4.18999529 -4.98294544],"[[ -2.95152665  -3.1469458    0.03958687   0.18200929]
 [-32.93769552 -26.55674439   0.           0.        ]]",-1.60171,-0.183114619977,[-4.28495104 -5.10455612]
10,[-0.64234537 -0.47406137],"[-1.31805516 -1.65302066  0.78189709  1.01259614  0.33715163  1.57464236
  0.8987024  -0.00543993 -0.33446287 -1.18749981  0.        ]",[-3.63788986 -3.80019951],"[[ -3.64344364  -3.30368175   0.03958687   0.18200929]
 [-36.2434603    2.57869932   0.           0.        ]]",-3.8809,-0.207040933195,[-4.08889763 -3.11255353]
11,[-0.64234537 -0.47406137],"[-0.5247706  -1.66808441  1.46495957  0.82533467  0.3371516   1.57464188
  0.81239169  0.24430698 -0.34664233 -1.12942019  0.        ]",[-3.87982559 -1.91754103],"[[ -4.4008386   -3.20531258   0.03958687   0.18200929]
 [-39.48530626   5.49507026   0.           0.        ]]",-3.87983,-0.198384640133,[-4.31441035 -2.31230309]
12,[-0.64234537 -0.47406137],"[ 0.58099106 -1.67023411  1.35014961  0.64591642  0.33715156  1.5746414
  0.72778776  0.09033493 -0.33491497 -1.12155507  0.        ]",[-3.92959499 -2.33907723],"[[ -5.22242819e+00  -3.11165372e+00   3.95868680e-02   1.82009293e-01]
 [ -4.26630459e+01   3.69709202e+00   0.00000000e+00   0.00000000e+00]]",-2.76477,-0.196732743346,[-3.74341056 -2.12396051]
13,[-0.64234537 -0.47406137],"[ 1.27150917 -1.66586597  0.33835758  0.53945747  0.33715153  1.57464092
  0.64486113 -0.05686218 -0.36942151 -1.12580756  0.        ]",[-3.78094053 -4.01503563],"[[ -6.10694042e+00  -3.05600892e+00   3.95868680e-02   1.82009293e-01]
 [ -4.57777864e+01   1.97822680e+00   0.00000000e+00   0.00000000e+00]]",-0.813402,-0.198695660528,[-3.87776254 -4.25213788]
14,[-0.64234537 -0.47406137],"[ 0.90063536 -1.66203529 -0.92593099  0.48550517  0.3371515   1.57464043
  0.56357705 -0.14440011 -0.41471092 -1.07310026  0.        ]",[-3.59218264 -5.67982864],"[[ -7.05312837e+00  -3.02771787e+00   3.95868680e-02   1.82009293e-01]
 [ -4.88308327e+01   9.56019887e-01   0.00000000e+00   0.00000000e+00]]",0.108088,-0.192543127606,[-3.8482326  -5.67626301]
15,[-0.64234537 -0.47406137],"[-0.38258309 -1.65986082 -1.33623184  0.46020491  0.33715147  1.57463995
  0.4839022  -0.18892554 -0.39336615 -0.98376251  0.        ]",[-3.51937771 -5.85386705],"[[ -8.05977078e+00  -3.01442095e+00   3.95868680e-02   1.82009293e-01]
 [ -5.18234363e+01   4.36082803e-01   0.00000000e+00   0.00000000e+00]]",-1.11865,-0.177826435514,[-3.40722859 -5.77748957]
16,[-0.64234537 -0.47406137],"[-1.42784082 -1.65880841 -0.34353043  0.44887806  0.33715143  1.57463947
  0.40580456 -0.20985766 -0.29704352 -0.95346773  0.        ]",[-3.5347333  -4.87097216],"[[ -9.12567090e+00  -3.00846079e+00   3.95868680e-02   1.82009293e-01]
 [ -5.47568000e+01   1.91651920e-01   0.00000000e+00   0.00000000e+00]]",-3.71225,-0.169109813809,[-3.15309712 -4.36132364]
17,[-0.64234537 -0.47406137],"[-1.04250472 -1.65833618  1.1495582   0.44396212  0.3371514   1.57463899
  0.32925289 -0.2192415  -0.22111366 -1.03545449  0.        ]",[-4.08739233 -0.06326595],"[[ -1.02496557e+01  -3.00587258e+00   3.95868680e-02   1.82009293e-01]
 [ -5.76320963e+01   8.20738060e-02   0.00000000e+00   0.00000000e+00]]",-4.20982,-0.179927532823,[-3.82724829 -1.38042445]
