timestep,logstd_action_dist,obs,avg_action_dist,human_obs,rewards,original_rewards,actions
0,[-0.56045669 -0.12564784],"[ 1.27775979  0.95151774 -0.05514824  0.53931608  1.13527471 -0.89422808
  1.77711172 -0.22496897  0.36534667  0.58737558  0.        ]",[-2.72198129 -1.91262424],"[[-0.09867718 -0.00269859  0.13183586 -0.10298757]
 [ 0.00092529 -0.00107666  0.          0.        ]]",-2.89845,-0.112565517609,[-2.91747415 -2.08992982]
1,[-0.56045669 -0.12564784],"[ 1.27124902  0.95033155 -0.11245569  0.46284045  1.13527429 -0.89422782
  1.67260261 -0.59910984  0.3553224   0.50956049  0.        ]",[-2.71759105 -1.86369693],"[[-0.13833392 -0.04243231  0.13183586 -0.10298757]
 [-3.95343961 -3.95910855  0.          0.        ]]",-2.94361,-0.102508233103,[-2.64660603 -1.78554364]
2,[-0.56045669 -0.12564784],"[ 1.23915588  0.93451141 -0.28070471  0.23674567  1.13527387 -0.89422756
  1.57015837 -0.96584509  0.29657518  0.28483233  0.        ]",[-2.71051574 -1.80256808],"[[-0.2562939  -0.16054067  0.13183586 -0.10298757]
 [-7.82968094 -7.83879777  0.          0.        ]]",-3.18734,-0.0733745826315,[-2.26259065  0.17495238]
3,[-0.56045669 -0.12564784],"[ 1.14564881  0.88895192 -0.54616076 -0.04061112  1.13527346 -0.8942273
  1.46968732 -0.88554568  0.13357576 -0.02128265  0.        ]",[-2.67841983 -2.0984273 ],"[[ -0.45102962  -0.30879361   0.13183586  -0.10298757]
 [-11.63126637  -6.98931438   0.           0.        ]]",-2.91314,-0.0412929412876,[-3.27317269 -2.10998274]
4,[-0.56045669 -0.12564784],"[ 0.93892108  0.79778769 -0.87255367 -0.35632744  1.13527304 -0.89422704
  1.37123847 -1.24659323 -0.19505499 -0.32753844  0.        ]",[-2.66515923 -2.01189661],"[[ -0.72102834  -0.48690277   0.13183586  -0.10298757]
 [-15.356341   -10.8088357    0.           0.        ]]",-2.74508,-0.0681931099098,[-3.11378838 -2.46460521]
5,[-0.56045669 -0.12564784],"[ 0.56892289  0.60498165 -1.18478494 -0.75461834  1.13527262 -0.89422679
  1.27470441 -1.60046179 -0.73462979 -0.48596367  0.        ]",[-2.67897987 -1.05128801],"[[ -1.06480021  -0.74064078   0.13183586  -0.10298757]
 [-19.00896845 -14.55241513   0.           0.        ]]",-2.46577,-0.142245518387,[-2.80093867 -1.97653415]
6,[-0.56045669 -0.12564784],"[ 0.02051964  0.26553953 -1.36128207 -1.14299168  1.1352722  -0.89422653
  1.18002087 -1.94727121 -1.35653334 -0.27894474  0.        ]",[-2.78761506  1.03787088],"[[ -1.48092032  -1.06850155   0.13183586  -0.10298757]
 [-22.59157933 -18.22132316   0.           0.        ]]",-2.74954,-0.221846057573,[-1.98689349  1.18283165]
7,[-0.56045669 -0.12564784],"[-0.64132539 -0.13287983 -1.25383544 -1.34926893  1.13527179 -0.89422627
  1.08711584 -1.53857239 -1.73395441  0.29250414  0.        ]",[-2.84870815  2.47111106],"[[ -1.96802272  -1.38954901   0.13183586  -0.10298757]
 [-26.10689812 -13.89771074   0.           0.        ]]",-2.91377,-0.280079034968,[-2.53489537  1.83745483]
8,[-0.56045669 -0.12564784],"[-1.23681687 -0.44296977 -0.75368023 -1.37798062  1.13527137 -0.89422601
  0.99606667 -1.13789907 -1.69918857  0.93495938  0.        ]",[-3.00511384  4.35854959],"[[ -2.524728    -1.62497595   0.13183586  -0.10298757]
 [-29.55199778  -9.65899473   0.           0.        ]]",-2.54293,-0.30516176728,[-3.39830418  4.68949496]
9,[-0.56045669 -0.12564784],"[-1.49270098 -0.64148701  0.0999481  -1.34022888  1.13527095 -0.89422575
  0.90684702 -0.74509364 -1.3232724   1.3873158   0.        ]",[-3.23137665  6.33434677],"[[ -3.14964108  -1.77646369   0.13183586  -0.10298757]
 [-32.92787381  -5.50351032   0.           0.        ]]",-2.01588,-0.296843238556,[-2.54355637  5.06610125]
