timestep,logstd_action_dist,obs,avg_action_dist,human_obs,rewards,original_rewards,actions
0,[-0.55079406 -0.00622891],"[ 1.26599898  0.90786154  0.15449128  0.57254185 -1.04117443  0.40003098
  1.62915355 -0.21260574  1.83651209 -0.09336649  0.        ]",[-2.22076869 -1.15043688],"[[ 0.03968499  0.09008436 -0.12031134  0.046099  ]
 [ 0.00329195  0.00413884  0.          0.        ]]",-0.997427,-0.33048721667,[-2.70211132 -0.57323998]
1,[-0.55079406 -0.00622891],"[ 1.26708734  0.91020451  0.09648593  0.529962   -1.04117376  0.40003084
  1.52454721 -0.45719041  1.84094039 -0.15978801  0.        ]",[-2.21549463 -0.93355846],"[[  6.84656445e-05   6.74081272e-02  -1.20311340e-01   4.60989955e-02]
 [ -3.95177714e+00  -2.26420757e+00   0.00000000e+00   0.00000000e+00]]",-0.965145,-0.332318491919,[-2.1953002  -1.32553104]
2,[-0.55079406 -0.00622891],"[ 1.25748782  0.9129947  -0.07582454  0.37080663 -1.04117308  0.40003069
  1.42202727 -0.87913813  1.83244635 -0.36931387  0.        ]",[-2.21060467 -0.53774184],"[[-0.11785801 -0.01713902 -0.12031134  0.046099  ]
 [-7.82797072 -6.17746908  0.          0.        ]]",-0.809846,-0.336553837842,[-2.4214567  -0.15262453]
3,[-0.55079406 -0.00622891],"[ 1.20005107  0.89930338 -0.35394881  0.1299722  -1.04117241  0.40003055
  1.32149824 -0.93094988  1.74719908 -0.69501833  0.        ]",[-2.20817947 -0.7311368 ],"[[ -0.31255302  -0.1455097   -0.12031134   0.046099  ]
 [-11.62889793  -6.65799017   0.           0.        ]]",-0.599965,-0.338265638036,[-1.87137245 -2.05471092]
4,[-0.55079406 -0.00622891],"[ 1.0389099   0.84770366 -0.70928749 -0.18416841 -1.04117173  0.4000304
  1.2229839  -1.34350588  1.50075204 -1.07574038  0.        ]",[-2.20557404 -0.39029565],"[[ -0.58250163  -0.31705897  -0.12031134   0.046099  ]
 [-15.35365766 -10.48415628   0.           0.        ]]",-0.670131,-0.330414677615,[-1.62077204  1.44929118]
5,[-0.55079406 -0.00622891],"[ 0.71480075  0.76172849 -1.07433088 -0.47491779 -1.04117106  0.40003026
  1.1263288  -0.89397999  1.06329567 -1.3679202   0.        ]",[-2.20466876 -1.18263626],"[[ -0.92624117  -0.48491351  -0.12031134   0.046099  ]
 [-19.00812691  -6.31513598   0.           0.        ]]",-0.344391,-0.306939191582,[-1.93410301 -0.01838922]
6,[-0.55079406 -0.00622891],"[ 0.1968273   0.67573981 -1.33011143 -0.67699971 -1.04117038  0.40003011
  1.03162129 -0.88810592  0.49881787 -1.43528778  0.        ]",[-2.19211721 -1.17115307],"[[ -1.34233074  -0.61067046  -0.12031134   0.046099  ]
 [-22.58896343  -6.26066289   0.           0.        ]]",0.072457,-0.265880636005,[-1.72054428 -2.61695669]
7,[-0.55079406 -0.00622891],"[-0.47026776  0.53860596 -1.31949767 -0.91400915 -1.04116971  0.40002997
  0.93880245 -1.30137866 -0.09922505 -1.14907662  0.        ]",[-2.1737988   0.03025329],"[[ -1.82931887  -0.77434076  -0.12031134   0.046099  ]
 [-26.09839439 -10.09347591   0.           0.        ]]",-0.257626,-0.199139153576,[-1.46419306  0.62428419]
8,[-0.55079406 -0.00622891],"[-1.1234717   0.36428687 -0.90806686 -1.1283684  -1.04116903  0.40002982
  0.84774402 -1.01290519 -0.45629177 -0.49793662  0.        ]",[-2.18127108  1.24572265],"[[ -2.38583026  -0.94936886  -0.12031134   0.046099  ]
 [-29.54126831  -7.41810046   0.           0.        ]]",-0.54762,-0.111333802489,[-2.16508034  3.04281878]
9,[-0.55079406 -0.00622891],"[-1.48829493  0.24570394 -0.09502911 -1.23683214 -1.04116836  0.40002968
  0.75848741 -0.56963523 -0.36562331  0.25559154  0.        ]",[-2.24012589  2.55959249],"[[ -3.01051695  -1.05648538  -0.12031134   0.046099  ]
 [-32.91601893  -3.30709641   0.           0.        ]]",0.129042,-0.0533726842714,[-2.90077185  3.0623061 ]
10,[-0.55079406 -0.00622891],"[-1.28850736  0.21609329  0.87487024 -1.26010417 -1.04116768  0.40002954
  0.67102239 -0.13504227  0.15503142  0.7985213   0.        ]",[-2.33521938  3.24231243],"[[ -3.7020194   -1.08218917  -0.12031134   0.046099  ]
 [-36.22303212   0.72343562   0.           0.        ]]",0.31315,-0.124610743425,[-2.46341702  1.64542934]
11,[-0.55079406 -0.00622891],"[-0.46340056  0.27793563  1.51417572 -1.20984589 -1.04116701  0.40002939
  0.58531732  0.29103801  0.91210843  0.87587441  0.        ]",[-2.38039446  2.76250339],"[[ -4.4589946   -1.02807424  -0.12031134   0.046099  ]
 [-39.46350385   4.67501895   0.           0.        ]]",0.133368,-0.215338656422,[-1.54859779  1.22319912]
12,[-0.55079406 -0.00622891],"[ 0.62747121  0.42047891  1.33118359 -1.06734015 -1.04116633  0.40002925
  0.50133673  0.70875004  1.56670655  0.3868736   0.        ]",[-2.31636095  1.0621978 ],"[[ -5.28012483  -0.89570573  -0.12031134   0.046099  ]
 [-42.63877447   8.5489939    0.           0.        ]]",0.207287,-0.287825563311,[-1.62206033  2.00283881]
13,[-0.55079406 -0.00622891],"[ 1.25729063  0.61547147  0.27035108 -0.79097846 -1.04116565  0.4000291
  0.41903926  1.11820191  1.73677322 -0.49690413  0.        ]",[-2.21454477 -1.94856   ],"[[ -6.16412125  -0.68662505  -0.12031134   0.046099  ]
 [-45.75040799  12.34636554   0.           0.        ]]",-0.438154,-0.326008412878,[-2.33932842 -0.85704796]
14,[-0.55079406 -0.00622891],"[ 0.82078114  0.76705926 -0.98091    -0.46024782 -1.04116498  0.40002896
  0.33842971  0.72661557  1.17695445 -1.31297895  0.        ]",[-2.22657776 -3.05152345],"[[ -7.10970747e+00  -4.76133859e-01  -1.20311340e-01   4.60989955e-02]
 [ -4.87982224e+01   8.71469365e+00   0.00000000e+00   0.00000000e+00]]",-0.674416,-0.31325447238,[-1.76954621 -4.34659337]
15,[-0.55079406 -0.00622891],"[-0.4744753   0.83655022 -1.31831231 -0.2308188  -1.0411643   0.40002881
  0.25939711  0.2816493   0.08671328 -1.35892701  0.        ]",[-2.21180296 -2.96574306],"[[ -8.11565200e+00  -3.43243482e-01  -1.20311340e-01   4.60989955e-02]
 [ -5.17864134e+01   4.58796061e+00   0.00000000e+00   0.00000000e+00]]",-0.587911,-0.235348233355,[-2.69545939 -3.01096969]
16,[-0.55079406 -0.00622891],"[-1.45917829  0.85754466 -0.25743284 -0.13926859 -1.04116363  0.40002867
  0.18191001 -0.15456435 -0.61038798 -0.32195924  0.        ]",[-2.15827513 -1.62493205],"[[ -9.18077440e+00  -2.92074366e-01  -1.20311340e-01   4.60989955e-02]
 [ -5.47161695e+01   5.42401387e-01   0.00000000e+00   0.00000000e+00]]",-0.509041,-0.108265379109,[-2.75408588 -2.38891654]
17,[-0.55079406 -0.00622891],"[-0.99903438  0.84607236  1.22437302 -0.19123228 -1.04116295  0.40002852
  0.1059398  -0.58211284 -0.00275706  0.90133917  0.        ]",[-2.33015203  1.41292644],"[[ -1.03039163e+01  -3.21011750e-01  -1.20311340e-01   4.60989955e-02]
 [ -5.75885727e+01  -3.42279549e+00   0.00000000e+00   0.00000000e+00]]",0.542593,-0.134486998071,[-1.97750843  0.67621135]
18,[-0.55079406 -0.00622891],"[ 0.53266669  0.82810239  1.38971925 -0.26373298 -1.04116228  0.40002838
  0.03140138 -0.28543533  1.36926549  0.78629488  0.        ]",[-2.31648302  1.15525568],"[[ -1.14839651e+01  -3.61863084e-01  -1.20311340e-01   4.60989955e-02]
 [ -6.04068409e+01  -6.71333403e-01   0.00000000e+00   0.00000000e+00]]",0.60691,-0.274993187328,[-2.75489588  1.82104732]
19,[-0.55079406 -0.00622891],"[ 1.25082885  0.8399953  -0.12746587 -0.21681694 -1.0411616   0.40002824
 -0.04165914  0.14367359  1.75970226 -0.6182502   0.        ]",[-2.18695545 -2.16398239],"[[ -1.27198190e+01  -3.35360610e-01  -1.20311340e-01   4.60989955e-02]
 [ -6.31692298e+01   3.30833150e+00   0.00000000e+00   0.00000000e+00]]",-1.23616,-0.33584828212,[-1.40512774 -3.48338328]
