timestep,logstd_action_dist,obs,avg_action_dist,human_obs,rewards,original_rewards,actions
0,[-0.27953309  0.01175943],"[ 1.20611341  1.0476452   0.02895902  0.2747717  -0.99258271 -0.32609085
  1.24839422 -0.1621611   1.79965628  0.3038986   0.        ]",[-1.45014858 -0.60175419],"[[-0.05432699  0.0709971  -0.11498442 -0.03621418]
 [-0.0018856   0.00150685  0.          0.        ]]",-0.734228,-0.326455192758,[-1.66031931 -0.49660643]
1,[-0.27953309  0.01175943],"[ 1.20205488  1.04921047 -0.02992281  0.2422324  -0.99258068 -0.32609048
  1.1217265  -0.40253942  1.79737925  0.23717869  0.        ]",[-1.46110618 -0.42016715],"[[-0.0940472   0.05131326 -0.11498442 -0.03621418]
 [-3.95696769 -1.96334867  0.          0.        ]]",-1.0192,-0.325196099956,[-0.77061471 -1.61493176]
2,[-0.27953309  0.01175943],"[ 1.17985974  1.05043846 -0.18998912  0.11210842 -0.99257865 -0.3260901
  1.02664995 -0.88205488  1.77096861  0.03889998  0.        ]",[-1.48362839 -0.06684637],"[[-0.20297204 -0.02728    -0.11498442 -0.03621418]
 [-6.92563904 -5.88291614  0.          0.        ]]",-0.994526,-0.320157324119,[ 0.52256463 -0.66766865]
3,[-0.27953309  0.01175943],"[ 1.13847964  1.03207072 -0.35705016 -0.12341207 -0.99257661 -0.32608973
  1.09726815 -1.19133336  1.69301363 -0.20200761  0.        ]",[-1.49944627  0.18011719],"[[-0.31936009 -0.17030326 -0.11498442 -0.03621418]
 [-4.7205271  -8.41097887  0.          0.        ]]",-0.638835,-0.310566448759,[-0.83027038  0.74242287]
4,[-0.27953309  0.01175943],"[ 1.07349317  0.98985953 -0.53131232 -0.34376644 -0.99257458 -0.32608936
  0.99502531 -0.81116638  1.56412344 -0.42601255  0.        ]",[-1.48107862 -0.04252836],"[[-0.44580129 -0.3073446  -0.11498442 -0.03621418]
 [-7.91296884 -5.30350876  0.          0.        ]]",-0.271015,-0.29704260018,[-3.63505384  2.12366022]
5,[-0.27953309  0.01175943],"[ 0.93368373  0.96150014 -0.78072851 -0.44566626 -0.99257255 -0.32608899
  0.87329036 -0.31371527  1.37060669 -0.64848821  0.        ]",[-1.44996858 -0.40981638],"[[ -0.64219834  -0.37261785  -0.11498442  -0.03621418]
 [-11.71406057  -1.2373522    0.           0.        ]]",-0.669717,-0.2788986205,[-0.86295377 -0.95490089]
6,[-0.27953309  0.01175943],"[ 0.67776364  0.92954214 -1.06252738 -0.5407196  -0.99257051 -0.32608861
  0.77141716 -0.7731029   1.06046794 -0.85643445  0.        ]",[-1.46364582 -0.08381173],"[[ -0.90839411  -0.43504064  -0.11498442  -0.03621418]
 [-14.89498379  -4.99238815   0.           0.        ]]",-0.407695,-0.250912535439,[-1.25983729 -0.48149308]
7,[-0.27953309  0.01175943],"[ 0.27400633  0.85669633 -1.29777344 -0.71263524 -0.99256848 -0.32608824
  0.65416033 -0.99401778  0.58976116 -0.9574317   0.        ]",[-1.46875882  0.14458275],"[[ -1.24302769  -0.5530068   -0.11498442  -0.03621418]
 [-18.55626448  -6.79815801   0.           0.        ]]",-0.272382,-0.206119699015,[-0.97927697 -0.05348005]
8,[-0.27953309  0.01175943],"[-0.27759945  0.75307012 -1.37232762 -0.89659732 -0.99256644 -0.32608787
  0.54181433 -1.00317917  0.03982283 -0.81048019  0.        ]",[-1.47358978  0.34569204],"[[ -1.64934857  -0.68972228  -0.11498442  -0.03621418]
 [-22.06421139  -6.87305998   0.           0.        ]]",-0.0698806,-0.145848861934,[-0.53766502 -1.28654303]
9,[-0.27953309  0.01175943],"[-0.87399747  0.59255884 -1.16781708 -1.10380893 -0.99256441 -0.3260875
  0.48765941 -1.47067929 -0.41070192 -0.33716006  0.        ]",[-1.51564693  1.00615478],"[[ -2.10759642  -0.86552536  -0.11498442  -0.03621418]
 [-23.75516163 -10.69443445   0.           0.        ]]",0.00651503,-0.0814596168982,[-2.96340046  0.51179882]
10,[-0.27953309  0.01175943],"[-1.36235549  0.38838965 -0.63397155 -1.28501538 -0.99256238 -0.32608712
  0.37590816 -1.19644134 -0.54081683  0.36412562  0.        ]",[-1.53790975  1.26561534],"[[ -2.61770948  -1.05692476  -0.11498442  -0.03621418]
 [-27.24454108  -8.45284157   0.           0.        ]]",-0.0897643,-0.0785651657336,[-2.05123613  0.48037347]
11,[-0.27953309  0.01175943],"[-1.54500547  0.21375026  0.19190136 -1.38944347 -0.99256034 -0.32608675
  0.26636963 -0.94275329 -0.25426448  1.0282091   0.        ]",[-1.56115353  1.36243427],"[[ -3.19691733  -1.20517769  -0.11498442  -0.03621418]
 [-30.66483074  -6.37921293   0.           0.        ]]",-0.0327337,-0.147646383691,[-0.2538798   1.11136413]
12,[-0.27953309  0.01175943],"[-1.2470371   0.10681555  1.03592713 -1.43483484 -0.99255831 -0.32608638
  0.25355716 -0.44239713  0.32851699  1.36926431  0.        ]",[-1.54754078  1.14567339],"[[ -3.81422987  -1.29172697  -0.11498442  -0.03621418]
 [-31.06488618  -2.28931131   0.           0.        ]]",0.702983,-0.215120307358,[-1.88845095  2.06152464]
13,[-0.27953309  0.01175943],"[-0.50138052  0.09985476  1.55250896 -1.43733891 -0.99255628 -0.32608601
  0.14647838  0.04820323  0.9721549   1.28983736  0.        ]",[-1.52166462  0.73131204],"[[ -4.46907565  -1.29727947  -0.11498442  -0.03621418]
 [-34.40836904   1.72084799   0.           0.        ]]",0.0175551,-0.26456241819,[-1.62573927  0.79973804]
14,[-0.27953309  0.01175943],"[ 0.4638951   0.18171753  1.42985622 -1.40440864 -0.99255424 -0.32608564
  0.04155773  0.43219161  1.47106586  0.79517889  0.        ]",[-1.48357475  0.22562116],"[[ -5.19011476e+00  -1.23137226e+00  -1.14984421e-01  -3.62141792e-02]
 [ -3.76844655e+01   4.85956351e+00   0.00000000e+00   0.00000000e+00]]",-0.476335,-0.291408380182,[-2.31855274 -1.1281071 ]
15,[-0.27953309  0.01175943],"[ 1.14365401  0.25048999  0.55919618 -1.37073071 -0.99255221 -0.32608526
 -0.06123078 -0.06313251  1.5400302  -0.01458453  0.        ]",[-1.47852921  0.30764496],"[[ -5.97600443e+00  -1.17480508e+00  -1.14984421e-01  -3.62141792e-02]
 [ -4.08939868e+01   8.10799689e-01   0.00000000e+00   0.00000000e+00]]",-0.276319,-0.281976633179,[-1.45884073  0.63339123]
16,[-0.27953309  0.01175943],"[ 1.01049429  0.2996939  -0.65753758 -1.34304972 -0.99255018 -0.32608489
 -0.16204255  0.24270333  0.98761899 -0.69731556  0.        ]",[-1.43443656 -0.17196086],"[[ -6.82546848e+00  -1.13350843e+00  -1.14984421e-01  -3.62141792e-02]
 [ -4.40417856e+01   3.31069154e+00   0.00000000e+00   0.00000000e+00]]",-0.242708,-0.226571981357,[-3.09638894  0.48822407]
17,[-0.27953309  0.01175943],"[-0.00904599  0.39796148 -1.3667961  -1.27805145 -0.99254814 -0.32608452
 -0.26082919  0.472268    0.085517   -0.72228363  0.        ]",[-1.42163956 -0.2958256 ],"[[ -7.73725378e+00  -1.04846880e+00  -1.14984421e-01  -3.62141792e-02]
 [ -4.71263516e+01   5.18714680e+00   0.00000000e+00   0.00000000e+00]]",-0.497633,-0.134302556667,[-0.85564634 -2.20122624]
18,[-0.27953309  0.01175943],"[-1.20482435  0.46785317 -0.87100653 -1.22310928 -0.99254611 -0.32608415
 -0.33932404 -0.02357591 -0.54075113  0.09038488  0.        ]",[-1.47819066  0.42745262],"[[ -8.70437000e+00  -9.85391866e-01  -1.14984421e-01  -3.62141792e-02]
 [ -4.95773185e+01   1.13414594e+00   0.00000000e+00   0.00000000e+00]]",-0.129896,-0.0663368110713,[-1.63371555  0.57878726]
19,[-0.27953309  0.01175943],"[-1.48517379  0.51656156  0.55042847 -1.18000328 -0.99254408 -0.32608377
 -0.43462353  0.25529561 -0.24057632  1.17728037  0.        ]",[-1.50459313  0.48003352],"[[ -9.72577374e+00  -9.39839513e-01  -1.14984421e-01  -3.62141792e-02]
 [ -5.25530020e+01   3.41362625e+00   0.00000000e+00   0.00000000e+00]]",0.849368,-0.170692828314,[-0.98533441  1.16799924]
20,[-0.27953309  0.01175943],"[-0.42974211  0.62494455  1.56952265 -1.06753217 -0.99254204 -0.3260834
 -0.5261605   0.7327524   0.8253538   1.51161355  0.        ]",[-1.48801327  0.01989779],"[[ -1.08055131e+01  -8.32410216e-01  -1.14984421e-01  -3.62141792e-02]
 [ -5.54112060e+01   7.31633331e+00   0.00000000e+00   0.00000000e+00]]",0.441217,-0.275212947735,[-0.72328564  0.01151187]
21,[-0.27953309  0.01175943],"[ 0.93965114  0.75534025  0.99143931 -0.89304537 -0.99254001 -0.32608303
 -0.58262629  0.72183264  1.68308437  0.66766406  0.        ]",[-1.45403194 -0.41339073],"[[ -1.19314269e+01  -6.86977608e-01  -1.14984421e-01  -3.62141792e-02]
 [ -5.71743372e+01   7.22708530e+00   0.00000000e+00   0.00000000e+00]]",-0.231327,-0.318278789276,[-1.41694697 -1.4995429 ]
22,[-0.27953309  0.01175943],"[ 1.0143364   0.83530966 -0.65061895 -0.75515863 -0.99253798 -0.32608266
 -0.67301468  0.22109841  1.34480718 -0.62841738  0.        ]",[-1.4341315  -0.45812231],"[[ -1.31032292e+01  -5.83501270e-01  -1.14984421e-01  -3.62141792e-02]
 [ -5.99966832e+01   3.13412551e+00   0.00000000e+00   0.00000000e+00]]",-0.673375,-0.273663892433,[-1.41479123 -1.94463987]
23,[-0.27953309  0.01175943],"[-0.43475117  0.85113526 -1.34909257 -0.72393006 -0.99253594 -0.32608228
 -0.76165076 -0.26971968 -0.02204346 -0.80704755  0.        ]",[-1.44484973  0.00946337],"[[ -1.43309295e+01  -5.61072327e-01  -1.14984421e-01  -3.62141792e-02]
 [ -6.27643203e+01  -8.77781008e-01   0.00000000e+00   0.00000000e+00]]",-0.535393,-0.143491512252,[-1.71286603 -1.04221299]
24,[-0.27953309  0.01175943],"[-1.54096006  0.80984015 -0.0306103  -0.80238943 -0.99253391 -0.32608191
 -0.84857391 -0.75069241 -0.62156571  0.61653401  0.        ]",[-1.51976788  0.93979704],"[[ -1.56134454e+01  -6.18076089e-01  -1.14984421e-01  -3.62141792e-02]
 [ -6.54784791e+01  -4.80921606e+00   0.00000000e+00   0.00000000e+00]]",0.0522264,-0.114279829638,[-0.23197775 -0.41725385]
25,[-0.27953309  0.01175943],"[-0.65416234  0.71905954  1.50124683 -0.94685861 -0.99253188 -0.32608154
 -0.83653196 -0.93977828  0.57174584  1.57444373  0.        ]",[-1.56779194  1.26254046],"[[ -1.69192414e+01  -7.29770269e-01  -1.14984421e-01  -3.62141792e-02]
 [ -6.51025241e+01  -6.35480013e+00   0.00000000e+00   0.00000000e+00]]",0.181674,-0.261342451913,[-1.13358774 -0.20856596]
26,[-0.27953309  0.01175943],"[ 0.96638222  0.59431085  0.95088117 -1.10185142 -0.99252984 -0.32608117
 -0.92207949 -1.02363928  1.67306984  0.50528792  0.        ]",[-1.54729557  1.07109404],"[[ -1.82480914e+01  -8.63748752e-01  -1.14984421e-01  -3.62141792e-02]
 [ -6.77737367e+01  -7.04028927e+00   0.00000000e+00   0.00000000e+00]]",0.809767,-0.310401720969,[-1.70897838  3.25055791]
27,[-0.27953309  0.01175943],"[ 0.80960407  0.49170206 -0.9361212  -1.20250148 -0.99252781 -0.3260808
 -1.00596993 -0.5200566   0.85619041 -0.80996026  0.        ]",[-1.47825027  0.41888011],"[[ -1.96298512e+01  -9.63259160e-01  -1.14984421e-01  -3.62141792e-02]
 [ -7.03932180e+01  -2.92406017e+00   0.00000000e+00   0.00000000e+00]]",-0.488333,-0.219643097211,[-1.39947713 -0.22624023]
28,[-0.27953309  0.01175943],"[-0.99562138  0.41874309 -1.07994631 -1.26248586 -0.99252578 -0.32608042
 -1.08813418 -0.62019186 -0.46943247 -0.11082702  0.        ]",[-1.52061367  1.03232181],"[[ -2.10634558e+01  -1.02995620e+00  -1.14984421e-01  -3.62141792e-02]
 [ -7.29588114e+01  -3.74256245e+00   0.00000000e+00   0.00000000e+00]]",-0.385324,-0.0634184052198,[-1.08055927  0.24875767]
29,[-0.27953309  0.01175943],"[-1.33907317  0.34591103  0.89521962 -1.31412074 -0.99252374 -0.32608005
 -1.16869332 -0.48798479  0.0886377   1.36031646  0.        ]",[-1.57625282  1.3543098 ],"[[ -2.25478715e+01  -1.09396858e+00  -1.14984421e-01  -3.62141792e-02]
 [ -7.54742998e+01  -2.66192169e+00   0.00000000e+00   0.00000000e+00]]",1.52537,-0.202467963735,[-1.97862312  2.90138316]
30,[-0.27953309  0.01175943],"[ 0.51521435  0.3311029   1.39967617 -1.32368811 -0.99252171 -0.32607968
 -1.24763782  0.00575357  1.49858596  0.83950372  0.        ]",[-1.52576733  0.72425401],"[[ -2.40820945e+01  -1.10671759e+00  -1.14984421e-01  -3.62141792e-02]
 [ -7.79393867e+01   1.37383771e+00   0.00000000e+00   0.00000000e+00]]",-0.161019,-0.298336140457,[-1.65989558 -0.67428805]
31,[-0.27953309  0.01175943],"[ 1.01749777  0.33187485 -0.64486512 -1.3231926  -0.99251968 -0.32607931
 -1.32494977 -0.32116957  1.01516136 -0.69416124  0.        ]",[-1.48920178  0.5176329 ],"[[ -2.56651012e+01  -1.10605467e+00  -1.14984421e-01  -3.62141792e-02]
 [ -8.03535144e+01  -1.29839385e+00   0.00000000e+00   0.00000000e+00]]",-0.0850459,-0.230160941458,[-3.42827067  1.3514435 ]
32,[-0.27953309  0.01175943],"[-0.93867833  0.34844885 -1.12360509 -1.31243802 -0.99251764 -0.32607893
 -1.40077497  0.16962368 -0.44391815 -0.12176811  0.        ]",[-1.51277113  0.73498881],"[[ -2.72959318e+01  -1.09177423e+00  -1.14984421e-01  -3.62141792e-02]
 [ -8.27212376e+01   2.71328618e+00   0.00000000e+00   0.00000000e+00]]",0.130684,-0.0607535368752,[-1.01052777  1.99658198]
33,[-0.27953309  0.01175943],"[-1.22377766  0.45403779  1.06657246 -1.2345414  -0.99251561 -0.32607856
 -1.47502112  0.65078733  0.16924901  1.43026987  0.        ]",[-1.54757762  0.69828421],"[[ -2.89736220e+01  -9.98047825e-01  -1.14984421e-01  -3.62141792e-02]
 [ -8.50396757e+01   6.64625748e+00   0.00000000e+00   0.00000000e+00]]",0.693171,-0.216133483295,[-2.06696222 -1.75620509]
34,[-0.27953309  0.01175943],"[ 0.86737603  0.55180797  1.08851335 -1.14604352 -0.99251358 -0.32607819
 -1.54772597  0.1535403   1.64107635  0.61540539  0.        ]",[-1.51586795  0.49229175],"[[ -3.06971906e+01  -9.05901811e-01  -1.14984421e-01  -3.62141792e-02]
 [ -8.73100088e+01   2.58183440e+00   0.00000000e+00   0.00000000e+00]]",0.624664,-0.309283782913,[-1.89883473  0.35700746]
35,[-0.27953309  0.01175943],"[ 0.51620457  0.61727688 -1.17969042 -1.07628104 -0.99251154 -0.32607782
 -1.61906876  0.32349466  0.63526808 -0.88922622  0.        ]",[-1.47018528  0.13820305],"[[ -3.24657445e+01  -8.40326810e-01  -1.14984421e-01  -3.62141792e-02]
 [ -8.95378350e+01   3.97101808e+00   0.00000000e+00   0.00000000e+00]]",0.0756464,-0.202410653557,[-3.07648487  1.85118187]
36,[-0.27953309  0.01175943],"[-1.49379276  0.72603034 -0.29987123 -0.93683418 -0.99250951 -0.32607744
 -1.68898305  0.80146584 -0.62582917  0.45118895  0.        ]",[-1.51051199  0.38783252],"[[ -3.42784093e+01  -7.21704593e-01  -1.14984421e-01  -3.62141792e-02]
 [ -9.17210817e+01   7.87788800e+00   0.00000000e+00   0.00000000e+00]]",0.961212,-0.0979720869629,[-1.48820213  0.58361766]
