timestep,logstd_action_dist,obs,avg_action_dist,human_obs,rewards,original_rewards,actions
0,[-0.40632695 -0.01480768],"[ 1.22625181  0.98188907  0.2232053   0.16177702 -1.19611317 -1.4909373
  1.37887707 -0.18233886  1.93876325  1.235582    0.        ]",[-1.85866737  0.2006526 ],"[[ 0.07940604 -0.04810526 -0.13874435 -0.17256467]
 [ 0.00154397  0.00444117  0.          0.        ]]",-0.980792,-0.393953198574,[-1.46146266  0.87299677]
1,[-0.40632695 -0.01480768],"[ 1.22950637  0.98329089  0.16465003  0.22165437 -1.19611113 -1.49093393
  1.2654886   0.23410718  1.94024615  1.20746057  0.        ]",[-1.84577227 -0.3596434 ],"[[ 0.03973263 -0.0133196  -0.13874435 -0.17256467]
 [-3.95570457  3.46259501  0.          0.        ]]",-1.69742,-0.392098046445,[-0.97375527 -2.23571728]
2,[-0.40632695 -0.01480768],"[ 1.22648231  0.98324762 -0.00816714  0.27134037 -1.1961091  -1.49093057
  1.15740115 -0.25080339  1.9379332   1.07378098  0.        ]",[-1.84366822  0.10481995],"[[-0.07722957  0.01553138 -0.13874435 -0.17256467]
 [-7.72796018 -0.56408321  0.          0.        ]]",-0.779008,-0.382434314491,[-3.12364868 -0.54980623]
3,[-0.40632695 -0.01480768],"[ 1.18065609  0.98320434 -0.28839797  0.21451373 -1.19610706 -1.4909272
  1.04845652 -0.51144555  1.89279446  0.80262377  0.        ]",[-1.8332603   0.31209683],"[[ -0.26993718  -0.01746602  -0.13874435  -0.17256467]
 [-11.53014557  -2.72844687   0.           0.        ]]",-0.726495,-0.359413025997,[-2.21458166 -0.23048676]
4,[-0.40632695 -0.01480768],"[ 1.03583719  0.97913495 -0.65169681  0.10587124 -1.19610502 -1.49092384
  0.94165184 -0.6146646   1.73669122  0.44499494  0.        ]",[-1.81528318  0.32923442],"[[ -0.53793922  -0.0806349   -0.13874435  -0.17256467]
 [-15.25765534  -3.58557739   0.           0.        ]]",-0.274684,-0.319466142129,[-1.37806355  2.24268946]
5,[-0.40632695 -0.01480768],"[ 0.73048703  0.97518732 -1.03352117  0.05229243 -1.19610299 -1.49092047
  0.83690554 -0.12909763  1.43150019  0.10659593  0.        ]",[-1.78291154 -0.37595963],"[[ -0.87977098  -0.11189097  -0.13874435  -0.17256467]
 [-18.91333507   0.44654275   0.           0.        ]]",-0.709244,-0.262703680636,[-0.63321696 -0.32736771]
6,[-0.40632695 -0.01480768],"[ 0.24779207  0.97456552 -1.31040246  0.04518584 -1.19610095 -1.49091711
  0.7758645  -0.28613915  0.98153979 -0.11217547  0.        ]",[-1.75599766 -0.31292853],"[[ -1.27941197  -0.11604428  -0.13874435  -0.17256467]
 [-21.0436765   -0.85752215   0.           0.        ]]",-0.592962,-0.189308021355,[-0.74854489 -0.6668467 ]
7,[-0.40632695 -0.01480768],"[-0.36124461  0.96672388 -1.35499938 -0.02894725 -1.19609892 -1.49091374
  0.70297163 -0.60191538  0.40510865 -0.10784884  0.        ]",[-1.74525797  0.08043462],"[[ -1.7258098   -0.15950424  -0.13874435  -0.17256467]
 [-23.58765842  -3.47971154   0.           0.        ]]",-0.0919896,-0.0944558666746,[-1.91098732  0.74402091]
8,[-0.40632695 -0.01480768],"[-0.99574098  0.9575165  -1.06057579 -0.09558806 -1.19609688 -1.49091038
  0.60295591 -0.238622   -0.15953718  0.22240247  0.        ]",[-1.75206399 -0.14938851],"[[ -2.2325853   -0.19883068  -0.13874435  -0.17256467]
 [-27.0782494   -0.46295048   0.           0.        ]]",0.166308,-0.0227931621937,[-2.35052943 -0.0975719 ]
9,[-0.40632695 -0.01480768],"[-1.45146995  0.95402686 -0.37759434 -0.11754562 -1.19609484 -1.49090701
  0.50495695 -0.28379748 -0.50778997  0.87664199  0.        ]",[-1.7847023  0.2227335],"[[ -2.80846619  -0.21185387  -0.13874435  -0.17256467]
 [-30.49845708  -0.83808599   0.           0.        ]]",0.565652,-0.142247835106,[-1.70580538  0.10405203]
