timestep,logstd_action_dist,obs,avg_action_dist,human_obs,rewards,original_rewards,actions
0,[-0.5589878  -0.02137592],"[ 1.2657488   0.91084388 -0.03910027  0.48335301  0.79633124  0.63518636
  1.66385691 -0.2162575   0.59047639 -0.47138599  0.        ]",[-2.21047354 -3.03465796],"[[-0.091436    0.02925375  0.09207539  0.07322346]
 [ 0.0021109   0.0033747   0.          0.        ]]",-1.5061,-0.147352632863,[-2.25812197 -2.47977196]
1,[-0.5589878  -0.02137592],"[ 1.25965491  0.91133482 -0.09669317  0.40797268  0.79633089  0.63518612
  1.55949278 -0.63327215  0.58267749 -0.54903761  0.        ]",[-2.19807863 -2.95214272],"[[-0.13106926 -0.01039183  0.09207539  0.07322346]
 [-3.95227522 -3.95474604  0.          0.        ]]",-1.05453,-0.154309109292,[-2.32189178 -4.32949444]
2,[-0.5589878  -0.02137592],"[ 1.22882177  0.90058323 -0.26594704  0.18421674  0.79633053  0.63518588
  1.45719124 -1.04203262  0.53049582 -0.77450271  0.        ]",[-2.1984129  -2.85910916],"[[-0.24900601 -0.12841383  0.09207539  0.07322346]
 [-7.82851814 -7.8345245   0.          0.        ]]",-1.04568,-0.175000165212,[-1.74877787 -4.4881642 ]
3,[-0.5589878  -0.02137592],"[ 1.13744001  0.84332713 -0.53331686 -0.17631688  0.79633018  0.63518564
  1.35690444 -1.4426961   0.35602304 -1.10763021  0.        ]",[-2.20931768 -2.75471187],"[[ -0.44370102  -0.32326052   0.09207539   0.07322346]
 [-11.62842945 -11.63745592   0.           0.        ]]",-1.03761,-0.207479170364,[-2.10093069 -2.52232044]
4,[-0.5589878  -0.02137592],"[ 0.9336106   0.68670004 -0.86278541 -0.63560218  0.79632982  0.63518539
  1.25857515 -1.8354084  -0.02786117 -1.43036266  0.        ]",[-2.24867415 -2.50913048],"[[ -0.71364867  -0.59340903   0.09207539   0.07322346]
 [-15.3541759  -15.36492849   0.           0.        ]]",-0.356415,-0.245181354452,[-2.76333607 -3.12716429]
5,[-0.5589878  -0.02137592],"[ 0.56687255  0.37503291 -1.17934011 -1.10492559  0.79632947  0.63518515
  1.16213679 -2.22030488 -0.61865354 -1.5271648   0.        ]",[-2.34413195 -1.99399638],"[[ -1.05739042  -0.9373632    0.09207539   0.07322346]
 [-19.00827932 -19.0182325    0.           0.        ]]",0.136785,-0.275116991802,[-2.50769233 -3.58304871]
6,[-0.5589878  -0.02137592],"[ 0.02123052 -0.11979074 -1.36094806 -1.42917242  0.79632912  0.63518491
  1.06752238 -2.59752054 -1.19974164 -1.19564991  0.        ]",[-2.51981068 -0.82338858],"[[ -1.47351931  -1.35365241   0.09207539   0.07322346]
 [-22.59327687 -22.59865528   0.           0.        ]]",0.486068,-0.278768763332,[-2.59553584 -2.91425758]
7,[-0.5589878  -0.02137592],"[-0.63959122 -0.75358837 -1.25812494 -1.40491543  0.79632876  0.63518466
  0.97468658 -2.96721297 -1.37637521 -0.52741497  0.        ]",[-2.70583916  0.81334794],"[[ -1.9606727   -1.84083344   0.09207539   0.07322346]
 [-26.11088527 -26.10769945   0.           0.        ]]",-0.0858853,-0.238210541234,[-2.47870331  0.82385634]
8,[-0.5589878  -0.02137592],"[-1.23701956 -1.30295259 -0.76007809 -0.95810291  0.79632841  0.63518442
  0.8836588  -2.56873896 -1.03487375 -0.06115723  0.        ]",[-2.72448325  1.49722493],"[[ -2.51750065  -2.3250396    0.09207539   0.07322346]
 [-29.5599898  -22.32558993   0.           0.        ]]",-1.58404,-0.160544960891,[-2.36151097  2.81191044]
9,[-0.5589878  -0.02137592],"[-1.49806001 -1.60616098  0.09589154 -0.33761291  0.79632805  0.63518418
  0.79450916 -2.1047534  -0.63704748 -0.10034268  0.        ]",[-2.66692686  1.33263063],"[[ -3.14259752  -2.72736341   0.09207539   0.07322346]
 [-32.93793245 -17.92164269   0.           0.        ]]",-1.46433,-0.0958129516573,[-2.57251546  3.42463676]
