timestep,logstd_action_dist,obs,avg_action_dist,human_obs,rewards,original_rewards,actions
0,[-0.60191453 -0.2245267 ],"[ 1.28436764  0.97893886 -0.01724546  0.72319545  0.63872836 -1.42566566
  1.81049817 -0.22504785  0.7143046   1.05200835  0.        ]",[-3.05133104 -0.52821839],"[[-0.07144874  0.06563136  0.07459372 -0.16427431]
 [ 0.00388991  0.00462354  0.          0.        ]]",-3.18154,-0.206775734498,[-2.82089454 -0.9038978 ]
1,[-0.60191453 -0.2245267 ],"[ 1.27935295  0.98121171 -0.07456268  0.65440442  0.63872824 -1.42566509
  1.70574292 -0.54989325  0.71002474  0.97609511  0.        ]",[-3.0686729  -0.05924585],"[[-0.11104828  0.02982843  0.07459372 -0.16427431]
 [-3.95067979 -3.57299878  0.          0.        ]]",-3.05991,-0.197194425662,[-3.26646462 -0.70465436]
2,[-0.60191453 -0.2245267 ],"[ 1.2516461   0.97864589 -0.24338303  0.46459474  0.63872812 -1.42566452
  1.60305074 -0.79667601  0.67160237  0.75888407  0.        ]",[-3.04437733  0.04469961],"[[-0.22895777 -0.06890106  0.07459372 -0.16427431]
 [-7.8273728  -6.29089412  0.          0.        ]]",-3.0956,-0.168282111358,[-2.65362193 -1.28105235]
3,[-0.60191453 -0.2245267 ],"[ 1.16506728  0.94578771 -0.51099629  0.15252165  0.638728   -1.42566395
  1.50239668 -1.1447558   0.52755519  0.42787931  0.        ]",[-3.02146792  0.33462024],"[[ -0.42362867  -0.23318194   0.07459372  -0.16427431]
 [-11.6271295  -10.12440612   0.           0.        ]]",-3.10275,-0.117842640193,[-2.68257531  0.71918385]
4,[-0.60191453 -0.2245267 ],"[ 0.96684733  0.87411087 -0.84272244 -0.16105489  0.63872788 -1.42566338
  1.40365549 -0.86783819  0.22279552  0.09482664  0.        ]",[-2.89080477 -1.259305  ],"[[ -0.69357061  -0.40507099   0.07459372  -0.16427431]
 [-15.35467824  -7.0746307    0.           0.        ]]",-2.89919,-0.0523872608437,[-3.95146799 -0.21632335]
5,[-0.60191453 -0.2245267 ],"[ 0.60492544  0.7829442  -1.165055   -0.41456111  0.63872777 -1.42566281
  1.30689668 -0.93271981 -0.24189277 -0.11751391  0.        ]",[-2.88185596 -1.5305934 ],"[[ -1.03731215  -0.55373363   0.07459372  -0.16427431]
 [-19.00739359  -7.78919413   0.           0.        ]]",-3.07819,-0.0410582771992,[-2.18734169 -1.15272276]
6,[-0.60191453 -0.2245267 ],"[ 0.06101256  0.62685242 -1.35703257 -0.71093973  0.63872765 -1.42566224
  1.21205758 -1.2780298  -0.84571066 -0.06844043  0.        ]",[-2.92003846 -0.36542287],"[[ -1.45337932  -0.74767529   0.07459372  -0.16427431]
 [-22.58764144 -11.59220251   0.           0.        ]]",-2.94576,-0.129921852022,[-3.10275965  1.26069897]
7,[-0.60191453 -0.2245267 ],"[-0.60378006  0.43863853 -1.26889443 -0.95355525  0.63872753 -1.42566168
  1.11900732 -0.89738711 -1.37514858  0.34305207  0.        ]",[-2.93593264  0.3947013 ],"[[ -1.9403769   -0.93745957   0.07459372  -0.16427431]
 [-26.10036162  -7.4000713    0.           0.        ]]",-3.06608,-0.221006008944,[-3.37933967  0.68682929]
8,[-0.60191453 -0.2245267 ],"[-1.21257162  0.30548119 -0.78697193 -1.07794806  0.63872741 -1.42566111
  1.02781792 -0.63680285 -1.60309391  1.00066007  0.        ]",[-3.11349964  3.1199019 ],"[[ -2.49692415  -1.05666781   0.07459372  -0.16427431]
 [-29.54283427  -4.530179     0.           0.        ]]",-2.98674,-0.295227064741,[-2.63427052  1.09537809]
9,[-0.60191453 -0.2245267 ],"[-1.49120819  0.24683427  0.05751561 -1.12307564  0.63872729 -1.42566054
  0.9384414  -0.2687076  -1.42775145  1.69259365  0.        ]",[-3.37362647  6.19212914],"[[ -3.12163519  -1.10659828   0.07459372  -0.16427431]
 [-32.91687114  -0.47623511   0.           0.        ]]",-0.68287,-0.344070196728,[-2.88545862  7.07199747]
10,[-0.60191453 -0.2245267 ],"[-1.18971903  0.28267079  0.99093553 -1.09614709  0.63872717 -1.42565997
  0.85086045  0.09217631 -0.88017422  2.15927735  0.        ]",[-3.71626544  8.18296623],"[[ -3.81314708  -1.07624665   0.07459372  -0.16427431]
 [-36.22312521   3.49828827   0.           0.        ]]",0.666343,-0.360415511471,[-3.2871353   8.66738711]
11,[-0.60191453 -0.2245267 ],"[-0.29883476  0.40640813  1.52539973 -0.98670809  0.63872706 -1.4256594
  0.76504068  0.44598096 -0.13515866  2.17875867  0.        ]",[-3.73915672  8.05339432],"[[ -4.57011693  -0.96718646   0.07459372  -0.16427431]
 [-39.46289407   7.39484575   0.           0.        ]]",0.00209332,-0.338005963722,[-3.78232521  7.07983606]
12,[-0.60191453 -0.2245267 ],"[ 0.77079333  0.59619606  1.21783251 -0.75716178  0.63872694 -1.42565883
  0.6809431   0.79281423  0.4909637   1.65938734  0.        ]",[-3.35187149  3.67692256],"[[ -5.39122936  -0.78096457   0.07459372  -0.16427431]
 [-42.63764948  11.21462599   0.           0.        ]]",-1.35553,-0.272346410607,[-3.85981304  3.64055899]
13,[-0.60191453 -0.2245267 ],"[ 1.2878682   0.80649147  0.09812735 -0.35730964  0.63872682 -1.42565826
  0.59852063  1.1327444   0.63237469  0.77109125  0.        ]",[-2.96322632 -2.18535733],"[[ -6.27520123  -0.51910812   0.07459372  -0.16427431]
 [-45.7491688   14.95838207   0.           0.        ]]",-3.13431,-0.164634959731,[-3.0240405  -4.41509502]
14,[-0.60191453 -0.2245267 ],"[ 0.72055837  0.93618554 -1.08523377  0.09768484  0.6387267  -1.42565769
  0.51778595  0.74675542  0.05717619 -0.03715303  0.        ]",[-2.96758938 -3.20616102],"[[ -7.22076206  -0.26258925   0.07459372  -0.16427431]
 [-48.79697306  10.70737182   0.           0.        ]]",-3.29478,-0.0308651018785,[-3.09948607 -3.10739442]
15,[-0.60191453 -0.2245267 ],"[-0.60782382  0.97638461 -1.2672483   0.42363262  0.63872658 -1.42565712
  0.4386214   0.36824964 -1.03815561 -0.08941953  0.        ]",[-3.00054526 -3.46120596],"[[ -8.22668504  -0.09026394   0.07459372  -0.16427431]
 [-51.78550344   6.53877555   0.           0.        ]]",-2.89364,-0.162437249279,[-3.44743671 -4.98621896]
16,[-0.60191453 -0.2245267 ],"[-1.47921416  0.98180173 -0.10621232  0.59607837  0.63872646 -1.42565655
  0.36100934 -0.00288755 -1.76587539  0.92768532  0.        ]",[-2.86137772 -2.95149636],"[[ -9.29179145e+00  -4.97297142e-04   7.45937161e-02  -1.64274312e-01]
 [ -5.47154268e+01   2.45133158e+00   0.00000000e+00   0.00000000e+00]]",-2.22545,-0.313961719871,[-2.44190658 -2.17563319]
17,[-0.60191453 -0.2245267 ],"[-0.86413847  0.98175554  1.30184973  0.61304838  0.63872635 -1.42565599
  0.28492929 -0.36673416 -1.21876474  2.18767557  0.        ]",[-3.15261412  1.43746853],"[[ -1.04149165e+01   8.32453678e-03   7.45937161e-02  -1.64274312e-01]
 [ -5.75875151e+01  -1.55581917e+00   0.00000000e+00   0.00000000e+00]]",-1.3136,-0.389192220912,[-3.93475885  0.40446245]
18,[-0.60191453 -0.2245267 ],"[ 0.682164    0.98177411  1.28672395  0.5847167   0.63872623 -1.42565542
  0.2102962  -0.21841993  0.17600834  2.17478323  0.        ]",[-3.11374617  0.59326386],"[[ -1.15949352e+01  -6.40346827e-03   7.45937161e-02  -1.64274312e-01]
 [ -6.04049798e+01   7.76087056e-02   0.00000000e+00   0.00000000e+00]]",-3.09875,-0.340188690855,[-2.77062862  1.58970136]
19,[-0.60191453 -0.2245267 ],"[ 1.23962612  0.98099209 -0.29331357  0.6641029   0.63872611 -1.42565485
  0.13711501  0.14105381  0.67809233  0.78259186  0.        ]",[-2.85022664 -3.18850684],"[[ -1.28307533e+01   3.48717588e-02   7.45937161e-02  -1.64274312e-01]
 [ -6.31676338e+01   4.03659838e+00   0.00000000e+00   0.00000000e+00]]",-3.14486,-0.171607124758,[-3.61867381 -4.09880906]
20,[-0.60191453 -0.2245267 ],"[-0.07966146  0.97805243 -1.36685668  0.74131811  0.63872599 -1.42565428
  0.06546212 -0.22573704 -0.46170663 -0.20106125  0.        ]",[-2.91079903 -3.28173304],"[[ -1.41212457e+01   7.50747562e-02   7.45937161e-02  -1.64274312e-01]
 [ -6.58725933e+01  -2.97630105e-03   0.00000000e+00   0.00000000e+00]]",-3.07538,-0.0775723376066,[-3.43254116 -2.39263616]
21,[-0.60191453 -0.2245267 ],"[-1.45076839  0.9809723  -0.26275291  0.66489728  0.63872587 -1.42565371
 -0.00477102 -0.58527557 -1.7343889   0.76359147  0.        ]",[-2.81212711 -2.6823957 ],"[[ -1.54652996e+01   3.52851067e-02   7.45937161e-02  -1.64274312e-01]
 [ -6.85239557e+01  -3.96267953e+00   0.00000000e+00   0.00000000e+00]]",-2.56534,-0.298473650419,[-1.76465158 -2.57768519]
22,[-0.60191453 -0.2245267 ],"[-0.66451888  0.97723031  1.4155834   0.43774556  0.63872575 -1.42565314
 -0.07361991 -0.93755349 -0.98487148  2.31363393  0.        ]",[-3.35503411  3.74761558],"[[-16.86185542  -0.08289942   0.07459372  -0.16427431]
 [-71.1230617   -7.84242049   0.           0.        ]]",-0.855575,-0.390102131902,[-3.46001666  3.17760209]
23,[-0.60191453 -0.2245267 ],"[ 1.09042654  0.95568883  0.83340491  0.2178325   0.63872564 -1.42565257
 -0.14120068 -0.56353326  0.59385272  1.64806882  0.        ]",[-2.94999886 -0.17681265],"[[-18.3099139   -0.19842334   0.07459372  -0.16427431]
 [-73.67429513  -3.7232289    0.           0.        ]]",-3.90095,-0.277364608144,[-2.53594084 -1.58644755]
24,[-0.60191453 -0.2245267 ],"[ 0.69647811  0.91763005 -1.10331252  0.0068836   0.63872552 -1.425652
 -0.20737589 -0.91573661  0.00340662 -0.06074324  0.        ]",[-2.79656243 -3.16546702],"[[ -1.98084627e+01  -3.11811500e-01   7.45937161e-02  -1.64274312e-01]
 [ -7.61724672e+01  -7.60214810e+00   0.00000000e+00   0.00000000e+00]]",-3.28704,-0.0273833686787,[-2.56402908 -1.78636426]
25,[-0.60191453 -0.2245267 ],"[-1.22087882  0.81763285 -0.7752929  -0.32854755  0.6387254  -1.42565143
 -0.27229092 -1.26059527 -1.65552885  0.64166574  0.        ]",[-2.76177788 -1.84660077],"[[ -2.13564953e+01  -5.01969990e-01   7.45937161e-02  -1.64274312e-01]
 [ -7.86230665e+01  -1.14001804e+01   0.00000000e+00   0.00000000e+00]]",-2.74789,-0.279203229682,[-2.60143239 -1.403958  ]
26,[-0.60191453 -0.2245267 ],"[-0.89659961  0.60892633  1.27888112 -0.73833693  0.63872528 -1.42565087
 -0.33601316 -1.59808023 -0.76697295  2.28442952  0.        ]",[-4.00516987  9.0263586 ],"[[ -2.29530851e+01  -7.67277165e-01   7.45937161e-02  -1.64274312e-01]
 [ -8.10286373e+01  -1.51170077e+01   0.00000000e+00   0.00000000e+00]]",0.601372,-0.37291961204,[-4.45362234  8.63432943]
