timestep,logstd_action_dist,obs,avg_action_dist,human_obs,rewards,original_rewards,actions
0,[-0.63302755 -0.29592073],"[ 1.2863479   0.99728304  0.18463784  0.73755821 -0.31203208 -1.33873451
  1.82735013 -0.22545335  1.36512091  1.16767452  0.        ]",[-3.67868161  1.95495129],"[[ 0.06816657  0.0569734  -0.03527356 -0.1544011 ]
 [ 0.00413863  0.00274258  0.          0.        ]]",-3.48999,-0.300381627575,[-3.08918002  1.41509671]
1,[-0.63302755 -0.29592073],"[ 1.28900996  0.99319251  0.12714808  0.81380709 -0.31203204 -1.33873407
  1.72236747  0.12756741  1.36624485  1.14318683  0.        ]",[-3.57627821 -0.03114614],"[[ 0.02854255  0.09677097 -0.03527356 -0.1544011 ]
 [-3.95336003  3.96380651  0.          0.        ]]",-3.65587,-0.298260847014,[-2.69677779  0.79323835]
2,[-0.63302755 -0.29592073],"[ 1.2840186   0.97094008 -0.04406738  1.02269373 -0.312032   -1.33873363
  1.61946979  0.40062974  1.36474125  1.06446747  0.        ]",[-3.50892782 -1.69106507],"[[-0.0894428   0.20678828 -0.03527356 -0.1544011 ]
 [-7.83226607  7.0276981   0.          0.        ]]",-3.57282,-0.2909772712,[-3.26428802 -0.26734011]
3,[-0.63302755 -0.29592073],"[ 1.23380008  0.92490341 -0.32165344  1.26054837 -0.31203196 -1.3387332
  1.51864769  0.29400654  1.34690554  0.90048074  0.        ]",[-3.46473885 -2.24548507],"[[ -0.28422106   0.33533907  -0.03527356  -0.1544011 ]
 [-11.63293362   5.83133501   0.           0.        ]]",-3.38191,-0.274877973806,[-3.39527074 -1.98279916]
4,[-0.63302755 -0.29592073],"[ 1.08145277  0.88794544 -0.67885859  1.39606837 -0.31203192 -1.33873276
  1.41984571 -0.06907476  1.27590804  0.61496941  0.        ]",[-3.38617706 -2.60871553],"[[ -0.55424887   0.41109098  -0.03527356  -0.1544011 ]
 [-15.35745267   1.7573884    0.           0.        ]]",-3.2195,-0.244812596178,[-2.75317823 -2.43889888]
5,[-0.63302755 -0.29592073],"[ 0.76567381  0.89056202 -1.05044441  1.38739073 -0.31203188 -1.33873232
  1.32300056 -0.42499087  1.06999244  0.23035587  0.        ]",[-3.2923038  -3.12925982],"[[ -0.89802741   0.40617055  -0.03527356  -0.1544011 ]
 [-19.00820836  -2.23616148   0.           0.        ]]",-3.11927,-0.196057169283,[-3.14820199 -1.77281963]
6,[-0.63302755 -0.29592073],"[ 0.25231691  0.93059326 -1.31938233  1.23659604 -0.31203184 -1.33873188
  1.2280788  -0.77387585  0.6316879  -0.13441173  0.        ]",[-3.19526792 -3.60548282],"[[ -1.3140938    0.32217043  -0.03527356  -0.1544011 ]
 [-22.58646077  -6.15081921   0.           0.        ]]",-2.88239,-0.125646471547,[-4.15877599 -3.56684855]
7,[-0.63302755 -0.29592073],"[-0.41788385  0.98221828 -1.32865676  0.9355359  -0.3120318  -1.33873144
  1.1350407  -1.11584835 -0.05831431 -0.24821486  0.        ]",[-3.12087488 -3.73915482],"[[ -1.80101237   0.1606548   -0.03527356  -0.1544011 ]
 [-26.09370707  -9.98791707   0.           0.        ]]",-3.04251,-0.052914599943,[-2.39476834 -4.35503038]
8,[-0.63302755 -0.29592073],"[-1.08485546  0.99550404 -0.94028384  0.48061449 -0.31203176 -1.338731
  1.04383486 -1.45100824 -0.7953402   0.15597908  0.        ]",[-3.05294776 -2.63075829],"[[ -2.35738148  -0.07683672  -0.03527356  -0.1544011 ]
 [-29.53188462 -13.74857708   0.           0.        ]]",-2.7079,-0.119757749932,[-3.881491   -3.66301459]
9,[-0.63302755 -0.29592073],"[-1.47317528  0.89956838 -0.14538499 -0.10032834 -0.31203172 -1.33873056
  0.95439442 -1.77943684 -1.10132789  1.09628091  0.        ]",[-3.487324    4.54900026],"[[ -2.98184397  -0.38878481  -0.03527356  -0.1544011 ]
 [-32.90351376 -17.43371297   0.           0.        ]]",-0.482476,-0.23625908455,[-3.32966953  6.72606259]
10,[-0.63302755 -0.29592073],"[-1.29907222  0.68967325  0.82198072 -0.6013816  -0.31203168 -1.33873012
  0.86659738 -1.39543938 -0.61105281  1.99903025  0.        ]",[ -4.25797129  10.51899242],"[[ -3.67311995e+00  -6.94232070e-01  -3.52735608e-02  -1.54401095e-01]
 [ -3.62131925e+01  -1.31250820e+01   0.00000000e+00   0.00000000e+00]]",1.37285,-0.320940957664,[ -3.69770941  10.08624326]
11,[-0.63302755 -0.29592073],"[-0.48812299  0.47788953  1.48080318 -0.8941906  -0.31203164 -1.33872968
  0.78053309 -1.01889698  0.34345041  2.18933461  0.        ]",[ -4.77685833  13.03365993],"[[ -4.42993609e+00  -9.14345707e-01  -3.52735608e-02  -1.54401095e-01]
 [ -3.94575532e+01  -8.90009709e+00   0.00000000e+00   0.00000000e+00]]",3.39309,-0.346833649347,[ -4.31328186  14.16167054]
12,[-0.63302755 -0.29592073],"[ 0.6124453   0.32609075  1.33270678 -1.03956771 -0.3120316  -1.33872924
  0.6961912  -0.64967712  1.08185496  1.56113001  0.        ]",[ -4.45732164  11.66253757],"[[ -5.25098912e+00  -1.05078369e+00  -3.52735608e-02  -1.54401095e-01]
 [ -4.26369855e+01  -4.75727303e+00   0.00000000e+00   0.00000000e+00]]",1.92943,-0.308819927099,[ -4.6951924   11.66680499]
13,[-0.63302755 -0.29592073],"[ 1.27433727  0.26196417  0.30018647 -1.08901289 -0.31203156 -1.33872881
  0.61355035 -0.2876506   1.08773803  0.57245987  0.        ]",[-3.60442233  5.16614389],"[[ -6.13498796e+00  -1.10517470e+00  -3.52735608e-02  -1.54401095e-01]
 [ -4.57522939e+01  -6.95161318e-01   0.00000000e+00   0.00000000e+00]]",-1.3302,-0.212839776716,[-3.67773821  6.18585331]
14,[-0.63302755 -0.29592073],"[ 0.87044421  0.29291737 -0.95383473 -1.06595097 -0.31203152 -1.33872837
  0.53258236  0.06730785  0.34127566 -0.05763128  0.        ]",[-3.09276962 -1.48143721],"[[ -7.08066043e+00  -1.07911882e+00  -3.52735608e-02  -1.54401095e-01]
 [ -4.88045412e+01   3.28764340e+00   0.00000000e+00   0.00000000e+00]]",-3.2504,-0.0753113173851,[-2.95358697 -1.28846015]
15,[-0.63302755 -0.29592073],"[-0.42132998  0.32276546 -1.32780793 -1.04229158 -0.31203147 -1.33872793
  0.45327521 -0.29045585 -0.6421969   0.24270309  0.        ]",[-3.02331924 -1.93753576],"[[ -8.08674479e+00  -1.05364423e+00  -3.52735608e-02  -1.54401095e-01]
 [ -5.17941803e+01  -7.26637426e-01   0.00000000e+00   0.00000000e+00]]",-3.35009,-0.0969874388189,[-2.67410628 -1.53733985]
16,[-0.63302755 -0.29592073],"[-1.4394911   0.25900632 -0.30560792 -1.09113941 -0.31203143 -1.33872749
  0.37549313 -0.64102742 -0.8889604   1.37949441  0.        ]",[-3.42465973  4.66006756],"[[ -9.15204434e+00  -1.10764636e+00  -3.52735608e-02  -1.54401095e-01]
 [ -5.47263287e+01  -4.66021945e+00   0.00000000e+00   0.00000000e+00]]",-1.54448,-0.248735979139,[-3.900025  3.717155]
17,[-0.63302755 -0.29592073],"[-1.01749084  0.1954445   1.17768561 -1.13376376 -0.31203139 -1.33872705
  0.29919021 -0.27874031  0.00921647  2.126507    0.        ]",[ -4.26969528  10.62600899],"[[ -1.02754336e+01  -1.16006749e+00  -3.52735608e-02  -1.54401095e-01]
 [ -5.76027179e+01  -5.95185328e-01   0.00000000e+00   0.00000000e+00]]",2.0812,-0.32949450018,[ -4.15577066  10.14214063]
18,[-0.63302755 -0.29592073],"[ 0.51677121  0.22969337  1.38724281 -1.11152088 -0.31203135 -1.33872661
  0.22444583  0.07649372  1.04089469  1.58257259  0.        ]",[-4.02629566  8.98692894],"[[ -1.14557613e+01  -1.13198133e+00  -3.52735608e-02  -1.54401095e-01]
 [ -6.04203545e+01   3.39070989e+00   0.00000000e+00   0.00000000e+00]]",0.756046,-0.307187161744,[-3.6140445  8.5107222]
19,[-0.63302755 -0.29592073],"[ 1.27864309  0.35585996 -0.09613181 -1.01435319 -0.31203131 -1.33872617
  0.1512282   0.42477093  0.97973976  0.33742895  0.        ]",[-3.17972851 -1.2863183 ],"[[ -1.26918641e+01  -1.02495940e+00  -3.52735608e-02  -1.54401095e-01]
 [ -6.31804375e+01   7.29854636e+00   0.00000000e+00   0.00000000e+00]]",-3.17313,-0.184104421874,[-3.46925412 -1.04362161]
20,[-0.63302755 -0.29592073],"[ 0.11338884  0.47187117 -1.34966261 -0.90080673 -0.31203127 -1.33872573
  0.07951947  0.06039619 -0.23882352 -0.06804086  0.        ]",[-3.07813358 -2.36008406],"[[ -1.39825921e+01  -9.20009648e-01  -3.52735608e-02  -1.54401095e-01]
 [ -6.58836397e+01   3.21008908e+00   0.00000000e+00   0.00000000e+00]]",-3.38134,-0.0348614653597,[-3.05435621 -3.46582052]
21,[-0.63302755 -0.29592073],"[-1.39113661  0.49718815 -0.45461716 -0.87243174 -0.31203123 -1.33872529
  0.00918438 -0.29671696 -0.99850487  1.14547679  0.        ]",[-3.10166073 -0.39784497],"[[ -1.53268644e+01  -8.96012744e-01  -3.52735608e-02  -1.54401095e-01]
 [ -6.85350596e+01  -7.96889763e-01   0.00000000e+00   0.00000000e+00]]",-2.90002,-0.22992798253,[-2.75957089 -0.92973603]
22,[-0.63302755 -0.29592073],"[-0.8333402   0.44114783  1.32024207 -0.93341227 -0.31203119 -1.33872486
 -0.05981147 -0.62183977  0.06017262  2.20042117  0.        ]",[ -4.23736191  10.24923992],"[[ -1.67236581e+01  -9.48555619e-01  -3.52735608e-02  -1.54401095e-01]
 [ -7.11359942e+01  -4.44492219e+00   0.00000000e+00   0.00000000e+00]]",2.224,-0.341877532696,[-4.38556362  9.98529726]
23,[-0.63302755 -0.29592073],"[ 0.98247161  0.3879611   0.9963766  -0.98545538 -0.31203115 -1.33872442
 -0.1275036  -0.25935913  1.20723014  1.21521106  0.        ]",[-3.6995976   5.77982426],"[[ -1.81719844e+01  -9.96649681e-01  -3.52735608e-02  -1.54401095e-01]
 [ -7.36877825e+01  -3.77719036e-01   0.00000000e+00   0.00000000e+00]]",-1.27541,-0.284078155938,[-3.62233964  4.38483424]
24,[-0.63302755 -0.29592073],"[ 0.84650745  0.42404799 -0.97767582 -0.95073407 -0.31203111 -1.33872398
 -0.19379943  0.0960714   0.38862456 -0.08388157  0.        ]",[-3.06545997 -2.23070478],"[[ -1.96708185e+01  -9.64191711e-01  -3.52735608e-02  -1.54401095e-01]
 [ -7.61869346e+01   3.61037849e+00   0.00000000e+00   0.00000000e+00]]",-3.3122,-0.084177554768,[-3.53927315 -1.96795359]
25,[-0.63302755 -0.29592073],"[-1.09673196  0.4588166  -0.9276917  -0.91489823 -0.31203107 -1.33872354
 -0.25872079 -0.26125241 -0.94901148  0.7151025   0.        ]",[-3.02263403 -1.73791265],"[[ -2.12191085e+01  -9.32212591e-01  -3.52735608e-02  -1.54401095e-01]
 [ -7.86342733e+01  -3.98962338e-01   0.00000000e+00   0.00000000e+00]]",-3.27554,-0.177359798408,[-4.00642681 -3.47192475]
26,[-0.63302755 -0.29592073],"[-1.04427017  0.4070021   1.15248662 -0.96743813 -0.31203103 -1.3387231
 -0.32241766 -0.61137248 -0.12944774  2.16229235  0.        ]",[-4.04435253  9.2143774 ],"[[ -2.28158816e+01  -9.79611383e-01  -3.52735608e-02  -1.54401095e-01]
 [ -8.10354529e+01  -4.32747416e+00   0.00000000e+00   0.00000000e+00]]",2.29241,-0.33492771358,[ -4.15798921  10.15784531]
27,[-0.63302755 -0.29592073],"[ 0.98687144  0.3554453   0.99063331 -1.01471254 -0.31203099 -1.33872266
 -0.38491799 -0.24857681  1.20183768  1.19095942  0.        ]",[-3.61815023  4.87859869],"[[ -2.44602340e+01  -1.02532137e+00  -3.52735608e-02  -1.54401095e-01]
 [ -8.33915265e+01  -2.56737958e-01   0.00000000e+00   0.00000000e+00]]",-0.633426,-0.28088784891,[-3.96788653  5.37870732]
28,[-0.63302755 -0.29592073],"[ 0.62875374  0.39496076 -1.15098245 -0.97890854 -0.31203095 -1.33872222
 -0.44611601  0.10716893  0.15733243 -0.10917882  0.        ]",[-3.04551888 -2.39274192],"[[ -2.61512153e+01  -9.90408218e-01  -3.52735608e-02  -1.54401095e-01]
 [ -8.56985069e+01   3.73489488e+00   0.00000000e+00   0.00000000e+00]]",-3.38452,-0.0510681055704,[-3.18579615 -1.95443602]
