timestep,logstd_action_dist,obs,avg_action_dist,human_obs,rewards,original_rewards,actions
0,[-0.66649991 -0.48182392],"[ 1.29327141  1.05432179  0.10153403  0.69947505 -0.06612016 -1.00850308
  1.86717021 -0.22661441  1.21101144  0.81917836  0.        ]",[-3.94547129  0.74367923],"[[ 0.01221165 -0.00565846 -0.0070775  -0.11625535]
 [ 0.00455722 -0.00129377  0.          0.        ]]",-4.57117,-0.247161864528,[-4.62837438 -0.15821238]
1,[-0.66649991 -0.48182392],"[ 1.2928531   1.05424611  0.04409654  0.68741162 -0.06612016 -1.00850291
  1.7618132  -0.2799179   1.21033777  0.76288058  0.        ]",[-3.88794708  0.33318329],"[[-0.02738617 -0.01195407 -0.0070775  -0.11625535]
 [-3.95116885 -0.62618947  0.          0.        ]]",-4.75316,-0.242884592073,[-3.48201372  1.40605273]
2,[-0.66649991 -0.48182392],"[ 1.27870597  1.05418196 -0.12626528  0.7398064  -0.06612015 -1.00850274
  1.65849272  0.05902018  1.19922653  0.62735126  0.        ]",[-3.7930007  -1.54232478],"[[ -1.45331419e-01   1.53895196e-02  -7.07750196e-03  -1.16255346e-01]
 [ -7.83043493e+00   3.34729993e+00   0.00000000e+00   0.00000000e+00]]",-4.72954,-0.232220508401,[-3.17818453 -0.66459501]
3,[-0.66649991 -0.48182392],"[ 1.2136902   1.05226278 -0.4000467   0.8161974  -0.06612015 -1.00850256
  1.55728459 -0.17097692  1.15036429  0.40522487  0.        ]",[-3.68627167 -2.316324  ],"[[ -3.40066189e-01   5.52823948e-02  -7.07750196e-03  -1.16255346e-01]
 [ -1.16303940e+01   6.50963764e-01   0.00000000e+00   0.00000000e+00]]",-4.5284,-0.213355512517,[-2.90841683 -2.71498373]
4,[-0.66649991 -0.48182392],"[ 1.04239265  1.05379145 -0.74726394  0.76484348 -0.06612014 -1.00850239
  1.45809182 -0.50970855  0.99517249  0.07092747  0.        ]",[-3.56665015 -2.94734001],"[[ -6.10040987e-01   2.84586777e-02  -7.07750196e-03  -1.16255346e-01]
 [ -1.53546866e+01  -3.32010535e+00   0.00000000e+00   0.00000000e+00]]",-4.47879,-0.180964063016,[-2.74229643 -2.37598302]
5,[-0.66649991 -0.48182392],"[ 0.70704686  1.05030814 -1.0993349   0.56291833 -0.06612013 -1.00850221
  1.36085946 -0.84173077  0.6397831  -0.29294926  0.        ]",[-3.44447756 -3.4360528 ],"[[ -9.53762910e-01  -7.69974788e-02  -7.07750196e-03  -1.16255346e-01]
 [ -1.90053762e+01  -7.21251817e+00   0.00000000e+00   0.00000000e+00]]",-4.05887,-0.135353481415,[-3.58247867 -3.40018582]
6,[-0.66649991 -0.48182392],"[ 0.1797609   1.00874129 -1.337627    0.21856857 -0.06612013 -1.00850204
  1.26554014 -1.1671585   0.03676184 -0.49239937  0.        ]",[-3.36347699 -3.33290815],"[[ -1.36977710e+00  -2.59526699e-01  -7.07750196e-03  -1.16255346e-01]
 [ -2.25842405e+01  -1.10276227e+01   0.00000000e+00   0.00000000e+00]]",-4.06739,-0.0938356343812,[-3.73481101 -2.21847314]
7,[-0.66649991 -0.48182392],"[-0.49044267  0.87597573 -1.3079645  -0.23781684 -0.06612012 -1.00850187
  1.17207575 -1.48609312 -0.68595362 -0.27046845  0.        ]",[-3.29434824 -2.56184244],"[[ -1.85666814e+00  -5.17594955e-01  -7.07750196e-03  -1.16255346e-01]
 [ -2.60934608e+01  -1.47666084e+01   0.00000000e+00   0.00000000e+00]]",-4.18765,-0.114893516644,[-3.14082162 -2.09105332]
8,[-0.66649991 -0.48182392],"[-1.13629816  0.59165803 -0.88198302 -0.72891727 -0.06612012 -1.00850169
  1.0803977  -1.79862743 -1.1428518   0.47382224  0.        ]",[-3.58744287  3.59669852],"[[ -2.41306839e+00  -8.49690822e-01  -7.07750196e-03  -1.16255346e-01]
 [ -2.95356130e+01  -1.84305644e+01   0.00000000e+00   0.00000000e+00]]",-3.90143,-0.187614363177,[-3.9200957   2.81964802]
9,[-0.66649991 -0.48182392],"[-1.48199783  0.21780089 -0.06665568 -1.0576717  -0.06612011 -1.00850152
  0.99042064 -1.42936078 -0.95380673  1.34587419  0.        ]",[-4.22820091  9.7223835 ],"[[ -3.03767609e+00  -1.17486960e+00  -7.07750196e-03  -1.16255346e-01]
 [ -3.29139004e+01  -1.41015267e+01   0.00000000e+00   0.00000000e+00]]",-1.32105,-0.249059262228,[-3.88846701  9.73828587]
10,[-0.66649991 -0.48182392],"[-1.25613599 -0.09514505  0.88799369 -1.18249901 -0.06612011 -1.00850135
  0.90223801 -1.06730383 -0.26689976  1.77861308  0.        ]",[ -5.11186409  13.77515602],"[[ -3.72917511e+00  -1.41431535e+00  -7.07750196e-03  -1.16255346e-01]
 [ -3.62248150e+01  -9.85700839e+00   0.00000000e+00   0.00000000e+00]]",0.427174,-0.273296821816,[ -4.40236697  12.37047072]
11,[-0.66649991 -0.48182392],"[-0.41008307 -0.30586794  1.49753525 -1.20591047 -0.0661201  -1.00850117
  0.81583111 -0.7123255   0.46238779  1.57142071  0.        ]",[ -5.32583237  15.01558685],"[[ -4.48622414e+00  -1.56970318e+00  -7.07750196e-03  -1.16255346e-01]
 [ -3.94690586e+01  -5.69547394e+00   0.00000000e+00   0.00000000e+00]]",1.58612,-0.255558075264,[ -5.41016134  14.75882757]
12,[-0.66649991 -0.48182392],"[ 0.68197749 -0.40515174  1.2850899  -1.2009631  -0.0661201  -1.008501
  0.73117133 -0.36428804  0.80750626  0.89933499  0.        ]",[ -4.67666245  12.43008137],"[[ -5.30750011e+00  -1.64267679e+00  -7.07750196e-03  -1.16255346e-01]
 [ -4.26477051e+01  -1.61530922e+00   0.00000000e+00   0.00000000e+00]]",-0.456967,-0.198831130998,[ -5.23969174  11.44084686]
13,[-0.66649991 -0.48182392],"[ 1.28755613 -0.39451404  0.21634442 -1.20198184 -0.06612009 -1.00850083
  0.64822679 -0.02304588  0.56909646  0.1765594   0.        ]",[-3.52721238  5.84387302],"[[ -6.19170301e+00  -1.63484665e+00  -7.07750196e-03  -1.16255346e-01]
 [ -4.57619512e+01   2.38519177e+00   0.00000000e+00   0.00000000e+00]]",-4.03169,-0.110756588997,[-3.43384718  4.26754267]
14,[-0.66649991 -0.48182392],"[ 0.81568314 -0.27602965 -1.01020586 -1.2054037  -0.06612008 -1.00850065
  0.56696586  0.31154793 -0.1374356  -0.12809417  0.        ]",[-3.08620286 -1.68591142],"[[ -7.13755675e+00  -1.54778870e+00  -7.07750196e-03  -1.16255346e-01]
 [ -4.88129850e+01   6.30775203e+00   0.00000000e+00   0.00000000e+00]]",-4.30684,-0.0343595863035,[-2.608993   -1.83712433]
15,[-0.66649991 -0.48182392],"[-0.49571369 -0.16017906 -1.30633746 -1.19468499 -0.06612008 -1.00850048
  0.48735528 -0.03587572 -0.86168776  0.3319388   0.        ]",[-3.1526494  -2.09463215],"[[ -8.14380444e+00  -1.46250123e+00  -7.07750196e-03  -1.16255346e-01]
 [ -5.18020546e+01   2.23478372e+00   0.00000000e+00   0.00000000e+00]]",-4.6274,-0.135804128261,[-3.29658711 -2.8771902 ]
16,[-0.66649991 -0.48182392],"[-1.45731246 -0.15388578 -0.22641466 -1.19370106 -0.06612007 -1.00850031
  0.40927768 -0.37631069 -0.84019453  1.32438017  0.        ]",[-3.66945624  5.07163811],"[[ -9.20925523e+00  -1.45785118e+00  -7.07750196e-03  -1.16255346e-01]
 [ -5.47335671e+01  -1.75625377e+00   0.00000000e+00   0.00000000e+00]]",-2.7146,-0.235576047378,[-4.46890898  4.93483962]
17,[-0.66649991 -0.48182392],"[-0.95425177 -0.14699906  1.22733553 -1.19257657 -0.06612007 -1.00850013
  0.3327041  -0.03438477  0.05507215  1.78413272  0.        ]",[ -4.6521225   11.77184296],"[[ -1.03327760e+01  -1.45275982e+00  -7.07750196e-03  -1.16255346e-01]
 [ -5.76086093e+01   2.25226190e+00   0.00000000e+00   0.00000000e+00]]",1.10185,-0.273534540662,[ -4.22971033  12.14064846]
18,[-0.66649991 -0.48182392],"[ 0.59045393 -0.03347218  1.34443145 -1.1667493  -0.06612006 -1.00849996
  0.25769798  0.30088538  0.87672778  1.13725559  0.        ]",[-4.14767075  9.09772396],"[[ -1.15132072e+01  -1.36828084e+00  -7.07750196e-03  -1.16255346e-01]
 [ -6.04247996e+01   6.18274978e+00   0.00000000e+00   0.00000000e+00]]",-0.730859,-0.233557414522,[-4.67087236  8.77586958]
