timestep,logstd_action_dist,obs,avg_action_dist,human_obs,rewards,original_rewards,actions
0,[-0.50847203 -0.01676221],"[ 1.2597355   0.92047845  0.02828111  0.46306325  0.23183958  0.10244587
  1.58611945 -0.20826194  0.97408187 -0.02330987  0.        ]",[-2.0706954  -2.14841461],"[[-0.04802291  0.04733867  0.02694152  0.01241408]
 [ 0.00125624  0.00429789  0.          0.        ]]",-1.05063,-0.183758371137,[-2.56361449 -2.15052574]
1,[-0.50847203 -0.01676221],"[ 1.25601875  0.92191032 -0.02976085  0.3895884   0.23183949  0.10244583
  1.48103534 -0.64530896  0.97042801 -0.10155003  0.        ]",[-2.0648942  -1.76278865],"[[-0.0876731   0.00771137  0.02694152  0.01241408]
 [-3.9531129  -3.95384193  0.          0.        ]]",-1.0682,-0.184767116305,[-2.1241877  -1.93341001]
2,[-0.50847203 -0.01676221],"[ 1.23220613  0.91396745 -0.20087936  0.1711092   0.2318394   0.1024458
  1.37802837 -1.07370529  0.93026618 -0.33050656  0.        ]",[-2.06669092 -1.40478933],"[[-0.20562635 -0.11029275  0.02694152  0.01241408]
 [-7.8293283  -7.83364031  0.          0.        ]]",-1.29883,-0.187864284033,[-0.68439004 -2.15683404]
3,[-0.50847203 -0.01676221],"[ 1.15867472  0.86127327 -0.45616689 -0.18197451  0.23183931  0.10244576
  1.31022889 -1.49366987  0.78147817 -0.66105325  0.        ]",[-2.07650089 -1.00275326],"[[ -0.38781026  -0.30512687   0.02694152   0.01241408]
 [-10.38065248 -11.63708457   0.           0.        ]]",-0.937931,-0.192610597197,[-1.95738633 -0.68213578]
4,[-0.50847203 -0.01676221],"[ 0.9934683   0.71946168 -0.76936224 -0.61419549  0.23183922  0.10244572
  1.21055802 -1.76627945  0.44975771 -0.99121267  0.        ]",[-2.08187342 -0.6233446 ],"[[ -6.33053183e-01  -5.62640452e-01   2.69415204e-02   1.24140825e-02]
 [ -1.41313424e+01  -1.41060106e+01   0.00000000e+00   0.00000000e+00]]",-0.706145,-0.197693911859,[-1.79825296 -0.5857203 ]
5,[-0.50847203 -0.01676221],"[ 0.68017761  0.46020554 -1.097022   -1.03677408  0.23183913  0.10244568
  1.11281617 -1.99130364 -0.07987106 -1.15584599  0.        ]",[-2.09684873 -0.00712362],"[[ -9.52580561e-01  -8.65209035e-01   2.69415204e-02   1.24140825e-02]
 [ -1.78094490e+01  -1.61439875e+01   0.00000000e+00   0.00000000e+00]]",-0.42141,-0.20060939248,[-1.58478404 -0.18324604]
6,[-0.50847203 -0.01676221],"[ 0.18854069  0.09397495 -1.33134361 -1.34827901  0.23183905  0.10244565
  1.01694736 -2.03585379 -0.66444615 -0.98175302  0.        ]",[-2.13821983  0.57851893],"[[ -1.34496316e+00  -1.19213824e+00   2.69415204e-02   1.24140825e-02]
 [ -2.14170765e+01  -1.65474934e+01   0.00000000e+00   0.00000000e+00]]",0.0262072,-0.196862752923,[-2.82054374  0.46169786]
7,[-0.50847203 -0.01676221],"[-0.44688289 -0.30057012 -1.32723722 -1.47521937  0.23183896  0.10244561
  0.92293029 -1.79748428 -1.04108592 -0.47961586  0.        ]",[-2.16551685  1.13094962],"[[ -1.80880143e+00  -1.50142931e+00   2.69415204e-02   1.24140825e-02]
 [ -2.49550260e+01  -1.43887066e+01   0.00000000e+00   0.00000000e+00]]",-0.462252,-0.183227799759,[-2.20895447  1.6121668 ]
8,[-0.50847203 -0.01676221],"[-1.08514354 -0.62133304 -0.95273809 -1.45109271  0.23183887  0.10244557
  0.8307719  -1.3284229  -1.05243578  0.11600119  0.        ]",[-2.16913748  1.86558294],"[[ -2.34269921e+00  -1.74658198e+00   2.69415204e-02   1.24140825e-02]
 [ -2.84230353e+01  -1.01406249e+01   0.00000000e+00   0.00000000e+00]]",-1.17405,-0.160967771701,[-2.59110947  1.5180541 ]
9,[-0.50847203 -0.01676221],"[-1.47673365 -0.82572432 -0.18751528 -1.37545054  0.23183878  0.10244553
  0.74046566 -0.86858721 -0.75028152  0.55930405  0.        ]",[-2.17926741  2.80206418],"[[ -2.94525815e+00  -1.90761128e+00   2.69415204e-02   1.24140825e-02]
 [ -3.18213488e+01  -5.97608806e+00   0.00000000e+00   0.00000000e+00]]",-0.720701,-0.133955209549,[-2.02920116  4.5155496 ]
10,[-0.50847203 -0.01676221],"[-1.3512012  -0.9216797   0.76783521 -1.32193923  0.23183869  0.1024455
  0.65197657 -0.41778667 -0.28419033  0.71702021  0.        ]",[-2.17827654  3.28437304],"[[ -3.61509731e+00  -1.98617103e+00   2.69415204e-02   1.24140825e-02]
 [ -3.51512837e+01  -1.89337597e+00   0.00000000e+00   0.00000000e+00]]",-0.525413,-0.106968406623,[-2.60772784  2.7768637 ]
11,[-0.50847203 -0.01676221],"[-0.60990602 -0.9189239   1.47119533 -1.32364856  0.2318386   0.10244546
  0.56526919  0.02417908  0.17601653  0.54978036  0.        ]",[-2.1385603   2.91854262],"[[ -4.35086255e+00  -1.98387975e+00   2.69415204e-02   1.24140825e-02]
 [ -3.84141723e+01   2.10932368e+00   0.00000000e+00   0.00000000e+00]]",-0.5108,-0.089180461869,[-2.32059926  2.39790589]
12,[-0.50847203 -0.01676221],"[ 0.46634382 -0.8191553   1.42701064 -1.37866627  0.23183851  0.10244542
  0.48031095  0.45751818  0.45272755  0.09284924  0.        ]",[-2.07845879  1.77941847],"[[ -5.15122542e+00  -1.90231893e+00   2.69415204e-02   1.24140825e-02]
 [ -4.16112400e+01   6.03389558e+00   0.00000000e+00   0.00000000e+00]]",-0.279496,-0.0945003990229,[-2.69364675  2.72796132]
13,[-0.50847203 -0.01676221],"[ 1.21187075 -0.61673813  0.48770394 -1.45222541  0.23183842  0.10244538
  0.39707227  0.88243589  0.36751697 -0.50595556  0.        ]",[-2.01854992 -0.29269025],"[[ -6.01488077e+00  -1.74303233e+00   2.69415204e-02   1.24140825e-02]
 [ -4.47435997e+01   9.88220084e+00   0.00000000e+00   0.00000000e+00]]",-0.655755,-0.124520645276,[-1.7076998   0.56388041]
14,[-0.50847203 -0.01676221],"[ 0.9732653  -0.33128537 -0.7978555  -1.47771248  0.23183834  0.10244534
  0.31552347  1.10843849 -0.16856955 -0.92734094  0.        ]",[-1.99198925 -1.7998364 ],"[[ -6.94054463e+00  -1.52485442e+00   2.69415204e-02   1.24140825e-02]
 [ -4.78123681e+01   1.19290188e+01   0.00000000e+00   0.00000000e+00]]",-0.427102,-0.163952322493,[-1.94589957 -2.61634805]
15,[-0.50847203 -0.01676221],"[-0.22176818 -0.07614226 -1.36469571 -1.42537823  0.23183825  0.10244531
  0.23562362  0.6463718  -0.94499679 -0.72419478  0.        ]",[-2.00554371 -1.40727711],"[[ -7.92695787e+00  -1.32826272e+00   2.69415204e-02   1.24140825e-02]
 [ -5.08190848e+01   7.74427912e+00   0.00000000e+00   0.00000000e+00]]",-1.7159,-0.193483795722,[-1.52326096 -0.52031644]
