timestep,logstd_action_dist,obs,avg_action_dist,human_obs,rewards,original_rewards,actions
0,[-0.31980252 -0.00590818],"[ 1.21889025  1.00839086  0.04646609  0.33723326 -0.86151502 -1.29436419
  1.31354178 -0.17087151  1.70832224  1.03245321  0.        ]",[-1.64075661 -0.30699411],"[[-0.04126226  0.0809734  -0.10026107 -0.14918594]
 [-0.00496714  0.00371046  0.          0.        ]]",-0.850052,-0.344215117881,[-0.88770982  1.1829473 ]
1,[-0.31980252 -0.00590818],"[ 1.21601823  1.00313791 -0.00583617  0.40405212 -0.86151374 -1.29436124
  1.20775712  0.31260794  1.70695723  1.01334186  0.        ]",[-1.61460102 -0.83968985],"[[-0.07660974  0.12078838 -0.10026107 -0.14918594]
 [-3.51808019  3.96458156  0.          0.        ]]",-0.553214,-0.342701207564,[-1.74003804  0.88937863]
2,[-0.31980252 -0.00590818],"[ 1.19629153  0.97679044 -0.16647767  0.5929853  -0.86151246 -1.29435828
  1.09069495  0.73306305  1.69830982  0.94823595  0.        ]",[-1.57912087 -1.37242532],"[[-0.18597739  0.23464049 -0.10026107 -0.14918594]
 [-7.40574653  7.40913343  0.          0.        ]]",-0.670332,-0.337081199709,[-2.81146777 -0.59709736]
3,[-0.31980252 -0.00590818],"[ 1.12563312  0.92980526 -0.43159846  0.79132475 -0.86151118 -1.29435533
  0.97601333  0.42672792  1.66853734  0.79185132  0.        ]",[-1.57551813 -1.20920229],"[[ -0.37230505   0.35764364  -0.10026107  -0.14918594]
 [-11.21436731   4.89951251   0.           0.        ]]",-0.983599,-0.323135692876,[-1.41925498 -1.19107004]
4,[-0.31980252 -0.00590818],"[ 0.95217263  0.90153336 -0.77052052  0.88085063 -0.8615099  -1.29435238
  0.86361546 -0.06830223  1.57816793  0.50761485  0.        ]",[-1.57988834 -0.84359789],"[[ -0.63404456   0.41494424  -0.10026107  -0.14918594]
 [-14.94715394   0.8440226    0.           0.        ]]",-0.551027,-0.295666820681,[-1.8943356  0.5914883]
5,[-0.31980252 -0.00590818],"[ 0.62123717  0.87933255 -1.11489122  0.94237354 -0.86150862 -1.29434943
  0.75336882  0.21564029  1.36640074  0.17111799  0.        ]",[-1.54156137 -1.2514205 ],"[[ -0.96972278   0.45516447  -0.10026107  -0.14918594]
 [-18.60850463   3.17019548   0.           0.        ]]",-0.607623,-0.252884555766,[-1.08478827  0.33224387]
6,[-0.31980252 -0.00590818],"[ 0.10600701  0.83223435 -1.34720235  1.05524333 -0.86150734 -1.29434648
  0.64530871  0.36861447  1.00812978 -0.10544669  0.        ]",[-1.51838386 -1.49538732],"[[ -1.37789941   0.53114322  -0.10026107  -0.14918594]
 [-22.19724535   4.42342331   0.           0.        ]]",-0.689215,-0.194840282283,[-1.44877908 -1.29519332]
7,[-0.31980252 -0.00590818],"[-0.54747059  0.79920107 -1.31434454  1.12385249 -0.86150606 -1.29434352
  0.5394429  -0.12541057  0.48183489 -0.23573917  0.        ]",[-1.51452887 -1.13227069],"[[ -1.85712052   0.57900524  -0.10026107  -0.14918594]
 [-25.71311567   0.37617699   0.           0.        ]]",-0.335914,-0.116090025768,[-2.20895261 -1.2720525 ]
8,[-0.31980252 -0.00590818],"[-1.18006034  0.82176109 -0.88709565  1.0777934  -0.86150478 -1.29434057
  0.43568397 -0.60971057 -0.16564077 -0.05518512  0.        ]",[-1.52292383 -0.61298466],"[[ -2.40595754   0.54672139  -0.10026107  -0.14918594]
 [-29.15901778  -3.59139957   0.           0.        ]]",0.199377,-0.0239415548361,[-1.35218097 -0.28488415]
9,[-0.31980252 -0.00590818],"[-1.5267939   0.87402988 -0.06770637  0.95614873 -0.8615035  -1.29433762
  0.33395871 -0.73881783 -0.67511528  0.57540174  0.        ]",[-1.54769766 -0.26844555],"[[ -3.02303435   0.46428134  -0.10026107  -0.14918594]
 [-32.53738221  -4.64910308   0.           0.        ]]",0.755316,-0.118988270405,[-1.57876938  0.09827731]
10,[-0.31980252 -0.00590818],"[-1.32195797  0.92111699  0.90180176  0.82040494 -0.86150222 -1.29433467
  0.2342304  -0.68018388 -0.68305733  1.49840243  0.        ]",[-1.59315467  0.0329985 ],"[[ -3.7070126    0.37611872  -0.10026107  -0.14918594]
 [-35.84942719  -4.16875869   0.           0.        ]]",1.05157,-0.241737618821,[-2.16040209 -0.02105072]
11,[-0.31980252 -0.00590818],"[-0.50695029  0.95695293  1.54169292  0.6875603  -0.86150094 -1.29433171
  0.13647848 -0.68037718 -0.03033939  2.23058584  0.        ]",[-1.63919759  0.2890901 ],"[[ -4.45657326   0.29272737  -0.10026107  -0.14918594]
 [-39.09583522  -4.17034927   0.           0.        ]]",-0.182389,-0.340247206288,[-1.54238493 -0.85638943]
12,[-0.31980252 -0.00590818],"[ 0.57159402  0.99240539  1.36507244  0.4963403  -0.86149966 -1.29432876
  0.04070045 -1.08427116  1.01944412  2.20730106  0.        ]",[-1.68798804  0.85297793],"[[ -5.27040463   0.17612055  -0.10026107  -0.14918594]
 [-42.27668879  -7.47921355   0.           0.        ]]",-0.490941,-0.388167227969,[-3.06079823  0.91183276]
13,[-0.31980252 -0.00590818],"[ 1.2073454   1.00996143  0.30849401  0.30907802 -0.86149839 -1.29432581
 -0.05327118 -0.62545002  1.69077493  1.25387798  0.        ]",[-1.66793656  0.28729212],"[[ -6.1472503    0.0642485   -0.10026107  -0.14918594]
 [-45.39755086  -3.72038779   0.           0.        ]]",-1.28007,-0.358354111599,[-2.29257655 -1.08163031]
