timestep,logstd_action_dist,obs,avg_action_dist,human_obs,rewards,original_rewards,actions
0,[-0.46151531 -0.02997706],"[ 1.23949336  0.95886161  0.15256218  0.21373139  0.53890057  0.66255035
  1.44255551 -0.19352178  0.75279026 -0.38080442  0.        ]",[-1.79966295 -2.30194688],"[[  3.25736618e-02  -3.99262491e-02   6.28991417e-02   7.67907580e-02]
 [  9.78259209e-05  -4.68873832e-03   0.00000000e+00   0.00000000e+00]]",-0.564619,-0.164769620966,[-1.75394118 -3.90846656]
1,[-0.46151531 -0.02997706],"[ 1.2401886   0.95573067  0.09403392  0.14380233  0.53890016  0.6625498
  1.33315454 -0.65992905  0.75065889 -0.45977828  0.        ]",[-1.78719413 -1.97244501],"[[-0.0070995  -0.07973149  0.06289914  0.07679076]
 [-3.9542566  -3.96264937  0.          0.        ]]",-0.608132,-0.170561808981,[-2.32773205 -1.25003386]
2,[-0.46151531 -0.02997706],"[ 1.22944468  0.93423605 -0.07955671 -0.06207608  0.53889976  0.66254925
  1.22591469 -1.1171035   0.71490283 -0.69087382  0.        ]",[-1.7853893  -1.58383489],"[[-0.12507588 -0.19790995  0.06289914  0.07679076]
 [-7.8305099  -7.84226624  0.          0.        ]]",-0.313163,-0.187608728154,[-2.27599572 -2.30729215]
3,[-0.46151531 -0.02997706],"[ 1.17026861  0.85969315 -0.35936243 -0.3898976   0.53889936  0.6625487
  1.12078478 -1.56521991  0.56496035 -1.03919264  0.        ]",[-1.78965902 -1.2434541 ],"[[ -0.31981146  -0.39290982   0.06289914   0.07679076]
 [-11.63050912 -11.6450308    0.           0.        ]]",-0.519668,-0.21386840265,[-1.91229171 -0.22323884]
4,[-0.46151531 -0.02997706],"[ 1.00713413  0.70561633 -0.7161582  -0.75627357  0.53889896  0.66254815
  1.01768004 -1.64200701  0.22536573 -1.38538679  0.        ]",[-1.79483795 -1.18500185],"[[ -0.58981231  -0.63234908   0.06289914   0.07679076]
 [-15.35731605 -12.2966802    0.           0.        ]]",-0.575214,-0.242769267374,[-1.10722076 -0.50431894]
5,[-0.46151531 -0.02997706],"[ 0.68139829  0.46654013 -1.08144362 -1.09015754  0.53889856  0.6625476
  0.91659332 -1.84838245 -0.30245426 -1.55784605  0.        ]",[-1.81275845 -0.95681602],"[[ -0.93361651  -0.89585537   0.06289914   0.07679076]
 [-19.01118749 -14.04803555   0.           0.        ]]",-0.186469,-0.265389331412,[-1.33086102 -1.27039654]
6,[-0.46151531 -0.02997706],"[ 0.16307375  0.10445796 -1.33507565 -1.36504233  0.53889816  0.66254705
  0.81746587 -2.28188827 -0.90256388 -1.37713649  0.        ]",[-1.85199594 -0.31040406],"[[ -1.34978557  -1.21372806   0.06289914   0.07679076]
 [-22.59424466 -17.72686861   0.           0.        ]]",-0.197086,-0.269611632102,[-0.83455261  0.36152312]
7,[-0.46151531 -0.02997706],"[-0.49344121 -0.32832979 -1.32153323 -1.47568566  0.53889776  0.6625465
  0.73832846 -2.07147948 -1.27088772 -0.83530106  0.        ]",[-1.89415658  0.30741888],"[[ -1.8303701   -1.55035184   0.06289914   0.07679076]
 [-25.45474093 -15.94137268   0.           0.        ]]",-0.589248,-0.244781109916,[-1.77982284  1.64907253]
8,[-0.46151531 -0.02997706],"[-1.13222612 -0.68752376 -0.91988339 -1.4189359   0.53889736  0.66254595
  0.64264101 -1.56725679 -1.23142476 -0.231344    0.        ]",[-1.92362463  0.88147336],"[[ -2.37416918  -1.82624886   0.06289914   0.07679076]
 [-28.91346333 -11.66250816   0.           0.        ]]",-1.34026,-0.195349881177,[-2.5901085   2.15839342]
9,[-0.46151531 -0.02997706],"[-1.50234334 -0.92323763 -0.12348456 -1.30341191  0.53889696  0.6625454
  0.54887956 -1.07296579 -0.88475595  0.16339729  0.        ]",[-1.92796803  1.24992013],"[[ -2.98644446  -2.01741394   0.06289914   0.07679076]
 [-32.30257054  -7.46790643   0.           0.        ]]",-1.52806,-0.130747354078,[-2.42103004  0.40330208]
