timestep,human_obs,obs,original_rewards,logstd_action_dist,rewards,avg_action_dist,actions
0,"[[ 0.05237752 -0.06593183  0.18925253  0.01353885]
 [-0.00417196 -0.00153398  0.          0.        ]]","[ 1.00934631  1.84040687  0.06434225 -1.18518743  1.64957207  0.11330003
  0.65496898 -0.39241514 -0.20598668 -0.24941591  0.        ]",-0.0228100898377,[-0.36255109 -0.38591662],-0.910862,[-0.19824865  1.31461751],[-1.07476972  0.68321174]
1,"[[ 0.01259384 -0.03880424  0.18925253  0.01353885]
 [-3.96101706  2.70526733  0.          0.        ]]","[ 1.01122351  1.84226751  0.00399527 -1.10967727  1.64956864  0.11329997
  0.45934387  0.03638127 -0.20513857 -0.3029576   0.        ]",-0.0256591290287,[-0.36255109 -0.38591662],-0.993067,[ 0.42530939  1.06897247],[ 1.15384207  0.83224446]
2,"[[-0.02616256  0.04781127  0.18925253  0.01353885]
 [ 0.07195421  5.94548981  0.          0.        ]]","[ 1.01084015  1.84175077 -0.05482332 -0.86832448  1.64956521  0.1132999
  0.65873188  0.54967922 -0.20525749 -0.28917278  0.        ]",-0.0248560760291,[-0.36255109 -0.38591662],-0.852373,[-0.39699358  0.02511746],[-0.36283307 -0.02726993]
3,"[[-0.03913782  0.16446228  0.18925253  0.01353885]
 [-1.36469788  5.72035861  0.          0.        ]]","[ 1.01022326  1.82552295 -0.07450624 -0.54518701  1.64956178  0.11329984
  0.58770389  0.51401478 -0.21260252 -0.18860787  0.        ]",-0.0201508309289,[-0.36255109 -0.38591662],-0.794153,[-0.29670095  0.04341042],[-1.81535065 -0.13458199]
4,"[[-0.10584931  0.2724016   0.18925253  0.01353885]
 [-5.293386    5.07570832  0.          0.        ]]","[ 1.00319918  1.79480907 -0.1754749  -0.25161106  1.64955835  0.11329977
  0.39347069  0.41189246 -0.22214643 -0.21019665  0.        ]",-0.0195649614686,[-0.36255109 -0.38591662],-0.756259,[ 0.51929146  0.31836221],[-0.99963744 -0.19354999]
5,"[[-0.25034066  0.36523226  0.18925253  0.01353885]
 [-9.14295152  4.21021726  0.          0.        ]]","[ 0.96601904  1.75659807 -0.3911245  -0.00598462  1.64955492  0.11329971
  0.20314933  0.27478575 -0.23684871 -0.40811359  0.        ]",-0.0307601549305,[-0.36255109 -0.38591662],-0.835575,[ 1.73153245  0.64018595],[ 1.83538537 -0.13008669]
6,"[[-0.39169191  0.44341576  0.18925253  0.01353885]
 [-5.00593195  3.61015625  0.          0.        ]]","[ 0.90123506  1.71620337 -0.59453531  0.19431948  1.6495515   0.11329964
  0.40768205  0.17972709 -0.26924799 -0.61099876  0.        ]",-0.047837927095,[-0.36255109 -0.38591662],-0.993135,[ 1.5940156   0.36237997],[ 1.12836898  0.79807776]
7,"[[-0.45113617  0.54659254  0.18925253  0.01353885]
 [-0.95195039  6.69725256  0.          0.        ]]","[ 0.86589109  1.65184786 -0.67685261  0.44727913  1.64954807  0.11329958
  0.60810929  0.66876862 -0.2925074  -0.6172644   0.        ]",-0.0477689947647,[-0.36255109 -0.38591662],-0.787132,[ 0.808415   -0.71177685],[ 0.16436934 -0.46552686]
8,"[[-0.46345422  0.66071049  0.18925253  0.01353885]
 [-0.28209249  4.7211317   0.          0.        ]]","[ 0.85798394  1.56680005 -0.69362704  0.70901011  1.64954464  0.11329952
  0.64122638  0.3557213  -0.31068263 -0.51774319  0.        ]",-0.0375609952551,[-0.36255109 -0.38591662],-0.665871,[ 0.62717777 -0.50686157],[-0.45536399 -0.93043232]
9,"[[-0.48710241  0.71723736  0.18925253  0.01353885]
 [-2.07677439  0.94413605  0.          0.        ]]","[ 0.84225266  1.51959888 -0.72554035  0.83061503  1.64954121  0.11329945
  0.55249735 -0.24261143 -0.32612659 -0.50342966  0.        ]",-0.0357943865202,[-0.36255109 -0.38591662],-0.73957,[ 1.11324072  0.31385741],[ 0.42496472 -0.43703437]
