timestep,human_obs,obs,original_rewards,logstd_action_dist,rewards,avg_action_dist,actions
0,"[[ 0.03556762 -0.02470747  0.07584333 -0.05647398]
 [ 0.00479759  0.00364076  0.          0.        ]]","[ 1.00887111  1.56314566  0.07920897 -1.22937472  0.66575748 -0.49079017
  0.53564789 -0.37525947  0.74989814  0.55119929  0.        ]",-0.147403382579,[-0.58467394 -0.55611444],-1.90421,[-2.11914945  0.77374238],[-1.74999762  2.19713691]
1,"[[-0.00404333  0.0151079   0.07584333 -0.05647398]
 [-3.95271018  3.96469083  0.          0.        ]]","[ 1.00983312  1.56338946  0.02081996 -1.12592463  0.66575712 -0.49078995
  0.31681561  0.30161393  0.75047348  0.50605431  0.        ]",-0.145869624048,[-0.58467394 -0.55611444],-1.88756,[-1.59472823  0.67639089],[-2.54109695  1.63194672]
2,"[[-0.12201883  0.13335708  0.07584333 -0.05647398]
 [-7.83192536  7.847275    0.          0.        ]]","[ 0.99837873  1.55211315 -0.15267019 -0.81968757  0.66575676 -0.49078972
  0.10231257  0.96507855  0.74359543  0.37143849  0.        ]",-0.140968596957,[-0.58467394 -0.55611444],-1.80118,[-0.7272979   0.62994176],[-1.19483587  1.2745779 ]
3,"[[ -0.3168093    0.3284856    0.07584333  -0.05647398]
 [-11.63448692  11.65285744   0.           0.        ]]","[ 0.93309636  1.49475525 -0.4325297  -0.32690235  0.6657564  -0.49078949
 -0.10795186  1.61538346  0.70440154  0.15415705  0.        ]",-0.131884720877,[-0.58467394 -0.55611444],-1.62898,[ 0.41929483  0.0065468 ],[ 0.98864027  0.18598914]
4,"[[ -0.5079526    0.56659978   0.07584333  -0.05647398]
 [ -7.49357973  12.15691205   0.           0.        ]]","[ 0.81513087  1.36251834 -0.69032286  0.22956627  0.66575605 -0.49078927
  0.12102164  1.70151501  0.63188745  0.01277373  0.        ]",-0.122178310411,[-0.58467394 -0.55611444],-1.46449,[ 0.1828517  -0.57812262],[ 0.63170755 -0.81338555]
5,"[[-0.63125062  0.77499882  0.07584333 -0.05647398]
 [-4.84502736  8.69455664  0.          0.        ]]","[  7.12649021e-01   1.19618386e+00  -8.43308259e-01   6.52976365e-01
   6.65755687e-01  -4.90789040e-01   2.67474620e-01   1.10985923e+00
   5.61608559e-01   5.81795623e-04   0.00000000e+00]",-0.114515592556,[-0.58467394 -0.55611444],-1.41203,[-0.06255913 -0.36641565],[-0.26191204 -0.84472925]
6,"[[-0.7375758   0.91360576  0.07584333 -0.05647398]
 [-5.78440211  5.17784554  0.          0.        ]]","[ 0.60903065  1.06301396 -0.96470637  0.89202144  0.66575533 -0.49078881
  0.2155313   0.50891577  0.4941721  -0.05361814  0.        ]",-0.106804797079,[-0.58467394 -0.55611444],-1.42531,[ 0.49097678  0.24560669],[ 0.13489581  0.82404535]
7,"[[-0.84677113  1.04886866  0.07584333 -0.05647398]
 [-5.13725498  8.33791832  0.          0.        ]]","[ 0.48920951  0.91850397 -1.07771358  1.0872873   0.66575497 -0.49078859
  0.25131556  1.04891519  0.41724959 -0.1092767   0.        ]",-0.0982259866121,[-0.58467394 -0.55611444],-1.28258,[ 0.37452739 -0.81181633],[ 1.0017465  -0.81917623]
8,"[[-0.90878746  1.18141508  0.07584333 -0.05647398]
 [-1.07786118  4.92812558  0.          0.        ]]","[ 0.41564257  0.76551328 -1.13611649  1.23873369  0.66575461 -0.49078836
  0.47578189  0.46624206  0.35618323 -0.06823509  0.        ]",-0.0918468905399,[-0.58467394 -0.55611444],-1.21064,[-0.25047386 -0.55153573],[-0.46652067 -2.56431007]
9,"[[-0.94864212  1.23927527  0.07584333 -0.05647398]
 [-2.9015612   0.87140321  0.          0.        ]]","[ 0.36642271  0.6958785  -1.17130203  1.29175126  0.66575426 -0.49078813
  0.37493915 -0.22697973  0.32154753 -0.07373669  0.        ]",-0.0880800611687,[-0.58467394 -0.55611444],-1.26289,[ 0.40687701  0.45674103],[ 0.65829337 -0.1769143 ]
10,"[[-0.97996001  1.24949518  0.07584333 -0.05647398]
 [-0.2390916   0.15299105  0.          0.        ]]","[ 0.32674006  0.68342619 -1.19761826  1.30026488  0.6657539  -0.49078791
  0.52216179 -0.34974352  0.30365859 -0.11984066  0.        ]",-0.0859329243349,[-0.58467394 -0.55611444],-1.27833,[-0.00764602  0.40999907],[ 0.30874836  0.57930155]
11,"[[-0.97244176  1.27553606  0.07584333 -0.05647398]
 [ 0.98684692  2.4434647   0.          0.        ]]","[ 0.33634453  0.65150889 -1.19140797  1.32079398  0.66575354 -0.49078768
  0.58995054  0.04165804  0.29977945 -0.07440147  0.        ]",-0.0857315116305,[-0.58467394 -0.55611444],-1.26465,[-0.49796435 -0.29547271],[-0.16388225 -0.0422597 ]
12,"[[-0.95940645  1.32224263  0.07584333 -0.05647398]
 [ 0.3189028   2.22790942  0.          0.        ]]","[ 0.35288041  0.59364134 -1.18047826  1.35338401  0.66575318 -0.49078745
  0.55301587  0.00482343  0.28982333  0.00534787  0.        ]",-0.0854894729007,[-0.58467394 -0.55611444],-1.31089,[-0.50109088 -0.27580014],[-0.92726865  0.39389645]
13,"[[-0.98991107  1.38201503  0.07584333 -0.05647398]
 [-3.35714417  3.74425813  0.          0.        ]]","[ 0.31395249  0.51859641 -1.20572699  1.38706957  0.66575282 -0.49078722
  0.34974629  0.26394078  0.25547443  0.02004327  0.        ]",-0.0820523263925,[-0.58467394 -0.55611444],-1.23848,[ 0.14850494 -0.49993464],[ 1.04814303 -0.89712605]
14,"[[-1.01667527  1.42050692  0.07584333 -0.05647398]
 [ 0.66733103  0.11703639  0.          0.        ]]","[ 0.27914805  0.46979596 -1.22693586  1.40394247  0.66575247 -0.490787
  0.57228208 -0.35588801  0.22992951  0.01715087  0.        ]",-0.0792938189698,[-0.58467394 -0.55611444],-1.24657,[-0.43683359  0.03294849],[ 0.06009065 -0.35524139]
15,"[[-1.00107235  1.40871095  0.07584333 -0.05647398]
 [ 0.89221108 -1.29193859  0.          0.        ]]","[ 0.29951033  0.48478442 -1.21467798  1.39917312  0.66575211 -0.49078677
  0.58471669 -0.59665704  0.24063368  0.03111572  0.        ]",-0.0806611333138,[-0.58467394 -0.55611444],-1.2778,[-0.45814317  0.37241712],[-0.22061185  0.25531213]
16,"[[ -9.92166785e-01   1.39327365e+00   7.58433269e-02  -5.64739801e-02]
 [  1.31402662e-03  -2.55245847e-01   0.00000000e+00   0.00000000e+00]]","[ 0.31104184  0.5043558  -1.20754551  1.39239307  0.66575175 -0.49078654
  0.53545365 -0.41950405  0.25017981  0.02908392  0.        ]",-0.081638017663,[-0.58467394 -0.55611444],-1.28781,[-0.3161726   0.22623868],[ 0.24862912  0.50687266]
17,"[[-0.98227321  1.40835431  0.07584333 -0.05647398]
 [ 0.98477609  1.75660756  0.          0.        ]]","[ 0.32377424  0.48523668 -1.19950711  1.39902034  0.66575139 -0.49078632
  0.5898346  -0.07571305  0.2476006   0.06416793  0.        ]",-0.0820099111019,[-0.58467394 -0.55611444],-1.26429,[-0.70190263 -0.35994175],[-1.51095264 -1.45968395]
18,"[[-1.00246987  1.40341786  0.07584333 -0.05647398]
 [-2.99119127 -2.23695059  0.          0.        ]]","[ 0.2976943   0.49150018 -1.21578485  1.39691308  0.66575103 -0.49078609
  0.36998042 -0.7581429   0.24222625  0.02253547  0.        ]",-0.0806861923959,[-0.58467394 -0.55611444],-1.27872,[ 0.48032215  0.92168236],[-0.21808349  0.41825376]
19,"[[-1.07036181  1.37574076  0.07584333 -0.05647398]
 [-3.79533348 -0.53643107  0.          0.        ]]","[ 0.20760626  0.52651765 -1.26675346  1.38395069  0.66575068 -0.49078586
  0.32551464 -0.46755315  0.22179676 -0.13025312  0.        ]",-0.0770696312489,[-0.58467394 -0.55611444],-1.24071,[ 0.88619196  0.60204726],[ 0.82630105  0.39255992]
20,"[[-1.11271058  1.38070673  0.07584333 -0.05647398]
 [-0.45068383  1.02782839  0.          0.        ]]","[ 0.14965863  0.52024762 -1.29554091  1.38641874  0.66575032 -0.49078564
  0.51045937 -0.20024796  0.19776293 -0.19791273  0.        ]",-0.0745649042526,[-0.58467394 -0.55611444],-1.30673,[ 0.29150122 -0.04374814],[ 0.04540427  1.68282231]
21,"[[-1.11984012  1.44078657  0.07584333 -0.05647398]
 [-0.26286751  4.96702739  0.          0.        ]]","[ 0.1397798   0.44396425 -1.30015442  1.41129261  0.66574996 -0.49078541
  0.52084457  0.47289362  0.17619334 -0.13757186  0.        ]",-0.072132431422,[-0.58467394 -0.55611444],-1.17092,[-0.08619733 -1.04349685],[-0.59291966 -1.10931298]
22,"[[-1.1485795   1.49941713  0.07584333 -0.05647398]
 [-2.60331451  0.90954046  0.          0.        ]]","[ 0.09961681  0.36893871 -1.31806924  1.42660334  0.6657496  -0.49078518
  0.39142752 -0.22046167  0.14204125 -0.11584962  0.        ]",-0.0685028456224,[-0.58467394 -0.55611444],-1.16759,[ 0.612921   -0.07054877],[ 1.38229397 -0.95243924]
23,"[[-1.16041531  1.47958128  0.07584333 -0.05647398]
 [ 1.40637439 -2.88049172  0.          0.        ]]","[ 0.08292271  0.39436928 -1.32512425  1.42241622  0.66574924 -0.49078496
  0.61314622 -0.86811326  0.1426104  -0.15911837  0.        ]",-0.0684994219538,[-0.58467394 -0.55611444],-1.24226,[ 0.05988169  0.58478802],[-0.24727097  0.87948145]
