timestep,human_obs,obs,original_rewards,logstd_action_dist,rewards,avg_action_dist,actions
0,"[[ 0.03226872 -0.02146501  0.03727648  0.11551199]
 [ 0.00258883 -0.00175938  0.          0.        ]]","[ 1.01979826  1.428412    0.0918548  -1.34431284  0.32702807  0.99319158
  0.46281913 -0.36312174  1.17104963 -1.54545279  0.        ]",-0.205318834578,[-0.76783013 -0.64305031],-2.84218,[ 3.03305244  2.69530821],[ 3.78122625  3.48338343]
1,"[[ 0.07199504  0.01821255  0.03727648  0.11551199]
 [ 3.9568823   3.95632915  0.          0.        ]]","[ 1.01656009  1.42849447  0.14974671 -1.24148483  0.32702797  0.99319101
  0.70206999  0.34930627  1.16464261 -1.38554691  0.        ]",-0.198180491389,[-0.76783013 -0.64305031],-2.52814,[ 1.45801425  1.05604875],[ 1.06388621  0.96164028]
2,"[[ 0.19002365  0.13474195  0.03727648  0.11551199]
 [ 7.83309662  7.68418688  0.          0.        ]]","[ 0.99245728  1.41694516  0.32041632 -0.94052342  0.32702786  0.99319044
  0.93659656  1.02029404  1.09692707 -0.92049118  0.        ]",-0.17626266404,[-0.76783013 -0.64305031],-2.30168,[-0.00116863 -0.18593487],[-0.36517449 -0.19395854]
3,"[[ 0.33064183  0.27919952  0.03727648  0.11551199]
 [ 6.23404881  6.76462908  0.          0.        ]]","[ 0.93589035  1.37845137  0.51854907 -0.57443547  0.32702776  0.99318987
  0.8398471   0.85477962  0.92180043 -0.39744572  0.        ]",-0.148833251898,[-0.76783013 -0.64305031],-2.12832,[-0.23324619  0.25265479],[-0.52257958  0.14737231]
4,"[[ 0.4333437   0.41901104  0.03727648  0.11551199]
 [ 4.0434329   7.21501919  0.          0.        ]]","[ 0.87603608  1.31643501  0.65756292 -0.23421488  0.32702765  0.99318929
  0.70730541  0.9358462   0.70810707 -0.02757464  0.        ]",-0.126225013795,[-0.76783013 -0.64305031],-2.00431,[-0.19989668  0.3001605 ],[-0.50311267  0.49308407]
5,"[[ 0.49343576  0.58147478  0.03727648  0.11551199]
 [ 1.97267744  9.0253158   0.          0.        ]]","[ 0.83403022  1.21541495  0.73599797  0.13484839  0.32702755  0.99318872
  0.58201583  1.26168603  0.48298932  0.21592323  0.        ]",-0.107026592798,[-0.76783013 -0.64305031],-1.89558,[-0.11630075 -0.11645889],[-1.07435486  0.26681253]
6,"[[ 0.49280333  0.77080202  0.03727648  0.11551199]
 [-2.02266291  9.90445601  0.          0.        ]]","[ 0.83449806  1.06188164  0.73518467  0.51701072  0.32702744  0.99318815
  0.34028091  1.41992388  0.29448966  0.31736385  0.        ]",-0.0917247498086,[-0.76783013 -0.64305031],-1.73819,[ 0.53953558 -0.26134554],[ 0.38511591  0.49590241]
7,"[[  0.46803616   0.98661981   0.03727648   0.11551199]
 [ -0.45918289  11.67144738   0.           0.        ]]","[ 0.8524001   0.84665321  0.70313267  0.87326033  0.32702734  0.99318758
  0.43487787  1.73796786  0.10284379  0.34522103  0.        ]",-0.0754880737231,[-0.76783013 -0.64305031],-1.60552,[-0.04775314 -1.20332122],[ 0.28358459 -0.47353052]
8,"[[ 0.47021211  1.19891485  0.03727648  0.11551199]
 [ 0.67300131  9.5650852   0.          0.        ]]","[ 0.85086098  0.60247832  0.70596478  1.12589966  0.32702723  0.99318701
  0.5033796   1.35883661 -0.13114844  0.3503152   0.        ]",-0.0568200053989,[-0.76783013 -0.64305031],-1.59211,[-0.45447654 -1.34475994],[-1.25294336 -1.41477628]
9,"[[ 0.4438485   1.34859818  0.03727648  0.11551199]
 [-3.2962841   5.41704135  0.          0.        ]]","[ 0.86905649  0.4168983   0.67144043  1.23933954  0.32702713  0.99318643
  0.26322097  0.61221832 -0.252114    0.29327268  0.        ]",-0.045155301998,[-0.76783013 -0.64305031],-1.51973,[ 0.59463573 -0.53749406],[ 1.29591108 -0.2262771 ]
