timestep,human_obs,obs,original_rewards,logstd_action_dist,rewards,avg_action_dist,actions
0,"[[-0.07659631 -0.0066825   0.12439267  0.08327985]
 [ 0.00131718  0.00123306  0.          0.        ]]","[ 1.02914497  1.29060226 -0.06587837 -1.47595996  1.07710071  0.71526154
  0.37353004 -0.34346481  0.33625886 -1.6013448   0.        ]",-0.131263172187,[-0.94691366 -0.82194698],-3.16179,[ 3.53533697  2.39979625],[ 3.55211806  2.38174847]
1,"[[-0.03689517  0.03305432  0.12439267  0.08327985]
 [ 3.95563681  3.95926199  0.          0.        ]]","[ 1.03265374  1.28989529 -0.00830729 -1.37099018  1.07710025  0.71526132
  0.65022975  0.42326618  0.34280194 -1.41797413  0.        ]",-0.122290362476,[-0.94691366 -0.82194698],-2.82803,[ 1.46278811  0.49845034],[ 1.21966116  1.20968877]
2,"[[ 0.08110826  0.15116572  0.12439267  0.08327985]
 [ 7.83182819  7.83894893  0.          0.        ]]","[ 1.02859019  1.27525763  0.16295669 -1.06044177  1.07709979  0.71526111
  0.92146239  1.17482079  0.30808252 -0.87542362  0.        ]",-0.0962481784212,[-0.94691366 -0.82194698],-2.35196,[-1.20543003 -1.30943251],[-0.92031645 -0.31039009]
3,"[[ 0.19966904  0.29407073  0.12439267  0.08327985]
 [ 4.03687256  6.45615494  0.          0.        ]]","[ 1.00274795  1.23275931  0.33337736 -0.6925156   1.07709933  0.71526089
  0.65591362  0.90695197  0.18009059 -0.31816704  0.        ]",-0.0713831688692,[-0.94691366 -0.82194698],-2.19993,[-1.17969477 -0.47526464],[-0.68503315 -0.07617019]
4,"[[ 0.25241811  0.41889572  0.12439267  0.08327985]
 [ 1.24730849  6.02776644  0.          0.        ]]","[ 0.98432355  1.1740719   0.40803987 -0.38366123  1.07709887  0.71526068
  0.46071626  0.82396624  0.05134715 -0.00841594  0.        ]",-0.0594354971078,[-0.94691366 -0.82194698],-2.10808,[-0.93977797 -0.09327483],[-1.08807447 -0.32747073]
5,"[[ 0.23743025  0.52525862  0.12439267  0.08327985]
 [-2.73287702  4.6132243   0.          0.        ]]","[ 0.9899875   1.10889868  0.38691915 -0.13350285  1.0770984   0.71526047
  0.18220627  0.54994748 -0.01608609  0.08005987  0.        ]",-0.0547897149234,[-0.94691366 -0.82194698],-2.15757,[ 0.09082703  0.43742788],[ 0.11841052  0.57059948]
6,"[[ 0.18800748  0.63927341  0.12439267  0.08327985]
 [-2.21111895  6.78103214  0.          0.        ]]","[ 1.00624786  1.02442025  0.31675546  0.1179523   1.07709794  0.71526025
  0.21871579  0.96988497 -0.05957948  0.08208323  0.        ]",-0.0510045350395,[-0.94691366 -0.82194698],-2.11432,[-0.0361274  -0.40390053],[-0.24463439  0.00334503]
7,"[[ 0.13451406  0.77368294  0.12439267  0.08327985]
 [-3.13515828  6.66031645  0.          0.        ]]","[ 1.01963268  0.90688309  0.24007101  0.3878654   1.07709748  0.71526004
  0.1540569   0.94650011 -0.12367058  0.08895888  0.        ]",-0.0456014459569,[-0.94691366 -0.82194698],-2.10405,[ 0.31629676 -0.6291579 ],[ 0.3491262  -0.34391068]
8,"[[ 0.08629701  0.89189858  0.12439267  0.08327985]
 [-1.69134754  5.16623561  0.          0.        ]]","[ 1.02791166  0.78905086  0.17046663  0.5978808   1.07709702  0.71525982
  0.25508628  0.65707338 -0.18526288  0.08501718  0.        ]",-0.0402473657858,[-0.94691366 -0.82194698],-2.05882,[ 0.04468779 -0.73713338],[ 0.16028832 -1.26023889]
9,"[[ 0.05918128  0.95446712  0.12439267  0.08327985]
 [-1.02246837  1.10415986  0.          0.        ]]","[ 1.03098256  0.72179172  0.13118509  0.69759141  1.07709656  0.71525961
  0.30189048 -0.12981352 -0.21851487  0.07659205  0.        ]",-0.0372107607591,[-0.94691366 -0.82194698],-2.07639,[ 0.10117778  0.07074735],[ 0.22103769 -0.74114636]
