timestep,human_obs,obs,original_rewards,logstd_action_dist,rewards,avg_action_dist,actions
0,"[[ 0.09336206 -0.04248595 -0.03735576  0.06696834]
 [-0.00305677 -0.00020301  0.          0.        ]]","[ 1.02165461  1.33641805  0.18016664 -1.50753915 -0.32323064  0.57140958
  0.40626457 -0.35080893  2.01206601 -0.86195649  0.        ]",-0.252207709228,[-0.88378245 -0.77000427],-3.39095,[ 2.72291565  3.23970413],[ 3.06041657  3.24672301]
1,"[[  1.32976595e-01  -2.77756690e-03  -3.73557646e-02   6.69683429e-02]
 [  3.95134795e+00   3.95785548e+00   0.00000000e+00   0.00000000e+00]]","[ 1.01467185  1.3376071   0.23743962 -1.40353456 -0.32323056  0.57140941
  0.66680575  0.39425916  1.99916597 -0.68918425  0.        ]",-0.248688908394,[-0.88378245 -0.77000427],-3.21943,[ 1.89527082  2.20816326],[ 2.11652574  1.63902552]
2,"[[ 0.25089492  0.11530602 -0.03735576  0.06696834]
 [ 7.82760124  7.83757381  0.          0.        ]]","[ 0.97958121  1.32881765  0.4057812  -1.09482072 -0.32323047  0.57140923
  0.92219768  1.12458008  1.90927328 -0.18701228  0.        ]",-0.236948947161,[-0.88378245 -0.77000427],-3.08474,[ 0.66166335  1.0989747 ],[ 0.18450385  1.26053022]
3,"[[  0.41320372   0.31022577  -0.03735576   0.06696834]
 [  8.40143751  11.64171445   0.           0.        ]]","[ 0.89708582  1.27439574  0.62882019 -0.5964311  -0.32323039  0.57140906
  0.96000525  1.84067288  1.64259331  0.48060561  0.        ]",-0.216337556506,[-0.88378245 -0.77000427],-2.91288,[-0.09067034  0.39904144],[ 0.28302331 -0.38065952]
4,"[[ 0.59081044  0.52561996 -0.03735576  0.06696834]
 [ 9.35608389  9.90348524  0.          0.        ]]","[ 0.76386493  1.15884973  0.85508121 -0.08165913 -0.32323031  0.57140888
  1.02290297  1.51346616  1.19669799  1.04985617  0.        ]",-0.19006088188,[-0.88378245 -0.77000427],-2.90917,[-1.03673112  0.44267577],[-0.88874892  1.56449279]
5,"[[  0.7407919    0.76146172  -0.03735576   0.06696834]
 [  5.65444274  13.66813713   0.           0.        ]]","[ 0.61939705  0.9718814   1.02655444  0.41151097 -0.32323023  0.57140871
  0.77901491  2.22212377  0.67465822  1.36050132  0.        ]",-0.161997114795,[-0.88378245 -0.77000427],-2.77705,[-0.30694851  0.43575117],[-0.02133239  0.89893639]
6,"[[  0.85191394   1.06782183  -0.03735576   0.06696834]
 [  5.45857217  16.95690786   0.           0.        ]]","[ 0.49547796  0.65167822  1.13957582  0.89928776 -0.32323014  0.57140853
  0.76610942  2.84119771  0.12047322  1.37960961  0.        ]",-0.1295029893,[-0.88378245 -0.77000427],-2.62069,[-0.55446565  0.06944415],[-0.27977186  0.06514523]
7,"[[  0.94891306   1.40618183  -0.03735576   0.06696834]
 [  4.24535785  16.87934188   0.           0.        ]]","[ 0.37688644  0.23034365  1.2272349   1.18835224 -0.32323006  0.57140835
  0.68617486  2.82659079 -0.37740652  1.11287693  0.        ]",-0.0939019177979,[-0.88378245 -0.77000427],-2.40192,[-0.71881735 -0.44789314],[-0.88766017 -0.96532674]
8,"[[  0.99775354   1.70207165  -0.03735576   0.06696834]
 [  0.6503608   12.72346298   0.           0.        ]]","[ 0.31386476 -0.16001463  1.26721081  1.2012268  -0.32322998  0.57140818
  0.44931329  2.04428609 -0.64659707  0.72821532  0.        ]",-0.064565090419,[-0.88378245 -0.77000427],-2.1287,[-0.42473489 -0.68624151],[-0.89591874 -0.14881377]
9,"[[  0.97506051   1.94810593  -0.03735576   0.06696834]
 [ -2.90795966  11.88272859   0.           0.        ]]","[ 0.34340704 -0.47455981  1.24899253  1.03947472 -0.3232299   0.571408
  0.21486823  1.88602446 -0.70979279  0.39352478  0.        ]",-0.0420135736622,[-0.88378245 -0.77000427],-1.98401,[-0.16322681 -0.91256404],[-0.62465906 -1.60552801]
10,"[[ 0.8926749   2.14367361 -0.03735576  0.06696834]
 [-5.32267674  7.68799262  0.          0.        ]]","[ 0.44675804 -0.70449611  1.17771333  0.80546817 -0.32322981  0.57140783
  0.05577112  1.09640825 -0.66158945  0.15828446  0.        ]",-0.0243106845303,[-0.88378245 -0.77000427],-1.94001,[ 0.18276726 -0.90911901],[ 0.16112398 -0.31921985]
11,"[[ 0.79367777  2.28322317 -0.03735576  0.06696834]
 [-4.57950821  6.27169173  0.          0.        ]]","[ 0.56210228 -0.85231186  1.08194058  0.58651984 -0.32322973  0.57140765
  0.10473583  0.82980395 -0.58837501  0.00733859  0.        ]",-0.0116632091807,[-0.88378245 -0.77000427],-1.93604,[ 0.27278191 -1.09051859],[ 0.93685796 -1.18347931]
12,"[[ 0.74020927  2.36768207 -0.03735576  0.06696834]
 [-0.77998345  2.18782864  0.          0.        ]]","[ 0.62000992 -0.93376866  1.02592424  0.43497621 -0.32322965  0.57140748
  0.355073    0.06105894 -0.55138192 -0.09199866  0.        ]",-0.00436447546551,[-0.88378245 -0.77000427],-1.92482,[-0.0472573  -1.19754207],[-0.09582507 -1.17531177]
13,"[[ 0.72095894  2.37127625 -0.03735576  0.06696834]
 [-1.14383545 -1.81507055  0.          0.        ]]","[ 0.64006028 -0.93708886  1.00506093  0.4282295  -0.32322957  0.5714073
  0.33109999 -0.69244537 -0.53723682 -0.08807746  0.        ]",-0.00517236334722,[-0.88378245 -0.77000427],-1.95142,[ 0.07698141 -0.47184098],[ 0.17380895 -0.04067874]
14,"[[ 0.70521331  2.33371915 -0.03735576  0.06696834]
 [-0.43309747 -1.94022213  0.          0.        ]]","[ 0.65613752 -0.90179207  0.98773092  0.49754741 -0.32322948  0.57140713
  0.37792792 -0.71600362 -0.52183022 -0.0243159   0.        ]",-0.00999580276712,[-0.88378245 -0.77000427],-1.93631,[ 0.03327557 -0.35060817],[ 0.08296742 -0.19569628]
15,"[[ 0.69993317  2.28752544 -0.03735576  0.06696834]
 [-0.09603832 -2.67669491  0.          0.        ]]","[ 0.66146294 -0.85661396  0.98186661  0.57913278 -0.3232294   0.57140695
  0.40013546 -0.85463673 -0.51070077  0.04704332  0.        ]",-0.0152321687903,[-0.88378245 -0.77000427],-1.92672,[-0.00185995 -0.08613017],[ 0.09503293 -0.36812908]
16,"[[ 0.70180685  2.21989814 -0.03735576  0.06696834]
 [ 0.2821517  -4.08135408  0.          0.        ]]","[ 0.6595767  -0.78715398  0.98394998  0.69092553 -0.32322932  0.57140678
  0.42505297 -1.11904885 -0.49792522  0.14629155  0.        ]",-0.0225050593184,[-0.88378245 -0.77000427],-1.91074,[-0.09004974  0.36802706],[-0.71282038  0.1482578 ]
17,"[[ 0.67908259  2.14497298 -0.03735576  0.06696834]
 [-2.54513699 -3.41338613  0.          0.        ]]","[ 0.68216609 -0.70593904  0.95845632  0.80361995 -0.32322923  0.5714066
  0.23877266 -0.99331027 -0.45306387  0.2640529   0.        ]",-0.0320146125287,[-0.88378245 -0.77000427],-1.92232,[ 0.47092438  0.72436905],[ 0.24361928  0.68410492]
18,"[[ 0.63836013  2.10456054 -0.03735576  0.06696834]
 [-1.53051103 -0.63710947  0.          0.        ]]","[ 0.72107051 -0.66042848  0.9115996   0.85931688 -0.32322915  0.57140643
  0.30562279 -0.47070452 -0.394369    0.33439981  0.        ]",-0.0388979079517,[-0.88378245 -0.77000427],-1.91082,[ 0.48178452  0.39004701],[ 0.19664548  0.95980789]
19,"[[ 0.6158616   2.13007544 -0.03735576  0.06696834]
 [-0.72202897  3.17589392  0.          0.        ]]","[ 0.74167711 -0.68929455  0.88509017  0.82457438 -0.32322907  0.57140625
  0.3588908   0.24705434 -0.38192425  0.30527212  0.        ]",-0.0375172935388,[-0.88378245 -0.77000427],-1.90511,[ 0.44711119 -0.38120377],[ 0.5065347   0.21334968]
20,"[[ 0.62168257  2.20143731 -0.03735576  0.06696834]
 [ 1.29741986  3.95769191  0.          0.        ]]","[ 0.73640673 -0.76754236  0.89198975  0.719804   -0.32322899  0.57140607
  0.49194522  0.39421975 -0.41642554  0.20285797  0.        ]",-0.0293648897531,[-0.88378245 -0.77000427],-1.88959,[ 0.06969233 -0.91458249],[ 0.22906855 -1.47085858]
21,"[[ 0.65647367  2.24007672 -0.03735576  0.06696834]
 [ 2.17873499 -0.08029448  0.          0.        ]]","[ 0.70401763 -0.80827585  0.93262258  0.65854382 -0.3232289   0.5714059
  0.5500119  -0.36589014 -0.46154369  0.13484777  0.        ]",-0.0229705932158,[-0.88378245 -0.77000427],-1.90753,[-0.21499877 -0.46392292],[ 0.85355891 -1.05530459]
22,"[[ 0.73351888  2.19875727 -0.03735576  0.06696834]
 [ 5.51465128 -4.03847748  0.          0.        ]]","[ 0.62702484 -0.76467252  1.01871005  0.72393643 -0.32322882  0.57140572
  0.76980378 -1.11097753 -0.52227353  0.1634344   0.        ]",-0.0231907553567,[-0.88378245 -0.77000427],-1.91189,[-1.24579287 -0.04452804],[-1.127017   -0.52319346]
23,"[[ 0.80299975  2.09800595 -0.03735576  0.06696834]
 [ 1.44704689 -6.02998914  0.          0.        ]]","[ 0.55167841 -0.65294001  1.09140226  0.86800439 -0.32322874  0.57140555
  0.501803   -1.48585836 -0.56469042  0.27774202  0.        ]",-0.0311844120106,[-0.88378245 -0.77000427],-1.94437,[-0.58548409  0.82468057],[ 0.12916022  0.59389796]
24,"[[ 0.83678174  2.0021978  -0.03735576  0.06696834]
 [ 1.9295219  -3.55906285  0.          0.        ]]","[ 0.51313081 -0.54040314  1.12494079  0.98372107 -0.32322866  0.57140537
  0.53359149 -1.02073112 -0.57134125  0.39932046  0.        ]",-0.0400690899572,[-0.88378245 -0.77000427],-1.93223,[-0.65255415  0.58977151],[-0.92008379  0.42465359]
