timestep,human_obs,obs,original_rewards,logstd_action_dist,rewards,avg_action_dist,actions
0,"[[ 0.02124478  0.04457348 -0.11179835  0.06271626]
 [-0.00243888 -0.00124847  0.          0.        ]]","[ 1.00919813  1.56782749  0.05726635 -1.0447323  -0.96465102  0.53892798
  0.538217   -0.37654524  2.48097181 -0.76146283  0.        ]",-0.325934684073,[-0.57492816 -0.54978317],-3.147,[ 2.20849776  2.86468005],[ 2.49250994  3.93635406]
1,"[[ 0.0608716   0.08426116 -0.11179835  0.06271626]
 [ 3.95196276  3.95682981  0.          0.        ]]","[ 1.00669076  1.56453959  0.11566034 -0.94176426 -0.96465032  0.53892772
  0.75617361  0.29850978  2.47098664 -0.61715249  0.        ]",-0.323035253545,[-0.57492816 -0.54978317],-3.04879,[ 1.71693015  2.37956476],[ 0.32711473  2.74239621]
2,"[[ 0.15209529  0.20233479 -0.11179835  0.06271626]
 [ 5.1663889   7.83759882  0.          0.        ]]","[ 0.99175291  1.54286189  0.24940112 -0.63809495 -0.96464962  0.53892746
  0.82310933  0.96037926  2.40955935 -0.25902308  0.        ]",-0.313948216384,[-0.57492816 -0.54978317],-2.94358,[ 1.42646933  1.99059439],[ 1.88729613  2.51407821]
3,"[[  0.29407667   0.3972425   -0.11179835   0.06271626]
 [  9.01902622  11.64049209   0.           0.        ]]","[ 0.94338189  1.46894183  0.45345394 -0.15470191 -0.96464892  0.5389272
  1.03545664  1.60896548  2.2104551   0.26424538  0.        ]",-0.29451028591,[-0.57492816 -0.54978317],-2.81264,[ 0.5734778   1.48115492],[ 0.60849608  1.58314559]
4,"[[  0.49681492   0.66745784  -0.11179835   0.06271626]
 [ 11.24758762  15.36859597   0.           0.        ]]","[ 0.82322448  1.29306915  0.72893045  0.4487966  -0.96464822  0.53892693
  1.15828857  2.24479296  1.75743558  0.83089201  0.        ]",-0.257958471204,[-0.57492816 -0.54978317],-2.59788,[-0.18819636  1.03505766],[ 0.46650518  1.29490241]
5,"[[  0.73806088   1.01149522  -0.11179835   0.06271626]
 [ 12.87193159  19.02293451   0.           0.        ]]","[ 0.60849321  0.96533103  1.01835232  1.04324777 -0.96464752  0.53892667
  1.24781729  2.86803388  1.0463113   1.13758146  0.        ]",-0.200889193695,[-0.57492816 -0.54978317],-2.26457,[-0.35367841  0.29495546],[-0.32583771  1.09885637]
6,"[[  0.9800349    1.42790108  -0.11179835   0.06271626]
 [ 11.33082667  22.60569798   0.           0.        ]]","[ 0.32679742  0.46603466  1.25089331  1.41291955 -0.96464682  0.53892641
  1.16287429  3.47905875  0.30346897  0.92244774  0.        ]",-0.127261800716,[-0.57492816 -0.54978317],-1.86985,[-0.5197891  -0.80225968],[-1.78114139 -0.88129691]
7,"[[  1.16473883   1.84051553  -0.11179835   0.06271626]
 [  7.15298902  18.66885966   0.           0.        ]]","[ 0.07712403 -0.05986836  1.38093487  1.34541657 -0.96464612  0.53892615
  0.93260137  2.80762252 -0.09815773  0.35228524  0.        ]",-0.0611185064507,[-0.57492816 -0.54978317],-1.28121,[-0.78028995 -1.30666578],[-1.10898168 -0.49202079]
8,"[[  1.26668727   2.19063972  -0.11179835   0.06271626]
 [  3.05517097  16.35126557   0.           0.        ]]","[-0.07013002 -0.46432076  1.43318871  0.9557367  -0.96464542  0.53892589
  0.70673919  2.41235224 -0.14560414 -0.16842234  0.        ]",-0.0372082311785,[-0.57492816 -0.54978317],-1.1576,[-0.77337021 -1.45948648],[-0.1352782  -1.31281236]
9,"[[  1.32182218   2.47468909  -0.11179835   0.06271626]
 [  2.46013593  12.06794556   0.           0.        ]]","[-0.15186314 -0.72778388  1.45538718  0.44766042 -0.96464472  0.53892563
  0.67394193  1.68183382 -0.03457504 -0.52655712  0.        ]",-0.0591318324795,[-0.57492816 -0.54978317],-1.26826,[-0.85387105 -1.44733858],[-1.09656282 -0.89390793]
10,"[[ 1.33081749  2.67813742 -0.11179835  0.06271626]
 [-1.54737512  8.28946612  0.          0.        ]]","[-0.16531406 -0.86769032  1.45859684  0.00172185 -0.96464402  0.53892537
  0.45305735  1.03741752  0.10596708 -0.71707296  0.        ]",-0.0812210840247,[-0.57492816 -0.54978317],-1.55292,[-0.25820103 -1.11656845],[-0.19158697  1.08569457]
11,"[[  1.29256882   2.88200771  -0.11179835   0.06271626]
 [ -2.27505729  12.08491129   0.           0.        ]]","[-0.10833759 -0.96027724  1.4441419  -0.49322069 -0.96464332  0.5389251
  0.41294907  1.68472405  0.27683259 -0.84917971  0.        ]",-0.102954509116,[-0.57492816 -0.54978317],-1.57633,[-0.25048202 -1.0334245 ],[-1.63153072 -1.35791359]
12,"[[ 1.20779262  3.06180237 -0.11179835  0.06271626]
 [-6.18965951  3.41779457  0.          0.        ]]","[ 0.01562163 -0.99927754  1.40474582 -0.9533532  -0.96464262  0.53892484
  0.1971854   0.20655785  0.41783911 -0.92483862  0.        ]",-0.119231333479,[-0.57492816 -0.54978317],-1.78515,[ 0.5299989  -0.60618556],[ 1.61641429 -0.31399474]
13,"[[ 1.12495108  3.07013076 -0.11179835  0.06271626]
 [-2.10803073 -1.16531648  0.          0.        ]]","[ 0.13296125 -1.00008614  1.35667918 -0.9749444  -0.96464192  0.53892458
  0.42215499 -0.5750861   0.44150633 -0.93136004  0.        ]",-0.121669021523,[-0.57492816 -0.54978317],-1.79438,[ 0.43234968 -0.80195463],[ 0.23144182 -0.10050722]
14,"[[ 1.09240295  3.04105678 -0.11179835  0.06271626]
 [-1.14997075 -1.65046039  0.          0.        ]]","[ 0.17785982 -0.99687345  1.33527526 -0.89963323 -0.96464122  0.53892432
  0.47496081 -0.6578265   0.41294704 -0.90615369  0.        ]",-0.117872242301,[-0.57492816 -0.54978317],-1.74868,[ 0.46198878 -0.8146224 ],[-0.17665781 -0.53565411]
15,"[[ 1.06261337  2.98709473 -0.11179835  0.06271626]
 [-1.82672771 -3.73878478  0.          0.        ]]","[ 0.21829555 -0.98804707  1.3144691  -0.76048705 -0.96464052  0.53892406
  0.43765933 -1.01398718  0.36798984 -0.8610556   0.        ]",-0.111631234226,[-0.57492816 -0.54978317],-1.70556,[ 0.77045655 -0.5363301 ],[-0.60791093 -0.37162825]
16,"[[ 1.0022923   2.89829666 -0.11179835  0.06271626]
 [-4.19746622 -5.13636533  0.          0.        ]]","[ 0.29809928 -0.9654862   1.26885874 -0.53423709 -0.96463982  0.5389238
  0.30698956 -1.25234181  0.30375077 -0.7704945   0.        ]",-0.101480979099,[-0.57492816 -0.54978317],-1.71715,[ 1.17696393 -0.13253906],[ 0.42312592  0.63230678]
17,"[[ 0.93598664  2.82171033 -0.11179835  0.06271626]
 [-2.43897269 -2.53095104  0.          0.        ]]","[ 0.3823276  -0.93811855  1.21351403 -0.34300106 -0.96463912  0.53892353
  0.40391353 -0.80799083  0.26216051 -0.67465415  0.        ]",-0.0933160662912,[-0.57492816 -0.54978317],-1.66528,[ 1.05599308 -0.43180141],[ 0.91235174 -0.08325256]
18,"[[ 0.923934    2.7682878  -0.11179835  0.06271626]
 [ 1.22150131 -2.81037207  0.          0.        ]]","[ 0.39721713 -0.91477883  1.20288482 -0.212377   -0.96463842  0.53892327
  0.60567025 -0.85564522  0.23445495 -0.61421452  0.        ]",-0.0881643961208,[-0.57492816 -0.54978317],-1.62903,[ 0.65190369 -0.50935614],[ 0.57026034  0.180606  ]
19,"[[ 0.97077443  2.71981428 -0.11179835  0.06271626]
 [ 3.4550919  -2.03955393  0.          0.        ]]","[ 0.3386139  -0.89064224  1.24321496 -0.09618517 -0.96463772  0.53892301
  0.72878031 -0.72418261  0.19846149 -0.58121138  0.        ]",-0.0833804387652,[-0.57492816 -0.54978317],-1.53635,[ 0.29728037 -0.72896397],[-0.19013512 -0.68773678]
20,"[[ 1.03163638  2.65210565 -0.11179835  0.06271626]
 [ 2.63384677 -4.72236577  0.          0.        ]]","[ 0.25963607 -0.85232706  1.29161661  0.06186842 -0.96463702  0.53892275
  0.68351475 -1.18173227  0.14752179 -0.53637123  0.        ]",-0.07669575274,[-0.57492816 -0.54978317],-1.50356,[ 0.26629975 -0.25597903],[ 0.44817912 -0.50506742]
21,"[[ 1.10159263  2.5385312  -0.11179835  0.06271626]
 [ 4.35603148 -6.62873525  0.          0.        ]]","[ 0.16525601 -0.77647589  1.34145077  0.31405227 -0.96463631  0.53892249
  0.77843725 -1.50685967  0.06892538 -0.45017668  0.        ]",-0.0658101730876,[-0.57492816 -0.54978317],-1.40818,[-0.21873575  0.01976898],[ 0.08341013  0.43980074]
