timestep,human_obs,obs,original_rewards,logstd_action_dist,rewards,avg_action_dist,actions
0,"[[ 0.06168023  0.00897073 -0.16478623  0.01803896]
 [-0.00374179  0.00097969  0.          0.        ]]","[ 1.02301887  1.36058138  0.13500977 -1.34492119 -1.42676315  0.14936596
  0.42071988 -0.35388654  3.29512972 -0.20222951  0.        ]",-0.374344201578,[-0.84036463 -0.74640894],-3.88257,[ 1.26002157  2.1887548 ],[ 0.98582385  2.55051399]
1,"[[ 0.10071855  0.04870275 -0.16478623  0.01803896]
 [ 3.8946004   3.9590352   0.          0.        ]]","[ 1.01807408  1.35907253  0.19168258 -1.241284   -1.42676208  0.14936592
  0.67160687  0.38253112  3.28207746 -0.03488101  0.        ]",-0.373148700423,[-0.84036463 -0.74640894],-3.83479,[ 0.87095374  1.62153065],[ 1.13262766  1.71064986]
2,"[[ 0.21751345  0.16680965 -0.16478623  0.01803896]
 [ 7.77200969  7.83872528  0.          0.        ]]","[ 0.989192    1.34236072  0.35956326 -0.93503261 -1.42676102  0.14936588
  0.92114653  1.10436813  3.19306709  0.45251366  0.        ]",-0.367148323642,[-0.84036463 -0.74640894],-3.84217,[ 0.73973656  1.04507494],[ 0.71710561  2.06560489]
3,"[[  0.39986167   0.36174384  -0.16478623   0.01803896]
 [ 10.45397926  11.64200602   0.           0.        ]]","[ 0.9028015   1.27543822  0.61226934 -0.44476266 -1.42675995  0.14936585
  1.0937506   1.81198741  2.90592596  1.14915884  0.        ]",-0.350155322877,[-0.84036463 -0.74640894],-3.78698,[ 0.52003449  0.78421652],[ 0.98503819  1.12949509]
4,"[[  0.6459601    0.63198301  -0.16478623   0.01803896]
 [ 14.14382397  15.36945214   0.           0.        ]]","[ 0.71136292  1.10638606  0.922054    0.17330545 -1.42675889  0.14936581
  1.3312186   2.50549429  2.28720677  1.82783595  0.        ]",-0.313279166925,[-0.84036463 -0.74640894],-3.65838,[ 0.28377089  0.79637194],[ 0.51644418  0.64311778]
5,"[[  0.94654374   0.9618565   -0.16478623   0.01803896]
 [ 15.90894632  17.61038032   0.           0.        ]]","[ 0.3771358   0.79722604  1.22711945  0.77224164 -1.42675782  0.14936577
  1.44481621  2.92242361  1.3650339   2.0879142   0.        ]",-0.250495726292,[-0.84036463 -0.74640894],-3.28202,[-0.03004604  0.64136535],[ 0.49445048  1.02665089]
6,"[[  1.28122189e+00   1.35027893e+00  -1.64786226e-01   1.80389580e-02]
 [  1.75538145e+01   2.12197870e+01   0.00000000e+00   0.00000000e+00]]","[-0.08969349  0.33220366  1.44119036  1.17811748 -1.42675676  0.14936573
  1.55067434  3.59395867  0.44428458  1.61402993  0.        ]",-0.163616741164,[-0.84036463 -0.74640894],-2.73894,[-0.9211114  -0.29922441],[-1.02619696  0.32828567]
7,"[[  1.58915493e+00   1.78349857e+00  -1.64786226e-01   1.80389580e-02]
 [  1.32536067e+01   2.20992712e+01   0.00000000e+00   0.00000000e+00]]","[-0.56426099 -0.23361624  1.5015892   1.18250001 -1.42675569  0.1493657
  1.27392344  3.75757646  0.01741772  0.61285341  0.        ]",-0.0796395715761,[-0.84036463 -0.74640894],-2.11369,[-0.94877905 -1.50734043],[-1.68013112 -0.9514482 ]
8,"[[  1.81192327   2.18329358  -0.16478623   0.01803896]
 [  9.03672367  17.89426303   0.           0.        ]]","[-0.90849494 -0.71252198  1.4596929   0.76691628 -1.42675462  0.14936566
  1.00253547  2.97521219  0.14851659 -0.19859856  0.        ]",-0.0687168535433,[-0.84036463 -0.74640894],-1.75111,[-0.88777339 -1.90502489],[-0.45151589 -1.40103743]
9,"[[  1.97294841   2.49789475  -0.16478623   0.01803896]
 [  7.07204984  13.58024268   0.           0.        ]]","[-1.14679561 -1.00866243  1.38562496  0.19786413 -1.42675356  0.14936562
  0.87609387  2.17257151  0.46477122 -0.586797    0.        ]",-0.104618668105,[-0.84036463 -0.74640894],-1.99134,[-0.73032427 -1.80614603],[-0.85498106 -1.91446026]
10,"[[ 2.07902934  2.72707294 -0.16478623  0.01803896]
 [ 3.54762275  9.35167217  0.          0.        ]]","[-1.29551156 -1.16060664  1.31772389 -0.31729785 -1.42675249  0.14936558
  0.64927079  1.38583184  0.7435218  -0.68552117  0.        ]",-0.13265498861,[-0.84036463 -0.74640894],-2.18651,[-0.2531662  -1.33355081],[-0.48470808 -0.79539662]
11,"[[ 2.13002343  2.88064862 -0.16478623  0.01803896]
 [ 1.55836739  6.01700937  0.          0.        ]]","[-1.36405908 -1.22752573  1.279938   -0.69506351 -1.42675143  0.14936555
  0.52124738  0.76540731  0.92511501 -0.661665    0.        ]",-0.149095306711,[-0.84036463 -0.74640894],-2.26411,[-0.20492195 -1.23450494],[-0.39135085 -0.42216503]
12,"[[ 2.14533469  2.98302124 -0.16478623  0.01803896]
 [-0.02198644  4.22622054  0.          0.        ]]","[-1.38422768 -1.25557266  1.26796069 -0.95624943 -1.42675036  0.14936551
  0.41953981  0.4322254   1.03657425 -0.61210456  0.        ]",-0.158732997899,[-0.84036463 -0.74640894],-2.28753,[-0.11123598 -1.13952792],[ 0.62024822 -0.91674158]
13,"[[ 2.16953661  3.02049134 -0.16478623  0.01803896]
 [ 2.4340043  -0.19469388  0.          0.        ]]","[-1.4157003  -1.26244631  1.24844563 -1.05307237 -1.4267493   0.14936547
  0.5776008  -0.3902994   1.07923964 -0.59048796  0.        ]",-0.162443909838,[-0.84036463 -0.74640894],-2.28312,[-0.27550223 -1.31422698],[-0.37583348 -1.87176817]
14,"[[ 2.20280156  2.9769076  -0.16478623  0.01803896]
 [ 0.89761438 -4.15049504  0.          0.        ]]","[-1.45811407 -1.25427598  1.22047536 -0.94050199 -1.42674823  0.14936543
  0.47872258 -1.12628807  1.04043814 -0.6234233   0.        ]",-0.159285987725,[-0.84036463 -0.74640894],-2.29362,[-0.23722981 -1.24112391],[-0.63382389 -1.26978864]
15,"[[ 2.19539581  2.85499327 -0.16478623  0.01803896]
 [-1.62974096 -8.02801327  0.          0.        ]]","[-1.44875686 -1.21839218  1.22681508 -0.63060567 -1.42674717  0.1493654
  0.31606842 -1.84771054  0.91199531 -0.69220214  0.        ]",-0.148472955426,[-0.84036463 -0.74640894],-2.27634,[ 0.13917361 -0.54072905],[ 0.30930888  0.51981078]
16,"[[ 2.17541343  2.71667904 -0.16478623  0.01803896]
 [-0.37270214 -5.81080106  0.          0.        ]]","[-1.42326252 -1.15502668  1.24359801 -0.29252576 -1.4267461   0.14936536
  0.3969681  -1.43519039  0.75569631 -0.736405    0.        ]",-0.134973201658,[-0.84036463 -0.74640894],-2.19812,[-0.09458607 -0.77982926],[-0.07931291 -0.73423871]
