timestep,human_obs,obs,original_rewards,logstd_action_dist,rewards,avg_action_dist,actions
0,"[[ 0.01588779 -0.05157486  0.12915795  0.13145347]
 [-0.00297409  0.0036649   0.          0.        ]]","[ 1.02021863  1.90813286  0.00597646 -1.11058144  1.12529401  1.1354161
  0.68057011 -0.39378814  0.30816218 -1.43840977  0.        ]",-0.156274468529,[-0.3014074  -0.37709913],-1.51328,[ 1.78825974  1.16962731],[ 0.76152356  1.13612593]
1,"[[ 0.04603872 -0.01178621  0.12915795  0.13145347]
 [ 3.00804532  3.96201275  0.          0.        ]]","[ 1.01887838  1.90979583  0.05190231 -0.99638649  1.12529243  1.13541449
  0.82751156  0.22321368  0.3074476  -1.3347915   0.        ]",-0.147169099072,[-0.3014074  -0.37709913],-1.2691,[ 1.00940645  0.27776414],[ 0.37061131 -0.55801838]
2,"[[ 0.12032136  0.04449267  0.12915795  0.13145347]
 [ 4.41553     1.67350333  0.          0.        ]]","[ 1.0100257   1.90857206  0.16469076 -0.83481604  1.12529084  1.13541287
  0.89619796 -0.13350467  0.29079467 -1.12480825  0.        ]",-0.128315978042,[-0.3014074  -0.37709913],-1.19607,[ 0.50409424  0.56834537],[ 0.82009898 -0.25494037]
3,"[[ 0.24030994  0.0674897   0.12915795  0.13145347]
 [ 7.57281497  0.62967984  0.          0.        ]]","[ 0.97917388  1.90686275  0.34447927 -0.76888111  1.12528926  1.13541126
  1.05027694 -0.2962092   0.24328777 -0.86265575  0.        ]",-0.104041399053,[-0.3014074  -0.37709913],-1.09266,[-0.4340052   0.54558104],[-1.54940797  0.94221234]
4,"[[ 0.35055846  0.11740615  0.12915795  0.13145347]
 [ 3.46571904  4.349564    0.          0.        ]]","[ 0.93314878  1.90075707  0.50513593 -0.6261655   1.12528768  1.13540965
  0.84984346  0.2836234   0.16287886 -0.60278641  0.        ]",-0.0788419124552,[-0.3014074  -0.37709913],-0.949914,[-0.54407543  0.06965023],[-0.45243153  0.20951004]
5,"[[ 0.40122515  0.21186398  0.12915795  0.13145347]
 [ 1.60714036  5.09373585  0.          0.        ]]","[ 0.90646871  1.88026356  0.57695222 -0.35868368  1.1252861   1.13540803
  0.75914122  0.39962014  0.08083127 -0.42473926  0.        ]",-0.0603477850039,[-0.3014074  -0.37709913],-0.851411,[-0.60439336 -0.04761702],[-1.42786886  0.26622621]
6,"[[ 0.39335466  0.32331877  0.12915795  0.13145347]
 [-2.3809217   6.04855046  0.          0.        ]]","[ 0.91083615  1.84126264  0.56589144 -0.05017596  1.12528451  1.13540642
  0.56451714  0.54845052  0.02603771 -0.34496224  0.        ]",-0.050641020011,[-0.3014074  -0.37709913],-0.765269,[-0.12523285 -0.09255016],[-0.33580765 -0.51096003]
7,"[[ 0.33288803  0.42279366  0.12915795  0.13145347]
 [-3.6614921   3.90607283  0.          0.        ]]","[ 0.94164012  1.79327846  0.47976241  0.2157225   1.12528293  1.1354048
  0.50202289  0.21449356  0.02006147 -0.36890719  0.        ]",-0.05105575718,[-0.3014074  -0.37709913],-0.840261,[ 0.28080985  0.25464278],[-0.78783229  0.91537545]
8,"[[ 0.22910053  0.53651588  0.12915795  0.13145347]
 [-6.70712959  7.45430194  0.          0.        ]]","[ 0.98290798  1.72383184  0.3278624   0.50528378  1.12528135  1.13540319
  0.35339068  0.76757023  0.0373769  -0.45775959  0.        ]",-0.0575905361648,[-0.3014074  -0.37709913],-0.827122,[ 0.90416104 -0.27250743],[ 0.94395111  0.07141419]
9,"[[ 0.13375664  0.68694394  0.12915795  0.13145347]
 [-2.84008774  7.58808769  0.          0.        ]]","[ 1.00757598  1.60956334  0.18499778  0.85858922  1.12527976  1.13540158
  0.54210816  0.78842319  0.01622155 -0.50740997  0.        ]",-0.0586205524574,[-0.3014074  -0.37709913],-0.712467,[ 0.60822958 -0.66627365],[ 0.64222153 -1.08861618]
