timestep,human_obs,obs,original_rewards,logstd_action_dist,rewards,avg_action_dist,actions
0,"[[-0.09383479 -0.02052799 -0.100044   -0.17830878]
 [-0.00027826 -0.00144844  0.          0.        ]]","[ 1.11065405  1.99134635 -0.09989291 -0.78058021 -0.84465054 -1.52636832
  0.70401067 -0.36646828  1.93355669  1.24453471  0.        ]",-0.346218172543,[-0.08234115 -0.30690205],-2.26275,[-1.40829444  1.18213296],[-2.71032681  1.14790517]
1,"[[-0.13354624  0.01918662 -0.100044   -0.17830878]
 [-3.95768574  3.95970228  0.          0.        ]]","[ 1.1044267   1.99136229 -0.1594768  -0.66162743 -0.84464772 -1.52635842
  0.46452768  0.19679581  1.93032708  1.21234485  0.        ]",-0.344051295345,[-0.08234115 -0.30690205],-2.21094,[-1.38322115  1.13220286],[-0.24970995  1.19882586]
2,"[[-0.22184083  0.13732546 -0.100044   -0.17830878]
 [-4.86873494  7.84124196  0.          0.        ]]","[ 1.08287091  1.97915066 -0.2906834  -0.30904842 -0.84464491 -1.52634853
  0.40939467  0.74873859  1.92150238  1.16807249  0.        ]",-0.340568733962,[-0.08234115 -0.30690205],-2.21869,[-1.33630085  1.08226144],[-1.95318471 -0.26362818]
3,"[[-0.3579358   0.28213393 -0.100044   -0.17830878]
 [-8.72793708  6.64357408  0.          0.        ]]","[ 1.02917196  1.93934324 -0.48749609  0.11482799 -0.84464209 -1.52633863
  0.17585457  0.57843162  1.89430766  1.06954446  0.        ]",-0.332049935551,[-0.08234115 -0.30690205],-2.20047,[-1.13705623  1.11355567],[-2.00099065  1.46288528]
4,"[[ -0.57046974   0.45342643  -0.100044    -0.17830878]
 [-12.51289173  10.47286681   0.           0.        ]]","[ 0.89797839  1.85807398 -0.77397343  0.59301225 -0.84463927 -1.52632874
 -0.05319242  1.12294352  1.82342437  0.87785226  0.        ]",-0.313912044435,[-0.08234115 -0.30690205],-2.07406,[-0.93005347  1.0658685 ],[-0.7842136   0.88805986]
5,"[[ -0.84938776   0.69609041  -0.100044    -0.17830878]
 [-15.36946632  13.78242414   0.           0.        ]]","[ 0.64767505  1.68423251 -1.09241072  1.20158633 -0.84463645 -1.52631884
 -0.22605833  1.59354393  1.69031063  0.67350479  0.        ]",-0.288069201651,[-0.08234115 -0.30690205],-1.92871,[-0.67795354  1.01518071],[-0.84673952  1.16412913]
6,"[[ -1.18735876   1.00873052  -0.100044    -0.17830878]
 [-18.41759956  17.46917175   0.           0.        ]]","[ 0.25215702  1.37457547 -1.35898055  1.81541974 -0.84463364 -1.52630895
 -0.41051632  2.11776673  1.48275657  0.5070098   0.        ]",-0.254422449276,[-0.08234115 -0.30690205],-1.73303,[-0.43579555  0.92707109],[-0.79594431 -1.07716006]
7,"[[ -1.58365657   1.31490886  -0.100044    -0.17830878]
 [-21.20307197  13.1628747    0.           0.        ]]","[-0.28237465  1.00493781 -1.46851724  2.17867975 -0.84463082 -1.52629906
 -0.57907901  1.50541767  1.19102024  0.36896665  0.        ]",-0.210617595872,[-0.08234115 -0.30690205],-1.38968,[-0.27582452  0.90595627],[ 1.19296089  0.58776671]
8,"[[ -1.96382317   1.59887659  -0.100044    -0.17830878]
 [-16.82798169  15.22717756   0.           0.        ]]","[-0.79363804  0.63351992 -1.35348194  2.27500205 -0.844628   -1.52628916
 -0.31431732  1.79893833  0.90343363  0.34905064  0.        ]",-0.17099131451,[-0.08234115 -0.30690205],-1.1547,[-0.22893514  0.86708677],[ 0.73932424  1.03120981]
9,"[[ -2.26769875   1.94010794  -0.100044    -0.17830878]
 [-13.57020416  18.88389259   0.           0.        ]]","[-1.15120259  0.19378991 -1.11648429  2.07420675 -0.84462518 -1.52627927
 -0.11717054  2.31887732  0.72872076  0.50866927  0.        ]",-0.154882114287,[-0.08234115 -0.30690205],-1.22691,[-0.2316708   0.83017695],[-2.29924937  0.84311409]
10,"[[ -2.57613338   2.34752403  -0.100044    -0.17830878]
 [-17.26105517  21.84776094   0.           0.        ]]","[-1.43090915 -0.25529056 -0.76756212  1.41713949 -0.84462237 -1.52626938
 -0.34052451  2.74027656  0.60559801  0.782655    0.        ]",-0.15819942492,[-0.08234115 -0.30690205],-1.15496,[-0.27747563  0.80057913],[ 0.90319705  0.93407895]
11,"[[ -2.88205544   2.81724168  -0.100044    -0.17830878]
 [-13.34396546  25.1132708    0.           0.        ]]","[-1.59964939 -0.58143606 -0.34593653  0.2354523  -0.84461955 -1.52625949
 -0.10347818  3.20453666  0.53720398  1.15581125  0.        ]",-0.184340389645,[-0.08234115 -0.30690205],-1.28959,[-0.5075556   0.77596319],[-1.35822303  1.44037258]
12,"[[ -3.18601489   3.20199796  -0.100044    -0.17830878]
 [-17.04000553   5.52968952   0.           0.        ]]","[-1.64453689 -0.64790107  0.10871949 -0.89994094 -0.84461673 -1.52624959
 -0.32714702  0.41995124  0.51514993  1.49221692  0.        ]",-0.21676325068,[-0.08234115 -0.30690205],-1.39156,[-0.81530833  0.84022266],[ 0.55269475  0.93645918]
