timestep,obs,rewards,actions,original_rewards,avg_action_dist,logstd_action_dist,human_obs
0,"[ 1.31507584  2.65537465 -0.09923716 -0.89550821 -0.01505989 -0.6443681
 -0.22144379 -0.37038724  1.45704824  0.71624081  0.        ]",-0.79393,[-0.31552754  6.69681811],-0.230035960674,[-0.37680161  7.11805105],[-0.7187373  -0.23866011],"[[  9.19663253e-02  -1.50179223e-02  -2.23906909e-03  -7.28485217e-02]
 [ -4.84177701e-03   5.08629431e-05   0.00000000e+00   0.00000000e+00]]"
1,"[ 1.3165713   2.655068   -0.11797859 -0.72588897 -0.01505988 -0.64436783
 -0.24893561  0.130202    1.45581148  0.73052435  0.        ]",-0.720649,[-0.17753849  8.31602812],-0.23056581252,[ 0.05792268  6.90685225],[-0.7187373  -0.23866011],"[[  7.93315593e-02   2.47158000e-02  -2.23906909e-03  -7.28485217e-02]
 [ -1.25446883e+00   3.96012181e+00   0.00000000e+00   0.00000000e+00]]"
2,"[ 1.3193679   2.63966064 -0.16537679 -0.22355801 -0.01505988 -0.64436756
 -0.26387366  0.62085236  1.4467028   0.78231991  0.        ]",-0.838795,[ 0.89450772  5.76669387],-0.232036280316,[ 0.6800983   6.61952639],[-0.7187373  -0.23866011],"[[  4.74294529e-02   1.42862079e-01  -2.23906909e-03  -7.28485217e-02]
 [ -1.93347210e+00   7.84156877e+00   0.00000000e+00   0.00000000e+00]]"
3,"[ 1.31954496  2.5674296  -0.16953489  0.58367774 -0.01505987 -0.64436728
 -0.18521211  1.10158276  1.40111427  0.94919272  0.        ]",-0.878617,[ 1.04572121  5.03171016],-0.236016338687,[ 1.44889998  6.19600725],[-0.7187373  -0.23866011],"[[  4.46335223e-02   3.37849844e-01  -2.23906909e-03  -7.28485217e-02]
 [  1.64203500e+00   1.16445437e+01   0.00000000e+00   0.00000000e+00]]"
4,"[ 1.31148389  2.37610815 -0.06242103  1.60779153 -0.01505987 -0.64436701
 -0.09891002  1.57278297  1.2455894   1.27584002  0.        ]",-0.844595,[ 2.36786677  4.17078323],-0.24208777208,[ 1.71349025  5.78256416],[-0.7187373  -0.23866011],"[[  1.16831039e-01   6.08140755e-01  -2.23906909e-03  -7.28485217e-02]
 [  5.56483764e+00   1.53721345e+01   0.00000000e+00   0.00000000e+00]]"
5,"[ 1.27196224  2.00073593  0.15643727  2.64681089 -0.01505986 -0.64436674
 -0.01427978  2.03465627  0.88326583  1.65211694  0.        ]",-0.771201,[ 2.53533086  6.33444854],-0.244244666038,[ 1.79290295  5.23368025],[-0.7187373  -0.23866011],"[[  2.66720375e-01   9.52243444e-01  -2.23906909e-03  -7.28485217e-02]
 [  9.41164774e+00   1.90259552e+01   0.00000000e+00   0.00000000e+00]]"
6,"[ 1.15616207  1.4098665   0.46838715  3.35091496 -0.01505986 -0.64436647
  0.06873477  2.48737547  0.28708125  1.84499947  0.        ]",-0.727384,[ 2.59698753  6.0210393 ],-0.233085170126,[ 2.1841774   4.47092247],[-0.7187373  -0.23866011],"[[  4.92807473e-01   1.36869633e+00  -2.23906909e-03  -7.28485217e-02]
 [  1.31850175e+01   2.26073805e+01   0.00000000e+00   0.00000000e+00]]"
7,"[ 0.90726644  0.65845425  0.82541878  3.2652582  -0.01505986 -0.64436619
  0.1501763   2.93111616 -0.35206454  1.59886306  0.        ]",-0.642141,[ 1.63564909  3.93901182],-0.197629252745,[ 1.43225098  3.79225206],[-0.7187373  -0.23866011],"[[  7.93644798e-01   1.85606530e+00  -2.23906909e-03  -7.28485217e-02]
 [  1.68868869e+01   2.61178080e+01   0.00000000e+00   0.00000000e+00]]"
8,"[ 0.47930279 -0.06571246  1.13356796  2.01128584 -0.01505985 -0.64436592
  0.23004993  3.36608048 -0.6088811   0.94676049  0.        ]",-0.607128,[ 0.82077203  2.86987445],-0.131593691034,[ 0.5558058   3.55649805],[-0.7187373  -0.23866011],"[[  1.16780844e+00   2.41294596e+00  -2.23906909e-03  -7.28485217e-02]
 [  2.05174886e+01   2.95588465e+01   0.00000000e+00   0.00000000e+00]]"
9,"[-0.11345389 -0.45308911  1.25186804 -0.38980212 -0.01505985 -0.64436565
  0.29268828  3.04528107 -0.23101223  0.48679368  0.        ]",-0.625025,[-1.11271504  2.53473559],-0.0636466947668,[-0.06221964  3.93051863],[-0.7187373  -0.23866011],"[[  1.60673492e+00   3.03796978e+00  -2.23906909e-03  -7.28485217e-02]
 [  2.33646735e+01   2.70211146e+01   0.00000000e+00   0.00000000e+00]]"
