timestep,obs,rewards,actions,original_rewards,avg_action_dist,logstd_action_dist,human_obs
0,"[ 1.35574286  2.67333184 -0.3514515  -0.69118249 -1.39188142  0.46017923
 -0.2151612  -0.37110619  2.68589304 -0.5572723   0.        ]",-0.991799,[ 2.7444403   9.78819807],-0.375747090597,[ 2.67432714  9.62543297],[-0.7600342 -0.1938712],"[[-0.05601457  0.03378199 -0.16076658  0.05404026]
 [ 0.00464307 -0.00290292  0.          0.        ]]"
1,"[ 1.35772704  2.66999923 -0.29183655 -0.52021309 -1.39188038  0.46017909
 -0.12918452  0.12831604  2.6858197  -0.45120043  0.        ]",-1.00767,[ 2.87222686  9.65465651],-0.373849639209,[ 2.94779944  9.38941765],[-0.7600342 -0.1938712],"[[-0.01624754  0.07343691 -0.16076658  0.05404026]
 [ 3.95890243  3.95520792  0.          0.        ]]"
2,"[ 1.35075065  2.64559905 -0.11497753 -0.01532228 -1.39187934  0.46017895
 -0.04490601  0.6178527   2.6472817  -0.13967239  0.        ]",-1.08787,[ 3.54036245  8.98450651],-0.365752186736,[ 3.33997321  9.01520538],[-0.7600342 -0.1938712],"[[ 0.1018208   0.19146801 -0.16076658  0.05404026]
 [ 7.83505868  7.83497242  0.          0.        ]]"
3,"[ 1.29754414  2.55880379  0.17106159  0.78990396 -1.3918783   0.4601788
  0.0377144   1.09769177  2.46444787  0.33373751  0.        ]",-1.17745,[ 3.56946221  7.84478199],-0.344627846893,[ 3.49420595  8.38000584],[-0.7600342 -0.1938712],"[[  0.29664633   0.38632346  -0.16076658   0.05404026]
 [ 11.63495532  11.63788239   0.           0.        ]]"
4,"[ 1.14184759  2.34872703  0.53794186  1.79833821 -1.39187726  0.46017866
  0.11872418  1.56800791  2.01073363  0.8219342   0.        ]",-1.04753,[ 2.60104004  8.92207309],-0.300814155559,[ 3.20730805  7.40719223],[-0.7600342 -0.1938712],"[[  0.56672509   0.65648022  -0.16076658   0.05404026]
 [ 15.36077573  15.36532575   0.           0.        ]]"
5,"[ 0.82344185  1.95378296  0.91748743  2.79739856 -1.39187623  0.46017852
  0.19817777  2.02896424  1.26466864  1.0355169   0.        ]",-0.915462,[ 2.49456108  6.41529395],-0.225649299926,[ 2.31926823  6.32346392],[-0.7600342 -0.1938712],"[[  0.91060021   1.00044204  -0.16076658   0.05404026]
 [ 19.0150233   19.01860043   0.           0.        ]]"
6,"[ 0.30967333  1.3485946   1.18830575  3.4297307  -1.39187519  0.46017838
  0.27612861  2.48072509  0.48289837  0.67635549  0.        ]",-0.601869,[ 1.01180677  7.87879491],-0.11961830322,[ 1.35197866  5.56836939],[-0.7600342 -0.1938712],"[[  1.32686545   1.41673846  -0.16076658   0.05404026]
 [ 22.60015636  22.59901508   0.           0.        ]]"
7,"[-0.35712785  0.59625827  1.18851152  3.24347619 -1.39187415  0.46017824
  0.35261076  2.92348371  0.18306426 -0.18029199  0.        ]",-0.61359,[ 0.37589754  4.81310833],-0.0475676935124,[ 0.65299261  4.99927282],[-0.7600342 -0.1938712],"[[  1.81415661   1.90392705  -0.16076658   0.05404026]
 [ 26.11774143  26.10810862   0.           0.        ]]"
8,"[-0.99165921 -0.10831055  0.80373136  1.88134717 -1.39187311  0.4601781
  0.37389217  3.35754151  0.61812677 -0.80831313  0.        ]",-0.785352,[ 0.59801969  4.65338643],-0.136820430426,[ 0.86917847  4.83056974],[-0.7600342 -0.1938712],"[[  2.34633368   2.46060408  -0.16076658   0.05404026]
 [ 27.09652446  29.54827813   0.           0.        ]]"
9,"[-1.36817088 -0.45511098  0.08169921 -0.59457464 -1.39187207  0.46017796
  0.41379465  3.0125899   1.13801482 -0.55937423  0.        ]",-0.714381,[ 1.04848564  4.30222008],-0.180022001466,[ 0.68507046  5.16549587],[-0.7600342 -0.1938712],"[[  2.90668976   3.08541331  -0.16076658   0.05404026]
 [ 28.93173126  26.81444872   0.           0.        ]]"
