timestep,obs,rewards,actions,original_rewards,avg_action_dist,logstd_action_dist,human_obs
0,"[ 1.28231308  2.63044317 -0.22371243 -0.58354109  0.57870579 -1.01015145
 -0.22993448 -0.36951679  0.92882696  0.94445325  0.        ]",-0.721559,[-1.8650254   5.44327716],-0.186003631803,[-1.67604542  6.22539616],[-0.6099959  -0.19952843],"[[-0.01412447  0.05733787  0.0659715  -0.11449751]
 [ 0.00124899  0.00369343  0.          0.        ]]"
1,"[ 1.28044208  2.62567481 -0.28242597 -0.41637656  0.57870552 -1.01015072
 -0.31857005  0.13243346  0.92779306  0.91138787  0.        ]",-0.756592,[-1.95336482  4.49511771],-0.183421174646,[-1.38519669  6.05820847],[-0.6099959  -0.19952843],"[[-0.05380571  0.09715426  0.0659715  -0.11449751]
 [-3.95619255  3.96473848  0.          0.        ]]"
2,"[ 1.26200868  2.59716408 -0.45598865  0.07524425  0.57870524 -1.01015
 -0.40545246  0.62443825  0.91764213  0.81342488  0.        ]",-0.659916,[-0.41393326  5.37999347],-0.175313423487,[-0.9972083   5.82587385],[-0.6099959  -0.19952843],"[[-0.17185032  0.21540422  0.0659715  -0.11449751]
 [-7.83535905  7.84730144  0.          0.        ]]"
3,"[ 1.20140684  2.50421544 -0.70136464  0.85578302  0.57870497 -1.01014927
 -0.43869093  1.10657423  0.88319712  0.6962763   0.        ]",-0.635782,[ 0.29857117  5.21694406],-0.16372668308,[-0.5357036   5.49289846],[-0.6099959  -0.19952843],"[[ -0.34344736   0.41052414   0.0659715   -0.11449751]
 [ -9.31941077  11.65199027   0.           0.        ]]"
4,"[ 1.10166861  2.28734512 -0.9335197   1.82628706  0.57870469 -1.01014855
 -0.4081387   1.57902285  0.81880841  0.65435424  0.        ]",-0.601629,[-0.70424699  4.96892133],-0.153926780034,[-0.3361274   5.07777834],[-0.6099959  -0.19952843],"[[ -0.51614973   0.68097067   0.0659715   -0.11449751]
 [ -7.95531151  15.38024203   0.           0.        ]]"
5,"[ 0.95465115  1.88742274 -1.15847855  2.77505963  0.57870442 -1.01014782
 -0.46704724  2.04226691  0.70568168  0.66892111  0.        ]",-0.586521,[-0.885816    3.31540573],-0.142718561103,[-0.30585939  4.52189398],[-0.6099959  -0.19952843],"[[ -0.701645     1.02525435   0.0659715   -0.11449751]
 [-10.58548901  19.03587392   0.           0.        ]]"
6,"[ 0.70597798  1.2825189  -1.40404756  3.35139443  0.57870414 -1.0101471
 -0.54088946  2.49629162  0.51139935  0.67508328  0.        ]",-0.511369,[ 0.01036656  3.59528645],-0.123716159681,[ 0.26742208  3.75189877],[-0.6099959  -0.19952843],"[[ -0.94643302   1.44192147   0.0659715   -0.11449751]
 [-13.88243216  22.61877806   0.           0.        ]]"
7,"[ 0.37043377  0.53933428 -1.59367996  3.11824034  0.57870387 -1.01014637
 -0.53383604  2.94119144  0.2255302   0.72928828  0.        ]",-0.506667,[-0.47538402  2.83837356],-0.105715416343,[ 0.40648562  3.08829308],[-0.6099959  -0.19952843],"[[ -1.22092346   1.92952317   0.0659715   -0.11449751]
 [-13.56751964  26.12971032   0.           0.        ]]"
8,"[-0.01879027 -0.14558365 -1.68050148  1.74021638  0.5787036  -1.01014565
 -0.56997489  3.37730408 -0.15732238  0.84479321  0.        ]",-0.625731,[ 0.48424269  2.27525656],-0.105948253451,[ 0.47231507  2.88197613],[-0.6099959  -0.19952843],"[[ -1.50846324   2.48664849   0.0659715   -0.11449751]
 [-15.18106991  29.57134722   0.           0.        ]]"
9,"[-0.40675962 -0.46553982 -1.6479997  -0.69995749  0.57870332 -1.01014492
 -0.52030578  3.01642625 -0.63327012  0.99187987  0.        ]",-0.714576,[-0.7960279   2.00597028],-0.13757844061,[-0.28903693  3.10852909],[-0.6099959  -0.19952843],"[[ -1.78983234   3.11192571   0.0659715   -0.11449751]
 [-12.96343953  26.72360717   0.           0.        ]]"
10,"[-0.77947589 -0.45157944 -1.49685866 -1.40241077  0.57870305 -1.0101442
 -0.58517509 -0.61542161 -0.75167822  1.04764552  0.        ]",-0.677371,[-1.16838086  2.48498541],-0.150789701448,[-1.95156002  4.04032946],[-0.6099959  -0.19952843],"[[ -2.07816446   3.27917101   0.0659715   -0.11449751]
 [-15.85975529  -1.93678264   0.           0.        ]]"
