timestep,obs,rewards,actions,original_rewards,avg_action_dist,logstd_action_dist,human_obs
0,"[ 1.40172887  2.69000509 -0.29611288 -1.05587058  1.44540073  1.592997
 -0.20693005 -0.37115343  0.1797447  -1.60897642  0.        ]",-0.545907,[  1.3589185   10.37104534],-0.193333489838,[ 1.13709772  9.78329563],[-0.8515982 -0.2115557],"[[ 0.00612496 -0.04890881  0.16636865  0.18427724]
 [ 0.00125581 -0.00070723  0.          0.        ]]"
1,"[ 1.400306    2.69181457 -0.23584585 -0.8826736   1.44539979  1.59299581
 -0.12102433  0.12739281  0.17916096 -1.50296507  0.        ]",-0.549379,[  1.02356782  10.28145072],-0.180969162267,[ 1.29192221  9.4119463 ],[-0.8515982 -0.2115557],"[[ 0.04582489 -0.0092104   0.16636865  0.18427724]
 [ 3.95557532  3.95736161  0.          0.        ]]"
2,"[ 1.38328594  2.68256529 -0.05772627 -0.3682269   1.44539884  1.59299461
 -0.03681645  0.61607153  0.13901886 -1.19124688  0.        ]",-0.610768,[ 1.33087746  8.50602533],-0.143531915659,[ 1.49904466  8.90188313],[-0.8515982 -0.2115557],"[[ 0.1638269   0.10886341  0.16636865  0.18427724]
 [ 7.83174123  7.83709049  0.          0.        ]]"
3,"[ 1.31402679  2.61986121  0.22756429  0.46313101  1.4453979   1.59299342
  0.04573272  1.09507098 -0.04706129 -0.71685872  0.        ]",-0.522483,[ 1.43609326  8.44833792],-0.0827354241143,[ 1.30175948  8.18572998],[-0.8515982 -0.2115557],"[[  0.35858544   0.30376095   0.16636865   0.18427724]
 [ 11.63155518  11.63997567   0.           0.        ]]"
4,"[ 1.13812325  2.43982032  0.58757888  1.52752188  1.44539695  1.59299223
  0.12667012  1.56456564 -0.50733144 -0.22677533  0.        ]",-0.491748,[ 0.60907271  6.6987759 ],-0.0512581168712,[ 0.61828858  7.23414135],[-0.8515982 -0.2115557],"[[  0.62859441   0.57395943   0.16636865   0.18427724]
 [ 15.35717852  15.3674054    0.           0.        ]]"
5,"[ 0.81707298  2.0743935   0.93594421  2.62489866  1.44539601  1.59299104
  0.17244881  2.02479209 -1.24357356 -0.01574717  0.        ]",-0.488518,[-0.85700076  6.26444834],-0.141710953052,[-0.34173962  6.12873077],[-0.8515982 -0.2115557],"[[  0.95687666   0.91796851   0.16636865   0.18427724]
 [ 17.46441397  19.02126216   0.           0.        ]]"
6,"[ 0.43288247  1.48741141  1.14448877  3.40100073  1.44539506  1.59298984
  0.09134458  2.47609892 -1.93024806 -0.30639767  0.        ]",-0.620291,[-1.52023492  5.01965284],-0.233307786324,[-1.01953447  5.50640821],[-0.8515982 -0.2115557],"[[  1.26870602   1.33434384   0.16636865   0.18427724]
 [ 13.73111543  22.60431878   0.           0.        ]]"
7,"[  1.18815683e-01   7.28470710e-01   1.20955469e+00   3.38580594e+00
   1.44539412e+00   1.59298865e+00  -4.40287730e-04   2.91847906e+00
  -2.21106954e+00  -9.07128751e-01   0.00000000e+00]",-0.654296,[-1.47552718  6.51360523],-0.287210062279,[-1.61606097  5.85387754],[-0.8515982 -0.2115557],"[[  1.50093875   1.8216694    0.16636865   0.18427724]
 [  9.50617777  26.1165252    0.           0.        ]]"
8,"[-0.08589502 -0.01784748  1.20855668  2.1742524   1.44539317  1.59298746
 -0.09043232  3.35208642 -2.02800631 -1.45405986  0.        ]",-0.778304,[-2.54190726  6.69931525],-0.297090354407,[-2.30315328  6.50420475],[-0.8515982 -0.2115557],"[[  1.64950333   2.37854072   0.16636865   0.18427724]
 [  5.36376562  29.55911019   0.           0.        ]]"
9,"[-0.17704206 -0.43901337  1.19727163 -0.24196154  1.44539223  1.59298627
 -0.17870455  3.05054757 -1.53832969 -1.66707528  0.        ]",-0.730494,[-3.17871742  7.8062335 ],-0.265650435938,[-2.93862414  7.29939175],[-0.8515982 -0.2115557],"[[  1.71601863   3.00357832   0.16636865   0.18427724]
 [  1.30051792  27.1651663    0.           0.        ]]"
10,"[-0.15793486 -0.45102534  1.20019792 -1.10943119  1.44539128  1.59298507
 -0.26530304 -0.36487666 -1.36248699 -1.64643041  0.        ]",-0.481878,[-0.54689552  8.72718474],-0.24878542519,[-0.90115446  8.472579  ],[-0.8515982 -0.2115557],"[[ 1.70203136  3.20279131  0.16636865  0.18427724]
 [-2.68568656  0.04916157  0.          0.        ]]"
11,"[-0.05509907 -0.4539083   1.21084779 -0.88107161  1.44539034  1.59298388
 -0.31119239 -0.82985565 -1.4191448  -1.65751399  0.        ]",-0.559342,[-0.20268753  7.37527253],-0.254518975598,[-0.38929611  8.49461269],[-0.8515982 -0.2115557],"[[ 1.62712321  3.15043622  0.16636865  0.18427724]
 [-4.79801516 -3.6424378   0.          0.        ]]"
12,"[ 0.08697564 -0.45144334  1.2115977  -0.59517846  1.44538939  1.59298269
 -0.32656179 -0.70973334 -1.48422139 -1.65434612  0.        ]",-0.52984,[-0.44886283  8.51658804],-0.259791001055,[-0.23520029  8.22264194],[-0.8515982 -0.2115557],"[[ 1.52406451  3.08490778  0.16636865  0.18427724]
 [-5.50548491 -2.68875539  0.          0.        ]]"
13,"[ 0.26074635 -0.44644604  1.19043404 -0.41605891  1.44538845  1.59298149
 -0.36280111 -0.55831552 -1.52716298 -1.63720638  0.        ]",-0.572161,[-0.83654747  8.14500439],-0.262039931745,[-0.1630941  7.9408021],[-0.8515982 -0.2115557],"[[ 1.39721795  3.04374589  0.16636865  0.18427724]
 [-7.17361437 -1.48660881  0.          0.        ]]"
14,"[ 0.49399217 -0.44279273  1.12177566 -0.32304612  1.4453875   1.5929803
 -0.43166973 -0.46308613 -1.55202338 -1.60973068  0.        ]",-0.640143,[-1.27919809  7.1891971 ],-0.261878020978,[-0.1290324   7.64544916],[-0.8515982 -0.2115557],"[[  1.22193922   3.02231011   0.16636865   0.18427724]
 [-10.34369807  -0.73055748   0.           0.        ]]"
15,"[ 0.79377643 -0.44080014  0.95362705 -0.27882405  1.44538656  1.59297911
 -0.51323454 -0.41346878 -1.56274969 -1.5712796   0.        ]",-0.657346,[-0.04763615  6.5323844 ],-0.259567793163,[-0.21462318  7.26880217],[-0.8515982 -0.2115557],"[[  0.97739516   3.01209995   0.16636865   0.18427724]
 [-14.09819788  -0.33663254   0.           0.        ]]"
16,"[ 1.08066688 -0.43984597  0.6686778  -0.2588528   1.44538561  1.59297792
 -0.51126831 -0.38982835 -1.55884173 -1.52880777  0.        ]",-0.648575,[-0.22404187  6.83250773],-0.255626936468,[-0.49816281  6.81287336],[-0.8515982 -0.2115557],"[[  0.69633924   3.00748452   0.16636865   0.18427724]
 [-14.00769703  -0.14894551   0.           0.        ]]"
17,"[ 1.2874073  -0.43941873  0.30003141 -0.25013368  1.44538467  1.59297672
 -0.52451449 -0.37914023 -1.5422378  -1.49035766  0.        ]",-0.702911,[-1.30977487  6.27591496],-0.250868968363,[-0.73914659  6.44923067],[-0.8515982 -0.2115557],"[[  0.4100676    3.00546862   0.16636865   0.18427724]
 [-14.61743573  -0.06409041   0.           0.        ]]"
18,"[ 1.3972406  -0.43923459 -0.18269769 -0.24641712  1.44538372  1.59297553
 -0.6042417  -0.37447171 -1.51122866 -1.45580718  0.        ]",-0.746668,[-1.2204007   5.57476923],-0.24509249275,[-0.99095756  6.18876934],[-0.8515982 -0.2115557],"[[  0.08089745   3.00460917   0.16636865   0.18427724]
 [-18.28734978  -0.02702644   0.           0.        ]]"
19,"[ 1.33132622 -0.43915707 -0.78450266 -0.24486084  1.44538278  1.59297434
 -0.6823906  -0.37248113 -1.46205734 -1.43182611  0.        ]",-0.690811,[-1.70073702  7.69772078],-0.238503641499,[-1.26195669  6.04923058],[-0.8515982 -0.2115557],"[[ -3.20942060e-01   3.00424926e+00   1.66368648e-01   1.84277236e-01]
 [ -2.18846138e+01  -1.12234624e-02   0.00000000e+00   0.00000000e+00]]"
20,"[ 0.98935256 -0.43912493 -1.3884956  -0.24421798  1.44538183  1.59297315
 -0.7589924  -0.37164758 -1.39884855 -1.43315637  0.        ]",-0.737182,[-1.21640154  5.52514149],-0.232822424137,[-1.8090328  6.173141 ],[-0.8515982 -0.2115557],"[[ -7.94012355e-01   3.00410059e+00   1.66368648e-01   1.84277236e-01]
 [ -2.54106653e+01  -4.60636556e-03   0.00000000e+00   0.00000000e+00]]"
21,"[ 0.34219659 -0.43911171 -1.78274185 -0.24395516  1.44538089  1.59297195
 -0.83407772 -0.37130335 -1.33640629 -1.47279721  0.        ]",-0.726691,[-2.13352012  6.31868322],-0.230764605276,[-2.53589225  6.66048193],[-0.8515982 -0.2115557],"[[ -1.33690332e+00   3.00403982e+00   1.66368648e-01   1.84277236e-01]
 [ -2.88669137e+01  -1.87413886e-03   0.00000000e+00   0.00000000e+00]]"
22,"[-0.48574805 -0.43910628 -1.71719589 -0.24384847  1.44537994  1.59297076
 -0.90767656 -0.37116275 -1.30005176 -1.5516487   0.        ]",-0.56011,[-3.35703919  9.08982455],-0.234858134285,[-3.28356838  7.50410271],[-0.8515982 -0.2115557],"[[ -1.94823277e+00   3.00401515e+00   1.66368648e-01   1.84277236e-01]
 [ -3.22547409e+01  -7.58580477e-04   0.00000000e+00   0.00000000e+00]]"
23,"[-1.17780666 -0.43910402 -1.05334687 -0.24380527  1.445379    1.59296957
 -0.97981835 -0.37110583 -1.31616968 -1.64757907  0.        ]",-0.504601,[-2.76943662  9.48877234],-0.245132953555,[-3.63895297  8.46590519],[-0.8515982 -0.2115557],"[[ -2.62664585e+00   3.00400517e+00   1.66368648e-01   1.84277236e-01]
 [ -3.55755011e+01  -3.07356672e-04   0.00000000e+00   0.00000000e+00]]"
24,"[-1.32058773 -0.43910303  0.03965525 -0.24378765  1.44537805  1.59296837
 -1.05053192 -0.37108294 -1.3924803  -1.71447873  0.        ]",-0.484594,[-3.72380051  9.09035003],-0.257579267283,[-3.2434032   9.08187008],[-0.8515982 -0.2115557],"[[ -3.37081456e+00   3.00400111e+00   1.66368648e-01   1.84277236e-01]
 [ -3.88305221e+01  -1.26373939e-04   0.00000000e+00   0.00000000e+00]]"
