timestep,rewards,obs,actions,original_rewards,avg_action_dist,logstd_action_dist,human_obs
0,-0.951604,"[ 1.34925387  2.77463459 -0.34039232 -0.67255297 -1.14624137  1.35769643
 -0.23807766 -0.37296319  2.49106244 -1.43297802  0.        ]",[  2.37032369  10.29459768],-0.379328355059,[ 2.2477715   9.70688915],[-0.75522321 -0.24280706],"[[-0.05977129  0.04332985 -0.13265987  0.15533371]
 [ 0.00487036  0.00408433  0.          0.        ]]"
1,-0.941877,"[ 1.3514409   2.77058728 -0.28090898 -0.4900073  -1.14624057  1.35769525
 -0.15518758  0.12366543  2.49070632 -1.3257861   0.        ]",[  2.8380846   10.30748337],-0.373994992418,[ 2.4410367   9.48662186],[-0.75522321 -0.24280706],"[[-0.01999974  0.08312313 -0.13265987  0.15533371]
 [ 3.95912723  3.96205705  0.          0.        ]]"
2,-0.992864,"[ 1.34508494  2.74368417 -0.10440145  0.04738952 -1.14623976  1.35769408
 -0.0739346   0.6104637   2.45108632 -1.01141739  0.        ]",[ 2.54550631  9.12453994],-0.355747835414,[ 2.72958565  9.11808968],[-0.75522321 -0.24280706],"[[ 0.09807311  0.20128986 -0.13265987  0.15533371]
 [ 7.83528692  7.8416855   0.          0.        ]]"
3,-0.936038,"[ 1.29294494  2.65159318  0.18123515  0.90265018 -1.14623896  1.35769291
  0.00572004  1.08761841  2.26592309 -0.5343658   0.        ]",[ 3.1297492   9.10179732],-0.31835432899,[ 3.07453346  8.49179554],[-0.75522321 -0.24280706],"[[  0.29290334   0.39627822  -0.13265987   0.15533371]
 [ 11.63519815  11.64446092   0.           0.        ]]"
4,-0.891195,"[ 1.13874913  2.43215945  0.54795122  1.97050313 -1.14623815  1.35769174
  0.08382218  1.55530317  1.808589   -0.04369437  0.        ]",[ 2.13076407  7.03275847],-0.254048530459,[ 3.02471709  7.51771641],[-0.75522321 -0.24280706],"[[  0.56298721   0.66656522  -0.13265987   0.15533371]
 [ 15.36104716  15.37177118   0.           0.        ]]"
5,-0.602963,"[ 0.82213582  2.02296975  0.92796162  3.02266142 -1.14623735  1.35769057
  0.16042421  2.01368023  1.05887818  0.16861181  0.        ]",[ 2.18841256  7.84161962],-0.159190877773,[ 1.94863999  6.41360283],[-0.75522321 -0.24280706],"[[  0.90686814   1.01065463  -0.13265987   0.15533371]
 [ 19.01533449  19.02491542   0.           0.        ]]"
6,-0.572843,"[ 0.31008501  1.39936359  1.20026714  3.67773881 -1.14623654  1.35768939
  0.23557742  2.4629133   0.27617751 -0.19638987  0.        ]",[ 0.48169189  5.48257516],-0.0578720895376,[ 0.0827219  5.8092556],[-0.75522321 -0.24280706],"[[  1.32314001   1.42707609  -0.13265987   0.15533371]
 [ 22.60050553  22.6052058    0.           0.        ]]"
7,-0.71304,"[-0.32803372  0.62789088  1.21016479  3.45643226 -1.14623574  1.35768822
  0.26630893  2.90326067 -0.01408156 -1.03917113  0.        ]",[-0.04604142  5.16217002],-0.117765316307,[-0.60741884  5.33652592],[-0.75522321 -0.24280706],"[[  1.78985594   1.91439224  -0.13265987   0.15533371]
 [ 24.06654933  26.11470937   0.           0.        ]]"
8,-0.938116,"[-0.91061309 -0.08992025  0.89982886  1.98426046 -1.14623493  1.35768705
  0.25265219  3.33496137  0.3980897  -1.64632445  0.        ]",[-0.75325805  4.84457761],-0.201460038598,[-0.53057277  5.27503538],[-0.75522321 -0.24280706],"[[  2.26465305   2.47120602  -0.13265987   0.15533371]
 [ 23.41506183  29.55534093   0.           0.        ]]"
9,-0.71334,"[-1.27475212 -0.43602412  0.39090193 -0.66289451 -1.14623413  1.35768588
  0.18048975  2.98618088  0.9241449  -1.4411664   0.        ]",[-0.99564305  7.27693793],-0.215338387112,[-0.86212641  5.55256271],[-0.75522321 -0.24280706],"[[  2.69842727   3.09615931  -0.13265987   0.15533371]
 [ 19.97257356  26.7757212    0.           0.        ]]"
