timestep,obs,rewards,actions,original_rewards,avg_action_dist,logstd_action_dist,human_obs
0,"[ 1.19079063  2.53849542 -0.08640145 -0.6004793  -1.25513577  0.43301726
 -0.24396117 -0.36845731  2.49672678 -0.38714757  0.        ]",-1.22467,[ 2.03334488  5.36657396],-0.358196486903,[ 2.19645882  5.52311277],[-0.3123956  -0.11193258],"[[ 0.02561442  0.05004002 -0.14636079  0.05036227]
 [-0.00189869 -0.00242215  0.          0.        ]]"
1,"[ 1.18827695  2.53429317 -0.02789372 -0.4427559  -1.25513384  0.43301695
 -0.14406318  0.13819919  2.48780399 -0.28109181  0.        ]",-1.28252,[ 1.20889333  4.80862099],-0.35584656886,[ 2.28026032  5.32979202],[-0.3123956  -0.11193258],"[[ 0.06525194  0.08970446 -0.14636079  0.05036227]
 [ 3.95249346  3.95567952  0.          0.        ]]"
2,"[ 1.16789499  2.50782449  0.14494416  0.02233875 -1.25513191  0.43301664
 -0.04613811  0.63482669  2.42418874  0.02685739  0.        ]",-1.26955,[ 0.97729428  6.06171782],-0.346527487901,[ 2.38188171  5.05918646],[-0.3123956  -0.11193258],"[[ 0.18319347  0.2077449  -0.14636079  0.05036227]
 [ 7.82878947  7.83543398  0.          0.        ]]"
3,"[ 1.09324918  2.41933796  0.41973046  0.76208739 -1.25512998  0.43301634
  0.04759164  1.12161993  2.20702962  0.48084873  0.        ]",-1.33508,[ 3.11635273  4.18675448],-0.323913080487,[ 2.44092417  4.69984245],[-0.3123956  -0.11193258],"[[  0.37699392   0.40260982  -0.14636079   0.05036227]
 [ 11.53901667  11.63836756   0.           0.        ]]"
4,"[ 0.91075215  2.21054351  0.76434218  1.68429911 -1.25512805  0.43301603
  0.14176446  1.5987469   1.72634023  0.92210736  0.        ]",-1.18409,[ 2.79482205  5.4851211 ],-0.279149750014,[ 2.32779789  4.30846453],[-0.3123956  -0.11193258],"[[  0.64517339   0.67277619  -0.14636079   0.05036227]
 [ 15.26678217  15.36580172   0.           0.        ]]"
5,"[ 0.5647419   1.82313668  1.10885406  2.59016864 -1.25512612  0.43301572
  0.2341285   2.06637701  0.98423135  1.06211292  0.        ]",-1.00431,[ 2.70251057  4.66663629],-0.204420642609,[ 2.02271223  3.99616051],[-0.3123956  -0.11193258],"[[  0.98718788   1.01674747  -0.14636079   0.05036227]
 [ 18.92294898  19.01907225   0.           0.        ]]"
6,"[ 0.03073531  1.23463599  1.33234675  3.14875254 -1.25512419  0.43301542
  0.32474535  2.52467659  0.25359691  0.62936791  0.        ]",-0.773406,[ 2.0960012   5.21734188],-0.100184104238,[ 1.40002     3.67719364],[-0.3123956  -0.11193258],"[[  1.40163047   1.43305337  -0.14636079   0.05036227]
 [ 22.50995493  22.59949381   0.           0.        ]]"
7,"[-0.63831009  0.50860745  1.28011575  2.94555277 -1.25512226  0.43301511
  0.41365364  2.97384129  0.030587   -0.25080742  0.        ]",-0.732715,[ 0.6514143  4.2171355],-0.0369806589171,[ 0.69638097  3.64249754],[-0.3123956  -0.11193258],"[[  1.88713568   1.92025175  -0.14636079   0.05036227]
 [ 26.02933035  26.10861274   0.           0.        ]]"
8,"[-1.25963825 -0.16452256  0.84241082  1.65886081 -1.25512033  0.4330148
  0.4659771   3.41415577  0.50595222 -0.8361339   0.        ]",-0.859904,[-0.56481018  4.68930446],-0.13062597337,[ 0.54515338  3.86547375],[-0.3123956  -0.11193258],"[[  2.42850454   2.47693783  -0.14636079   0.05036227]
 [ 28.10052506  29.54867284   0.           0.        ]]"
9,"[-1.57733457 -0.48550582  0.1389064  -0.64111282 -1.2551184   0.43301449
  0.39552571  3.05547278  0.98449531 -0.52965113  0.        ]",-0.792128,[ 0.41456447  3.64618201],-0.165270387297,[ 0.40737975  3.66075945],[-0.3123956  -0.11193258],"[[  2.96254828   3.10175466  -0.14636079   0.05036227]
 [ 25.3117763   26.7466717    0.           0.        ]]"
