timestep,obs,rewards,actions,original_rewards,avg_action_dist,logstd_action_dist,human_obs
0,"[ 1.3950606   2.68283989 -0.40606979 -1.27485876  0.39814723 -1.41931336
 -0.20721466 -0.37100313  1.09427386  1.11098873  0.        ]",-0.681463,[-3.04657044  9.60942289],-0.212779560627,[-2.94885159  8.70728683],[-0.86064136 -0.22026344],"[[-0.06838023 -0.09939383  0.04569327 -0.16253173]
 [ 0.00324951  0.00029001  0.          0.        ]]"
1,"[ 1.39024317  2.6877997  -0.46596809 -1.10205463  0.39814713 -1.41931244
 -0.29318969  0.12799481  1.09160688  1.07812286  0.        ]",-0.728,[-2.54800719  8.11123328],-0.209993097122,[-2.60793853  8.3814888 ],[-0.86064136 -0.22026344],"[[-0.10802186 -0.05964483  0.04569327 -0.16253173]
 [-3.95422909  3.96140498  0.          0.        ]]"
2,"[ 1.36319576  2.6878976  -0.64238792 -0.58690139  0.39814703 -1.41931153
 -0.37746352  0.61710975  1.07656708  0.98115787  0.        ]",-0.769956,[-1.96696293  6.66058824],-0.201254497526,[-2.14852476  8.01794624],[-0.86064136 -0.22026344],"[[-0.22602734  0.05853938  0.04569327 -0.16253173]
 [-7.83340067  7.84406778  0.          0.        ]]"
3,"[ 1.27791668  2.64029186 -0.92216027  0.25219172  0.39814693 -1.41931061
 -0.46007147  1.09652756  1.02910034  0.82735384  0.        ]",-0.669331,[-1.89984241  7.89609325],-0.185514384602,[-1.52001488  7.51499701],[-0.86064136 -0.22026344],"[[ -0.42084665   0.25360476   0.04569327  -0.16253173]
 [-11.63589118  11.64975564   0.           0.        ]]"
4,"[ 1.08188278  2.4795844  -1.26916661  1.34025769  0.39814683 -1.41930969
 -0.54105108  1.56641322  0.91994762  0.63658615  0.        ]",-0.662672,[-1.24724826  7.49355358],-0.161370078784,[-1.10078335  6.77972507],[-0.86064136 -0.22026344],"[[ -0.69096328   0.52402523   0.04569327  -0.16253173]
 [-15.36342965  15.37978115   0.           0.        ]]"
5,"[ 0.7232041   2.13414518 -1.60674156  2.48670966  0.39814673 -1.41930877
 -0.62044233  2.02690997  0.72020076  0.4510426   0.        ]",-0.716757,[-0.7504323   4.47533948],-0.127910701567,[-0.87420547  5.79632854],[-0.86064136 -0.22026344],"[[ -1.03489642   0.86829922   0.04569327  -0.16253173]
 [-19.01785579  19.0352859    0.           0.        ]]"
6,"[ 0.19698251  1.56155097 -1.80670527  3.34237378  0.39814663 -1.41930785
 -0.67683071  2.47812885  0.42846642  0.35023643  0.        ]",-0.619745,[ 0.55474585  5.81027365],-0.0888590545187,[ 0.31856146  4.74411583],[-0.86064136 -0.22026344],"[[ -1.44129448   1.28494465   0.04569327  -0.16253173]
 [-21.61344987  22.61715642   0.           0.        ]]"
7,"[-0.35769875  0.80315949 -1.76179669  3.43092301  0.39814653 -1.41930693
 -0.61989493  2.92023733  0.12742024  0.44936527  0.        ]",-0.632423,[ 1.64066145  3.46014363],-0.0687294445916,[ 2.02611184  3.89928961],[-0.86064136 -0.22026344],"[[ -1.84727108   1.77249929   0.04569327  -0.16253173]
 [-18.9926775   26.12672848   0.           0.        ]]"
8,"[-0.77461896  0.03632327 -1.54332703  2.32296125  0.39814643 -1.41930601
 -0.52575313  3.35369383 -0.11143633  0.77183258  0.        ]",-0.720526,[ 2.46276063  2.68422022],-0.0968839150111,[ 2.71390557  3.81318188],[-0.86064136 -0.22026344],"[[ -2.18365087   2.3295555    0.04569327  -0.16253173]
 [-14.65929301  29.56764794   0.           0.        ]]"
9,"[-1.02961414 -0.42686927 -1.28823561 -0.03194469  0.39814633 -1.41930509
 -0.43343078  3.77870657 -0.35644431  1.2356298   0.        ]",-0.710368,[ 1.19679401  5.06163195],-0.154504287085,[ 0.95643461  4.4000144 ],[-0.86064136 -0.22026344],"[[ -2.4342006    2.95475872   0.04569327  -0.16253173]
 [-10.40965781  32.94157531   0.           0.        ]]"
